item,itemLabel,lat,lon,location,distance,sitelinks,thingLabel,thing,articleEN,articleDE
http://www.wikidata.org/entity/Q6794121,Mavalli Tiffin Room,12.955163888889,77.585537777778,Point(77.585537777 12.955163888),4.723,5,business,http://www.wikidata.org/entity/Q4830453,https://en.wikipedia.org/wiki/Mavalli_Tiffin_Room,
http://www.wikidata.org/entity/Q5589028,"Government Pharmacy College, Bangalore",12.96210833,77.59063611,Point(77.59063611 12.96210833),4.726,2,college,http://www.wikidata.org/entity/Q189004,"https://en.wikipedia.org/wiki/Government_Pharmacy_College,_Bangalore",
http://www.wikidata.org/entity/Q23838580,Mysore Road metro station,12.9467266,77.5300737,Point(77.5300737 12.9467266),4.734,2,metro station,http://www.wikidata.org/entity/Q928830,https://en.wikipedia.org/wiki/Mysuru_Road_metro_station,
http://www.wikidata.org/entity/Q23838580,Mysore Road metro station,12.9467266,77.5300737,Point(77.5300737 12.9467266),4.734,2,elevated station,http://www.wikidata.org/entity/Q11670533,https://en.wikipedia.org/wiki/Mysuru_Road_metro_station,
http://www.wikidata.org/entity/Q4702181,Al-Ameen College of Education,12.9535306,77.5842786,Point(77.5842786 12.9535306),4.745,1,university,http://www.wikidata.org/entity/Q3918,,
http://www.wikidata.org/entity/Q65403049,Agara inscription,12.974773,77.595795,Point(77.595795 12.974773),4.758,1,inscription,http://www.wikidata.org/entity/Q1640824,,
http://www.wikidata.org/entity/Q65403363,Krishnarajpura herostone inscription,12.974773,77.595795,Point(77.595795 12.974773),4.758,1,inscription,http://www.wikidata.org/entity/Q1640824,,
http://www.wikidata.org/entity/Q372869,"Government Museum, Bengaluru",12.9747,77.5958,Point(77.5958 12.9747),4.76,5,museum,http://www.wikidata.org/entity/Q33506,"https://en.wikipedia.org/wiki/Government_Museum,_Bangalore",
http://www.wikidata.org/entity/Q4833841,B.M.S. College of Engineering,12.942138888889,77.565833333333,Point(77.565833333 12.942138888),4.774,5,engineering school,http://www.wikidata.org/entity/Q1663017,https://en.wikipedia.org/wiki/B.M.S._College_of_Engineering,
http://www.wikidata.org/entity/Q1531614,Dodda Ganeshana Gudi,12.94289444,77.56820833,Point(77.56820833 12.94289444),4.778,8,Hindu temple,http://www.wikidata.org/entity/Q842402,https://en.wikipedia.org/wiki/Dodda_Basavana_Gudi,https://de.wikipedia.org/wiki/Basava-Tempel
http://www.wikidata.org/entity/Q63329150,"Consulate-General of Japan, Bengaluru",12.982611111111,77.596833333333,Point(77.596833333 12.982611111),4.779,2,consulate general,http://www.wikidata.org/entity/Q372690,,
http://www.wikidata.org/entity/Q7943137,Vrishabhavathi River,12.942777777778,77.568055555556,Point(77.568055555 12.942777777),4.784,5,river,http://www.wikidata.org/entity/Q4022,https://en.wikipedia.org/wiki/Vrishabhavathi_River,
http://www.wikidata.org/entity/Q3537014,Visvesvaraya Industrial and Technological Museum,12.9751,77.5964,Point(77.5964 12.9751),4.815,6,science museum,http://www.wikidata.org/entity/Q588140,https://en.wikipedia.org/wiki/Visvesvaraya_Industrial_and_Technological_Museum,
http://www.wikidata.org/entity/Q7589194,St. Joseph's Indian High School,12.969625,77.59501389,Point(77.59501389 12.969625),4.821,1,secondary school,http://www.wikidata.org/entity/Q159334,https://en.wikipedia.org/wiki/St._Joseph%27s_Indian_High_School,
http://www.wikidata.org/entity/Q111462406,Minsk Square,12.9808948,77.5973998,Point(77.5973998 12.9808948),4.846,1,square,http://www.wikidata.org/entity/Q174782,,
http://www.wikidata.org/entity/Q38251941,"St. Joseph's Community College, Bangalore",12.96923889,77.59515278,Point(77.59515278 12.96923889),4.849,1,university,http://www.wikidata.org/entity/Q3918,"https://en.wikipedia.org/wiki/St._Joseph%27s_Community_College,_Bangalore",
http://www.wikidata.org/entity/Q5192189,Cubbon Park metro station,12.9809006,77.5974655,Point(77.5974655 12.9809006),4.853,3,metro station,http://www.wikidata.org/entity/Q928830,https://en.wikipedia.org/wiki/Cubbon_Park_metro_station,
http://www.wikidata.org/entity/Q5192189,Cubbon Park metro station,12.9809006,77.5974655,Point(77.5974655 12.9809006),4.853,3,underground station,http://www.wikidata.org/entity/Q22808403,https://en.wikipedia.org/wiki/Cubbon_Park_metro_station,
http://www.wikidata.org/entity/Q65404751,Doddabasavana temple basement inscription,12.942058,77.568051,Point(77.568051 12.942058),4.859,1,inscription,http://www.wikidata.org/entity/Q1640824,,
http://www.wikidata.org/entity/Q17060179,"Kumara Swamy Devasthana, Bangalore",12.940467,77.562578,Point(77.562578 12.940467),4.862,3,Hindu temple,http://www.wikidata.org/entity/Q842402,"https://en.wikipedia.org/wiki/Kumara_Swamy_Devasthana,_Bangalore",
http://www.wikidata.org/entity/Q85787143,Museum of Art & Photography,12.974549,77.596832,Point(77.596832 12.974549),4.873,2,museum,http://www.wikidata.org/entity/Q33506,https://en.wikipedia.org/wiki/Museum_of_Art_%26_Photography,
http://www.wikidata.org/entity/Q4702185,Al-Ameen College of Pharmacy,12.9542,77.5866,Point(77.5866 12.9542),4.88,2,college,http://www.wikidata.org/entity/Q189004,https://en.wikipedia.org/wiki/Al-Ameen_College_of_Pharmacy,
http://www.wikidata.org/entity/Q4702184,Al-Ameen College of Law,12.9544,77.5868,Point(77.5868 12.9544),4.882,2,higher education institution,http://www.wikidata.org/entity/Q38723,https://en.wikipedia.org/wiki/Al-Ameen_College_of_Law,
http://www.wikidata.org/entity/Q3067635,National Law School of India University,12.955149,77.517305,Point(77.517305 12.955149),4.941,10,law school,http://www.wikidata.org/entity/Q1321960,https://en.wikipedia.org/wiki/National_Law_School_of_India_University,
http://www.wikidata.org/entity/Q3067635,National Law School of India University,12.955149,77.517305,Point(77.517305 12.955149),4.941,10,academic department,http://www.wikidata.org/entity/Q2467461,https://en.wikipedia.org/wiki/National_Law_School_of_India_University,
http://www.wikidata.org/entity/Q65005928,"The Glass House, Lal Bagh Botanical Gardens",12.950267,77.5835211,Point(77.5835211 12.950267),4.948,1,event venue,http://www.wikidata.org/entity/Q18674739,,
http://www.wikidata.org/entity/Q31502,Bengaluru Aquarium,12.9765,77.5985,Point(77.5985 12.9765),5.014,5,public aquarium,http://www.wikidata.org/entity/Q2281788,https://en.wikipedia.org/wiki/Bangalore_Aquarium,
http://www.wikidata.org/entity/Q22116770,Statue of Queen Victoria,12.9768354,77.5988017,Point(77.5988017 12.9768354),5.041,2,statue,http://www.wikidata.org/entity/Q179700,"https://en.wikipedia.org/wiki/Statue_of_Queen_Victoria,_Bangalore",
http://www.wikidata.org/entity/Q22116770,Statue of Queen Victoria,12.9768354,77.5988017,Point(77.5988017 12.9768354),5.041,2,memorial,http://www.wikidata.org/entity/Q5003624,"https://en.wikipedia.org/wiki/Statue_of_Queen_Victoria,_Bangalore",
http://www.wikidata.org/entity/Q15260447,Muthyalanagar,13.0285,77.555,Point(77.555 13.0285),5.051,1,neighborhood,http://www.wikidata.org/entity/Q123705,https://en.wikipedia.org/wiki/Muthyalanagar,
http://www.wikidata.org/entity/Q39045921,Lalbagh metro station,12.9462868,77.5800613,Point(77.5800613 12.9462868),5.055,1,metro station,http://www.wikidata.org/entity/Q928830,https://en.wikipedia.org/wiki/Lalbagh_metro_station,
http://www.wikidata.org/entity/Q39045921,Lalbagh metro station,12.9462868,77.5800613,Point(77.5800613 12.9462868),5.055,1,elevated station,http://www.wikidata.org/entity/Q11670533,https://en.wikipedia.org/wiki/Lalbagh_metro_station,
http://www.wikidata.org/entity/Q4673540,Acharya Pathasala Public School,12.94011,77.567938,Point(77.567938 12.94011),5.059,1,university,http://www.wikidata.org/entity/Q3918,https://en.wikipedia.org/wiki/Acharya_Pathasala_Public_School,
http://www.wikidata.org/entity/Q17068593,Lavelle Road,12.9711522,77.5978612,Point(77.5978612 12.9711522),5.068,1,human settlement,http://www.wikidata.org/entity/Q486972,https://en.wikipedia.org/wiki/Lavelle_Road,
http://www.wikidata.org/entity/Q29026994,Jayamahal Palace Hotel,12.997,77.5974,Point(77.59747 12.99669),5.076,3,hotel,http://www.wikidata.org/entity/Q27686,https://en.wikipedia.org/wiki/Jayamahal_Palace_Hotel,
http://www.wikidata.org/entity/Q29026994,Jayamahal Palace Hotel,12.99669,77.59747,Point(77.59747 12.99669),5.076,3,hotel,http://www.wikidata.org/entity/Q27686,https://en.wikipedia.org/wiki/Jayamahal_Palace_Hotel,
http://www.wikidata.org/entity/Q29026994,Jayamahal Palace Hotel,12.997,77.5974,Point(77.59747 12.99669),5.076,3,building,http://www.wikidata.org/entity/Q41176,https://en.wikipedia.org/wiki/Jayamahal_Palace_Hotel,
http://www.wikidata.org/entity/Q29026994,Jayamahal Palace Hotel,12.99669,77.59747,Point(77.59747 12.99669),5.076,3,building,http://www.wikidata.org/entity/Q41176,https://en.wikipedia.org/wiki/Jayamahal_Palace_Hotel,
http://www.wikidata.org/entity/Q29026994,Jayamahal Palace Hotel,12.997,77.5974,Point(77.5974 12.997),5.08,3,hotel,http://www.wikidata.org/entity/Q27686,https://en.wikipedia.org/wiki/Jayamahal_Palace_Hotel,
http://www.wikidata.org/entity/Q29026994,Jayamahal Palace Hotel,12.99669,77.59747,Point(77.5974 12.997),5.08,3,hotel,http://www.wikidata.org/entity/Q27686,https://en.wikipedia.org/wiki/Jayamahal_Palace_Hotel,
http://www.wikidata.org/entity/Q29026994,Jayamahal Palace Hotel,12.997,77.5974,Point(77.5974 12.997),5.08,3,building,http://www.wikidata.org/entity/Q41176,https://en.wikipedia.org/wiki/Jayamahal_Palace_Hotel,
http://www.wikidata.org/entity/Q29026994,Jayamahal Palace Hotel,12.99669,77.59747,Point(77.5974 12.997),5.08,3,building,http://www.wikidata.org/entity/Q41176,https://en.wikipedia.org/wiki/Jayamahal_Palace_Hotel,
http://www.wikidata.org/entity/Q5320606,Yeswanthpur,13.0285,77.54625,Point(77.54625 13.0285),5.093,5,suburb,http://www.wikidata.org/entity/Q188509,https://en.wikipedia.org/wiki/Yeswanthpur,
http://www.wikidata.org/entity/Q1861907,M. Chinnaswamy Stadium,12.978806,77.599556,Point(77.599556 12.978806),5.096,17,cricket field,http://www.wikidata.org/entity/Q682943,https://en.wikipedia.org/wiki/M._Chinnaswamy_Stadium,https://de.wikipedia.org/wiki/M._Chinnaswamy_Stadium
http://www.wikidata.org/entity/Q4853948,Banashankari,12.9373,77.5543,Point(77.5543 12.9373),5.099,4,suburb,http://www.wikidata.org/entity/Q188509,https://en.wikipedia.org/wiki/Banashankari,
http://www.wikidata.org/entity/Q4616719,2010 Bangalore stadium bombing,12.9788,77.5996,Point(77.5996 12.9788),5.101,1,bomb attack,http://www.wikidata.org/entity/Q891854,https://en.wikipedia.org/wiki/2010_Bangalore_stadium_bombing,
http://www.wikidata.org/entity/Q7509848,Siege of Bangalore,12.969907,77.597963,Point(77.597963 12.969907),5.117,2,siege,http://www.wikidata.org/entity/Q188055,https://en.wikipedia.org/wiki/Siege_of_Bangalore,
http://www.wikidata.org/entity/Q1531304,Basavanagudi,12.94,77.57,Point(77.57 12.94),5.148,6,Vorort,http://www.wikidata.org/entity/Q687312,https://en.wikipedia.org/wiki/Basavanagudi,
http://www.wikidata.org/entity/Q4986214,Bugle Rock,12.94,77.57,Point(77.57 12.94),5.148,3,human settlement,http://www.wikidata.org/entity/Q486972,https://en.wikipedia.org/wiki/Bugle_Rock,
http://www.wikidata.org/entity/Q17049564,Bengaluru Cantt railway station,12.9936735,77.5993269,Point(77.5993269 12.9936735),5.183,5,station located on surface,http://www.wikidata.org/entity/Q22808404,https://en.wikipedia.org/wiki/Bangalore_Cantonment_railway_station,
http://www.wikidata.org/entity/Q17049564,Bengaluru Cantt railway station,12.9936735,77.5993269,Point(77.5993269 12.9936735),5.183,5,railway station,http://www.wikidata.org/entity/Q55488,https://en.wikipedia.org/wiki/Bangalore_Cantonment_railway_station,
http://www.wikidata.org/entity/Q17100227,Goraguntepalya,13.0284805,77.5408622,Point(77.5408622 13.0284805),5.204,2,metro station,http://www.wikidata.org/entity/Q928830,https://en.wikipedia.org/wiki/Goraguntepalya_metro_station,
http://www.wikidata.org/entity/Q17100227,Goraguntepalya,13.0284805,77.5408622,Point(77.5408622 13.0284805),5.204,2,elevated station,http://www.wikidata.org/entity/Q11670533,https://en.wikipedia.org/wiki/Goraguntepalya_metro_station,
http://www.wikidata.org/entity/Q7893600,"United Theological College, Bangalore",12.99621,77.59912,Point(77.59912 12.99621),5.232,2,seminary,http://www.wikidata.org/entity/Q233324,"https://en.wikipedia.org/wiki/United_Theological_College,_Bangalore",
http://www.wikidata.org/entity/Q4917523,Bishop Cotton Boys' School,12.96861111,77.59877778,Point(77.59877778 12.96861111),5.244,3,boarding school,http://www.wikidata.org/entity/Q269770,https://en.wikipedia.org/wiki/Bishop_Cotton_Boys%27_School,
http://www.wikidata.org/entity/Q4917523,Bishop Cotton Boys' School,12.96861111,77.59877778,Point(77.59877778 12.96861111),5.244,3,school,http://www.wikidata.org/entity/Q3914,https://en.wikipedia.org/wiki/Bishop_Cotton_Boys%27_School,
http://www.wikidata.org/entity/Q16281719,"Sree Dandu Mariamman Temple, Bangalore",12.984722222222,77.601388888889,Point(77.601388888 12.984722222),5.275,2,Hindu temple,http://www.wikidata.org/entity/Q842402,"https://en.wikipedia.org/wiki/Sree_Dandu_Mariamman_Temple,_Bangalore",
http://www.wikidata.org/entity/Q24590299,M S Ramaiah University of Applied Sciences,13.028580555556,77.567786111111,Point(77.567786111 13.028580555),5.31,1,private university,http://www.wikidata.org/entity/Q902104,https://en.wikipedia.org/wiki/Ramaiah_University_of_Applied_Sciences,
http://www.wikidata.org/entity/Q6973599,National Institute of Advanced Studies,13.029833,77.563276,Point(77.563276 13.029833),5.317,6,institute,http://www.wikidata.org/entity/Q1664720,https://en.wikipedia.org/wiki/National_Institute_of_Advanced_Studies,
http://www.wikidata.org/entity/Q7589124,"St Joseph's College, Bengaluru",12.9627,77.5971,Point(77.5971 12.9627),5.317,3,college,http://www.wikidata.org/entity/Q189004,"https://en.wikipedia.org/wiki/St._Joseph%27s_College,_Bangalore",
http://www.wikidata.org/entity/Q7589147,St. Joseph's College of Commerce,12.9627,77.5971,Point(77.5971 12.9627),5.317,2,college,http://www.wikidata.org/entity/Q189004,https://en.wikipedia.org/wiki/St._Joseph%27s_College_of_Commerce,
http://www.wikidata.org/entity/Q7589147,St. Joseph's College of Commerce,12.9627,77.5971,Point(77.5971 12.9627),5.317,2,academic institution,http://www.wikidata.org/entity/Q4671277,https://en.wikipedia.org/wiki/St._Joseph%27s_College_of_Commerce,
http://www.wikidata.org/entity/Q26793790,LalBagh,12.94848,77.58657,Point(77.58657 12.94848),5.319,1,park,http://www.wikidata.org/entity/Q22698,,
http://www.wikidata.org/entity/Q104861781,Ritz-Carlton Bangalore,12.97,77.6,Point(77.6 12.97),5.326,1,hotel,http://www.wikidata.org/entity/Q27686,https://en.wikipedia.org/wiki/Ritz-Carlton_Bangalore,
http://www.wikidata.org/entity/Q104861781,Ritz-Carlton Bangalore,12.9676,77.60154,Point(77.6 12.97),5.326,1,hotel,http://www.wikidata.org/entity/Q27686,https://en.wikipedia.org/wiki/Ritz-Carlton_Bangalore,
http://www.wikidata.org/entity/Q7489090,Shantinagar Bus Station,12.95426944,77.59240278,Point(77.59240278 12.95426944),5.364,1,bus station,http://www.wikidata.org/entity/Q494829,https://en.wikipedia.org/wiki/Atal_Bihari_Vajpayee_TTMC,
http://www.wikidata.org/entity/Q6713103,M. S. Ramaiah Institute of Technology,13.02997222,77.56497222,Point(77.56497222 13.02997222),5.375,3,engineering school,http://www.wikidata.org/entity/Q1663017,https://en.wikipedia.org/wiki/Ramaiah_Institute_of_Technology,
http://www.wikidata.org/entity/Q60749343,Ramaiah Institute of Management,13.029972222222,77.564972222222,Point(77.564972222 13.029972222),5.375,1,academic institution,http://www.wikidata.org/entity/Q4671277,https://en.wikipedia.org/wiki/Ramaiah_Institute_of_Management,
http://www.wikidata.org/entity/Q56449200,Mysore Lancers memorial,13.0124937,77.5925724,Point(77.5925724 13.0124937),5.412,1,memorial,http://www.wikidata.org/entity/Q5003624,,
http://www.wikidata.org/entity/Q5164561,"Consulate General of Germany, Bangalore",12.9683,77.6004,Point(77.6004 12.9683),5.422,2,consulate general,http://www.wikidata.org/entity/Q372690,"https://en.wikipedia.org/wiki/Consulate_General_of_Germany,_Bangalore",
http://www.wikidata.org/entity/Q125292396,Shivaji Nagar metro station,12.98358,77.60306,Point(77.60306 12.98358),5.453,1,metro station,http://www.wikidata.org/entity/Q928830,https://en.wikipedia.org/wiki/Shivaji_Nagar_metro_station_(Bangalore),
http://www.wikidata.org/entity/Q4917524,Bishop Cotton Girls' School,12.9704,77.6014,Point(77.6014 12.9704),5.46,2,private school,http://www.wikidata.org/entity/Q423208,https://en.wikipedia.org/wiki/Bishop_Cotton_Girls%27_School,
http://www.wikidata.org/entity/Q200711,Lal Bagh,12.95,77.59,Point(77.59 12.95),5.466,18,botanical garden,http://www.wikidata.org/entity/Q167346,https://en.wikipedia.org/wiki/Lal_Bagh,https://de.wikipedia.org/wiki/Lal_Bagh_Botanical_Gardens
http://www.wikidata.org/entity/Q25340047,"MS Ramaiah Medical College, Bangalore",13.0305,77.5663,Point(77.5663 13.0305),5.468,2,medical school,http://www.wikidata.org/entity/Q494230,https://en.wikipedia.org/wiki/M._S._Ramaiah_Medical_College,
http://www.wikidata.org/entity/Q7162983,Peninsular Gneiss,12.946,77.586,Point(77.586 12.946),5.481,2,geographical feature,http://www.wikidata.org/entity/Q618123,https://en.wikipedia.org/wiki/Peninsular_Gneiss,
http://www.wikidata.org/entity/Q127105221,Nayandahalli,12.9426237234,77.52375283076,Point(77.52375283 12.942623723),5.49,1,human settlement,http://www.wikidata.org/entity/Q486972,,
http://www.wikidata.org/entity/Q108336508,Pantharapalya - Nayandahalli metro station,12.94167,77.52512,Point(77.52512 12.94167),5.496,2,metro station,http://www.wikidata.org/entity/Q928830,https://en.wikipedia.org/wiki/Pantharapalya%E2%80%93Nayandahalli_metro_station,
http://www.wikidata.org/entity/Q104861781,Ritz-Carlton Bangalore,12.97,77.6,Point(77.60154 12.9676),5.563,1,hotel,http://www.wikidata.org/entity/Q27686,https://en.wikipedia.org/wiki/Ritz-Carlton_Bangalore,
http://www.wikidata.org/entity/Q104861781,Ritz-Carlton Bangalore,12.9676,77.60154,Point(77.60154 12.9676),5.563,1,hotel,http://www.wikidata.org/entity/Q27686,https://en.wikipedia.org/wiki/Ritz-Carlton_Bangalore,
http://www.wikidata.org/entity/Q7929226,"Vijaya College, Bengaluru",12.9411,77.5809,Point(77.5809 12.9411),5.582,1,academic institution,http://www.wikidata.org/entity/Q4671277,"https://en.wikipedia.org/wiki/Vijaya_College,_Bangalore",
http://www.wikidata.org/entity/Q7590089,"St. Mary's Basilica, Bangalore",12.984416666667,77.60425,Point(77.60425 12.984416666),5.584,8,church building,http://www.wikidata.org/entity/Q16970,"https://en.wikipedia.org/wiki/St._Mary%27s_Basilica,_Bangalore",https://de.wikipedia.org/wiki/Marienbasilika_(Bengaluru)
http://www.wikidata.org/entity/Q6126761,Jalhalli,13.03333333,77.55,Point(77.55 13.03333333),5.59,4,village in India,http://www.wikidata.org/entity/Q56436498,https://en.wikipedia.org/wiki/Jalhalli,
http://www.wikidata.org/entity/Q19898472,"St. Andrew's Church, Bangalore",12.9792,77.6042,Point(77.6042 12.9792),5.594,3,church building,http://www.wikidata.org/entity/Q16970,"https://en.wikipedia.org/wiki/St._Andrew%27s_Church,_Bangalore",
http://www.wikidata.org/entity/Q4850551,Baldwin Girls High School,12.964166666667,77.600555555556,Point(77.600555555 12.964166666),5.595,1,secondary school,http://www.wikidata.org/entity/Q159334,https://en.wikipedia.org/wiki/Baldwin_Girls%27_High_School,
http://www.wikidata.org/entity/Q19898479,"St. Mark's Cathedral, Bangalore",12.9757,77.6041,Point(77.6041 12.9757),5.627,3,Anglican or Episcopal cathedral,http://www.wikidata.org/entity/Q56242250,"https://en.wikipedia.org/wiki/St._Mark%27s_Cathedral,_Bangalore",
http://www.wikidata.org/entity/Q19898479,"St. Mark's Cathedral, Bangalore",12.9757,77.6041,Point(77.6041 12.9757),5.627,3,church building,http://www.wikidata.org/entity/Q16970,"https://en.wikipedia.org/wiki/St._Mark%27s_Cathedral,_Bangalore",
http://www.wikidata.org/entity/Q48733514,"St Joseph’s College of Law, Bangalore",12.97053333,77.60313056,Point(77.60313056 12.97053333),5.638,1,academic institution,http://www.wikidata.org/entity/Q4671277,"https://en.wikipedia.org/wiki/St_Joseph%27s_College_of_Law,_Bangalore",
http://www.wikidata.org/entity/Q6150813,Janaseva Vidyakendra Boys Residential School,12.970895,77.603559,Point(77.603559 12.970895),5.673,2,school,http://www.wikidata.org/entity/Q3914,https://en.wikipedia.org/wiki/Janaseva_Vidyakendra_Boys_Residential_School,
http://www.wikidata.org/entity/Q7589061,"St. Joseph's Boys' High School, Bangalore",12.970895,77.603559,Point(77.603559 12.970895),5.673,1,high school,http://www.wikidata.org/entity/Q9826,"https://en.wikipedia.org/wiki/St_Joseph%27s_Boys%27_High_School,_Bangalore",
http://www.wikidata.org/entity/Q5521049,"Ganganagar, Bangalore",13.021,77.588,Point(77.588 13.021),5.686,1,human settlement,http://www.wikidata.org/entity/Q486972,"https://en.wikipedia.org/wiki/Ganganagar,_Bangalore",
http://www.wikidata.org/entity/Q28408193,SGPTA PU College,12.93480556,77.56997222,Point(77.56997222 12.93480556),5.689,1,school,http://www.wikidata.org/entity/Q3914,https://en.wikipedia.org/wiki/SGPTA_PU_College,
http://www.wikidata.org/entity/Q4855048,Bangalore Hockey Stadium,12.961684,77.600642,Point(77.600642 12.961684),5.713,1,stadium,http://www.wikidata.org/entity/Q483110,https://en.wikipedia.org/wiki/Bangalore_Hockey_Stadium,
http://www.wikidata.org/entity/Q19898477,St. Joseph's Pre-University College,12.97108889,77.60421389,Point(77.60421389 12.97108889),5.737,1,school,http://www.wikidata.org/entity/Q3914,https://en.wikipedia.org/wiki/St._Joseph%27s_Pre-University_College,
http://www.wikidata.org/entity/Q4933004,Mathikere,13.034887,77.55309,Point(77.55309 13.034887),5.755,3,suburb,http://www.wikidata.org/entity/Q188509,https://en.wikipedia.org/wiki/Mathikere,
http://www.wikidata.org/entity/Q34906358,Matti Kere,13.035,77.550555555556,Point(77.550555555 13.035),5.772,1,reservoir,http://www.wikidata.org/entity/Q131681,,
http://www.wikidata.org/entity/Q39045926,Southend Circle metro station,12.938321,77.5800747,Point(77.5800747 12.938321),5.797,1,metro station,http://www.wikidata.org/entity/Q928830,https://en.wikipedia.org/wiki/South_End_Circle_metro_station,
http://www.wikidata.org/entity/Q39045926,Southend Circle metro station,12.938321,77.5800747,Point(77.5800747 12.938321),5.797,1,elevated station,http://www.wikidata.org/entity/Q11670533,https://en.wikipedia.org/wiki/South_End_Circle_metro_station,
http://www.wikidata.org/entity/Q16892888,JD Institute of Fashion Technology,12.9738668,77.6055334,Point(77.6055334 12.9738668),5.813,1,academic institution,http://www.wikidata.org/entity/Q4671277,https://en.wikipedia.org/wiki/JD_Institute_of_Fashion_Technology,
http://www.wikidata.org/entity/Q16892888,JD Institute of Fashion Technology,12.9464,77.6072,Point(77.6055334 12.9738668),5.813,1,academic institution,http://www.wikidata.org/entity/Q4671277,https://en.wikipedia.org/wiki/JD_Institute_of_Fashion_Technology,
http://www.wikidata.org/entity/Q55624883,Nayandahalli Railway Station,12.941162,77.520696,Point(77.520696 12.941162),5.816,1,station located on surface,http://www.wikidata.org/entity/Q22808404,https://en.wikipedia.org/wiki/Nayandahalli_railway_station,
http://www.wikidata.org/entity/Q55624883,Nayandahalli Railway Station,12.941162,77.520696,Point(77.520696 12.941162),5.816,1,railway station,http://www.wikidata.org/entity/Q55488,https://en.wikipedia.org/wiki/Nayandahalli_railway_station,
http://www.wikidata.org/entity/Q30593999,Richmond Town,12.96339,77.60253,Point(77.60253 12.96339),5.825,1,neighborhood,http://www.wikidata.org/entity/Q123705,"https://en.wikipedia.org/wiki/Richmond_Town,_Bangalore",
http://www.wikidata.org/entity/Q17082766,PES University,12.93381944,77.53447778,Point(77.53447778 12.93381944),5.829,3,engineering school,http://www.wikidata.org/entity/Q1663017,https://en.wikipedia.org/wiki/PES_University,
http://www.wikidata.org/entity/Q11121865,Plaza Theatre (Bangalore),12.9751,77.606,Point(77.606 12.9751),5.84,3,theatre building,http://www.wikidata.org/entity/Q24354,https://en.wikipedia.org/wiki/Plaza_Theatre_(Bangalore),
http://www.wikidata.org/entity/Q6650064,Little Flower Public School,12.9317,77.5414,Point(77.5414 12.9317),5.849,2,school,http://www.wikidata.org/entity/Q3914,,
http://www.wikidata.org/entity/Q16904272,Yuvabharathi Public School,12.9317,77.5414,Point(77.5414 12.9317),5.849,1,school,http://www.wikidata.org/entity/Q3914,https://en.wikipedia.org/wiki/Yuvabharathi_Public_School,
http://www.wikidata.org/entity/Q125292398,Cantonment Railway Station metro station,12.99142,77.60606,Point(77.60606 12.99142),5.851,1,metro station,http://www.wikidata.org/entity/Q928830,https://en.wikipedia.org/wiki/Cantonment_Railway_Station_metro_station,
http://www.wikidata.org/entity/Q38249766,Wilson Garden,12.95059,77.59521,Point(77.59521 12.95059),5.855,1,human-geographic territorial entity,http://www.wikidata.org/entity/Q15642541,https://en.wikipedia.org/wiki/Wilson_Garden,
http://www.wikidata.org/entity/Q127104022,Nayandahalli lake,12.939978327825,77.521465111944,Point(77.521465111 12.939978327),5.873,1,lake,http://www.wikidata.org/entity/Q23397,,
http://www.wikidata.org/entity/Q7645383,Surana College,12.9365,77.5783,Point(77.5783 12.9365),5.879,3,school,http://www.wikidata.org/entity/Q3914,https://en.wikipedia.org/wiki/Surana_College,
http://www.wikidata.org/entity/Q1932421,Shivajinagar,12.991008333333,77.606563888889,Point(77.606563888 12.991008333),5.898,5,suburb,http://www.wikidata.org/entity/Q188509,"https://en.wikipedia.org/wiki/Shivajinagar,_Bangalore",
http://www.wikidata.org/entity/Q7799554,Thyagarajanagar,12.932069444444,77.567686111111,Point(77.567686111 12.932069444),5.904,1,human settlement,http://www.wikidata.org/entity/Q486972,https://en.wikipedia.org/wiki/Thyagarajanagar,
http://www.wikidata.org/entity/Q5539354,MG Road Metro Station,12.9755,77.6068,Point(77.6068 12.9755),5.92,4,metro station,http://www.wikidata.org/entity/Q928830,https://en.wikipedia.org/wiki/Mahatma_Gandhi_Road_metro_station_(Bangalore),
http://www.wikidata.org/entity/Q5539354,MG Road Metro Station,12.9755,77.6068,Point(77.6068 12.9755),5.92,4,elevated station,http://www.wikidata.org/entity/Q11670533,https://en.wikipedia.org/wiki/Mahatma_Gandhi_Road_metro_station_(Bangalore),
http://www.wikidata.org/entity/Q7331016,Richmond Town Methodist Church,12.96337778,77.6035,Point(77.6035 12.96337778),5.923,1,Protestant church building,http://www.wikidata.org/entity/Q56242063,https://en.wikipedia.org/wiki/Richmond_Town_Methodist_Church,
http://www.wikidata.org/entity/Q17082567,Peenya metro station,13.0329868,77.5334693,Point(77.5334693 13.0329868),5.923,1,metro station,http://www.wikidata.org/entity/Q928830,https://en.wikipedia.org/wiki/Peenya_metro_station,
http://www.wikidata.org/entity/Q17082567,Peenya metro station,13.0329868,77.5334693,Point(77.5334693 13.0329868),5.923,1,elevated station,http://www.wikidata.org/entity/Q11670533,https://en.wikipedia.org/wiki/Peenya_metro_station,
http://www.wikidata.org/entity/Q65038062,World War I Sapper Memorial,12.971618,77.606812,Point(77.606812 12.971618),5.998,1,memorial,http://www.wikidata.org/entity/Q5003624,,
http://www.wikidata.org/entity/Q3416185,Brigade Road,12.973801,77.6075,Point(77.6075 12.973801),6.024,5,road,http://www.wikidata.org/entity/Q34442,https://en.wikipedia.org/wiki/Brigade_Road,
