location,distance,item,lat,lon,sitelinks,itemLabel,placeLabel
Point(10.33599444 53.5276),21.32,http://www.wikidata.org/entity/Q8442,53.5277,10.3361,206,Otto von Bismarck,Bismarck Mausoleum
Point(10.3361 53.5277),21.325,http://www.wikidata.org/entity/Q8442,53.5277,10.3361,206,Otto von Bismarck,Bismarck Mausoleum
Point(10.33599444 53.5276),21.32,http://www.wikidata.org/entity/Q8442,53.5276,10.33599444,206,Otto von Bismarck,Bismarck Mausoleum
Point(10.3361 53.5277),21.325,http://www.wikidata.org/entity/Q8442,53.5276,10.33599444,206,Otto von Bismarck,Bismarck Mausoleum
Point(10.061666666 53.624722222),8.47,http://www.wikidata.org/entity/Q41257,53.624722222222,10.061666666667,107,Heinrich Hertz,Ohlsdorf Cemetery
Point(10.061666666 53.624722222),8.47,http://www.wikidata.org/entity/Q2516,53.624722222222,10.061666666667,106,Helmut Schmidt,Ohlsdorf Cemetery
Point(10.314682 53.520576),20.055,http://www.wikidata.org/entity/Q76437,53.520576,10.314682,86,Karl Dönitz,Aumühle Cemetery
Point(10.061666666 53.624722222),8.47,http://www.wikidata.org/entity/Q57066,53.624722222222,10.061666666667,84,James Franck,Ohlsdorf Cemetery
Point(10.061666666 53.624722222),8.47,http://www.wikidata.org/entity/Q57070,53.624722222222,10.061666666667,83,Gustav Ludwig Hertz,Ohlsdorf Cemetery
Point(9.978889 53.548333),2.535,http://www.wikidata.org/entity/Q76428,53.548333,9.978889,72,Carl Philipp Emanuel Bach,"St. Michaelis Church, Hamburg"
Point(10.0 53.55),1.142,http://www.wikidata.org/entity/Q75854,53.55,10.0,69,Georg Philipp Telemann,Hamburg
Point(9.917777777 53.553888888),6.507,http://www.wikidata.org/entity/Q154367,53.553888888889,9.9177777777778,62,Friedrich Gottlieb Klopstock,Ottensen
Point(9.841666666 53.554166666),11.534,http://www.wikidata.org/entity/Q60113,53.554166666667,9.8416666666667,56,Bernhard von Bülow,Nienstedten Cemetery
Point(10.061666666 53.624722222),8.47,http://www.wikidata.org/entity/Q44470,53.624722222222,10.061666666667,52,Uwe Seeler,Ohlsdorf Cemetery
Point(9.870833333 53.573888888),9.87,http://www.wikidata.org/entity/Q76412,53.573888888889,9.8708333333333,50,Siegfried Lenz,Friedhof Groß Flottbek
Point(10.061666666 53.624722222),8.47,http://www.wikidata.org/entity/Q77179,53.624722222222,10.061666666667,47,Wilhelm Cuno,Ohlsdorf Cemetery
Point(9.716666666 53.366666666),28.719,http://www.wikidata.org/entity/Q77102,53.366666666667,9.7166666666667,43,Max Schmeling,Hollenstedt
Point(10.061666666 53.624722222),8.47,http://www.wikidata.org/entity/Q76959,53.624722222222,10.061666666667,42,Ralf Dahrendorf,Ohlsdorf Cemetery
Point(10.061666666 53.624722222),8.47,http://www.wikidata.org/entity/Q155540,53.624722222222,10.061666666667,42,Hans von Bülow,Ohlsdorf Cemetery
Point(10.070839 53.57294),4.204,http://www.wikidata.org/entity/Q77338,53.57294,10.070839,42,Matthias Claudius,Historischer Friedhof Wandsbek
Point(10.061666666 53.624722222),8.47,http://www.wikidata.org/entity/Q58799,53.624722222222,10.061666666667,39,Wolfgang Borchert,Ohlsdorf Cemetery
