location,distance,item,lat,lon,sitelinks,itemLabel,placeLabel
Point(16.9983 52.4206),4.504,http://www.wikidata.org/entity/Q350932,52.4206,16.9983,8,Jerzy Topolski,Miłostowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q2599813,52.3863,16.8329,7,Władysław Kuraszkiewicz,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q4023964,52.3863,16.8329,7,Zdzisław Kasprzak,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q11797889,52.3863,16.8329,7,Olga Sawicka,Junikowo Cemetery
Point(16.879419 52.416011),3.888,http://www.wikidata.org/entity/Q361155,52.416011,16.879419,7,Adolf Chybiński,Jeżyce cemetery in Poznań
Point(16.8797 52.4164),3.879,http://www.wikidata.org/entity/Q361155,52.416011,16.879419,7,Adolf Chybiński,Jeżyce cemetery in Poznań
Point(16.879419 52.416011),3.888,http://www.wikidata.org/entity/Q361155,52.4164,16.8797,7,Adolf Chybiński,Jeżyce cemetery in Poznań
Point(16.8797 52.4164),3.879,http://www.wikidata.org/entity/Q361155,52.4164,16.8797,7,Adolf Chybiński,Jeżyce cemetery in Poznań
Point(16.879419 52.416011),3.888,http://www.wikidata.org/entity/Q9370758,52.416011,16.879419,7,Wanda Błeńska,Jeżyce cemetery in Poznań
Point(16.8797 52.4164),3.879,http://www.wikidata.org/entity/Q9370758,52.416011,16.879419,7,Wanda Błeńska,Jeżyce cemetery in Poznań
Point(16.879419 52.416011),3.888,http://www.wikidata.org/entity/Q9370758,52.4164,16.8797,7,Wanda Błeńska,Jeżyce cemetery in Poznań
Point(16.8797 52.4164),3.879,http://www.wikidata.org/entity/Q9370758,52.4164,16.8797,7,Wanda Błeńska,Jeżyce cemetery in Poznań
Point(16.890252777 52.439158333),4.617,http://www.wikidata.org/entity/Q245400,52.439158333333,16.890252777778,7,Zygmunt Wojciechowski,Jean-Marie Vianney cemetery in Poznań
Point(16.890252777 52.439158333),4.617,http://www.wikidata.org/entity/Q3850336,52.439158333333,16.890252777778,7,Zdzisław Krygowski,Jean-Marie Vianney cemetery in Poznań
Point(16.933611111 52.408333333),0.115,http://www.wikidata.org/entity/Q325234,52.408333333333,16.933611111111,7,Karol Marcinkowski,Poznań
Point(16.68333333 52.43333333),17.31,http://www.wikidata.org/entity/Q433214,52.43333333,16.68333333,7,Narcyz Olizar,"Lusowo, Greater Poland Voivodeship"
Point(16.70042 52.43425),16.186,http://www.wikidata.org/entity/Q433214,52.43333333,16.68333333,7,Narcyz Olizar,"Lusowo, Greater Poland Voivodeship"
Point(16.68333333 52.43333333),17.31,http://www.wikidata.org/entity/Q433214,52.43425,16.70042,7,Narcyz Olizar,"Lusowo, Greater Poland Voivodeship"
Point(16.70042 52.43425),16.186,http://www.wikidata.org/entity/Q433214,52.43425,16.70042,7,Narcyz Olizar,"Lusowo, Greater Poland Voivodeship"
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q478347,52.411389,16.947778,7,Florian Stablewski,Archcathedral Basilica of St. Peter and St. Paul
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q967343,52.411389,16.947778,7,Leon Michał Przyłuski,Archcathedral Basilica of St. Peter and St. Paul
Point(17.233333333 52.333333333),21.874,http://www.wikidata.org/entity/Q465218,52.333333333333,17.233333333333,7,Apolinary Szeluto,Greater Poland Voivodeship
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9354030,52.3863,16.8329,6,Tadeusz Adamski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9376903,52.3863,16.8329,6,Wojciech Szczęsny Kaczmarek,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q208856,52.3863,16.8329,6,August Chełkowski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q3807079,52.3863,16.8329,6,Janusz Patrzykont,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q11692215,52.3863,16.8329,6,Czesław Chruszczewski,Junikowo Cemetery
Point(16.890252777 52.439158333),4.617,http://www.wikidata.org/entity/Q4399550,52.439158333333,16.890252777778,6,Mikołaj Rudnicki,Jean-Marie Vianney cemetery in Poznań
Point(16.933611111 52.408333333),0.115,http://www.wikidata.org/entity/Q4094754,52.408333333333,16.933611111111,6,Roman Bortnyk,Poznań
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q733033,52.411389,16.947778,6,Elisabeth of Wrocław,Archcathedral Basilica of St. Peter and St. Paul
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q4121283,52.411389,16.947778,6,Adam Konarski,Archcathedral Basilica of St. Peter and St. Paul
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q4121312,52.411389,16.947778,6,Piotr Wysz Radoliński,Archcathedral Basilica of St. Peter and St. Paul
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q9367040,52.411389,16.947778,6,Uriel Górka,Archcathedral Basilica of St. Peter and St. Paul
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9375528,52.3863,16.8329,5,Witalis Leporowski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q1337430,52.3863,16.8329,5,Wojciech Skowroński,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q2080023,52.3863,16.8329,5,Leszek Moszyński,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q4152339,52.3863,16.8329,5,Kazimierz Górecki,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q4182766,52.3863,16.8329,5,Ludwik Zabrocki,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q4354859,52.3863,16.8329,5,Tadeusz Strumiłło,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q4714981,52.3863,16.8329,5,Aleksander Polus,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q4776155,52.3863,16.8329,5,Antoni Czubiński,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q6373053,52.3863,16.8329,5,Karol Marian Pospieszalski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q6836015,52.3863,16.8329,5,Michał Janiszewski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9167679,52.3863,16.8329,5,Bazyli Wojtowicz,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q11779730,52.3863,16.8329,5,Mieczysław Fęglerski,Junikowo Cemetery
Point(16.877767 52.386706),4.557,http://www.wikidata.org/entity/Q11718887,52.3867,16.8779,5,Jan Rutkowski,Górczyński Cemetery
Point(16.877767 52.386706),4.557,http://www.wikidata.org/entity/Q11718887,52.386706,16.877767,5,Jan Rutkowski,Górczyński Cemetery
Point(16.873755 52.379056),5.264,http://www.wikidata.org/entity/Q11738271,52.379056,16.873755,5,Kazimierz Raszewski,Górczyn
Point(16.879419 52.416011),3.888,http://www.wikidata.org/entity/Q11737735,52.416011,16.879419,5,Kazimierz Browicz,Jeżyce cemetery in Poznań
Point(16.8797 52.4164),3.879,http://www.wikidata.org/entity/Q11737735,52.416011,16.879419,5,Kazimierz Browicz,Jeżyce cemetery in Poznań
Point(16.879419 52.416011),3.888,http://www.wikidata.org/entity/Q11737735,52.4164,16.8797,5,Kazimierz Browicz,Jeżyce cemetery in Poznań
Point(16.8797 52.4164),3.879,http://www.wikidata.org/entity/Q11737735,52.4164,16.8797,5,Kazimierz Browicz,Jeżyce cemetery in Poznań
Point(16.8779 52.3867),4.55,http://www.wikidata.org/entity/Q11718887,52.3867,16.8779,5,Jan Rutkowski,Górczyński Cemetery
Point(16.8779 52.3867),4.55,http://www.wikidata.org/entity/Q11718887,52.386706,16.877767,5,Jan Rutkowski,Górczyński Cemetery
Point(16.68333333 52.43333333),17.31,http://www.wikidata.org/entity/Q9142236,52.43333333,16.68333333,5,Agnieszka Dowbor-Muśnicka,"Lusowo, Greater Poland Voivodeship"
Point(16.70042 52.43425),16.186,http://www.wikidata.org/entity/Q9142236,52.43333333,16.68333333,5,Agnieszka Dowbor-Muśnicka,"Lusowo, Greater Poland Voivodeship"
Point(16.68333333 52.43333333),17.31,http://www.wikidata.org/entity/Q9142236,52.43425,16.70042,5,Agnieszka Dowbor-Muśnicka,"Lusowo, Greater Poland Voivodeship"
Point(16.70042 52.43425),16.186,http://www.wikidata.org/entity/Q9142236,52.43425,16.70042,5,Agnieszka Dowbor-Muśnicka,"Lusowo, Greater Poland Voivodeship"
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q584636,52.411389,16.947778,5,Jerzy Stroba,Archcathedral Basilica of St. Peter and St. Paul
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q748954,52.411389,16.947778,5,Jan Lubrański,Archcathedral Basilica of St. Peter and St. Paul
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q962870,52.411389,16.947778,5,Tymoteusz Paweł Gorzeński,Archcathedral Basilica of St. Peter and St. Paul
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q4121308,52.411389,16.947778,5,Andrzej Szołdrski,Archcathedral Basilica of St. Peter and St. Paul
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q9341749,52.411389,16.947778,5,Stanisław Ciołek,Archcathedral Basilica of St. Peter and St. Paul
Point(16.9289 52.4144),0.834,http://www.wikidata.org/entity/Q1723227,52.4144,16.9289,5,Marian Seyda,Cmentarz Zasłużonych Wielkopolan w Poznaniu
Point(16.9304 52.4137),0.716,http://www.wikidata.org/entity/Q4422785,52.4137,16.9304,5,Mikołaj Skrzetuski,Saint Joseph church in Poznań
Point(16.9983 52.4206),4.504,http://www.wikidata.org/entity/Q1977486,52.4206,16.9983,5,Kazimierz Flatau,Miłostowo Cemetery
Point(16.9983 52.4206),4.504,http://www.wikidata.org/entity/Q2590057,52.4206,16.9983,5,Ada Rusowicz,Miłostowo Cemetery
Point(16.9983 52.4206),4.504,http://www.wikidata.org/entity/Q9389861,52.4206,16.9983,5,Zdzisław Starzyński,Miłostowo Cemetery
Point(16.9983 52.4206),4.504,http://www.wikidata.org/entity/Q11738346,52.4206,16.9983,5,Kazimierz Sporny,Miłostowo Cemetery
Point(17.233333333 52.333333333),21.874,http://www.wikidata.org/entity/Q12528299,52.333333333333,17.233333333333,5,Aleksandr Gutsalo,Greater Poland Voivodeship
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9354295,52.3863,16.8329,4,Tadeusz Grabski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9367218,52.3863,16.8329,4,Urszula Łukomska,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9374041,52.3863,16.8329,4,Wiktor Jassem,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9375904,52.3863,16.8329,4,Witold Zegalski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9391761,52.3863,16.8329,4,Zofia Hilczer-Kurnatowska,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9391831,52.3863,16.8329,4,Zofia Orliczowa,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q642965,52.3863,16.8329,4,Leon Raszeja,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q931981,52.3863,16.8329,4,Maciej Frankiewicz,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q2575548,52.3863,16.8329,4,Nikos Chadzinikolau,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q3048080,52.3863,16.8329,4,Edmund Białas,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q4218024,52.3863,16.8329,4,Zdzisław Kaczmarczyk,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q4389508,52.3863,16.8329,4,Jan Nepomucen Rakowski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q5731188,52.3863,16.8329,4,Henryk Śniegocki,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q7999907,52.3863,16.8329,4,Wiktor Dega,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q8028440,52.3863,16.8329,4,Witold Jakóbczyk,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9151481,52.3863,16.8329,4,Andrzej Babiński,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9180739,52.3863,16.8329,4,Brygida Kürbis,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q11769265,52.3863,16.8329,4,Maria and Bogdan Kalinowski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q19119666,52.3863,16.8329,4,Zofia Dziurzyńska-Rosińska,Junikowo Cemetery
Point(16.877767 52.386706),4.557,http://www.wikidata.org/entity/Q5408401,52.3867,16.8779,4,Eugeniusz Piasecki,Górczyński Cemetery
Point(16.877767 52.386706),4.557,http://www.wikidata.org/entity/Q5408401,52.386706,16.877767,4,Eugeniusz Piasecki,Górczyński Cemetery
Point(16.877767 52.386706),4.557,http://www.wikidata.org/entity/Q6150470,52.3867,16.8779,4,Jan Żniniewicz,Górczyński Cemetery
Point(16.877767 52.386706),4.557,http://www.wikidata.org/entity/Q6150470,52.386706,16.877767,4,Jan Żniniewicz,Górczyński Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q55380962,52.3863,16.8329,4,Janusz Kulas,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q10933484,52.3863,16.8329,4,Jerzy Pertek,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q11691404,52.3863,16.8329,4,Conrad Drzewiecki,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q11692243,52.3863,16.8329,4,Czesław Kubiak,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q11724344,52.3863,16.8329,4,Jerzy Baksalary,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q11724519,52.3863,16.8329,4,Jerzy Dietl,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q11736079,52.3863,16.8329,4,Karol Hoffmann,Junikowo Cemetery
Point(16.879419 52.416011),3.888,http://www.wikidata.org/entity/Q9342420,52.416011,16.879419,4,Stanisław Kuryłłowicz,Jeżyce cemetery in Poznań
Point(16.8797 52.4164),3.879,http://www.wikidata.org/entity/Q9342420,52.416011,16.879419,4,Stanisław Kuryłłowicz,Jeżyce cemetery in Poznań
Point(16.879419 52.416011),3.888,http://www.wikidata.org/entity/Q9342420,52.4164,16.8797,4,Stanisław Kuryłłowicz,Jeżyce cemetery in Poznań
Point(16.8797 52.4164),3.879,http://www.wikidata.org/entity/Q9342420,52.4164,16.8797,4,Stanisław Kuryłłowicz,Jeżyce cemetery in Poznań
Point(16.890252777 52.439158333),4.617,http://www.wikidata.org/entity/Q1442537,52.439158333333,16.890252777778,4,Stefan Cybichowski,Jean-Marie Vianney cemetery in Poznań
Point(16.890252777 52.439158333),4.617,http://www.wikidata.org/entity/Q4759576,52.439158333333,16.890252777778,4,Andrzej Alexiewicz,Jean-Marie Vianney cemetery in Poznań
Point(16.890252777 52.439158333),4.617,http://www.wikidata.org/entity/Q6699457,52.439158333333,16.890252777778,4,Ludwik Sitowski,Jean-Marie Vianney cemetery in Poznań
Point(16.890252777 52.439158333),4.617,http://www.wikidata.org/entity/Q9375841,52.439158333333,16.890252777778,4,Witold Staniewicz,Jean-Marie Vianney cemetery in Poznań
Point(16.8779 52.3867),4.55,http://www.wikidata.org/entity/Q5408401,52.3867,16.8779,4,Eugeniusz Piasecki,Górczyński Cemetery
Point(16.8779 52.3867),4.55,http://www.wikidata.org/entity/Q5408401,52.386706,16.877767,4,Eugeniusz Piasecki,Górczyński Cemetery
Point(16.8779 52.3867),4.55,http://www.wikidata.org/entity/Q6150470,52.3867,16.8779,4,Jan Żniniewicz,Górczyński Cemetery
Point(16.8779 52.3867),4.55,http://www.wikidata.org/entity/Q6150470,52.386706,16.877767,4,Jan Żniniewicz,Górczyński Cemetery
Point(16.933611111 52.408333333),0.115,http://www.wikidata.org/entity/Q4083406,52.408333333333,16.933611111111,4,Boris Belyayev,Poznań
Point(16.60472 52.38583),22.556,http://www.wikidata.org/entity/Q11769436,52.38583,16.60472,4,Marian Hutten-Czapski,Niepruszewo
Point(16.60343 52.38733),22.626,http://www.wikidata.org/entity/Q11769436,52.38583,16.60472,4,Marian Hutten-Czapski,Niepruszewo
Point(16.60472 52.38583),22.556,http://www.wikidata.org/entity/Q11769436,52.38733,16.60343,4,Marian Hutten-Czapski,Niepruszewo
Point(16.60343 52.38733),22.626,http://www.wikidata.org/entity/Q11769436,52.38733,16.60343,4,Marian Hutten-Czapski,Niepruszewo
Point(16.799 52.5226),15.735,http://www.wikidata.org/entity/Q9359707,52.5226,16.799,4,Q9359707,Church of the Nativity of the Virgin Mary in Sobota
Point(16.9266 52.42),1.46,http://www.wikidata.org/entity/Q6430232,52.42,16.9266,4,Konstanty Hrynakowski,Saint Adalbert cemetery in Poznań
Point(16.947778 52.411389),0.934,http://www.wikidata.org/entity/Q9370332,52.411389,16.947778,4,Walenty Dymek,Archcathedral Basilica of St. Peter and St. Paul
Point(16.9289 52.4144),0.834,http://www.wikidata.org/entity/Q5201171,52.4144,16.9289,4,Cyryl Ratajski,Cmentarz Zasłużonych Wielkopolan w Poznaniu
Point(16.9289 52.4144),0.834,http://www.wikidata.org/entity/Q11731738,52.4144,16.9289,4,Józef Łukaszewicz,Cmentarz Zasłużonych Wielkopolan w Poznaniu
Point(16.9329 52.4179),1.116,http://www.wikidata.org/entity/Q17058110,52.4179,16.9329,4,Halldor Espelid,Poznan Old Garrison Cemetery
Point(16.9983 52.4206),4.504,http://www.wikidata.org/entity/Q8075814,52.4206,16.9983,4,Zygmunt Szweykowski,Miłostowo Cemetery
Point(16.9983 52.4206),4.504,http://www.wikidata.org/entity/Q9250447,52.4206,16.9983,4,Edmund Kolanowski,Miłostowo Cemetery
Point(17.21138889 52.50611111),21.663,http://www.wikidata.org/entity/Q6740377,52.50611111,17.21138889,4,Maksymilian Jackowski,"Wronczyn, Gmina Pobiedziska"
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9311778,52.3863,16.8329,3,Roger Sławski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9324647,52.3863,16.8329,3,Ryszard Danecki,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9341756,52.3863,16.8329,3,Stanisław Cozaś,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9342042,52.3863,16.8329,3,Stanisław Hejmowski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9354168,52.3863,16.8329,3,Tadeusz Cyprian,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9354482,52.3863,16.8329,3,Tadeusz Krepski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9355065,52.3863,16.8329,3,Tadeusz Zieliński,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9376979,52.3863,16.8329,3,Wojciech Wróż,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9376987,52.3863,16.8329,3,Wojciech Wąsikiewicz,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9382255,52.3863,16.8329,3,Władysław Rusiński,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9382811,52.3863,16.8329,3,Włodzimierz Scisłowski,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9389487,52.3863,16.8329,3,Zdobysław Stawczyk,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9389729,52.3863,16.8329,3,Zdzisław Kępiński,Junikowo Cemetery
Point(16.8329 52.3863),7.347,http://www.wikidata.org/entity/Q9392764,52.3863,16.8329,3,Zygfryd Słoma,Junikowo Cemetery
