,ao_link,lat,lon,itemLabel,ao_description,tier,color
12,https://www.atlasobscura.com/places/nek-chand-saini,30.752869,76.806499,"
Nek Chand Saini's Rock Garden
","
A palatial sculpture park was built illegally and in secret by a self-taught artist over 36 years.
",atlas_obscura,gold
