,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,item,articleDE,location,distance,sitelinks,thing,articleEN,to_drop_key
204,https://www.atlasobscura.com/places/gehry-buildings-dusseldorf-harbor,51.216605,6.760193,"
The Gehry Buildings of Dusseldorf Harbor
","
Twisted buildings adorn the banks of the Rhine river.
",atlas_obscura,gold,,,,,,,,,,,,"(51.216605, 6.760193)"
332,https://www.atlasobscura.com/places/c-und-o-vogt-institue-brain-research-collection,51.193819,6.792072,"
C. und O. Vogt Institue of Brain Research Collection
","
A varied collection of brains in alcohol.
",atlas_obscura,gold,,,,,,,,,,,,"(51.193819, 6.792072)"
353,https://www.atlasobscura.com/places/museumsinsel-hombroich,51.147773,6.659504,"
Museumsinsel Hombroich
","
Be it nature, art, or abandoned military architecture this eclectic German ""museum"" has you covered.
",atlas_obscura,gold,,,,,,,,,,,,"(51.147773, 6.659504)"
358,https://www.atlasobscura.com/places/rheinturm,51.217942,6.76168,"
Rheinturm
","
This futuristic German television spire is actually the world's largest digital clock.
2146,,51.2041641,6.6865393,Q29138449,,D,blue,,,installation artwork,,http://www.wikidata.org/entity/Q29138449,https://de.wikipedia.org/wiki/Turm_Neuss,Point(6.6865393 51.2041641),6.684,1.0,http://www.wikidata.org/entity/Q20437094,,"('51.2041641', '6.6865393')"
2147,,51.236188,6.785606,Marien Hospital Düsseldorf,,D,blue,,,nonprofit organization,,http://www.wikidata.org/entity/Q30260541,https://de.wikipedia.org/wiki/Marien-Hospital_D%C3%BCsseldorf,Point(6.785606 51.236188),1.363,1.0,http://www.wikidata.org/entity/Q163740,,"('51.236188', '6.785606')"
2151,,51.259444444444,6.7602777777778,Q30335859,,D,blue,,,Gymnasium in Germany,,http://www.wikidata.org/entity/Q30335859,https://de.wikipedia.org/wiki/Max-Planck-Gymnasium_(D%C3%BCsseldorf),Point(6.760277777 51.259444444),3.946,1.0,http://www.wikidata.org/entity/Q1542966,,"('51.259444444444', '6.7602777777778')"
2153,,51.218972222222,6.9774472222222,Winkelsmühle im Neanderthal,,D,blue,,,watermill,,http://www.wikidata.org/entity/Q124255958,,Point(6.977447222 51.218972222),14.025,1.0,http://www.wikidata.org/entity/Q185187,,"('51.218972222222', '6.9774472222222')"
2156,,51.28296,6.79544,Matthiaskirche,,D,blue,,,church building,,http://www.wikidata.org/entity/Q124394436,,Point(6.79544 51.28296),6.537,1.0,http://www.wikidata.org/entity/Q16970,,"('51.28296', '6.79544')"
2157,,51.23752,6.73337,Figuren vor Block,,D,blue,,,sculpture,,http://www.wikidata.org/entity/Q124398251,,Point(6.73337 51.23752),3.28,1.0,http://www.wikidata.org/entity/Q860861,,"('51.23752', '6.73337')"
2158,,51.237222222222,6.7327777777778,Prinzenpark,,D,blue,,,building complex,,http://www.wikidata.org/entity/Q124398271,,Point(6.732777777 51.237222222),3.304,1.0,http://www.wikidata.org/entity/Q1497364,,"('51.237222222222', '6.7327777777778')"
2160,,51.23175,6.75229,Barbarossabrunnen,,D,blue,,,fountain,,http://www.wikidata.org/entity/Q124444490,,Point(6.75229 51.23175),1.816,1.0,http://www.wikidata.org/entity/Q483453,,"('51.23175', '6.75229')"
2161,,51.29821,6.70929,Q124831035,,D,blue,,,church building,,http://www.wikidata.org/entity/Q124831035,,Point(6.70929 51.29821),9.343,1.0,http://www.wikidata.org/entity/Q16970,,"('51.29821', '6.70929')"
2162,,51.315711,6.716182,Q124831093,,D,blue,,,church building,,http://www.wikidata.org/entity/Q124831093,,Point(6.716182 51.315711),10.878,1.0,http://www.wikidata.org/entity/Q16970,,"('51.315711', '6.716182')"
2163,,51.276683,6.622568,Q124831160,,D,blue,,,church building,,http://www.wikidata.org/entity/Q124831160,,Point(6.622568 51.276683),12.124,1.0,http://www.wikidata.org/entity/Q16970,,"('51.276683', '6.622568')"
2164,,51.24267,6.69339,Q127385690,,D,blue,,,church building,,http://www.wikidata.org/entity/Q127385690,,Point(6.69339 51.24267),6.084,1.0,http://www.wikidata.org/entity/Q16970,,"('51.24267', '6.69339')"
2165,,51.2248458,6.7842721,Spatial Pillar,,D,blue,,,sculpture,,http://www.wikidata.org/entity/Q127586839,,Point(6.7842721 51.2248458),0.558,1.0,http://www.wikidata.org/entity/Q860861,,"('51.2248458', '6.7842721')"
2166,,51.2273873,6.771085,Q127586837,,D,blue,,,mosaic,,http://www.wikidata.org/entity/Q127586837,,Point(6.771085 51.2273873),0.426,1.0,http://www.wikidata.org/entity/Q133067,,"('51.2273873', '6.771085')"
2167,,51.2308976545,6.7771867849,Q127586869,,D,blue,,,sculpture,,http://www.wikidata.org/entity/Q127586869,,Point(6.777186784 51.230897654),0.614,1.0,http://www.wikidata.org/entity/Q860861,,"('51.2308976545', '6.7771867849')"
2168,,51.234675,6.773925,Stalk,,D,blue,,,sculpture,,http://www.wikidata.org/entity/Q127587127,,Point(6.773925 51.234675),1.044,1.0,http://www.wikidata.org/entity/Q860861,,"('51.234675', '6.773925')"
2169,,51.218734,6.762067,"One up, one down – excentric",,D,blue,,,sculpture,,http://www.wikidata.org/entity/Q127587130,,Point(6.762067 51.218734),1.239,1.0,http://www.wikidata.org/entity/Q860861,,"('51.218734', '6.762067')"
2170,,51.218957,6.777575,Light Column,,D,blue,,,light installation,,http://www.wikidata.org/entity/Q127587129,,Point(6.777575 51.218957),0.722,1.0,http://www.wikidata.org/entity/Q1823448,,"('51.218957', '6.777575')"
2171,,51.216887,6.773907,Ideal Model,,D,blue,,,sculpture,,http://www.wikidata.org/entity/Q127587138,,Point(6.773907 51.216887),0.961,1.0,http://www.wikidata.org/entity/Q860861,,"('51.216887', '6.773907')"
2172,,51.227684,6.775969,Q127587144,,D,blue,,,sculpture,,http://www.wikidata.org/entity/Q127587144,,Point(6.775969 51.227684),0.255,1.0,http://www.wikidata.org/entity/Q860861,,"('51.227684', '6.775969')"
2173,,51.210361,6.759343,Q127587148,,D,blue,,,sculpture,,http://www.wikidata.org/entity/Q127587148,,Point(6.759343 51.210361),2.048,1.0,http://www.wikidata.org/entity/Q860861,,"('51.210361', '6.759343')"
2174,,51.218814,6.795843,Antes Fountain,,D,blue,,,fountain,,http://www.wikidata.org/entity/Q127587212,,Point(6.795843 51.218814),1.545,1.0,http://www.wikidata.org/entity/Q483453,,"('51.218814', '6.795843')"
2175,,51.245255,6.736714,Q127587236,,D,blue,,,sculpture,,http://www.wikidata.org/entity/Q127587236,,Point(6.736714 51.245255),3.532,1.0,http://www.wikidata.org/entity/Q860861,,"('51.245255', '6.736714')"
2176,,51.23042,6.87151,Q127869071,,D,blue,,,chapel,,http://www.wikidata.org/entity/Q127869071,,Point(6.87151 51.23042),6.652,1.0,http://www.wikidata.org/entity/Q108325,,"('51.23042', '6.87151')"
2177,,51.23137,6.86773,Q127869072,,D,blue,,,chapel,,http://www.wikidata.org/entity/Q127869072,,Point(6.86773 51.23137),6.4,1.0,http://www.wikidata.org/entity/Q108325,,"('51.23137', '6.86773')"
2178,,51.217694444444,6.7885833333333,Omar Mosque,,D,blue,,,mosque,,http://www.wikidata.org/entity/Q130249524,,Point(6.788583333 51.217694444),1.21,1.0,http://www.wikidata.org/entity/Q32815,,"('51.217694444444', '6.7885833333333')"
2179,,51.120231120415,6.8471172585953,Gasthof Zur Post (Zons),,D,blue,,,house,,http://www.wikidata.org/entity/Q130376376,,Point(6.847117258 51.12023112),12.693,1.0,http://www.wikidata.org/entity/Q3947,,"('51.120231120415', '6.8471172585953')"
2180,,51.168722222222,6.7255555555556,Evangelisches Paul-Schneider-Gemeindezentrum (Neuss-Erfttal),,D,blue,,,religious community center,,http://www.wikidata.org/entity/Q96582312,,Point(6.725555555 51.168722222),7.227,1.0,http://www.wikidata.org/entity/Q1500615,,"('51.168722222222', '6.7255555555556')"
2181,,51.269055555556,6.6248055555556,Evangelische Kirche (Osterath),,D,blue,,,church building,,http://www.wikidata.org/entity/Q96632062,,Point(6.624805555 51.269055555),11.608,1.0,http://www.wikidata.org/entity/Q16970,,"('51.269055555556', '6.6248055555556')"
2182,,51.306116666667,6.8528583333333,Herrenhaus Cromford,,D,blue,,,architectural heritage monument,,http://www.wikidata.org/entity/Q97152484,,Point(6.852858333 51.306116666),10.436,1.0,http://www.wikidata.org/entity/Q811165,,"('51.306116666667', '6.8528583333333')"
2184,,51.29809,6.8518,Der Rote Hahn,,D,blue,,,architectural heritage monument,,http://www.wikidata.org/entity/Q97286652,,Point(6.8518 51.29809),9.639,1.0,http://www.wikidata.org/entity/Q811165,,"('51.29809', '6.8518')"
2186,,51.29886,6.85047,Dicker Turm,,D,blue,,,fortified tower,,http://www.wikidata.org/entity/Q97321422,,Point(6.85047 51.29886),9.661,1.0,http://www.wikidata.org/entity/Q81917,,"('51.29886', '6.85047')"
2187,,51.29721,6.85231,Kornsturm,,D,blue,,,fortified tower,,http://www.wikidata.org/entity/Q97389732,,Point(6.85231 51.29721),9.577,1.0,http://www.wikidata.org/entity/Q81917,,"('51.29721', '6.85231')"
2188,,51.2982,6.84743,Trinsenturm,,D,blue,,,fortified tower,,http://www.wikidata.org/entity/Q97391963,,Point(6.84743 51.2982),9.487,1.0,http://www.wikidata.org/entity/Q81917,,"('51.2982', '6.84743')"
2189,,51.195388888889,6.6096944444444,St John's Church (Büttgen),,D,blue,,,church building,,http://www.wikidata.org/entity/Q98119647,,Point(6.609694444 51.195388888),12.076,1.0,http://www.wikidata.org/entity/Q16970,,"('51.195388888889', '6.6096944444444')"
2190,,51.119555555556,6.7785,Kreuzkirche,,D,blue,,,church building,,http://www.wikidata.org/entity/Q102483729,,Point(6.7785 51.119555555),11.77,1.0,http://www.wikidata.org/entity/Q16970,,"('51.119555555556', '6.7785')"
2191,,51.29735,6.84956,Bürgerhaus,,D,blue,,,architectural heritage monument in North Rhine-Westphalia,,http://www.wikidata.org/entity/Q104145122,,Point(6.84956 51.29735),9.485,1.0,http://www.wikidata.org/entity/Q15632117,,"('51.29735', '6.84956')"
2193,,51.138111111111,6.8114722222222,St Luke's Church Stürzelberg,,D,blue,,,church building,,http://www.wikidata.org/entity/Q104148195,,Point(6.811472222 51.138111111),10.01,1.0,http://www.wikidata.org/entity/Q16970,,"('51.138111111111', '6.8114722222222')"
2194,,51.124083333333,6.798,Autobahnkapelle Nievenheim,,D,blue,,,chapel,,http://www.wikidata.org/entity/Q104218404,,Point(6.798 51.124083333),11.367,1.0,http://www.wikidata.org/entity/Q108325,,"('51.124083333333', '6.798')"
2196,,51.178161111111,6.9695583333333,Jaberg-Tower,,D,blue,,,observation tower,,http://www.wikidata.org/entity/Q104314186,,Point(6.969558333 51.178161111),14.452,1.0,http://www.wikidata.org/entity/Q1440300,,"('51.178161111111', '6.9695583333333')"
2197,,51.153854728102,6.8814399657113,Heilig-Geist-Kirche (Düsseldorf-Urdenbach),,D,blue,,,former church,,http://www.wikidata.org/entity/Q104377131,,Point(6.881439965 51.153854728),10.815,1.0,http://www.wikidata.org/entity/Q19899465,,"('51.153854728102', '6.8814399657113')"
2198,,51.2188944,6.7964611,Düsseldorf Central Library,,D,blue,,,library,,http://www.wikidata.org/entity/Q105946376,,Point(6.7964611 51.2188944),1.579,1.0,http://www.wikidata.org/entity/Q7075,,"('51.2188944', '6.7964611')"
2199,,51.2186378,6.7964308,Düsseldorf Folk High School,,D,blue,,,folk high school,,http://www.wikidata.org/entity/Q105946439,,Point(6.7964308 51.2186378),1.59,1.0,http://www.wikidata.org/entity/Q170087,,"('51.2186378', '6.7964308')"
2200,,51.122773089734,6.8510537755221,Holy Trinity Chapel,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106498921,,Point(6.851053775 51.122773089),12.544,1.0,http://www.wikidata.org/entity/Q16970,,"('51.122773089734', '6.8510537755221')"
2201,,51.25922,6.75663,Erlöserkirche,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106498964,,Point(6.75663 51.25922),4.002,1.0,http://www.wikidata.org/entity/Q16970,,"('51.25922', '6.75663')"
2202,,51.157266707241,6.7302338565019,Church of Peace,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106498988,,Point(6.730233856 51.157266707),8.228,1.0,http://www.wikidata.org/entity/Q16970,,"('51.157266707241', '6.7302338565019')"
2203,,51.159807329513,6.7829246424333,Friedenskirche,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106498989,,Point(6.782924642 51.159807329),7.308,1.0,http://www.wikidata.org/entity/Q16970,,"('51.159807329513', '6.7829246424333')"
2204,,51.26687,6.87429,Protestant church Knittkuhl,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106499058,,Point(6.87429 51.26687),8.232,1.0,http://www.wikidata.org/entity/Q16970,,"('51.26687', '6.87429')"
2205,,51.179621737694,6.7146525186744,Holy Cross Church,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106499144,,Point(6.714652518 51.179621737),6.661,1.0,http://www.wikidata.org/entity/Q16970,,"('51.179621737694', '6.7146525186744')"
2206,,51.121739756709,6.8434815718732,Church of Peace (Zons),,D,blue,,,church building,,http://www.wikidata.org/entity/Q106499226,,Point(6.843481571 51.121739756),12.441,1.0,http://www.wikidata.org/entity/Q16970,,"('51.121739756709', '6.8434815718732')"
2207,,51.19711,6.79057,Heilig-Geist-Kapelle,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106499277,,Point(6.79057 51.19711),3.299,1.0,http://www.wikidata.org/entity/Q16970,,"('51.19711', '6.79057')"
2208,,51.3482,6.70912,Herz-Jesu-Kirche,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106499306,,Point(6.70912 51.3482),14.431,1.0,http://www.wikidata.org/entity/Q16970,,"('51.3482', '6.70912')"
2209,,51.162994218431,6.8674501253269,Kapelle Hospitalstraße 1,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106499435,,Point(6.867450125 51.162994218),9.406,1.0,http://www.wikidata.org/entity/Q16970,,"('51.162994218431', '6.8674501253269')"
2210,,51.170786587214,6.6340948782118,St Mark's Church,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106499722,,Point(6.634094878 51.170786587),11.622,1.0,http://www.wikidata.org/entity/Q16970,,"('51.170786587214', '6.6340948782118')"
2211,,51.21071,6.94789,Sankt Franziskus Erkrath-Hochdahl Trills,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106499968,,Point(6.94789 51.21071),12.06,1.0,http://www.wikidata.org/entity/Q16970,,"('51.21071', '6.94789')"
2212,,51.158083333333,6.8711666666667,Schlosskapelle,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106499994,,Point(6.871166666 51.158083333),9.986,1.0,http://www.wikidata.org/entity/Q16970,,"('51.158083333333', '6.8711666666667')"
2213,,51.23691,6.78756,Seventh-day Adventist Church in Düsseldorf,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106500004,,Point(6.78756 51.23691),1.5,1.0,http://www.wikidata.org/entity/Q16970,,"('51.23691', '6.78756')"
2214,,51.140992179025,6.8173964908755,St. Aloysius,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106500034,,Point(6.81739649 51.140992179),9.813,1.0,http://www.wikidata.org/entity/Q16970,,"('51.140992179025', '6.8173964908755')"
2215,,51.330345,6.673337,St. Andreas,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106500043,,Point(6.673337 51.330345),13.691,1.0,http://www.wikidata.org/entity/Q16970,,"('51.330345', '6.673337')"
2216,,51.15844,6.94132,St. Konrad,,D,blue,,,parish church,,http://www.wikidata.org/entity/Q106500393,,Point(6.94132 51.15844),13.698,1.0,http://www.wikidata.org/entity/Q317557,,"('51.15844', '6.94132')"
2217,,51.160647222222,6.6675166666667,St. Martinus,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106500886,,Point(6.667516666 51.160647222),10.455,1.0,http://www.wikidata.org/entity/Q16970,,"('51.160647222222', '6.6675166666667')"
2218,,51.16321214602,6.7364938271042,St Michael's Church Norf,,D,blue,,,church building,,http://www.wikidata.org/entity/Q106500922,,Point(6.736493827 51.163212146),7.451,1.0,http://www.wikidata.org/entity/Q16970,,"('51.16321214602', '6.7364938271042')"
2219,,51.294722222222,6.7386111111111,Kittelbachstraße station,,D,blue,,,tram stop,,http://www.wikidata.org/entity/Q107013102,,Point(6.738611111 51.294722222),8.142,1.0,http://www.wikidata.org/entity/Q2175765,,"('51.294722222222', '6.7386111111111')"
2220,,51.256388888889,6.7555555555556,Nordpark/Aquazoo,,D,blue,,,tram stop,,http://www.wikidata.org/entity/Q107015865,,Point(6.755555555 51.256388888),3.736,1.0,http://www.wikidata.org/entity/Q2175765,,"('51.256388888889', '6.7555555555556')"
2221,,51.158607856541,6.8525376923481,"Fährhaus Pitt-Jupp, Stürzelberg",,D,blue,,,inn,,http://www.wikidata.org/entity/Q108697948,,Point(6.852537692 51.158607856),9.131,1.0,http://www.wikidata.org/entity/Q256020,,"('51.158607856541', '6.8525376923481')"
2222,,51.27765,6.7412,Jonakirche,,D,blue,,,church building,,http://www.wikidata.org/entity/Q109658631,,Point(6.7412 51.27765),6.302,1.0,http://www.wikidata.org/entity/Q16970,,"('51.27765', '6.7412')"
2223,,51.163888888889,6.8761111111111,Am Pritschauhof,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587074,,Point(6.876111111 51.163888888),9.754,1.0,http://www.wikidata.org/entity/Q79007,,"('51.163888888889', '6.8761111111111')"
2224,,51.22252,6.76968,Bäckerstraße,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587151,,Point(6.76968 51.22252),0.562,1.0,http://www.wikidata.org/entity/Q79007,,"('51.22252', '6.76968')"
2225,,51.234444444444,6.7913888888889,Bagelstraße,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587152,,Point(6.791388888 51.234444444),1.453,1.0,http://www.wikidata.org/entity/Q79007,,"('51.234444444444', '6.7913888888889')"
2226,,51.22151,6.77558,Bastionstraße,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587158,,Point(6.77558 51.22151),0.436,1.0,http://www.wikidata.org/entity/Q79007,,"('51.22151', '6.77558')"
2227,,51.22156,6.77289,Bilker Straße,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587180,,Point(6.77289 51.22156),0.489,1.0,http://www.wikidata.org/entity/Q79007,,"('51.22156', '6.77289')"
2228,,51.22016,6.77002,Carlstor,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587253,,Point(6.77002 51.22016),0.729,1.0,http://www.wikidata.org/entity/Q79007,,"('51.22016', '6.77002')"
2229,,51.22307,6.77027,Citadellstraße,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587263,,Point(6.77027 51.22307),0.494,1.0,http://www.wikidata.org/entity/Q79007,,"('51.22307', '6.77027')"
2230,,51.22874,6.77511,Neubrückstraße,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587755,,Point(6.77511 51.22874),0.381,1.0,http://www.wikidata.org/entity/Q79007,,"('51.22874', '6.77511')"
2231,,51.227722222222,6.7761666666667,Neustraße,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587759,,Point(6.776166666 51.227722222),0.258,1.0,http://www.wikidata.org/entity/Q79007,,"('51.227722222222', '6.7761666666667')"
2232,,51.17023,6.85857,Nürnberger Straße,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587767,,Point(6.85857 51.17023),8.395,1.0,http://www.wikidata.org/entity/Q79007,,"('51.17023', '6.85857')"
2233,,51.22257,6.77116,Orangeriestraße,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587772,,Point(6.77116 51.22257),0.477,1.0,http://www.wikidata.org/entity/Q79007,,"('51.22257', '6.77116')"
2234,,51.22085,6.77154,Poststraße,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587804,,Point(6.77154 51.22085),0.606,1.0,http://www.wikidata.org/entity/Q79007,,"('51.22085', '6.77154')"
2235,,51.2253,6.7703,Rathausufer,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587810,,Point(6.7703 51.2253),0.419,1.0,http://www.wikidata.org/entity/Q79007,,"('51.2253', '6.7703')"
2236,,51.22372,6.77105,Schulstraße,,D,blue,,,street,,http://www.wikidata.org/entity/Q110587889,,Point(6.77105 51.22372),0.411,1.0,http://www.wikidata.org/entity/Q79007,,"('51.22372', '6.77105')"
2237,,51.168308,6.681378,St. Elisabeth,,D,blue,,,church building,,http://www.wikidata.org/entity/Q110971285,,Point(6.681378 51.168308),9.168,1.0,http://www.wikidata.org/entity/Q16970,,"('51.168308', '6.681378')"
2238,,51.169809296581,6.6960416705283,St. Hubertus,,D,blue,,,church building,,http://www.wikidata.org/entity/Q110971291,,Point(6.69604167 51.169809296),8.336,1.0,http://www.wikidata.org/entity/Q16970,,"('51.169809296581', '6.6960416705283')"
2239,,51.104276902869,6.8552190404377,Rheinfelder Hof (Dormagen-Rheinfeld),,D,blue,,,farmhouse,,http://www.wikidata.org/entity/Q111378289,,Point(6.85521904 51.104276902),14.548,1.0,http://www.wikidata.org/entity/Q489357,,"('51.104276902869', '6.8552190404377')"
2240,,51.104057540256,6.8558034814258,Wegekreuz Andreasstraße 7 (Dormagen-Rheinfeld),,D,blue,,,wayside cross,,http://www.wikidata.org/entity/Q111378400,,Point(6.855803481 51.10405754),14.586,1.0,http://www.wikidata.org/entity/Q2309609,,"('51.104057540256', '6.8558034814258')"
2241,,51.189015713742,6.7043526277288,St. Alexius (Neuss),,D,blue,,,church building,,http://www.wikidata.org/entity/Q112669048,,Point(6.704352627 51.189015713),6.442,1.0,http://www.wikidata.org/entity/Q16970,,"('51.189015713742', '6.7043526277288')"
2242,,51.1524983,6.6407468,Haus für Musiker,,D,blue,,,concert hall,,http://www.wikidata.org/entity/Q113527403,,Point(6.6407468 51.1524983),12.448,1.0,http://www.wikidata.org/entity/Q1060829,,"('51.1524983', '6.6407468')"
2243,,51.230466,6.823408,Q113645400,,D,blue,,,church building,,http://www.wikidata.org/entity/Q113645400,,Point(6.823408 51.230466),3.327,1.0,http://www.wikidata.org/entity/Q16970,,"('51.230466', '6.823408')"
2244,,51.233285,6.772819,Q113995330,,D,blue,,,monument,,http://www.wikidata.org/entity/Q113995330,,Point(6.772819 51.233285),0.91,1.0,http://www.wikidata.org/entity/Q4989906,,"('51.233285', '6.772819')"
2245,,51.229108,6.779122,Harmonie by Aristide Maillol,,D,blue,,,monument,,http://www.wikidata.org/entity/Q113995338,,Point(6.779122 51.229108),0.456,1.0,http://www.wikidata.org/entity/Q4989906,,"('51.229108', '6.779122')"
2246,,51.215166666667,6.7543611111111,Hans-Albers-Statue,,D,blue,,,statue,,http://www.wikidata.org/entity/Q113995337,,Point(6.754361111 51.215166666),1.906,1.0,http://www.wikidata.org/entity/Q179700,,"('51.215166666667', '6.7543611111111')"
