,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
0,Agra,27.1752554,78.0098161,,,Go next,Agra,"(27.1752554, 78.0098161)",wikivoyage,red
1,Prayagraj,25.4381302,81.8338005,,,Go next,Prayagraj,"(25.4381302, 81.8338005)",wikivoyage,red
2,Varanasi,25.3356491,83.0076292,,,Go next,Varanasi,"(25.3356491, 83.0076292)",wikivoyage,red
3,Sunauli,27.5,83.416667,,,Go next,Sunauli - Nepal can be reached via Bhairawa,"(27.5, 83.416667)",wikivoyage,red
