,item,articleDE,articleEN,location,distance,lat,lon,sitelinks,thing,itemLabel,thingLabel,tier,color
0,http://www.wikidata.org/entity/Q66485,https://de.wikipedia.org/wiki/Jaipur,https://en.wikipedia.org/wiki/Jaipur,Point(75.866666666 26.916666666),4.73,26.916666666667,75.866666666667,137,http://www.wikidata.org/entity/Q702492,Jaipur,urban area,S,orange
4,http://www.wikidata.org/entity/Q836531,https://de.wikipedia.org/wiki/Hawa_Mahal,https://en.wikipedia.org/wiki/Hawa_Mahal,Point(75.82672 26.924),1.221,26.924,75.82672,56,http://www.wikidata.org/entity/Q16560,Hawa Mahal,palace,S,orange
5,http://www.wikidata.org/entity/Q508634,https://de.wikipedia.org/wiki/Jantar_Mantar_(Jaipur),"https://en.wikipedia.org/wiki/Jantar_Mantar,_Jaipur",Point(75.825 26.924722222),1.19,26.924722222222,75.825,46,http://www.wikidata.org/entity/Q2668072,Jantar Mantar,collection,S,orange
7,http://www.wikidata.org/entity/Q456817,https://de.wikipedia.org/wiki/Fort_Amber,https://en.wikipedia.org/wiki/Amber_Fort,Point(75.85 26.985555555),8.379,26.985555555556,75.85,38,http://www.wikidata.org/entity/Q16560,Amber Fort,palace,S,orange
9,http://www.wikidata.org/entity/Q572387,https://de.wikipedia.org/wiki/Flughafen_Jaipur,https://en.wikipedia.org/wiki/Jaipur_International_Airport,Point(75.812222222 26.824166666),10.173,26.824166666667,75.812222222222,28,http://www.wikidata.org/entity/Q1248784,Jaipur International Airport,airport,S,orange
11,http://www.wikidata.org/entity/Q2757538,,https://en.wikipedia.org/wiki/Jal_Mahal,Point(75.846111111 26.953333333),4.997,26.953333333333,75.846111111111,24,http://www.wikidata.org/entity/Q13691,Jal Mahal,artificial island,S,orange
13,http://www.wikidata.org/entity/Q2723395,,"https://en.wikipedia.org/wiki/City_Palace,_Jaipur",Point(75.8236 26.9255),1.207,26.9255,75.8236,19,http://www.wikidata.org/entity/Q33506,City Palace,museum,A,green
15,http://www.wikidata.org/entity/Q8197166,https://de.wikipedia.org/wiki/Amber_(Indien),"https://en.wikipedia.org/wiki/Amber,_India",Point(75.866666666 26.983333333),8.905,26.983333333333,75.866666666667,19,http://www.wikidata.org/entity/Q515,Amber,city,A,green
16,http://www.wikidata.org/entity/Q2722759,https://de.wikipedia.org/wiki/Fort_Jaigarh,https://en.wikipedia.org/wiki/Jaigarh_Fort,Point(75.844722222 26.982777777),7.908,26.982777777778,75.844722222222,18,http://www.wikidata.org/entity/Q1785071,Jaigarh Fort,fort,A,green
17,http://www.wikidata.org/entity/Q2723401,,https://en.wikipedia.org/wiki/Nahargarh_Fort,Point(75.815833333 26.9375),2.471,26.9375,75.815833333333,17,http://www.wikidata.org/entity/Q1785071,Nahargarh Fort,fort,A,green
18,http://www.wikidata.org/entity/Q153582,,https://en.wikipedia.org/wiki/Jaipur_bombings,Point(75.8235 26.926),1.255,26.926,75.8235,12,http://www.wikidata.org/entity/Q2223653,Jaipur bombings,terrorist attack,A,green
20,http://www.wikidata.org/entity/Q392056,https://de.wikipedia.org/wiki/Bistum_Jaipur,https://en.wikipedia.org/wiki/Roman_Catholic_Diocese_of_Jaipur,Point(75.814475 26.85865),6.332,26.85865,75.814475,12,http://www.wikidata.org/entity/Q3146899,Roman Catholic Diocese of Jaipur,diocese of the Catholic Church,A,green
21,http://www.wikidata.org/entity/Q1134770,https://de.wikipedia.org/wiki/Jaipur_(Division),https://en.wikipedia.org/wiki/Jaipur_division,Point(75.81666667 26.93333333),2.001,26.93333333,75.81666667,12,http://www.wikidata.org/entity/Q125907350,Jaipur division,division of Rajasthan,A,green
22,http://www.wikidata.org/entity/Q7289168,,"https://en.wikipedia.org/wiki/Rambagh_Palace,_Jaipur",Point(75.80833333 26.89611111),2.396,26.89611111,75.80833333,11,http://www.wikidata.org/entity/Q27686,Rambagh Palace,hotel,A,green
26,http://www.wikidata.org/entity/Q7428548,https://de.wikipedia.org/wiki/Sawai_Mansingh_Stadium,https://en.wikipedia.org/wiki/Sawai_Mansingh_Stadium,Point(75.803225 26.89403056),2.849,26.89403056,75.803225,11,http://www.wikidata.org/entity/Q682943,Sawai Mansingh Stadium,cricket field,A,green
27,http://www.wikidata.org/entity/Q7896201,,https://en.wikipedia.org/wiki/University_of_Rajasthan,Point(75.819983333 26.885247222),3.361,26.885247222222,75.819983333333,9,http://www.wikidata.org/entity/Q3918,University of Rajasthan,university,B,violet
28,http://www.wikidata.org/entity/Q1821423,,https://en.wikipedia.org/wiki/Dhundhar,Point(75.8235 26.926),1.255,26.926,75.8235,8,http://www.wikidata.org/entity/Q1620908,Dhundhar,historical region,B,violet
29,http://www.wikidata.org/entity/Q4916529,,"https://en.wikipedia.org/wiki/Birla_Mandir,_Jaipur",Point(75.8155296 26.8921609),2.613,26.8921609,75.8155296,8,http://www.wikidata.org/entity/Q4916528,Birla Mandir,Birla Mandir,B,violet
30,http://www.wikidata.org/entity/Q24930625,,https://en.wikipedia.org/wiki/Maota_Lake,Point(75.8525 26.98333333),8.246,26.98333333,75.8525,8,http://www.wikidata.org/entity/Q55470036,Maota Lake,intermittent reservoir,B,violet
34,http://www.wikidata.org/entity/Q3635211,,https://en.wikipedia.org/wiki/Galtaji,Point(75.85812 26.91692),3.884,26.91692,75.85812,7,http://www.wikidata.org/entity/Q842402,Galtaji,Hindu temple,B,violet
35,http://www.wikidata.org/entity/Q4710411,,https://en.wikipedia.org/wiki/Albert_Hall_Museum,Point(75.8195 26.9118),0.41,26.9118,75.8195,7,http://www.wikidata.org/entity/Q33506,Albert Hall Museum,museum,B,violet
36,http://www.wikidata.org/entity/Q5589834,,https://en.wikipedia.org/wiki/Govind_Dev_Ji_Temple,Point(75.82403 26.92883),1.569,26.92883,75.82403,7,http://www.wikidata.org/entity/Q842402,Govind Dev Ji Temple,Hindu temple,B,violet
37,http://www.wikidata.org/entity/Q6973609,,https://en.wikipedia.org/wiki/National_Institute_of_Ayurveda,Point(75.8325646 26.9343638),2.496,26.9343638,75.8325646,7,http://www.wikidata.org/entity/Q3918,National Institute of Ayurveda,university,B,violet
38,http://www.wikidata.org/entity/Q6124312,,https://en.wikipedia.org/wiki/Jaivana_Cannon,Point(75.84369167 26.98000833),7.584,26.98000833,75.84369167,6,http://www.wikidata.org/entity/Q81103,Jaivana Cannon,cannon,B,violet
40,http://www.wikidata.org/entity/Q6165903,,https://en.wikipedia.org/wiki/Jawahar_Kala_Kendra,Point(75.809166 26.876299),4.461,26.876299,75.809166,6,http://www.wikidata.org/entity/Q33506,Jawahar Kala Kendra,museum,B,violet
42,http://www.wikidata.org/entity/Q7285276,,"https://en.wikipedia.org/wiki/Raj_Bhavan,_Jaipur",Point(75.78593 26.907675),3.389,26.907675,75.78593,5,http://www.wikidata.org/entity/Q41176,Raj Bhavan,building,B,violet
43,http://www.wikidata.org/entity/Q20638819,,"https://en.wikipedia.org/wiki/Bissau_Palace_Hotel,_Jaipur",Point(75.8078 26.9297),1.933,26.9297,75.8078,5,http://www.wikidata.org/entity/Q811979,"Bissau Palace Hotel, Jaipur",architectural structure,B,violet
44,http://www.wikidata.org/entity/Q21503605,,"https://en.wikipedia.org/wiki/Jagat_Shiromani_Temple,_Amer",Point(75.85118333 26.98885556),8.763,26.98885556,75.85118333,5,http://www.wikidata.org/entity/Q842402,Jagat Shiromani Temple,Hindu temple,B,violet
45,http://www.wikidata.org/entity/Q19893629,https://de.wikipedia.org/wiki/Man_Sagar_Lake,https://en.wikipedia.org/wiki/Man_Sagar_Lake,Point(75.84611111 26.95611111),5.26,26.95611111,75.84611111,5,http://www.wikidata.org/entity/Q23397,Man Sagar Lake,lake,B,violet
47,http://www.wikidata.org/entity/Q6165899,,https://en.wikipedia.org/wiki/Jawahar_Circle,Point(75.8003 26.8404),8.549,26.8404,75.8003,4,http://www.wikidata.org/entity/Q22698,Jawahar Circle,park,C,yellow
48,http://www.wikidata.org/entity/Q7530898,,https://en.wikipedia.org/wiki/Sisodiya_Rani_Bagh,Point(75.858629 26.8992687),4.324,26.8992687,75.858629,4,http://www.wikidata.org/entity/Q1107656,Sisodiya Rani Bagh,garden,C,yellow
50,http://www.wikidata.org/entity/Q15229182,,https://en.wikipedia.org/wiki/Jaipur_Zoo,Point(75.8214355 26.9122356),0.433,26.9122356,75.8214355,4,http://www.wikidata.org/entity/Q43501,Jaipur Zoo,zoo,C,yellow
51,http://www.wikidata.org/entity/Q16895680,,https://en.wikipedia.org/wiki/National_Institute_of_Agricultural_Marketing,Point(75.82 26.92),0.515,26.92,75.82,4,http://www.wikidata.org/entity/Q4671277,National Institute of Agricultural Marketing,academic institution,C,yellow
53,http://www.wikidata.org/entity/Q24907568,,https://en.wikipedia.org/wiki/Hirnoda,Point(75.7872809 26.9124235),3.161,26.9124235,75.7872809,4,http://www.wikidata.org/entity/Q56436498,Hirnoda,Village in India,C,yellow
