,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,thing,articleEN,to_drop_key
130,https://www.atlasobscura.com/places/bonn-cherry-blossoms,50.739197,7.096115,"
Bonn Cherry Blossoms
","
Thousands of flowers create enchanting pink tunnels over the city streets.
",atlas_obscura,gold,,,,,,,,,,,,,"(50.739197, 7.096115)"
184,https://www.atlasobscura.com/places/nibelungenhalle,50.670399,7.204191,"
Nibelungenhalle 
","
This temple to the sturm and drang of Richard Wagner contains a dragon's cave and reptile zoo full of living ""dragons.""
",atlas_obscura,gold,,,,,,,,,,,,,"(50.670399, 7.204191)"
318,https://www.atlasobscura.com/places/burg-drachenfels,50.665236,7.210165,"
Burg Drachenfels
","
A ruined castle stands atop a hill surrounded by dragon lore.
",atlas_obscura,gold,,,,,,,,,,,,,"(50.665236, 7.210165)"
4,,0.0,0.0,--,,wikivoyage,red,,,Go next,"(0, 0)",,,,,,,,,"(0.0, 0.0)"
3,,50.6922459,6.6472694,Zülpich,Zülpich — an old Roman settlement with a newly opened museum centered on Roman baths and bathing culture. It is also a gateway to the Eifel region.,wikivoyage,red,,,Go next,"(50.6922459, 6.6472694)",,,,,,,,,"(50.6922459, 6.6472694)"
2,,47.6659868,9.1771567,Rheinsteig,Rheinsteig,wikivoyage,red,,,Go next,"(47.6659868, 9.1771567)",,,,,,,,,"(47.6659868, 9.1771567)"
1,,50.6739719,7.1930989,Königswinter,"Königswinter — home to Drachenfels (1010&nbsp;ft), crowned by the ruins of a castle built early in the 12th century by the archbishop of Cologne, rises behind the town. From the summit, which can be accessed by the Drachenfels Railway, there is a magnificent view, celebrated by Lord Byron in ''Childe Harold's Pilgrimage''. A cave in the hill is said to have sheltered the dragon which was slain by the hero Siegfried. Take tram line 66 until Königswinter.",wikivoyage,red,,,Go next,"(50.6739719, 7.1930989)",,,,,,,,,"(50.6739719, 7.1930989)"
0,,43.7218277,0.9774958,Cologne,Cologne — 20-25 min by train. Get out at Köln Süd for partying at Zülpicher Straße or at Köln Hauptbahnhof for sightseeing and the city centre.,wikivoyage,red,,,Go next,"(43.7218277, 0.9774958)",,,,,,,,,"(43.7218277, 0.9774958)"
0,,50.750512799999996,7.101173672572086,Romania ,,wikivoyage,red,Legionsweg 14 ,http://bonn.mae.ro/en ,Cope_Consulates,"(50.750512799999996, 7.101173672572086)",,,,,,,,,"(50.750512799999996, 7.101173672572086)"
0,,50.73456,7.09878,Deutsche Post - main post office ,,wikivoyage,red,Münsterplatz 17 ,http://www.deutschepost.de ,Connect,"(50.73456, 7.09878)",,,,,,,,,"(50.73456, 7.09878)"
6,,50.71932,7.12246,Bonn Marriott World Conference Hotel ,"Opened in 2016, it has a 17th-floor panoramic bar and restaurant.",wikivoyage,red,Platz der Vereinten Nationen 4 ,https://www.marriott.com/en-us/hotels/cgnbo-bonn-marriott-hotel/overview/ ,Sleep_Splurge,"(50.71932, 7.12246)",,,,,,,,,"(50.71932, 7.12246)"
5,,50.72288,7.113,Living Hotel Kanzler ,,wikivoyage,red,Adenauerallee 148 ,https://www.living-hotels.com/hotel-kanzler-bonn/ ,Sleep_Splurge,"(50.72288, 7.113)",,,,,,,,,"(50.72288, 7.113)"
4,,50.73359,7.10813,AMERON Hotel Königshof ,Close to the city centre and beside the Rhine river.,wikivoyage,red,Adenauerallee 9 ,https://www.ameroncollection.com/de/bonn-hotel-koenigshof ,Sleep_Splurge,"(50.73359, 7.10813)",,,,,,,,,"(50.73359, 7.10813)"
3,,50.70485,7.13484,Maritim Bonn ,10 minutes from city centre by taxi.,wikivoyage,red,Kurt-Georg-Kiesinger Allee 1 ,https://www.maritim.de/de/hotels/deutschland/hotel-bonn/unser-hotel ,Sleep_Splurge,"(50.70485, 7.13484)",,,,,,,,,"(50.70485, 7.13484)"
2,,50.73808,7.106,Dorint Hotel Bonn ,"Next to the Kennedy Bridge, very central.",wikivoyage,red,Berliner Freiheit 2 ,https://hotel-bonn.dorint.com/en/ ,Sleep_Splurge,"(50.73808, 7.106)",,,,,,,,,"(50.73808, 7.106)"
1,,50.718,7.1524,Kameha Grand ,Design and ecological lifestyle hotel. There is ample space for conferences and meetings.,wikivoyage,red,Am Bonner Bogen 1 ,https://www.kamehabonn.de/ ,Sleep_Splurge,"(50.718, 7.1524)",,,,,,,,,"(50.718, 7.1524)"
0,,50.68596,7.20754,Grandhotel Petersberg ,"Used to be the government's guest house, located on one of the Siebengebirge's mountains with a view on the Rhine and Bonn. Hosted several international conferences. 20 minutes by car from Bonn.",wikivoyage,red,"Petersberg, 53639 Königswinter ",https://hrewards.com/de/steigenberger-icon-grandhotel-petersberg-koenigswinter ,Sleep_Splurge,"(50.68596, 7.20754)",,,,,,,,,"(50.68596, 7.20754)"
5,,50.750199,7.0909,Tagungs- und Bildungshaus CJD Bonn ,"To the north, approximately 10 minutes from the city centre.",wikivoyage,red,Graurheindorfer Str. 149 ,http://www.cjd-bonn.de ,Sleep_Mid-range,"(50.750199, 7.0909)",,,,,,,,,"(50.750199, 7.0909)"
4,,50.708004,7.099759,Dorint Venusberg Bonn ,4-star hotel.,wikivoyage,red,An der Casselsruhe 1 ,https://hotel-bonn-venusberg.dorint.com/en/ ,Sleep_Mid-range,"(50.708004, 7.099759)",,,,,,,,,"(50.708004, 7.099759)"
3,,50.75028,7.07811,Galerie Design Hotel , 10 minutes from the city centre.,wikivoyage,red,Kölnstraße 360-364 ,https://www.maritim.de/de/hotels/deutschland/galerie-design-hotel-bonn/ ,Sleep_Mid-range,"(50.75028, 7.07811)",,,,,,,,,"(50.75028, 7.07811)"
2,,50.7356249,7.09509144,Best Western Premier Hotel Domicil ,Very central location.,wikivoyage,red,Thomas Mann Straße 24-26 ,http://www.domicil-bonn.bestwestern.de/ ,Sleep_Mid-range,"(50.7356249, 7.09509144)",,,,,,,,,"(50.7356249, 7.09509144)"
1,,50.73142,7.10418,Hotel Eden ,Located pretty close to the city centre. Free wi-fi in all rooms.,wikivoyage,red,Am Hofgarten 6 ,http://www.eden-bonn.de ,Sleep_Mid-range,"(50.73142, 7.10418)",,,,,,,,,"(50.73142, 7.10418)"
0,,50.735415,7.102676,Sternhotel Bonn ,"The interior decoration is a bit old-fashioned, but the house has a lot of flair and history and it is at the Marktplatz in the middle of the city.",wikivoyage,red,Markt 8 ,https://achat-hotels.com/hotels/bonn/sternhotel-bonn ,Sleep_Mid-range,"(50.735415, 7.102676)",,,,,,,,,"(50.735415, 7.102676)"
2,,50.702415,7.094387,Bildungsstätte Haus Venusberg e. V ,"Owned by the Catholic church. They offer singles, doubles, dorms, prices start at €25. 20 minutes outside the city centre.",wikivoyage,red, ,http://www.haus-venusberg.de/ ,Sleep_Budget,"(50.702415, 7.094387)",,,,,,,,,"(50.702415, 7.094387)"
1,,50.69949,7.09159,Youth Hostel Bonn Venusberg ,"The official youth hostel is on the Venusberg which is about 20 minutes by bus from the city centre. There are night buses going there, but only one per hour. 269 beds, mainly in quad rooms, with 9 singles and 34 doubles.",wikivoyage,red,Haager Weg 42 ,http://www.jugendherberge.de/jh/bonn/ ,Sleep_Budget,"(50.69949, 7.09159)",,,,,,,,,"(50.69949, 7.09159)"
0,,50.73823,7.09255,Max Hostel ,Bonn's independent youth hostel in Nordstadt. Different rooms from single and double to dorms with 8 beds.,wikivoyage,red,Maxstraße 7 ,http://www.max-hostel.de/ ,Sleep_Budget,"(50.73823, 7.09255)",,,,,,,,,"(50.73823, 7.09255)"
2,,50.73626,7.09348,N8schicht ,Open five days a week. Theme parties. Can also get smoky and hot when crowded.,wikivoyage,red,Bornheimer Str. 20-22 ,http://www.n8schicht.de ,Drink_Clubs and discos,"(50.73626, 7.09348)",,,,,,,,,"(50.73626, 7.09348)"
1,,50.73273,7.10018,Carpe Noctem ,"Underground rock club with young patrons. Has occasional student parties boasting free entry and half-price drinks. If the club is packed, it will get uncomfortably hot. Dress light.",wikivoyage,red,Wesselstraße 5 ,http://www.carpe-noctem-bonn.de/index.php ,Drink_Clubs and discos,"(50.73273, 7.10018)",,,,,,,,,"(50.73273, 7.10018)"
0,,50.73506,7.10418,Blow Up ,Dive bar. Speciality is funk and 1960s music. It can get smokey and very hot when crowded.,wikivoyage,red,Rathausgasse 10 , ,Drink_Clubs and discos,"(50.73506, 7.10418)",,,,,,,,,"(50.73506, 7.10418)"
8,,50.739478,7.100145,Limes Musik-Cafe-Bonn ,"The Limes is a punkrockers bar, which shows special football (soccer) events of the famous German left football team 1. FC. St. Pauli Hamburg. Events such as concerts or readings are sometimes announced on the website. As a bonus for young travellers and backpackers, the people in the bar are very helpful and open minded.",wikivoyage,red,Theaterstraße 2 ,https://www.limes-musikcafe-bonn.de/ ,Drink_Bars,"(50.739478, 7.100145)",,,,,,,,,"(50.739478, 7.100145)"
7,,50.72752,7.07459,Fiddler's Irish Pub ," Fiddler's is an Irish pub that serves traditional Irish fare. Events such as weekly Karaoke and Pub Trivia are popular with the student crowd. As a bonus for travelers, a good percentage of the staff will be native English speakers as well.",wikivoyage,red,Frongasse 9 , ,Drink_Bars,"(50.72752, 7.07459)",,,,,,,,,"(50.72752, 7.07459)"
6,,50.73938,7.09056,Nyx ,"Another good place in the Nordstadt, especially in summer when they have a beergarden outside.",wikivoyage,red,Vorgebirgsstraße 19 ,https://das-nyx.de/ ,Drink_Bars,"(50.73938, 7.09056)",,,,,,,,,"(50.73938, 7.09056)"
5,,50.73962,7.09291,Cafe Pawlow ," Situated in the multicultural Nordstadt, an atmospheric place to have a beer in summer.",wikivoyage,red,Heerstraße 64 ,https://cafepawlow.de/ ,Drink_Bars,"(50.73962, 7.09291)",,,,,,,,,"(50.73962, 7.09291)"
4,,50.72841,7.10244,Mojito ,"Small and popular cocktail bar, prices are moderate, they also have pizza and tapas. Very hot in the summer. Happy Hour 18:00-20:00: cocktails €6.90 and pizza from €6.50.",wikivoyage,red,Königstraße 9 ,http://www.mojitobonn.de ,Drink_Bars,"(50.72841, 7.10244)",,,,,,,,,"(50.72841, 7.10244)"
3,,50.734,7.0961,Che Guevara ,"Delicious cocktails, good atmosphere. Happy Hour M-Th 18:30-20:30, F Sa 17:00-19:00 and Sunday, Cocktail €5.30.",wikivoyage,red,Münsterstraße 9 ,http://www.cheguevara-bonn.de/ ,Drink_Bars,"(50.734, 7.0961)",,,,,,,,,"(50.734, 7.0961)"
2,,50.73602,7.10094,Tacos ,"Popular Mexican bar, Corona beer and great Cocktails. Happy Hour from 17:00-19:30 and 23:30-00:30. Their food is also very good.",wikivoyage,red,Bonngasse 7 ,https://tacos-bar.de/ ,Drink_Bars,"(50.73602, 7.10094)",,,,,,,,,"(50.73602, 7.10094)"
1,,50.73502,7.10059,James Joyce ,"Irish pub in the city centre, atmospheric, good food, large variety of beers and whiskies, live sports.",wikivoyage,red,Mauspfad , ,Drink_Bars,"(50.73502, 7.10059)",,,,,,,,,"(50.73502, 7.10059)"
0,,50.73407,7.10829,Alter Zoll ,"The definite place to be on a beautiful summer night in Bonn. Alter Zoll is a large beergarden under an old tree with direct view of the Rhine and a wonderfully relaxed atmosphere. It can become very crowded and take 20 minutes to get your drinks. Many people and especially students also bring their own drinks and sit down on the meadow next to the beer garden. To find it, just follow the crowd at Koblenzer Tor down to the rhine. Payment only possible in cash.",wikivoyage,red,Am Brassertufer ,https://www.facebook.com/BiergartenAlterZoll/ ,Drink_Bars,"(50.73407, 7.10829)",,,,,,,,,"(50.73407, 7.10829)"
1,,50.735851,7.10066,--,Ice cream parlour.,wikivoyage,red,,,Drink_Cafes,"(50.735851, 7.10066)",,,,,,,,,"(50.735851, 7.10066)"
3,,50.73506,7.09989,Teestube Gschwendner ,"Not a cafe, but a tea room in a beautiful frame house that hosts the Tea shop Tee Gschwendner. They brew high quality tea on the second floor and also have a small choice of cakes and scones. The shop on the first floor often offers free tea tasting of one or two teas in a Samowar.",wikivoyage,red,Dreieck 2 ,https://www.teegschwendner.de/Bonn-Dreieck ,Drink_Cafes,"(50.73506, 7.09989)",,,,,,,,,"(50.73506, 7.09989)"
2,,50.73533,7.1032,Café Miebach ,"One of the most traditional cafes in Bonn. Not cheap, but good service and excellent cakes. Customers are mostly elderly. In the summer, they offer 300 seats outside directly at the Marktplatz.",wikivoyage,red,"Marktplatz, at Stern Hotel ",https://miebachs.com/ ,Drink_Cafes,"(50.73533, 7.1032)",,,,,,,,,"(50.73533, 7.1032)"
1,,50.734451,7.101186,Café Fürst ,"Very good coffee specialties and cake, closes at 20:00.",wikivoyage,red,Fürstenstraße 6A ,https://cafefurst.eatbu.com/?lang,Drink_Cafes,"(50.734451, 7.101186)",,,,,,,,,"(50.734451, 7.101186)"
0,,50.734676,7.104775,Café Blau ,"Mainly visited by students, this café is in the entrance hall of a former public swimming pool. It is kind of ""cult"" to go there, famous caffe latte, good breakfast offers.",wikivoyage,red,Franziskanerstraße ,http://cafeblaubonn.de ,Drink_Cafes,"(50.734676, 7.104775)",,,,,,,,,"(50.734676, 7.104775)"
0,,50.6890244,7.1662657,Halbedel’s Gasthaus ,"A fine dining restaurant. No à la carte, but a set menu that changes each month. It is also a hotel.",wikivoyage,red,Rheinallee 47 ,https://www.halbedels-gasthaus.de/index.htm ,Eat_Splurge,"(50.6890244, 7.1662657)",,,,,,,,,"(50.6890244, 7.1662657)"
0,,50.72549,7.0933,Nees Bar Café Restaurant ,"Popular but pricy café and restaurant with delicious food, next to Poppelsdorfer Castle. The downtown location is closed.",wikivoyage,red,Meckenheimer Allee 169 ,https://www.nees-bonn.de ,Eat_Splurge,"(50.72549, 7.0933)",,,,,,,,,"(50.72549, 7.0933)"
1,,50.71437,7.16659,Karawane ,"Oberkassel is a bit outside of the city centre, but Karawane is worth the effort. It is basically an ""All you can eat"" (but not a buffet) consisting of 9 dishes from the Mediterranean and Middle East region. The dishes change two weeks (see their website), you can order a vegetarian selection or additional dishes such as lamb. The atmosphere is nice and the service friendly. It is often crowded, so better call for a reservation.",wikivoyage,red,Adrianstraße 104 ,http://www.karawane-oberkassel.de ,Eat_Mid-range,"(50.71437, 7.16659)",,,,,,,,,"(50.71437, 7.16659)"
0,,50.73972,7.09261,Mogul ,"Indian restaurant in Bonn. Although the restaurant makes the impression of a carefully redecorated garage, the food is really good and the owners are friendly. It is also cheaper than other Indian restaurants.",wikivoyage,red,Heerstraße 64 ,https://www.mogul-bonn.de ,Eat_Mid-range,"(50.73972, 7.09261)",,,,,,,,,"(50.73972, 7.09261)"
3,,50.7385157,7.100905,Divan Restaurant ,"Turkish restaurant, with Turkish and Levantine cuisine.",wikivoyage,red,Kölnstraße 13 ,https://www.divanrestaurant-bonn.de/ ,Eat_Mid-range,"(50.7385157, 7.100905)",,,,,,,,,"(50.7385157, 7.100905)"
2,,50.7333,7.09713,Cassius-Garten ,"Completely '''vegetarian''', buffet-style, '''vegan''' meals are marked with a green dot. Quite expensive but really good, try the soups for €2!",wikivoyage,red,Maximilianstraße 28d ,http://www.cassiusgarten.de ,Eat_Mid-range,"(50.7333, 7.09713)",,,,,,,,,"(50.7333, 7.09713)"
1,,50.73669,7.09687,Makiman ,"Very good Japanese restaurant, besides very fresh sushi they also offer soups, curries, and salads. Additional locations (see website).",wikivoyage,red,Sterntorbrücke 11 ,http://www.makiman.info/ ,Eat_Mid-range,"(50.73669, 7.09687)",,,,,,,,,"(50.73669, 7.09687)"
0,,50.73669,7.09747,Bönnsch ,"Local Bierhaus that brews its own beer. Food includes staples such as schnitzel with fries, steaks and other hearty fare.",wikivoyage,red,Sterntorbrücke 4 ,http://www.boennsch.de/ ,Eat_Mid-range,"(50.73669, 7.09747)",,,,,,,,,"(50.73669, 7.09747)"
0,,50.7289,7.1052,Mensa ,"The official student canteen offers several dishes, Essen 1 on the second floor is vegetarian. The food is not gourmet but okay for a canteen. The salad bar on the 3rd floor is quite good. Mensa is also open for non-students who pay a higher price (about €5 for Essen 1), but they do not always ask for your student identification if you look young. <i>As of July 2021, the building is being replaced and a temporary canteen has been set up at the University main building</i>.",wikivoyage,red,Nassestraße ,http://www.studentenwerk-bonn.de/ ,Eat_Budget,"(50.7289, 7.1052)",,,,,,,,,"(50.7289, 7.1052)"
4,,50.7332356,7.0963442,Wok In ,"Asian restaurant; Chinese, Thai and Indonesian dishes on the menu.",wikivoyage,red,Maximilianstraße 38 ,https://wok-bonn.de/bestellen ,Eat_Budget,"(50.7332356, 7.0963442)",,,,,,,,,"(50.7332356, 7.0963442)"
3,,50.7312056,7.1000047,Kichererbse ,Hole-in-the-wall place with different falafel wraps and fries.,wikivoyage,red,Poppelsdorfer Allee , ,Eat_Budget,"(50.7312056, 7.1000047)",,,,,,,,,"(50.7312056, 7.1000047)"
2,,50.7364503,7.0936442,Frittebud ,"Fast-food place; currywurst, fries and burgers on the menu.",wikivoyage,red,Franzstraße 42 ,https://frittebud.com/ ,Eat_Budget,"(50.7364503, 7.0936442)",,,,,,,,,"(50.7364503, 7.0936442)"
1,,50.7324036,7.0997643,Cala-Dor ,"Pizza restaurant in business since 1983 with two locations, on Wesselstrasse 4 and Sterntorbrücke 2.",wikivoyage,red,Wesselstraße 4-6 ,https://www.calador-pizzeria.de/ ,Eat_Budget,"(50.7324036, 7.0997643)",,,,,,,,,"(50.7324036, 7.0997643)"
0,,50.7345,7.10435,Mandu ,"Small Korean snack bar, they offer Mandus, rolls, kimchi, glass noodles, cheap, friendly and very good.",wikivoyage,red,Franziskanerstraße 5 , ,Eat_Budget,"(50.7345, 7.10435)",,,,,,,,,"(50.7345, 7.10435)"
1,,34.18904225,-118.45503685271805,Student cafeterias ,"You can get cheap and nutritious sandwiches and coffee at the student cafeterias at the Main University Building in the city centre (Am Hof/Regina Pacis Weg), Juridicum (Adenauerallee/Lennestraße) and on the first floor of the Mensa Nassestraße.",wikivoyage,red, ,http://www.studentenwerk-bonn.de/index.php?option,Eat_Budget,"(34.18904225, -118.45503685271805)",,,,,,,,,"(34.18904225, -118.45503685271805)"
0,,30.8813595,75.951531,Bakeries ,"Germany is famous for its bread. There are bakeries all over the city where you can buy different kinds of bread rolls (Brötchen) starting from 30 cent (the wholesome ones with grains are 50 cent or more), sandwiches (belegte Brötchen) for €1.50 and pastries and cakes.",wikivoyage,red, , ,Eat_Budget,"(30.8813595, 75.951531)",,,,,,,,,"(30.8813595, 75.951531)"
3,,50.7107,7.1454,Rheinauenflohmarkt ,"from April to September, the Rheinauen host a big flea market every third Saturday a month where you can find everything from second hand clothes to DVDs, bikes, furniture, books, board games and jewellery from India and Africa. Bargaining is allowed. It starts at 8 in the morning, best time to visit is 10. Take Straßenbahn Line 66 to Rheinauen.",wikivoyage,red,Rheinauen ,https://www.melan.de/rheinaue/ ,Buy,"(50.7107, 7.1454)",,,,,,,,,"(50.7107, 7.1454)"
2,,50.73725,7.09902,Comic Shop ,"English comics and books, role playing games, card games.",wikivoyage,red,Oxfordstraße 17 ,http://www.comicshop.de/ ,Buy,"(50.73725, 7.09902)",,,,,,,,,"(50.73725, 7.09902)"
1,,-16.5300704,-68.1563979,Supermarkets ,"There is a supermarket at Kaufhof's basement where you can get normal food and many specialties, but it is quite expensive. You can find the ecological supermarket Basic at Maximilianstraße near to the Hauptbahnhof, they also have a snack bar. There is a REWE supermarket at Friedensplatz, a Lidl supermarket in the mall below central station, and an Aldi in the basement of the former Karstadt in Poststrasse. Best place to buy cosmetics is dm (Sternstraße or Friedensplatz) or Rossmann (Sternstraße). ",wikivoyage,red, , ,Buy,"(-16.5300704, -68.1563979)",,,,,,,,,"(-16.5300704, -68.1563979)"
0,,50.68892,7.14393,Haribo Factory Store ,"Haribo, the world-famous candy maker, has its headquarters in Bonn (Haribo is an acronym for HAns RIegel BOnn). The new factory store is located near the location of the old factory in Bad Godesberg, 500 m from U-Bahn 16 and 63 Wurzerstraße stop. It has a small exhibition of Haribo memorabilia as well as a huge variety of gummy sweets and gadgets. Entering is a bit of a Charlie-and-the-chocolate-factory moment. There is also a smaller shop close to the University in the city centre.",wikivoyage,red,"Friesdorfer Str. 125, 53175 Bonn ",https://www.haribo.com/de-de/aktivitaeten/shops-fabrikverkaeufe ,Buy,"(50.68892, 7.14393)",,,,,,,,,"(50.68892, 7.14393)"
1,,50.73025,7.10538,Goethe Institut ,,wikivoyage,red,Lennéstr. 6 ,http://www.goethe.de/ins/de/ort/bon/enindex.htm ,Learn,"(50.73025, 7.10538)",,,,,,,,,"(50.73025, 7.10538)"
0,,50.7337,7.1026,Rheinische Friedrich-Wilhelms-Universität (Universität Bonn) ,,wikivoyage,red, ,http://www.uni-bonn.de/ ,Learn,"(50.7337, 7.1026)",,,,,,,,,"(50.7337, 7.1026)"
3,,50.73937,7.12099,Neue Filmbühne ,Arthouse cinema in Bonn Beuel (Friedrich-Breuer Straße 68) which regularly shows movies in the original version.,wikivoyage,red, ,http://www.rex-filmbuehne.de/ ,Do_Cinema,"(50.73937, 7.12099)",,,,,,,,,"(50.73937, 7.12099)"
2,,50.72741,7.07477,Rex ,Arthouse cinema in Bonn Endenich which regularly shows movies in the original version.,wikivoyage,red,Frongasse 9 ,http://www.rex-filmbuehne.de/ ,Do_Cinema,"(50.72741, 7.07477)",,,,,,,,,"(50.72741, 7.07477)"
1,,50.74098,7.123484,Bonner Kinemathek ,A small arthouse cinema in Bonn Beuel that regular shows European films (also older ones) in the original version (not necessarily English).,wikivoyage,red,Kreuzstraße 16 ,http://www.bonnerkinemathek.de/ ,Do_Cinema,"(50.74098, 7.123484)",,,,,,,,,"(50.74098, 7.123484)"
0,,50.686295,7.154979,Kinopolis ,A functional multiplex in Bad Godesberg that shows one or two Films in the Original Version a day. Special prices Mon-W and for students.,wikivoyage,red,"Moltkestraße 7-9, Bad Godesberg ",http://www.kinopolis.de/bn ,Do_Cinema,"(50.686295, 7.154979)",,,,,,,,,"(50.686295, 7.154979)"
1,,50.74087,7.10539,Beethoven Orchester Bonn ,,wikivoyage,red,Wachsbleiche 1 ,http://www.beethoven-orchester.de/ ,Do_Music and theatre,"(50.74087, 7.10539)",,,,,,,,,"(50.74087, 7.10539)"
0,,50.73657,7.10712,Oper Bonn ,"Hosts classical music concerts, opera and dance. Check their website for a recent playing schedule. You can get tickets at the Theaterkasse, Windeckstr. 1, next to Münsterplatz from M-Sa 09:00-18:30, Sa 09:00-16:00. Box office opens 1 hour before the performance begins. Ticket prices are moderate, especially for students.",wikivoyage,red,Am Boeselagerhof 1 ,http://www.theater-bonn.de/ ,Do_Music and theatre,"(50.73657, 7.10712)",,,,,,,,,"(50.73657, 7.10712)"
4,,33.5901987,130.4009596,Christmas Market ,"Starts at the end of November at Münsterplatz and Friedensplatz and the streets in between. The booths for mulled wine are a popular meeting place in the evening, but they close at 21.",wikivoyage,red, , ,Do_Festivals,"(33.5901987, 130.4009596)",,,,,,,,,"(33.5901987, 130.4009596)"
3,,50.74290875,7.154868551560713,Pützchens Markt ,A big fun fair with approximately 500 businesses in Bonn's suburb Pützchen which takes place in September for five days. You can catch buses at the main bus station next to the Hauptbahnhof. Mid-September.,wikivoyage,red, ,http://www.puetzchens-markt.de/ ,Do_Festivals,"(50.74290875, 7.154868551560713)",,,,,,,,,"(50.74290875, 7.154868551560713)"
0,,50.8132246,6.293555136703965,Karneval ,"Enthusiastically celebrated in Bonn, especially on 11 November, the begin of the 'fifth season', and between Weiberfastnacht and Rosenmontag in February (peak time, the exact dates differ every year). The best parties are in Bonn Beuel at Bahnhöfchen and Rheinlust, be there early (and costumed, of course!). Bonn's central carneval parade (Karnevalszug) is on Monday (Rosenmontag), but there are also parades in the different suburbs where it is not so crowded and you might catch more sweets (Kamelle).",wikivoyage,red, , ,Do_Festivals,"(50.8132246, 6.293555136703965)",,,,,,,,,"(50.8132246, 6.293555136703965)"
8,,50.53922,7.08185,Regierungsbunker ,"Cold War bunker for the German Government and Bundeswehr to protect them against nuclear attack, located in Bad Neuenahr-Ahrweiler, approx. 35 km south of Bonn. Regular tours last 90min and are in German only. You can only visit as part of a tour.",wikivoyage,red,"Am Silberberg 0, 53474 Bad Neuenahr-Ahrweiler ",https://www.regbu.de/Fremdsprachen/GB1.html ,See_Museums and galleries,"(50.53922, 7.08185)",,,,,,,,,"(50.53922, 7.08185)"
7,,50.7319,7.0925,Rheinisches Landesmuseum ,"Museum of art and archeology, run by the Rhineland Landscape Association. Check their webpage for information about the temporary exhibitions besides their permanent exhibits.",wikivoyage,red,"Colmantstr. 14-16, 53115 Bonn ",https://landesmuseum-bonn.lvr.de/en/startseite/startseite.htmlf ,See_Museums and galleries,"(50.7319, 7.0925)",,,,,,,,,"(50.7319, 7.0925)"
6,,50.7354,7.11818,Heimatmuseum Beuel ,Museum on local history. The museum was established in 1986 on the initiative of Beuel's Local Historical Society.,wikivoyage,red,"Wagnergasse 2-4, 53225 Bonn ",http://www.hgv-beuel.de/ ,See_Museums and galleries,"(50.7354, 7.11818)",,,,,,,,,"(50.7354, 7.11818)"
5,,50.7407,7.09246,Frauenmuseum ,The first museum in Europe dedicated to women and their work. Changing exhibitions.,wikivoyage,red,"Im Krausfeld 10, 53113 Bonn ",http://www.frauenmuseum.de/ ,See_Museums and galleries,"(50.7407, 7.09246)",,,,,,,,,"(50.7407, 7.09246)"
4,,50.72222,7.11388,Zoologisches Forschungsmuseum Alexander Koenig ,"Natural history museum and zoological research institution, named after Alexander Koenig, who donated his collection of specimens to the institution. The museum was opened in 1934 and is affiliated with the Leibniz Association. On September 1, 1948, the Parlamentarischer Rat, the organ to create the German constitution, was opened here. The actual proceedings happened in the nearby Pädagogische Akademie, the later Bundeshaus.",wikivoyage,red,Adenauerallee 160 ,https://bonn.leibniz-lib.de/en/museum ,See_Museums and galleries,"(50.72222, 7.11388)",,,,,,,,,"(50.72222, 7.11388)"
3,,50.69895,7.15113,Deutsches Museum Bonn ,The Deutsches Museum Bonn is an offshoot of the famous Deutsches Museum in Munich (its only branch outside the Munich area) and features about 100 contemporary exhibits of science and technology.,wikivoyage,red,Ahrstraße 45 ,https://www.deutsches-museum.de/en/bonn ,See_Museums and galleries,"(50.69895, 7.15113)",,,,,,,,,"(50.69895, 7.15113)"
2,,50.71397,7.12214,Kunst- und Ausstellungshalle der Bundesrepublik Deutschland ,It hosts changing exhibitions which range from visual art and cultural history up to science and technology. Most of them are world class and definitely worth a visit.,wikivoyage,red,Friedrich-Ebert-Allee 4 ,https://www.bundeskunsthalle.de/en/ ,See_Museums and galleries,"(50.71397, 7.12214)",,,,,,,,,"(50.71397, 7.12214)"
1,,50.71524,7.12074,Kunstmuseum Bonn ,Modern art museum with a large and interesting collection as well as a good cafe.,wikivoyage,red,Friedrich-Ebert-Allee 2 ,https://www.kunstmuseum-bonn.de/en/ ,See_Museums and galleries,"(50.71524, 7.12074)",,,,,,,,,"(50.71524, 7.12074)"
0,,50.71761,7.11904,Haus der Geschichte ,"An interesting explanation of German history after 1945 that is constantly updated. A must if you are interested in history or politics. Exhibitions are presented in German only, but audio guides are available in English, guide booklets with English translations are available for a couple euros, and guided tours for school groups conducted in English are available free of charge when prebooked.",wikivoyage,red,Willy-Brandt-Allee 14 ,https://www.hdg.de/en/haus-der-geschichte ,See_Museums and galleries,"(50.71761, 7.11904)",,,,,,,,,"(50.71761, 7.11904)"
1,,50.73746,7.08678,August Macke Haus ,"August Macke, a leading member of Der Blaue Reiter, a famous expressionist group, lived in this house with his wife, Elizabeth, for a few years and produced over 400 works in the top floor studio.",wikivoyage,red,Bornheimer Straße 96 ,http://www.august-macke-haus.de/en/ ,See_Museums and galleries,"(50.73746, 7.08678)",,,,,,,,,"(50.73746, 7.08678)"
