,item,articleDE,articleEN,location,distance,lat,lon,sitelinks,thing,itemLabel,thingLabel,tier,color
0,http://www.wikidata.org/entity/Q1471,https://de.wikipedia.org/wiki/Seine,https://en.wikipedia.org/wiki/Seine,Point(0.1175 49.434722222),6.616,49.434722222222,0.1175,123,http://www.wikidata.org/entity/Q573344,Seine,main stream,S,orange
1,http://www.wikidata.org/entity/Q42810,https://de.wikipedia.org/wiki/Le_Havre,https://en.wikipedia.org/wiki/Le_Havre,Point(0.108055555 49.494166666),0.031,49.494166666667,0.10805555555556,120,http://www.wikidata.org/entity/Q1549591,Le Havre,big city,S,orange
3,http://www.wikidata.org/entity/Q504710,https://de.wikipedia.org/wiki/Pont_de_Normandie,https://en.wikipedia.org/wiki/Pont_de_Normandie,Point(0.27556 49.43333),13.857,49.43333,0.27556,35,http://www.wikidata.org/entity/Q158555,Pont de Normandie,cable-stayed bridge,S,orange
5,http://www.wikidata.org/entity/Q3577891,https://de.wikipedia.org/wiki/%C3%89cole_de_management_de_Normandie,https://en.wikipedia.org/wiki/%C3%89cole_de_management_de_Normandie,Point(0.104132 49.4892),0.591,49.4892,0.104132,29,http://www.wikidata.org/entity/Q1143635,École de management de Normandie,business school,S,orange
7,http://www.wikidata.org/entity/Q219462,https://de.wikipedia.org/wiki/Stade_Oc%C3%A9ane,https://en.wikipedia.org/wiki/Stade_Oc%C3%A9ane,Point(0.17164 49.49976),4.644,49.49976,0.17164,23,http://www.wikidata.org/entity/Q1076486,Stade Océane,sports venue,S,orange
9,http://www.wikidata.org/entity/Q1059879,https://de.wikipedia.org/wiki/Stade_Jules_Deschaseaux,https://en.wikipedia.org/wiki/Stade_Jules_Deschaseaux,Point(0.1712 49.50185),4.651,49.50185,0.1712,20,http://www.wikidata.org/entity/Q1076486,Stade Jules Deschaseaux,sports venue,S,orange
11,http://www.wikidata.org/entity/Q118784,https://de.wikipedia.org/wiki/Dives_(Fluss),https://en.wikipedia.org/wiki/Dives_(river),Point(-0.0875 49.29805556),25.967,49.29805556,-0.0875,19,http://www.wikidata.org/entity/Q4022,Dives,river,A,green
12,http://www.wikidata.org/entity/Q924671,https://de.wikipedia.org/wiki/Operation_Aerial,https://en.wikipedia.org/wiki/Operation_Aerial,Point(0.1 49.49),0.721,49.49,0.1,19,http://www.wikidata.org/entity/Q645883,Operation Ariel,military operation,A,green
13,http://www.wikidata.org/entity/Q1074385,https://de.wikipedia.org/wiki/Risle,https://en.wikipedia.org/wiki/Risle,Point(0.3725 49.438611111),20.079,49.438611111111,0.3725,18,http://www.wikidata.org/entity/Q4022,Risle,river,A,green
14,http://www.wikidata.org/entity/Q1708737,https://de.wikipedia.org/wiki/Flughafen_Deauville,https://en.wikipedia.org/wiki/Deauville%E2%80%93Normandie_Airport,Point(0.154166666 49.365277777),14.686,49.365277777778,0.15416666666667,18,http://www.wikidata.org/entity/Q1248784,Deauville – Saint-Gatien Airport,airport,A,green
