,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
3,SIDE ,53.55673,9.98673,Drehbahn 49 ,https://www.side-hamburg.de/ ,Sleep,"Under the unassuming name you will find one of Hamburg's finest design hotels, rivaled perhaps only by the Sofitel. Rooms are kept in minimalist white and are protected from any outside interference by a double facade. The SkyLounge on the 8th floor features a unique view of the city.","(53.55673, 9.98673)",wikivoyage,red
4,Sofitel Hamburg Alter Wall ,53.54975,9.98816,Alter Wall 40 ,https://all.accor.com/hotel/5395/index.en.shtml ,Sleep,"Quite nondescript on the outside, the Sofitel shines inside with perfectly balanced and tasteful minimalist design, and of course great service standards.","(53.54975, 9.98816)",wikivoyage,red
5,Steigenberger Hotel Hamburg ,53.54922,9.9857,Heiligengeistbrücke 4 ,https://www.steigenberger.com/en/hotels/all-hotels/germany/hamburg/steigenberger-hotel-hamburg ,Sleep,"Situated right on the Alsterfleet, the Steigenberger is housed in a building made to look in line with Hamburg's traditional canal architecture. Inside you will find the usual German idea of ''Gemuetlichkeit'' combined with the chain's usual high standards of service. Of note is the gym and spa area with views over the neighbourhood.","(53.54922, 9.9857)",wikivoyage,red
6,Renaissance Hamburg Hotel ,53.55253,9.98779,Grosse Bleichen ,https://www.marriott.com/hotels/travel/hamrn-renaissance-hamburg-hotel/?scid,Sleep,"The Renaissance is located in an interesting early 20th century building, which is a part of the Hanseviertel. Inside a bit dated, but with the usual Marriott quality.","(53.55253, 9.98779)",wikivoyage,red
0,Jugendherberge Hamburg - Auf dem Stintfang ,53.5467,9.9717,Alfred-Wegener-Weg 5 ,http://www.jugendherberge.de/jh/hamburg-stintfang/ ,Sleep_Budget,Priceless river/harbour view and in walking distance to the Reeperbahn.,"(53.5467, 9.9717)",wikivoyage,red
0,Barceló Hamburg ,53.55432,10.00081,Ferdinandstraße 15 ,https://www.barcelo.com/de/barcelo-hotels/hotels/deutschland/hamburg/barcelo-hamburg/ ,Sleep_Mid-range,"Thoroughly modern business hotel in the second row of buildings to Binnenalster, which is visible over the rooftops of neighbouring buildings from the hotel's top floor. All the facilities you may expect, but the gym is an extremely small and narrow room.","(53.55432, 10.00081)",wikivoyage,red
1,AMERON Hotel Speicherstadt ,53.5438,9.9954,Am Sandtorkai 4 ,https://ameronhotels.com/de/hamburg-hotel-speicherstadt/ ,Sleep_Mid-range,"A comfortable, modern hotel with interesting interior appointments right within Speicherstadt","(53.5438, 9.9954)",wikivoyage,red
2,Lindner Hotel Am Michel ,53.551,9.978,Neanderstraße 20 ,https://www.lindner.de/hamburg-hotel-am-michel/ankommen.html ,Sleep_Mid-range,"Lindner is a chain of German upscale'ish hotels with nothing particularly special, but solid service standards and well-appointed rooms. The hotel's name is a bit of a stretch, as it is not immediately next to St. Michaelis church.","(53.551, 9.978)",wikivoyage,red
3,Scandic Hamburg Emporio ,53.55601,9.98211,Dammtorwall 19 ,https://www.scandichotels.de/hamburgemporio ,Sleep_Mid-range,"One of the Swedish chain's southernmost outposts is an all-new hotel opened in 2014, with an architecturally interesting building and Scandinavian flair throughout, meaning minimalist but tasteful appointments and lots of wood. Relatively large rooms, but most with views of opposite walls. Location on the edge of Neustadt is quite convenient for those visiting the CCH.","(53.55601, 9.98211)",wikivoyage,red
0,JUFA Hotel Hamburg HafenCity ,53.54015,10.00937,Versmannstraße 12-14 ,https://www.jufa.eu/deutschland/hamburg/ ,Sleep_Mid-range,Child-friendly hotel with family rooms of different sizes and playgrounds both indoors and outdoors.,"(53.54015, 10.00937)",wikivoyage,red
1,Hotel Baseler Hof ,53.557626,9.991289,Esplanade 11 ,http://www.baselerhof.de/ ,Sleep_Mid-range,"Opened in 1907, the hotel was remodeled in 2000 to its current form. Wi-Fi is available. The hotels has many conference rooms for up to 200 persons, a sauna and a fitness studio. There's also a restaurant; [http://www.weinrestaurant-kleinhuis.de/ Kaffee- und Weinhaus Kleinhuis].","(53.557626, 9.991289)",wikivoyage,red
0,Fairmont Hotel Vier Jahreszeiten ,53.555611,9.991614,Neuer Jungfernstieg 9-14 ,http://www.fairmont.com/vier-jahreszeiten-hamburg/ ,Sleep_Splurge,"Complementing the Atlantic on the other side of the Kennedybruecke as one of Hamburg's finest and oldest hotels, Vier Jahreszeiten has been overlooking the Binnenalster since the early 20th century, expanded and refurbished many times since. Today it is managed by Fairmont Hotels and Resorts and provides most comforts and amenities a contemporary luxury hotel can, but be aware that it has no swimming pool and the fitness/wellness offering is limited in comparison to its competitors.","(53.555611, 9.991614)",wikivoyage,red
1,Park Hyatt Hamburg ,53.5508,10.00318,Bugenhagenstr. 8 ,https://www.hyatt.com/en-US/hotel/germany/park-hyatt-hamburg/hamph?src,Sleep_Splurge,"The Hyatt took residence in an exquisitely-decorated historic building, and provides an oasis of relaxed tranquility in the busy area neighbouring the Hauptbahnhof. Rising to the challenge of fellow luxury hotels in Hamburg, the Park Hyatt offers no less than 1000&nbsp;sqm of spa and fitness facilities.","(53.5508, 10.00318)",wikivoyage,red
2,Marriott ,53.55462,9.98734,ABC Straße 52 ,https://www.marriott.com/hotels/travel/hamdt-hamburg-marriott-hotel/ ,Sleep_Splurge,"4-Star hotel with 270 guest rooms and 8 suites, also has a Body Care Centre with indoor pool and whirlpool as well as 416 m² conference facilities. Restaurant and piano bar with live music.","(53.55462, 9.98734)",wikivoyage,red
3,SIDE ,53.55673,9.98673,Drehbahn 49 ,https://www.side-hamburg.de/ ,Sleep_Splurge,"Under the unassuming name you will find one of Hamburg's finest design hotels, rivaled perhaps only by the Sofitel. Rooms are kept in minimalist white and are protected from any outside interference by a double facade. The SkyLounge on the 8th floor features a unique view of the city.","(53.55673, 9.98673)",wikivoyage,red
4,Sofitel Hamburg Alter Wall ,53.54975,9.98816,Alter Wall 40 ,https://all.accor.com/hotel/5395/index.en.shtml ,Sleep_Splurge,"Quite nondescript on the outside, the Sofitel shines inside with perfectly balanced and tasteful minimalist design, and of course great service standards.","(53.54975, 9.98816)",wikivoyage,red
5,Steigenberger Hotel Hamburg ,53.54922,9.9857,Heiligengeistbrücke 4 ,https://www.steigenberger.com/en/hotels/all-hotels/germany/hamburg/steigenberger-hotel-hamburg ,Sleep_Splurge,"Situated right on the Alsterfleet, the Steigenberger is housed in a building made to look in line with Hamburg's traditional canal architecture. Inside you will find the usual German idea of ''Gemuetlichkeit'' combined with the chain's usual high standards of service. Of note is the gym and spa area with views over the neighbourhood.","(53.54922, 9.9857)",wikivoyage,red
6,Renaissance Hamburg Hotel ,53.55253,9.98779,Grosse Bleichen ,https://www.marriott.com/hotels/travel/hamrn-renaissance-hamburg-hotel/?scid,Sleep_Splurge,"The Renaissance is located in an interesting early 20th century building, which is a part of the Hanseviertel. Inside a bit dated, but with the usual Marriott quality.","(53.55253, 9.98779)",wikivoyage,red
0,Hamburg Stadtpark ,53.595278,10.016389, ,https://www.hamburg.de/tourismus/sehenswuerdigkeiten/parks/stadtpark-306002 ,See,Has a pretty good Planetarium situated in an old water tower in the middle of the park.,"(53.595278, 10.016389)",wikivoyage,red
1,Alsterpark ,53.574444,10.000833, , ,See,"Inaugurated in 1952. The part west of the Alster is called ''Alstervorland'', the one east ''Alterpark''.","(53.574444, 10.000833)",wikivoyage,red
2,Eimsbüttler Park ,53.5778,9.96, ,http://www.hamburg.de/parkanlagen/3055736/eimsbuetteler-park.html ,See,"Also known as ""Weiher"", this former forest and current park has survived both world wars and still offers green pastures around the Weiher lake together with a playground, swimming pool and a café.","(53.5778, 9.96)",wikivoyage,red
3,Tierpark Hagenbeck ,53.5949659,9.9416136,Lokstedter Grenzstraße 2 ,http://www.hagenbeck.de/ ,See,"Hamburg's Zoo. The collection began in 1863 with animals that belonged to Carl Hagenbeck Sr. (1810–1887), a fishmonger who became an amateur animal collector. The park itself was founded by Carl Hagenbeck Jr. in 1907. It is known for being the first zoo to use open enclosures surrounded by moats, rather than barred cages, to better approximate animals' natural environments.","(53.5949659, 9.9416136)",wikivoyage,red
4,Friedhof Ohlsdorf ,53.624722,10.061667, ,https://www.friedhof-hamburg.de/die-friedhoefe/ohlsdorf/ ,See,One of the world's biggest graveyards.,"(53.624722, 10.061667)",wikivoyage,red
5,Imam-Ali-Mosque ,53.574569,10.008417, ,http://izhamburg.de/ ,See,Biggest of all mosques in Hamburg. Centre of the religious and cultural life of the huge Iranian community. The Imams of Hamburg happen to have played important roles in Iran's religious and political everyday life since their installation in the 1950s.,"(53.574569, 10.008417)",wikivoyage,red
0,Museum am Rothenbaum - Kulturen und Kunste der Welt ,53.568333,9.989167,Rothenbaumchaussee 64 ,http://www.voelkerkundemuseum.com/ ,See,Formerly known as the Museum of Ethnology. The museum has ethnographic objects from around the world.,"(53.568333, 9.989167)",wikivoyage,red
0,Alster Cruise ,53.56722,10.00224, ,http://www.alstertouristik.de/English/classics/alster-cruise.html? ,Do,The obvious thing to do is to take a ride around the Alster on one of the leisure boats and enjoy the greenery and elegant buildings around it.,"(53.56722, 10.00224)",wikivoyage,red
1,Ernst-Deutsch-Theater ,53.569322,10.026275, , ,Do,"The Ernst-Deutsch-Theater has been an established part of the Hamburg theatre scene since 1951. Today, it is the largest privately operated playhouse in Germany.","(53.569322, 10.026275)",wikivoyage,red
2,The English Theatre of Hamburg ,53.569306,10.028639, ,http://www.englishtheatre.de/ ,Do,"The English Theatre of Hamburg performs from September through June, giving eight performances per week.","(53.569306, 10.028639)",wikivoyage,red
3,The Hamburg Players ,53.573728,10.040164, ,http://www.hamburgplayers.de/ ,Do,Hamburg's oldest English-language theatre group giving three shows a year at the Theater in der Marschnerstraße.,"(53.573728, 10.040164)",wikivoyage,red
4,Supper Club ,0.0,0.0,Isekai 13 , ,Do,"Supper Club's name doesn't give you any clues about this business. It hires canoes and all manner of other unpowered water craft by the hour. When you have finished paddling you can eat at the outdoor cafe if you wish. A 2 hour paddle using one of their suggested itineraries through small canals and lakes takes you past some of Hamburg's most elegant homes, You will definitely want to move there after this paddle (whether you have the money to buy a mansion in northern Hamburg is beyond the scope of this entry)!<br />The canoe hire side of the operation only takes cash and requires a passport or photo ID to be left with them as security.<br />The ferries from the city centre to Winterhuder Fahrhaus offer great views of the Alster lakes but the Supper Club paddle is superior so you could probably skip the ferry trip if you plan to do the paddle.","(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Buy,,"(0, 0)",wikivoyage,red
0,Der Etrusker ,53.56927,9.98371,Grindelhof 45 ,http://www.der-etrusker.de ,Eat,"Small and quite crowded Italian restaurant in the ""Grindel"" district near the university. Excellent Italian classics (pizza, pasta, etc.) for reasonable money. A lot of Italian restaurants as alternative to the left and right if you don't get a table. For dinner: make sure your are early (before 7pm) or make a reservation (only by phone).","(53.56927, 9.98371)",wikivoyage,red
1,La Monella ,53.57203,9.98609,Hallerplatz 12 ,http://www.lamonella.de ,Eat,Hamburg's first vegetarian Italian restaurant. Small menu with Italian standards. Daily menu with dishes made of regional ingredients. Good place for a very delicious vegetarian lunch on a budget. Dinner slightly overpriced.,"(53.57203, 9.98609)",wikivoyage,red
0,Alster Cliff ,53.574,10.0024,Fährdamm 13 ,http://alster-cliff.de ,Eat,"Nice place to stop for coffee and cake or a meal with a good view on the Alster lake. Lunch food (salad, pizza, pasta) are of average quality and above average price.","(53.574, 10.0024)",wikivoyage,red
1,Restaurant Kalliopea ,53.59823,10.03797,Neue Wöhr 14 ,http://www.kalliopea.de/ ,Eat,Traditional Greek food.,"(53.59823, 10.03797)",wikivoyage,red
0,Der Etrusker ,53.56927,9.98371,Grindelhof 45 ,http://www.der-etrusker.de ,Eat_Budget,"Small and quite crowded Italian restaurant in the ""Grindel"" district near the university. Excellent Italian classics (pizza, pasta, etc.) for reasonable money. A lot of Italian restaurants as alternative to the left and right if you don't get a table. For dinner: make sure your are early (before 7pm) or make a reservation (only by phone).","(53.56927, 9.98371)",wikivoyage,red
1,La Monella ,53.57203,9.98609,Hallerplatz 12 ,http://www.lamonella.de ,Eat_Budget,Hamburg's first vegetarian Italian restaurant. Small menu with Italian standards. Daily menu with dishes made of regional ingredients. Good place for a very delicious vegetarian lunch on a budget. Dinner slightly overpriced.,"(53.57203, 9.98609)",wikivoyage,red
0,Alster Cliff ,53.574,10.0024,Fährdamm 13 ,http://alster-cliff.de ,Eat_Mid-range,"Nice place to stop for coffee and cake or a meal with a good view on the Alster lake. Lunch food (salad, pizza, pasta) are of average quality and above average price.","(53.574, 10.0024)",wikivoyage,red
1,Restaurant Kalliopea ,53.59823,10.03797,Neue Wöhr 14 ,http://www.kalliopea.de/ ,Eat_Mid-range,Traditional Greek food.,"(53.59823, 10.03797)",wikivoyage,red
0,ZaZa-Bar ,53.58051,10.01264,Mühlenkamp 10 ,http://www.zazabar.de/ ,Drink,"Small bar in a trendy neighbourhood that serves good drinks and has an interesting crowd of customers: some shoppers that celebrate their latest fashions, office workers that cool down, night owls that warm up, and quite few people who live in the area and just drop in for a drink. Has chairs outside. Happy Hour from 5PM-9PM and all night on Mondays.","(53.58051, 10.01264)",wikivoyage,red
1,Logo ,53.56451,9.98363,Grindelallee 5 ,https://www.logohamburg.de ,Drink,Concert location.,"(53.56451, 9.98363)",wikivoyage,red
2,Down Under ,53.5642,9.98403,Rindellallee 1 ,http://www.down-under-hamburg.de/ ,Drink,"Australian-themed bar with lots of cocktails (€5-10), burgers (chicken burger €6, beef burger €8, ostrich burger €9.50), chicken wings (also all you can eat on Tuesdays).","(53.5642, 9.98403)",wikivoyage,red
0,Camping Buchholz ,53.59,9.932,Kieler Straße 374 ,http://www.camping-buchholz.de/ ,Sleep,All year round.,"(53.59, 9.932)",wikivoyage,red
1,Knaus Campingpark,53.6513,9.9292,Wunderbrunnen 2 ,http://www.knauscamp.de/hamburg.html ,Sleep,From April to October.,"(53.6513, 9.9292)",wikivoyage,red
0,Courtyard Hamburg Airport ,53.6402,10.0122,Flughafenstraße 47 ,https://www.marriott.com/hotels/travel/hamcy-courtyard-hamburg-airport/ ,Sleep,The traditional country manor-style Courtyard close to the airport.,"(53.6402, 10.0122)",wikivoyage,red
1,Lindner Park Hotel Hagenbeck ,53.5937,9.9408,Hagenbeckstr. 150 ,https://lindnerhotels.com/hotels/lindner-hotel-hamburg-am-michel ,Sleep,"A 4-star hotel less than 3 km from the Hamburger Sportveiren. A comfortable hotel, convenient for football fans, featuring a fitness room and sauna.","(53.5937, 9.9408)",wikivoyage,red
2,Dorint Hotel Hamburg Eppendorf ,53.58829520506481,9.973955453073131,"Martinistrasse 72, 20251 Hamburg ",https://hotel-hamburg-eppendorf.dorint.com/en/ ,Sleep,The hotel offers 195 rooms including 14 suites and has direct connection to the adjoining university hospital.,"(53.58829520506481, 9.973955453073131)",wikivoyage,red
0,Grand Elysee ,53.5634,9.9906,Rothenbaumchaussee 10 ,https://www.grand-elysee.com/ ,Sleep,"Despite not being affiliated with any of the American hotel chains, Hamburg's largest hotel of over 500 rooms tries to emulate the 1990s American idea of a luxury hotel. The hotel serves a large on-site conference centre and features extensive spa and wellness facilities.","(53.5634, 9.9906)",wikivoyage,red
0,The Fontenay ,53.565407,9.998041,Fontenay 10 ,https://www.thefontenay.de/ ,Sleep,Upscale hotel opened in 2018.,"(53.565407, 9.998041)",wikivoyage,red
0,Camping Buchholz ,53.59,9.932,Kieler Straße 374 ,http://www.camping-buchholz.de/ ,Sleep_Budget,All year round.,"(53.59, 9.932)",wikivoyage,red
1,Knaus Campingpark,53.6513,9.9292,Wunderbrunnen 2 ,http://www.knauscamp.de/hamburg.html ,Sleep_Budget,From April to October.,"(53.6513, 9.9292)",wikivoyage,red
0,Camping Buchholz ,53.59,9.932,Kieler Straße 374 ,http://www.camping-buchholz.de/ ,Sleep_Budget_Camping,All year round.,"(53.59, 9.932)",wikivoyage,red
1,Knaus Campingpark,53.6513,9.9292,Wunderbrunnen 2 ,http://www.knauscamp.de/hamburg.html ,Sleep_Budget_Camping,From April to October.,"(53.6513, 9.9292)",wikivoyage,red
0,Courtyard Hamburg Airport ,53.6402,10.0122,Flughafenstraße 47 ,https://www.marriott.com/hotels/travel/hamcy-courtyard-hamburg-airport/ ,Sleep_Mid-range,The traditional country manor-style Courtyard close to the airport.,"(53.6402, 10.0122)",wikivoyage,red
1,Lindner Park Hotel Hagenbeck ,53.5937,9.9408,Hagenbeckstr. 150 ,https://lindnerhotels.com/hotels/lindner-hotel-hamburg-am-michel ,Sleep_Mid-range,"A 4-star hotel less than 3 km from the Hamburger Sportveiren. A comfortable hotel, convenient for football fans, featuring a fitness room and sauna.","(53.5937, 9.9408)",wikivoyage,red
2,Dorint Hotel Hamburg Eppendorf ,53.58829520506481,9.973955453073131,"Martinistrasse 72, 20251 Hamburg ",https://hotel-hamburg-eppendorf.dorint.com/en/ ,Sleep_Mid-range,The hotel offers 195 rooms including 14 suites and has direct connection to the adjoining university hospital.,"(53.58829520506481, 9.973955453073131)",wikivoyage,red
0,Grand Elysee ,53.5634,9.9906,Rothenbaumchaussee 10 ,https://www.grand-elysee.com/ ,Sleep_Splurge,"Despite not being affiliated with any of the American hotel chains, Hamburg's largest hotel of over 500 rooms tries to emulate the 1990s American idea of a luxury hotel. The hotel serves a large on-site conference centre and features extensive spa and wellness facilities.","(53.5634, 9.9906)",wikivoyage,red
0,The Fontenay ,53.565407,9.998041,Fontenay 10 ,https://www.thefontenay.de/ ,Sleep_Splurge,Upscale hotel opened in 2018.,"(53.565407, 9.998041)",wikivoyage,red
0,Fitness Studio City Nord ,53.60236,10.02476,Überseering 5-15 ,http://fitness-city-nord.de/ ,Cope,One of the oldest fitness centres in Hamburg (in business since 1986).,"(53.60236, 10.02476)",wikivoyage,red
0,Altonaer Museum ,53.54902,9.9347, ,http://www.altonaermuseum.de/ ,See,"Dedicated to Altona's, Hamburg's and northern Germany's cultural history.","(53.54902, 9.9347)",wikivoyage,red
1,Altona City Hall ,53.547,9.9354, , ,See,"Built in 1898, when Altona still was a separate city. It's an impressive building with influcences of Italian renaissance.","(53.547, 9.9354)",wikivoyage,red
0,Dockland ,53.5433,9.9341, , ,See,Walk 136 steps to the roof of this building to get a wonderful view of the harbour. The six-storey glass and steel building has the shape of a parallelogram and is reminiscent of a ship bow.,"(53.5433, 9.9341)",wikivoyage,red
0,Altonaer Volkspark ,53.581,9.8972, , ,See,"This used to be the city park of the independent town of Altona. Unlike Hamburger Stadtpark, this park has been left in a more natural state. On the northern edge of the park is Volksparkstadion, the home stadium of the football team HSV, as well as the multi-purpose Barclaycard Arena.","(53.581, 9.8972)",wikivoyage,red
0,Landungsbrücken ,53.546111,9.966667, , ,See,"The most touristy part of Hamburg's harbour, close to the metro station with the same name. Piers connected with several bridges swim on the water adapting to the tide. There tourist boats land and you will find souvenir shops, restaurants, and snack bars. The sailing ship Rickmer Rickmers can be visited. The old passenger docks, from which (among many others) many of the emigrants to the Americas from eastern Europe left in the 19th century. Today they are a tourist hotspot, as the departure point for harbour tours and many public transport ferries. The stroll eastwards along the water from the S-Bahn station ""Landungsbrücken"" all the way to the HafenCity is very pleasant.","(53.546111, 9.966667)",wikivoyage,red
0,U-434 ,53.544941,9.955217,St. Pauli Fischmarkt 10 ,http://www.u-434.de/ ,See,"One of the biggest non-nuclear Soviet submarines, moored near to the Fischmarkt. Guided tours are possible.","(53.544941, 9.955217)",wikivoyage,red
0,Alter Elbtunnel ,53.544,9.9665, , ,See,"Completed in 1911, it links both sides of the river Elbe. A lift or stairs bring you the 24 m down into the tunnel. You then walk through one of its two 427-m-long pipes having 12 m of water over your head. At the other side, you again walk up the stairs or take a lift. The tunnel is decorated with ceramic arts of maritime motifs (e.g. fish, mussels, seals, old boots). For pedestrians and bicycles it is free and open all day and night, every day. Even cars can pass though the tunnel (only M-F 05:30-20:00 for €2) being brought down with four lifts.","(53.544, 9.9665)",wikivoyage,red
0,Museumshafen Oevelgönne ,53.543611,9.914167, ,http://www.museumshafen-oevelgoenne.de/ ,See,Historical boats.,"(53.543611, 9.914167)",wikivoyage,red
0,Hamburger Dom ,53.553889,9.970833, ,http://www.hamburger-dom.de/ ,See,"A large fair held at Heiligengeistfeld fair ground. With three fairs (spring, summer and winter) per year it is the biggest and the longest fair throughout Germany and attracts every one approximately ten million visitors per year.","(53.553889, 9.970833)",wikivoyage,red
0,Reeperbahn ,53.549444,9.962278, , ,See,"A street and entertainment district in Hamburg's St. Pauli district, one of the two centres of Hamburg's nightlife (with [[Hamburg/Altona-St._Pauli#Schanzenviertel","(53.549444, 9.962278)",wikivoyage,red
1,Panoptikum ,53.5494,9.967,Spielbudenplatz 3 ,http://www.panoptikum.de ,See,"A wax cabinet with a history of over 125 years and as such the oldest in Germany, though it has been in its current location since the 1950s. Not as big and famous as Madame Tussauds in London, nevertheless the figures have been created with love for details. Some of the older figures aren't as detailed, though that's because there were less tools and knowledge about working with wax figures back then.","(53.5494, 9.967)",wikivoyage,red
0,Flakturm IV ,53.55643,9.96984,Feldstraße , ,See,"Right at the Heiligengeistfeld is a World War II bunker, visible from far away due to its size. Nowadays the building houses different media companies and agentures, and there's a dance club on the upper floor.","(53.55643, 9.96984)",wikivoyage,red
0,Sankt Pauli Museum ,0.0,0.0,Davidstraße 17 ,http://st-pauli-museum.com ,See,,"(0, 0)",wikivoyage,red
1,St. Pauli Archiv ,53.5533,9.95753,Paul Roosen Straße 30 ,http://www.st-pauli-archiv.de ,See,Archive for the city district and history workshop. Arranges very interesting themed walks around St. Pauli.,"(53.5533, 9.95753)",wikivoyage,red
0,Hafenstraße ,53.546389,9.959444, , ,See,"The street was a place for squatters in the 1980s and was well known by the media when there were ""battles"" between the Autonomous movement and the police. Some squats still exist there, though the ""80s-Myth"" is dead. You can go to the Punksbar ""onkel otto"" or eat at the ""VoKü"" (""Volxküche"" - a group cooking event, at which the meal is served free of charge or at cost).","(53.546389, 9.959444)",wikivoyage,red
1,Beatles-Platz ,53.549838,9.957293, , ,See,"There is a sculpture honouring the Beatles. Also in the Reeperbahn area are clubs where the Beatles played at various times from 1960 to 1962, including the Indra club and Star Club.","(53.549838, 9.957293)",wikivoyage,red
2,Grosse Freiheit ,53.550556,9.9575, , ,See,"In the pedestrian street there are a lot of bars and clubs - a great place to go in the evening, although it's very crowded and it may get a bit dangerous in the weekend. On weekdays, it is harmless here - a low-budget tip is, 99 Cent Bar, which offers really many drinks for basically €1. On the weekend, you will have to pay an entrance fee of €1 but it's still the best place to go drinking on a budget. The street was named in 1610 after the fact that Count Ernest of Schaumburg and Holstein-Pinneberg had granted religious freedom to non-Lutherans such as Mennonites and Roman Catholics to practice their faith here and commercial freedom for handcrafters not enrolled in the else compelling guilds. Today it is part of the red light district.","(53.550556, 9.9575)",wikivoyage,red
3,Hans-Albers-Platz ,53.54867,9.96087, , ,See,Between Reeperbahn and Herbertstraße there's a memorial for an actor who was advertising the Kiez (Reeperbahn). Especially the movie ''Große Freiheit Nummer 7'' helped making the Kiez famous.,"(53.54867, 9.96087)",wikivoyage,red
0,Herbertstraße ,53.54807,9.96162, , ,See,"The epicenter of the red-light district, this short street runs parallel to Reeperbahn is closed off by gates from both ends. Adults only and photography is strictly banned.","(53.54807, 9.96162)",wikivoyage,red
0,Spielbudenplatz ,53.54956,9.9649, , ,See,"The place got its name from the entertainers putting up shows here for sailors from all over the world back in the day. For example Mr. Hagenback (who opened the zoo park in the city) showcased his sea lions here. Today it is surrounded by several venues including '''St. Pauli theater''', '''Schmidt's Tivoli''' , '''Schmidt's Theater''' and '''Operettenhaus'''.","(53.54956, 9.9649)",wikivoyage,red
0,Rote Flora ,53.56199,9.9615, ,https://www.nadir.org/nadir/initiativ/roteflora/ ,See,"This building used to be the last squatted house in Hamburg, it's now left to the squatters for free by the owner. During the week, it is turned into a café, concerts of various styles or other events may also take place. On some days there is cheap (mostly vegan) food available. You can sometimes find fantastic parties for small prices on Friday and Saturday.","(53.56199, 9.9615)",wikivoyage,red
0,Christianskirche ,53.546944,9.932778, , ,See,Baroque church in Ottensen.,"(53.546944, 9.932778)",wikivoyage,red
1,Zeise Hallen ,53.5543,9.9267,Friedensallee 7-9 ,https://www.hamburg.de/altona/baudenkmaeler/2847142/zeisehallen/ ,See,"The halls were built in 1857 for the Zeise company manufacturing ship parts. The company went bust in 1979, and nowadays the cultural heritage building is used as a cultural center with a movie theater.","(53.5543, 9.9267)",wikivoyage,red
0,Planten un Blomen ,53.561111,9.983333, ,http://www.plantenunblomen.hamburg.de/ ,See,"This park is partially on the old city wall of Hamburg. Already in the 1930s the former zoological park was remodeled into a bird and entertainment park for the Lower German Garden Exhibition (Niederdeutsche Gartenschau). Afterwards it was rebuilt for three international garden shows in 1953, 1963 and 1973. The botanical garden was turned into a park landscape, and was moved to Klein Flottbek in [[Hamburg/Altona-St. Pauli","(53.561111, 9.983333)",wikivoyage,red
1,Jenisch park ,53.5525,9.865556, , ,See,"The oldest landscaped park in Hamburg. Two museums, Jenisch House and Ernst Barlach House, are in the park. Flottbek River flows through the park and into the Elbe at Teufelsbrück.","(53.5525, 9.865556)",wikivoyage,red
2,Baurs Park ,53.556389,9.814167, , ,See,Nice park with views to the Elbe river.,"(53.556389, 9.814167)",wikivoyage,red
3,Loki Schmidt Garten ,53.562222,9.861111,Ohnhorststraße ,https://www.biologie.uni-hamburg.de/loki-schmidt-garten.html ,See,"For a century and a half, the botanical garden was situated in the current Planten un Blomen park, where the tropical greenhouses still remain. In 1979, the botanical garden was relocated to its current place in the Klein Flottbek district. In the southern part of the park there are several themed gardens with medical plants, farm plants, plants featured in the Bible, conifers, fragnant plants, poisonous plants, threatened plants, crops, roses and a desert garden. The central part is dedicated to the science categorizing plants. There you can see plants from temperate parts of the world; Eurasia, North America and far southern South America. In the Alpinium there are plants from the high mountain areas of Europe. The park is named Loki Schmidt garden after the biologist Loki Schmidt, wife of the former German federal chancellor Helmut Schmidt.","(53.562222, 9.861111)",wikivoyage,red
0,Altonaer Museum ,53.54902,9.9347, ,http://www.altonaermuseum.de/ ,See_Altona,"Dedicated to Altona's, Hamburg's and northern Germany's cultural history.","(53.54902, 9.9347)",wikivoyage,red
1,Altona City Hall ,53.547,9.9354, , ,See_Altona,"Built in 1898, when Altona still was a separate city. It's an impressive building with influcences of Italian renaissance.","(53.547, 9.9354)",wikivoyage,red
0,Dockland ,53.5433,9.9341, , ,See_Altona,Walk 136 steps to the roof of this building to get a wonderful view of the harbour. The six-storey glass and steel building has the shape of a parallelogram and is reminiscent of a ship bow.,"(53.5433, 9.9341)",wikivoyage,red
0,Altonaer Volkspark ,53.581,9.8972, , ,See_Altona,"This used to be the city park of the independent town of Altona. Unlike Hamburger Stadtpark, this park has been left in a more natural state. On the northern edge of the park is Volksparkstadion, the home stadium of the football team HSV, as well as the multi-purpose Barclaycard Arena.","(53.581, 9.8972)",wikivoyage,red
0,Landungsbrücken ,53.546111,9.966667, , ,See_Harbour area,"The most touristy part of Hamburg's harbour, close to the metro station with the same name. Piers connected with several bridges swim on the water adapting to the tide. There tourist boats land and you will find souvenir shops, restaurants, and snack bars. The sailing ship Rickmer Rickmers can be visited. The old passenger docks, from which (among many others) many of the emigrants to the Americas from eastern Europe left in the 19th century. Today they are a tourist hotspot, as the departure point for harbour tours and many public transport ferries. The stroll eastwards along the water from the S-Bahn station ""Landungsbrücken"" all the way to the HafenCity is very pleasant.","(53.546111, 9.966667)",wikivoyage,red
0,U-434 ,53.544941,9.955217,St. Pauli Fischmarkt 10 ,http://www.u-434.de/ ,See_Harbour area,"One of the biggest non-nuclear Soviet submarines, moored near to the Fischmarkt. Guided tours are possible.","(53.544941, 9.955217)",wikivoyage,red
