,item,articleDE,articleEN,location,distance,lat,lon,sitelinks,thing,itemLabel,thingLabel,tier,color
37,http://www.wikidata.org/entity/Q685524,https://de.wikipedia.org/wiki/Miniatur_Wunderland,https://en.wikipedia.org/wiki/Miniatur_Wunderland,Point(9.9889448 53.5438229),1.06,53.5438229,9.9889448,30,http://www.wikidata.org/entity/Q763501,Miniatur Wunderland,model railroad layout,S,red
41,http://www.wikidata.org/entity/Q639118,https://de.wikipedia.org/wiki/Internationaler_Seegerichtshof,https://en.wikipedia.org/wiki/International_Tribunal_for_the_Law_of_the_Sea,Point(9.850833333 53.551111111),9.897,53.551111111111,9.8508333333333,29,http://www.wikidata.org/entity/Q1262438,International Tribunal for the Law of the Sea,international court,S,red
42,http://www.wikidata.org/entity/Q1635,https://de.wikipedia.org/wiki/Bezirk_Harburg,"https://en.wikipedia.org/wiki/Harburg,_Hamburg",Point(9.966666666 53.45),11.381,53.45,9.9666666666667,29,http://www.wikidata.org/entity/Q278976,Harburg,borough of Hamburg,S,red
43,http://www.wikidata.org/entity/Q3976,https://de.wikipedia.org/wiki/Reeperbahn,https://en.wikipedia.org/wiki/Reeperbahn,Point(9.962277777 53.549444444),2.537,53.549444444444,9.9622777777778,29,http://www.wikidata.org/entity/Q79007,Reeperbahn,street,S,red
44,http://www.wikidata.org/entity/Q6456,https://de.wikipedia.org/wiki/Hamburg_Hauptbahnhof,https://en.wikipedia.org/wiki/Hamburg_Hauptbahnhof,Point(10.006389 53.552778),0.466,53.552778,10.006389,29,http://www.wikidata.org/entity/Q1406904,Hamburg Hauptbahnhof,inter-city rail station,S,red
51,http://www.wikidata.org/entity/Q339572,https://de.wikipedia.org/wiki/Millerntor-Stadion,https://en.wikipedia.org/wiki/Millerntor-Stadion,Point(9.967778 53.554444),2.219,53.554444,9.967778,27,http://www.wikidata.org/entity/Q1154710,Millerntor-Stadion,association football venue,S,red
53,http://www.wikidata.org/entity/Q1626,https://de.wikipedia.org/wiki/Bezirk_Hamburg-Mitte,https://en.wikipedia.org/wiki/Hamburg-Mitte,Point(9.994166666 53.550277777),0.429,53.550277777778,9.9941666666667,27,http://www.wikidata.org/entity/Q278976,Hamburg-Mitte,borough of Hamburg,S,red
54,http://www.wikidata.org/entity/Q1632,https://de.wikipedia.org/wiki/Bezirk_Eimsb%C3%BCttel,https://en.wikipedia.org/wiki/Eimsb%C3%BCttel,Point(9.959444444 53.574444444),3.82,53.574444444444,9.9594444444444,27,http://www.wikidata.org/entity/Q278976,Eimsbüttel,borough of Hamburg,S,red
55,http://www.wikidata.org/entity/Q674472,https://de.wikipedia.org/wiki/Hauptkirche_Sankt_Michaelis,"https://en.wikipedia.org/wiki/St._Michael%27s_Church,_Hamburg",Point(9.978889 53.548333),1.455,53.548333,9.978889,26,http://www.wikidata.org/entity/Q16970,"St. Michaelis Church, Hamburg",church building,S,red
56,http://www.wikidata.org/entity/Q1633,https://de.wikipedia.org/wiki/Bezirk_Wandsbek,https://en.wikipedia.org/wiki/Wandsbek,Point(10.083333333 53.583333333),6.578,53.583333333333,10.083333333333,26,http://www.wikidata.org/entity/Q278976,Wandsbek,borough of Hamburg,S,red
57,http://www.wikidata.org/entity/Q311801,https://de.wikipedia.org/wiki/Deutsches_Elektronen-Synchrotron,https://en.wikipedia.org/wiki/DESY,Point(9.879444444 53.575833333),8.492,53.575833333333,9.8794444444444,25,http://www.wikidata.org/entity/Q157031,DESY,foundation,S,red
59,http://www.wikidata.org/entity/Q1627,https://de.wikipedia.org/wiki/Bezirk_Hamburg-Nord,https://en.wikipedia.org/wiki/Hamburg-Nord,Point(10.0 53.616666666),7.375,53.616666666667,10.0,25,http://www.wikidata.org/entity/Q278976,Hamburg-Nord,borough of Hamburg,S,red
60,http://www.wikidata.org/entity/Q502326,https://de.wikipedia.org/wiki/Tierpark_Hagenbeck,https://en.wikipedia.org/wiki/Tierpark_Hagenbeck,Point(9.93777778 53.59638889),6.592,53.59638889,9.93777778,24,http://www.wikidata.org/entity/Q2281788,Tierpark Hagenbeck,public aquarium,S,red
63,http://www.wikidata.org/entity/Q1561,https://de.wikipedia.org/wiki/Hamburg-HafenCity,https://en.wikipedia.org/wiki/HafenCity,Point(9.993333333 53.541666666),1.079,53.541666666667,9.9933333333333,24,http://www.wikidata.org/entity/Q1851368,HafenCity,waterfront,S,red
65,http://www.wikidata.org/entity/Q705453,https://de.wikipedia.org/wiki/Hamburgische_Staatsoper,https://en.wikipedia.org/wiki/Hamburg_State_Opera,Point(9.988888888 53.556666666),1.048,53.556666666667,9.9888888888889,23,http://www.wikidata.org/entity/Q153562,Hamburg State Opera,opera house,S,red
68,http://www.wikidata.org/entity/Q3987,https://de.wikipedia.org/wiki/Hamburger_Rathaus,https://en.wikipedia.org/wiki/Hamburg_City_Hall,Point(9.99277 53.55022),0.521,53.55022,9.99277,23,http://www.wikidata.org/entity/Q543654,Hamburg City Hall,Rathaus,S,red
70,http://www.wikidata.org/entity/Q156097,https://de.wikipedia.org/wiki/ATP_Hamburg,,Point(9.991388888 53.573611111),2.659,53.573611111111,9.9913888888889,21,http://www.wikidata.org/entity/Q47443726,ATP Hamburg Open,recurring tennis tournament,S,red
71,http://www.wikidata.org/entity/Q265107,https://de.wikipedia.org/wiki/Barclays_Arena,https://en.wikipedia.org/wiki/Barclays_Arena,Point(9.899167 53.589167),7.971,53.589167,9.899167,21,http://www.wikidata.org/entity/Q641226,Barclays Arena,arena,S,red
75,http://www.wikidata.org/entity/Q668264,https://de.wikipedia.org/wiki/Islamisches_Zentrum_Hamburg,https://en.wikipedia.org/wiki/Islamic_Centre_Hamburg,Point(10.008416666 53.574569444),2.742,53.574569444444,10.008416666667,21,http://www.wikidata.org/entity/Q32815,Islamic Centre Hamburg,mosque,S,red
76,http://www.wikidata.org/entity/Q693956,https://de.wikipedia.org/wiki/S-Bahn_Hamburg,https://en.wikipedia.org/wiki/Hamburg_S-Bahn,Point(10.0 53.55),0.057,53.55,10.0,21,http://www.wikidata.org/entity/Q95723,Hamburg S-Bahn,S-Bahn,S,red
77,http://www.wikidata.org/entity/Q1783238,https://de.wikipedia.org/wiki/Kontorhausviertel,https://en.wikipedia.org/wiki/Kontorhaus_District,Point(10.00166667 53.54888889),0.175,53.54888889,10.00166667,21,http://www.wikidata.org/entity/Q123705,Kontorhaus District,neighborhood,S,red
79,http://www.wikidata.org/entity/Q117038068,https://de.wikipedia.org/wiki/Amoktat_in_Hamburg-Alsterdorf_2023,https://en.wikipedia.org/wiki/2023_Hamburg_shooting,Point(9.990277777 53.6025),5.84,53.6025,9.9902777777778,20,http://www.wikidata.org/entity/Q21480300,Hamburg shooting,mass shooting,S,red
80,http://www.wikidata.org/entity/Q3339,https://de.wikipedia.org/wiki/Bille,https://en.wikipedia.org/wiki/Bille_(Elbe),Point(10.024273333 53.540090555),1.932,53.647777777778,10.464944444444,20,http://www.wikidata.org/entity/Q4022,Bille,river,S,red
82,http://www.wikidata.org/entity/Q663819,https://de.wikipedia.org/wiki/Flugplatz_Hamburg-Finkenwerder,https://en.wikipedia.org/wiki/Hamburg_Finkenwerder_Airport,Point(9.832286111 53.533797222),11.276,53.533797222222,9.8322861111111,19,http://www.wikidata.org/entity/Q2301048,Hamburg Finkenwerder Airport,German special airfield,A,green
84,http://www.wikidata.org/entity/Q494440,https://de.wikipedia.org/wiki/Planten_un_Blomen,https://en.wikipedia.org/wiki/Planten_un_Blomen,Point(9.983333333 53.561111111),1.656,53.561111111111,9.9833333333333,18,http://www.wikidata.org/entity/Q22698,Planten un Blomen,park,A,green
85,http://www.wikidata.org/entity/Q650270,https://de.wikipedia.org/wiki/Bahnhof_Hamburg-Altona,https://en.wikipedia.org/wiki/Hamburg-Altona_station,Point(9.935 53.55194444),4.341,53.55194444,9.935,18,http://www.wikidata.org/entity/Q1406904,Hamburg-Altona station,inter-city rail station,A,green
90,http://www.wikidata.org/entity/Q1607,https://de.wikipedia.org/wiki/Hamburg-Blankenese,https://en.wikipedia.org/wiki/Blankenese,Point(9.81123 53.55843),12.544,53.55843,9.81123,18,http://www.wikidata.org/entity/Q15830667,Blankenese,quarter of Hamburg,A,green
91,http://www.wikidata.org/entity/Q616790,https://de.wikipedia.org/wiki/Hauptkirche_Sankt_Katharinen,"https://en.wikipedia.org/wiki/St._Catherine%27s_Church,_Hamburg",Point(9.994375 53.546),0.636,53.546,9.994375,18,http://www.wikidata.org/entity/Q317557,"St. Catherine's Church, Hamburg",parish church,A,green
93,http://www.wikidata.org/entity/Q535443,https://de.wikipedia.org/wiki/Hauptkirche_Sankt_Petri,"https://en.wikipedia.org/wiki/Church_of_Saint_Peter,_Hamburg",Point(9.996389 53.550278),0.282,53.550278,9.996389,17,http://www.wikidata.org/entity/Q1573033,St. Peter’s Church,"Main church of Hamburg, Germany",A,green
95,http://www.wikidata.org/entity/Q562211,https://de.wikipedia.org/wiki/Friedhof_Ohlsdorf,https://en.wikipedia.org/wiki/Ohlsdorf_Cemetery,Point(10.061666666 53.624722222),9.199,53.624722222222,10.061666666667,17,http://www.wikidata.org/entity/Q22698,Ohlsdorf Cemetery,park,A,green
97,http://www.wikidata.org/entity/Q665171,https://de.wikipedia.org/wiki/Museum_f%C3%BCr_Hamburgische_Geschichte,https://en.wikipedia.org/wiki/Museum_of_Hamburg_History,Point(9.973055555 53.551111111),1.825,53.551111111111,9.9730555555556,17,http://www.wikidata.org/entity/Q16735822,Museum für Hamburgische Geschichte,history museum,A,green
98,http://www.wikidata.org/entity/Q3969,https://de.wikipedia.org/wiki/Metropolregion_Hamburg,https://en.wikipedia.org/wiki/Hamburg_Metropolitan_Region,Point(10.0 53.5),5.598,53.5,10.0,17,http://www.wikidata.org/entity/Q1132300,Hamburg Metropolitan Region,metropolitan region in Germany,A,green
101,http://www.wikidata.org/entity/Q1060,https://de.wikipedia.org/wiki/Technische_Universit%C3%A4t_Hamburg,https://en.wikipedia.org/wiki/Hamburg_University_of_Technology,Point(9.969505555 53.460958333),10.15,53.460958333333,9.9695055555556,17,http://www.wikidata.org/entity/Q875538,Hamburg University of Technology,public university,A,green
103,http://www.wikidata.org/entity/Q151653,https://de.wikipedia.org/wiki/Europ%C3%A4ischer_Fernwanderweg_E1,https://en.wikipedia.org/wiki/E1_European_long_distance_path,Point(9.967 53.5457),2.282,53.5457,9.967,16,http://www.wikidata.org/entity/Q849854,E1 European long distance path,E-paths,A,green
104,http://www.wikidata.org/entity/Q700824,https://de.wikipedia.org/wiki/Hochschule_f%C3%BCr_Musik_und_Theater_Hamburg,https://en.wikipedia.org/wiki/Hochschule_f%C3%BCr_Musik_und_Theater_Hamburg,Point(9.99888889 53.57055556),2.251,53.57055556,9.99888889,16,http://www.wikidata.org/entity/Q184644,Hamburg University of Music and Drama,conservatory,A,green
107,http://www.wikidata.org/entity/Q684932,https://de.wikipedia.org/wiki/Rote_Flora,https://en.wikipedia.org/wiki/Rote_Flora,Point(9.9615 53.56199),2.892,53.56199,9.9615,16,http://www.wikidata.org/entity/Q13691604,Rote Flora,squatter's house,A,green
110,http://www.wikidata.org/entity/Q3238460,https://de.wikipedia.org/wiki/Binnenalster,https://en.wikipedia.org/wiki/Binnenalster,Point(9.99511 53.55471),0.608,53.555,9.995,16,http://www.wikidata.org/entity/Q131681,Binnenalster,reservoir,A,green
118,http://www.wikidata.org/entity/Q896052,https://de.wikipedia.org/wiki/Museum_f%C3%BCr_Kunst_und_Gewerbe_Hamburg,https://en.wikipedia.org/wiki/Museum_f%C3%BCr_Kunst_und_Gewerbe_Hamburg,Point(10.009444 53.551111),0.587,53.551111,10.009444,15,http://www.wikidata.org/entity/Q207694,Museum of Art and Crafts Hamburg,art museum,A,green
120,http://www.wikidata.org/entity/Q558551,https://de.wikipedia.org/wiki/Hamburger_B%C3%B6rse,https://en.wikipedia.org/wiki/Hamburg_Stock_Exchange,Point(9.991077777 53.549666666),0.637,53.549666666667,9.9910777777778,15,http://www.wikidata.org/entity/Q475000,Boerse Hamburg - Regulierter Markt,stock market,A,green
123,http://www.wikidata.org/entity/Q573491,https://de.wikipedia.org/wiki/St._Marien-Dom_(Hamburg),https://en.wikipedia.org/wiki/Domkirche_St._Marien,Point(10.013669 53.557656),1.183,53.557656,10.013669,15,http://www.wikidata.org/entity/Q2977,Domkirche St. Marien,cathedral,A,green
124,http://www.wikidata.org/entity/Q634142,https://de.wikipedia.org/wiki/Bahnhof_Hamburg_Dammtor,https://en.wikipedia.org/wiki/Hamburg_Dammtor_station,Point(9.989444 53.560833),1.382,53.560833,9.989444,15,http://www.wikidata.org/entity/Q1406904,Hamburg Dammtor station,inter-city rail station,A,green
130,http://www.wikidata.org/entity/Q689188,https://de.wikipedia.org/wiki/FIFI_Wild_Cup,https://en.wikipedia.org/wiki/FIFI_Wild_Cup,Point(10.0 53.55),0.057,53.55,10.0,15,http://www.wikidata.org/entity/Q1478437,FIFI Wild Cup,association football competition,A,green
131,http://www.wikidata.org/entity/Q1597,https://de.wikipedia.org/wiki/Hamburg-Ottensen,https://en.wikipedia.org/wiki/Ottensen,Point(9.917777777 53.553888888),5.489,53.553888888889,9.9177777777778,15,http://www.wikidata.org/entity/Q15830667,Ottensen,quarter of Hamburg,A,green
133,http://www.wikidata.org/entity/Q1068,https://de.wikipedia.org/wiki/Hamburg-Wilhelmsburg,"https://en.wikipedia.org/wiki/Wilhelmsburg,_Hamburg",Point(10.011111111 53.495),6.192,53.495,10.011111111111,15,http://www.wikidata.org/entity/Q15830667,Wilhelmsburg,quarter of Hamburg,A,green
134,http://www.wikidata.org/entity/Q1163,https://de.wikipedia.org/wiki/Hamburg-Fuhlsb%C3%BCttel,https://en.wikipedia.org/wiki/Fuhlsb%C3%BCttel,Point(10.016111111 53.635),9.468,53.635,10.016111111111,15,http://www.wikidata.org/entity/Q15830667,Fuhlsbüttel,quarter of Hamburg,A,green
135,http://www.wikidata.org/entity/Q1551,https://de.wikipedia.org/wiki/Hamburg-Altstadt,"https://en.wikipedia.org/wiki/Altstadt,_Hamburg",Point(10.0 53.55),0.057,53.55,10.0,15,http://www.wikidata.org/entity/Q676050,Hamburg-Altstadt,old town,A,green
137,http://www.wikidata.org/entity/Q530991,https://de.wikipedia.org/wiki/Helmut-Schmidt-Universit%C3%A4t/Universit%C3%A4t_der_Bundeswehr_Hamburg,https://en.wikipedia.org/wiki/Helmut_Schmidt_University,Point(10.10719 53.56785),7.301,53.56785,10.10719,14,http://www.wikidata.org/entity/Q875538,Helmut Schmidt University,public university,A,green
140,http://www.wikidata.org/entity/Q540460,https://de.wikipedia.org/wiki/Bismarck-Denkmal_(Hamburg),https://en.wikipedia.org/wiki/Bismarck_Monument_(Hamburg),Point(9.97205 53.54869),1.898,53.54869,9.97205,14,http://www.wikidata.org/entity/Q179700,Bismarck Monument,statue,A,green
142,http://www.wikidata.org/entity/Q280224,https://de.wikipedia.org/wiki/Moldauhafen,https://en.wikipedia.org/wiki/Moldauhafen,Point(10.015 53.52888889),2.567,53.52888889,10.015,14,http://www.wikidata.org/entity/Q283202,Moldauhafen,harbor,A,green
143,http://www.wikidata.org/entity/Q430677,https://de.wikipedia.org/wiki/Este_(Fluss),https://en.wikipedia.org/wiki/Este_(river),Point(9.79125 53.53638889),13.922,53.53638889,9.79125,14,http://www.wikidata.org/entity/Q4022,Este,river,A,green
145,http://www.wikidata.org/entity/Q444003,https://de.wikipedia.org/wiki/Altonaer_Blutsonntag,https://en.wikipedia.org/wiki/Altona_Bloody_Sunday,Point(9.953 53.5517),3.152,53.5517,9.953,14,http://www.wikidata.org/entity/Q3199915,Altona Bloody Sunday,massacre,A,green
147,http://www.wikidata.org/entity/Q1441233,https://de.wikipedia.org/wiki/Schachweltmeisterschaft_der_Frauen_1930,https://en.wikipedia.org/wiki/Women%27s_World_Chess_Championship_1930,Point(10.0 53.55),0.057,53.55,10.0,14,http://www.wikidata.org/entity/Q1138456,Women's World Chess Championship 1930,Women's World Chess Championship,A,green
148,http://www.wikidata.org/entity/Q3392985,https://de.wikipedia.org/wiki/Au%C3%9Fenalster,https://en.wikipedia.org/wiki/Au%C3%9Fenalster,Point(10.01 53.565),1.743,53.565,10.01,14,http://www.wikidata.org/entity/Q131681,Außenalster,reservoir,A,green
150,http://www.wikidata.org/entity/Q1565,https://de.wikipedia.org/wiki/Hamburg-Billstedt,https://en.wikipedia.org/wiki/Billstedt,Point(10.1 53.540555555),6.653,53.540555555556,10.1,14,http://www.wikidata.org/entity/Q15830667,Billstedt,quarter of Hamburg,A,green
151,http://www.wikidata.org/entity/Q1616,https://de.wikipedia.org/wiki/Hamburg-Niendorf,"https://en.wikipedia.org/wiki/Niendorf,_Hamburg",Point(9.95032 53.61769),8.192,53.61769,9.95032,14,http://www.wikidata.org/entity/Q15830667,Niendorf,quarter of Hamburg,A,green
152,http://www.wikidata.org/entity/Q1820,https://de.wikipedia.org/wiki/Hamburg-Rahlstedt,https://en.wikipedia.org/wiki/Rahlstedt,Point(10.15 53.6),11.301,53.6,10.15,14,http://www.wikidata.org/entity/Q15830667,Rahlstedt,quarter of Hamburg,A,green
153,http://www.wikidata.org/entity/Q22829012,,https://en.wikipedia.org/wiki/Hamburg_Open,Point(9.991388888 53.573611111),2.659,53.573611111111,9.9913888888889,14,http://www.wikidata.org/entity/Q47443726,Hamburg Open,recurring tennis tournament,A,green
154,http://www.wikidata.org/entity/Q3518,https://de.wikipedia.org/wiki/Hamburg-Neuenfelde,https://en.wikipedia.org/wiki/Neuenfelde,Point(9.795555555 53.514722222),14.121,53.514722222222,9.7955555555556,14,http://www.wikidata.org/entity/Q15830667,Neuenfelde,quarter of Hamburg,A,green
155,http://www.wikidata.org/entity/Q1148,https://de.wikipedia.org/wiki/Hamburg-Winterhude,https://en.wikipedia.org/wiki/Winterhude,Point(10.0 53.6),5.522,53.6,10.0,14,http://www.wikidata.org/entity/Q15830667,Winterhude,quarter of Hamburg,A,green
156,http://www.wikidata.org/entity/Q1153,https://de.wikipedia.org/wiki/Hamburg-Eppendorf,"https://en.wikipedia.org/wiki/Eppendorf,_Hamburg",Point(9.9868771 53.5903912),4.545,53.5903912,9.9868771,14,http://www.wikidata.org/entity/Q15830667,Eppendorf,quarter of Hamburg,A,green
157,http://www.wikidata.org/entity/Q1167,https://de.wikipedia.org/wiki/Hamburg-Alsterdorf,https://en.wikipedia.org/wiki/Alsterdorf,Point(10.0 53.6),5.522,53.6,10.0,14,http://www.wikidata.org/entity/Q15830667,Alsterdorf,quarter of Hamburg,A,green
158,http://www.wikidata.org/entity/Q1175,https://de.wikipedia.org/wiki/Hamburg-Langenhorn,"https://en.wikipedia.org/wiki/Langenhorn,_Hamburg",Point(10.0 53.65),11.081,53.65,10.0,14,http://www.wikidata.org/entity/Q15830667,Langenhorn,quarter of Hamburg,A,green
159,http://www.wikidata.org/entity/Q1562,https://de.wikipedia.org/wiki/Hamburg-Finkenwerder,https://en.wikipedia.org/wiki/Finkenwerder,Point(9.83 53.54),11.333,53.54,9.83,14,http://www.wikidata.org/entity/Q15830667,Finkenwerder,quarter of Hamburg,A,green
160,http://www.wikidata.org/entity/Q1560,https://de.wikipedia.org/wiki/Hamburg-St._Georg,"https://en.wikipedia.org/wiki/St._Georg,_Hamburg",Point(10.01231 53.55513),0.936,53.55513,10.01231,14,http://www.wikidata.org/entity/Q748198,St. Georg,gay village,A,green
162,http://www.wikidata.org/entity/Q564532,https://de.wikipedia.org/wiki/Hauptkirche_Sankt_Jacobi,"https://en.wikipedia.org/wiki/St._James%27_Church,_Hamburg",Point(10.00055556 53.55027778),0.01,53.55027778,10.00055556,13,http://www.wikidata.org/entity/Q16970,St. James' Church,church building,A,green
163,http://www.wikidata.org/entity/Q1580,https://de.wikipedia.org/wiki/Hamburg-Rothenburgsort,https://en.wikipedia.org/wiki/Rothenburgsort,Point(10.04082 53.535),3.155,53.535,10.04082,13,http://www.wikidata.org/entity/Q15830667,Rothenburgsort,quarter of Hamburg,A,green
164,http://www.wikidata.org/entity/Q1591,https://de.wikipedia.org/wiki/Hamburg-Altona-Altstadt,https://en.wikipedia.org/wiki/Altona-Altstadt,Point(9.947777777 53.548888888),3.497,53.548888888889,9.9477777777778,13,http://www.wikidata.org/entity/Q676050,Altona-Altstadt,old town,A,green
166,http://www.wikidata.org/entity/Q1619,https://de.wikipedia.org/wiki/Hamburg-Rotherbaum,https://en.wikipedia.org/wiki/Rotherbaum,Point(9.98839 53.56794),2.118,53.56794,9.98839,13,http://www.wikidata.org/entity/Q15830667,Rotherbaum,quarter of Hamburg,A,green
168,http://www.wikidata.org/entity/Q1836,https://de.wikipedia.org/wiki/Hamburg-Wellingsb%C3%BCttel,https://en.wikipedia.org/wiki/Wellingsb%C3%BCttel,Point(10.0798 53.64104),11.357,53.64104,10.0798,13,http://www.wikidata.org/entity/Q15830667,Wellingsbüttel,quarter of Hamburg,A,green
169,http://www.wikidata.org/entity/Q1054761,https://de.wikipedia.org/wiki/HERA_(Teilchenbeschleuniger),https://en.wikipedia.org/wiki/HERA_(particle_accelerator),Point(9.887 53.581),8.243,53.581,9.887,13,http://www.wikidata.org/entity/Q130825,Hadron Elektron Ring Anlage,particle accelerator,A,green
