,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,articleEN,thing,to_drop_key
159,,53.54,9.83,Finkenwerder,,A,green,,,quarter of Hamburg,,Point(9.83 53.54),11.333,http://www.wikidata.org/entity/Q1562,14.0,,https://de.wikipedia.org/wiki/Hamburg-Finkenwerder,https://en.wikipedia.org/wiki/Finkenwerder,http://www.wikidata.org/entity/Q15830667,"('53.54', '9.83')"
160,,53.55513,10.01231,St. Georg,,A,green,,,gay village,,Point(10.01231 53.55513),0.936,http://www.wikidata.org/entity/Q1560,14.0,,https://de.wikipedia.org/wiki/Hamburg-St._Georg,"https://en.wikipedia.org/wiki/St._Georg,_Hamburg",http://www.wikidata.org/entity/Q748198,"('53.55513', '10.01231')"
162,,53.55027778,10.00055556,St. James' Church,,A,green,,,church building,,Point(10.00055556 53.55027778),0.01,http://www.wikidata.org/entity/Q564532,13.0,,https://de.wikipedia.org/wiki/Hauptkirche_Sankt_Jacobi,"https://en.wikipedia.org/wiki/St._James%27_Church,_Hamburg",http://www.wikidata.org/entity/Q16970,"('53.55027778', '10.00055556')"
163,,53.535,10.04082,Rothenburgsort,,A,green,,,quarter of Hamburg,,Point(10.04082 53.535),3.155,http://www.wikidata.org/entity/Q1580,13.0,,https://de.wikipedia.org/wiki/Hamburg-Rothenburgsort,https://en.wikipedia.org/wiki/Rothenburgsort,http://www.wikidata.org/entity/Q15830667,"('53.535', '10.04082')"
164,,53.548888888889,9.9477777777778,Altona-Altstadt,,A,green,,,old town,,Point(9.947777777 53.548888888),3.497,http://www.wikidata.org/entity/Q1591,13.0,,https://de.wikipedia.org/wiki/Hamburg-Altona-Altstadt,https://en.wikipedia.org/wiki/Altona-Altstadt,http://www.wikidata.org/entity/Q676050,"('53.548888888889', '9.9477777777778')"
166,,53.56794,9.98839,Rotherbaum,,A,green,,,quarter of Hamburg,,Point(9.98839 53.56794),2.118,http://www.wikidata.org/entity/Q1619,13.0,,https://de.wikipedia.org/wiki/Hamburg-Rotherbaum,https://en.wikipedia.org/wiki/Rotherbaum,http://www.wikidata.org/entity/Q15830667,"('53.56794', '9.98839')"
168,,53.64104,10.0798,Wellingsbüttel,,A,green,,,quarter of Hamburg,,Point(10.0798 53.64104),11.357,http://www.wikidata.org/entity/Q1836,13.0,,https://de.wikipedia.org/wiki/Hamburg-Wellingsb%C3%BCttel,https://en.wikipedia.org/wiki/Wellingsb%C3%BCttel,http://www.wikidata.org/entity/Q15830667,"('53.64104', '10.0798')"
169,,53.581,9.887,Hadron Elektron Ring Anlage,,A,green,,,particle accelerator,,Point(9.887 53.581),8.243,http://www.wikidata.org/entity/Q1054761,13.0,,https://de.wikipedia.org/wiki/HERA_(Teilchenbeschleuniger),https://en.wikipedia.org/wiki/HERA_(particle_accelerator),http://www.wikidata.org/entity/Q130825,"('53.581', '9.887')"
170,,53.506832,9.917906,Altenwerder,,A,green,,,quarter of Hamburg,,Point(9.917906 53.506832),7.302,http://www.wikidata.org/entity/Q3456,13.0,,https://de.wikipedia.org/wiki/Hamburg-Altenwerder,https://en.wikipedia.org/wiki/Altenwerder,http://www.wikidata.org/entity/Q15830667,"('53.506832', '9.917906')"
171,,53.508119444444,9.8527888888889,Francop,,A,green,,,quarter of Hamburg,,Point(9.852788888 53.508119444),10.842,http://www.wikidata.org/entity/Q3475,13.0,,https://de.wikipedia.org/wiki/Hamburg-Francop,https://en.wikipedia.org/wiki/Francop,http://www.wikidata.org/entity/Q15830667,"('53.508119444444', '9.8527888888889')"
172,,53.551961111111,9.9855805555556,Neustadt,,A,green,,,quarter of Hamburg,,Point(9.985580555 53.551961111),1.012,http://www.wikidata.org/entity/Q1554,13.0,,https://de.wikipedia.org/wiki/Hamburg-Neustadt,"https://en.wikipedia.org/wiki/Neustadt,_Hamburg",http://www.wikidata.org/entity/Q15830667,"('53.551961111111', '9.9855805555556')"
173,,53.55111111,9.95777778,Star-Club,,A,green,,,nightclub,,Point(9.95777778 53.55111111),2.834,http://www.wikidata.org/entity/Q456140,12.0,,https://de.wikipedia.org/wiki/Star-Club,https://en.wikipedia.org/wiki/Star-Club,http://www.wikidata.org/entity/Q622425,"('53.55111111', '9.95777778')"
175,,53.55197222,9.99827778,Thalia Theater,,A,green,,,theatre building,,Point(9.99827778 53.55197222),0.24,http://www.wikidata.org/entity/Q456499,12.0,,https://de.wikipedia.org/wiki/Thalia_Theater_(Hamburg),https://en.wikipedia.org/wiki/Thalia_Theater_(Hamburg),http://www.wikidata.org/entity/Q24354,"('53.55197222', '9.99827778')"
176,,53.54611111,9.96666667,St. Pauli Landing Stages,,A,green,,,jetty,,Point(9.96666667 53.54611111),2.294,http://www.wikidata.org/entity/Q458970,12.0,,https://de.wikipedia.org/wiki/St._Pauli-Landungsbr%C3%BCcken,https://en.wikipedia.org/wiki/St._Pauli_Piers,http://www.wikidata.org/entity/Q3082251,"('53.54611111', '9.96666667')"
177,,53.521389,9.939444,Köhlbrand Bridge,,A,green,,,cable-stayed bridge,,Point(9.939444 53.521389),5.17,http://www.wikidata.org/entity/Q520613,12.0,,https://de.wikipedia.org/wiki/K%C3%B6hlbrandbr%C3%BCcke,https://en.wikipedia.org/wiki/K%C3%B6hlbrand_Bridge,http://www.wikidata.org/entity/Q158555,"('53.521389', '9.939444')"
179,,53.54083,9.9175,Elbe Tunnel,,A,green,,,road tunnel,,Point(9.9175 53.54083),5.595,http://www.wikidata.org/entity/Q663740,12.0,,https://de.wikipedia.org/wiki/Neuer_Elbtunnel,https://en.wikipedia.org/wiki/Elbe_Tunnel_(1975),http://www.wikidata.org/entity/Q2354973,"('53.54083', '9.9175')"
180,,53.58361111,9.94333333,Fazle Omar Mosque,,A,green,,,mosque,,Point(9.94333333 53.58361111),5.293,http://www.wikidata.org/entity/Q884982,12.0,,https://de.wikipedia.org/wiki/Fazle-Omar-Moschee,https://en.wikipedia.org/wiki/Fazl-e-Omar_Mosque,http://www.wikidata.org/entity/Q32815,"('53.58361111', '9.94333333')"
181,,53.573703,9.991667,Am Rothenbaum,,A,green,,,tennis venue,,Point(9.991667 53.573703),2.665,http://www.wikidata.org/entity/Q3398930,12.0,,https://de.wikipedia.org/wiki/Tennisstadion_am_Rothenbaum,https://en.wikipedia.org/wiki/Am_Rothenbaum,http://www.wikidata.org/entity/Q13380226,"('53.573703', '9.991667')"
182,,53.545269444444,10.030419444444,Hammerbrook,,A,green,,,quarter of Hamburg,,Point(10.030419444 53.545269444),2.046,http://www.wikidata.org/entity/Q1570,12.0,,https://de.wikipedia.org/wiki/Hamburg-Hammerbrook,https://en.wikipedia.org/wiki/Hammerbrook,http://www.wikidata.org/entity/Q15830667,"('53.545269444444', '10.030419444444')"
183,,53.53111111,9.99361111,Kleiner Grasbrook,,A,green,,,quarter of Hamburg,,Point(9.99361111 53.53111111),2.188,http://www.wikidata.org/entity/Q1573,12.0,,https://de.wikipedia.org/wiki/Hamburg-Kleiner_Grasbrook,https://en.wikipedia.org/wiki/Kleiner_Grasbrook,http://www.wikidata.org/entity/Q15830667,"('53.53111111', '9.99361111')"
184,,53.552777777778,9.8944444444444,Othmarschen,,A,green,,,quarter of Hamburg,,Point(9.894444444 53.552777777),7.021,http://www.wikidata.org/entity/Q1598,12.0,,https://de.wikipedia.org/wiki/Hamburg-Othmarschen,https://en.wikipedia.org/wiki/Othmarschen,http://www.wikidata.org/entity/Q15830667,"('53.552777777778', '9.8944444444444')"
185,,53.572222222222,9.8430555555556,Osdorf,,A,green,,,quarter of Hamburg,,Point(9.843055555 53.572222222),10.689,http://www.wikidata.org/entity/Q1600,12.0,,https://de.wikipedia.org/wiki/Hamburg-Osdorf,"https://en.wikipedia.org/wiki/Osdorf,_Hamburg",http://www.wikidata.org/entity/Q15830667,"('53.572222222222', '9.8430555555556')"
186,,53.573838888889,9.8925111111111,Bahrenfeld,,A,green,,,quarter of Hamburg,,Point(9.892511111 53.573838888),7.605,http://www.wikidata.org/entity/Q1608,12.0,,https://de.wikipedia.org/wiki/Hamburg-Bahrenfeld,https://en.wikipedia.org/wiki/Bahrenfeld,http://www.wikidata.org/entity/Q15830667,"('53.573838888889', '9.8925111111111')"
187,,53.659166666667,10.084722222222,Poppenbüttel,,A,green,,,quarter of Hamburg,,Point(10.084722222 53.659166666),13.311,http://www.wikidata.org/entity/Q1818,12.0,,https://de.wikipedia.org/wiki/Hamburg-Poppenb%C3%BCttel,https://en.wikipedia.org/wiki/Poppenb%C3%BCttel,http://www.wikidata.org/entity/Q15830667,"('53.659166666667', '10.084722222222')"
188,,53.55694444,10.01944444,Al-Quds Mosque Hamburg,,A,green,,,mosque,,Point(10.01944444 53.55694444),1.442,http://www.wikidata.org/entity/Q51912,12.0,,https://de.wikipedia.org/wiki/Al-Quds-Moschee_Hamburg,https://en.wikipedia.org/wiki/Al-Quds_Mosque,http://www.wikidata.org/entity/Q32815,"('53.55694444', '10.01944444')"
189,,53.59527778,10.01638889,Hamburg Stadtpark,,A,green,,,urban park,,Point(10.01638889 53.59527778),5.103,http://www.wikidata.org/entity/Q2472,12.0,,https://de.wikipedia.org/wiki/Hamburger_Stadtpark,https://en.wikipedia.org/wiki/Hamburg_Stadtpark,http://www.wikidata.org/entity/Q22746,"('53.59527778', '10.01638889')"
190,,53.53688,9.78042,Cranz,,A,green,,,quarter of Hamburg,,Point(9.78042 53.53688),14.628,http://www.wikidata.org/entity/Q3463,12.0,,https://de.wikipedia.org/wiki/Hamburg-Cranz,"https://en.wikipedia.org/wiki/Cranz,_Hamburg",http://www.wikidata.org/entity/Q15830667,"('53.53688', '9.78042')"
191,,53.472569444444,9.835825,Neugraben-Fischbek,,A,green,,,quarter of Hamburg,,Point(9.835825 53.472569444),13.912,http://www.wikidata.org/entity/Q3525,12.0,,https://de.wikipedia.org/wiki/Hamburg-Neugraben-Fischbek,https://en.wikipedia.org/wiki/Neugraben-Fischbek,http://www.wikidata.org/entity/Q15830667,"('53.472569444444', '9.835825')"
192,,53.55305556,9.9925,Jungfernstieg,,A,green,,,street,,Point(9.9925 53.55305556),0.617,http://www.wikidata.org/entity/Q6451,12.0,,https://de.wikipedia.org/wiki/Jungfernstieg,https://en.wikipedia.org/wiki/Jungfernstieg,http://www.wikidata.org/entity/Q79007,"('53.55305556', '9.9925')"
193,,53.5988941,10.0480997,Barmbek-Nord,,A,green,,,quarter of Hamburg,,Point(10.0480997 53.5988941),6.242,http://www.wikidata.org/entity/Q1138,12.0,,https://de.wikipedia.org/wiki/Hamburg-Barmbek-Nord,https://en.wikipedia.org/wiki/Barmbek-Nord,http://www.wikidata.org/entity/Q15830667,"('53.5988941', '10.0480997')"
196,,53.588611,9.829444,European XFEL,,A,green,,,linear particle accelerator,,Point(9.829444 53.588611),12.079,http://www.wikidata.org/entity/Q462592,11.0,,https://de.wikipedia.org/wiki/European_XFEL,https://en.wikipedia.org/wiki/European_XFEL,http://www.wikidata.org/entity/Q836828,"('53.588611', '9.829444')"
198,,53.543344,10.0,International Maritime Museum Hamburg,,A,green,,,maritime museum,,Point(10.0 53.543344),0.779,http://www.wikidata.org/entity/Q937608,11.0,,https://de.wikipedia.org/wiki/Internationales_Maritimes_Museum_Hamburg,https://en.wikipedia.org/wiki/Internationales_Maritimes_Museum_Hamburg,http://www.wikidata.org/entity/Q1863818,"('53.543344', '10.0')"
199,,53.5944412,10.0423515,2017 Hamburg attack,,A,green,,,occurrence,,Point(10.0423515 53.5944412),5.623,http://www.wikidata.org/entity/Q33695253,11.0,,https://de.wikipedia.org/wiki/Messerattacke_in_Hamburg_am_28._Juli_2017,https://en.wikipedia.org/wiki/2017_Hamburg_knife_attack,http://www.wikidata.org/entity/Q1190554,"('53.5944412', '10.0423515')"
201,,53.551,9.994,Great Fire of Hamburg,,A,green,,,city fire,,Point(9.994 53.551),0.446,http://www.wikidata.org/entity/Q319750,11.0,,https://de.wikipedia.org/wiki/Hamburger_Brand,https://en.wikipedia.org/wiki/Great_fire_of_Hamburg,http://www.wikidata.org/entity/Q838718,"('53.551', '9.994')"
202,,53.554661111111,10.007491666667,Rowohlt Verlag,,A,green,,,book publisher,,Point(10.007491666 53.554661111),0.659,http://www.wikidata.org/entity/Q646071,11.0,,https://de.wikipedia.org/wiki/Rowohlt_Verlag,https://en.wikipedia.org/wiki/Rowohlt_Verlag,http://www.wikidata.org/entity/Q1320047,"('53.554661111111', '10.007491666667')"
206,,53.563056,9.975833,Heinrich Hertz Tower,,A,green,,,television tower,,Point(9.975833 53.563056),2.165,http://www.wikidata.org/entity/Q648375,11.0,,https://de.wikipedia.org/wiki/Heinrich-Hertz-Turm,https://en.wikipedia.org/wiki/Heinrich_Hertz_Tower,http://www.wikidata.org/entity/Q11166728,"('53.563056', '9.975833')"
207,,53.55,9.8333333333333,Rissen,,A,green,,,quarter of Hamburg,,Point(9.833333333 53.55),11.053,http://www.wikidata.org/entity/Q1596,11.0,,https://de.wikipedia.org/wiki/Hamburg-Rissen,https://en.wikipedia.org/wiki/Rissen,http://www.wikidata.org/entity/Q15830667,"('53.55', '9.8333333333333')"
208,,53.555,9.8447222222222,Nienstedten,,A,green,,,quarter of Hamburg,,Point(9.844722222 53.555),10.313,http://www.wikidata.org/entity/Q1601,11.0,,https://de.wikipedia.org/wiki/Hamburg-Nienstedten,https://en.wikipedia.org/wiki/Nienstedten,http://www.wikidata.org/entity/Q15830667,"('53.555', '9.8447222222222')"
209,,53.576388888889,9.8233333333333,Iserbrook,,A,green,,,quarter of Hamburg,,Point(9.823333333 53.576388888),12.063,http://www.wikidata.org/entity/Q1605,11.0,,https://de.wikipedia.org/wiki/Hamburg-Iserbrook,https://en.wikipedia.org/wiki/Iserbrook,http://www.wikidata.org/entity/Q15830667,"('53.576388888889', '9.8233333333333')"
210,,53.56777778,10.04555556,Eilbek,,A,green,,,quarter of Hamburg,,Point(10.04555556 53.56777778),3.543,http://www.wikidata.org/entity/Q1807,11.0,,https://de.wikipedia.org/wiki/Hamburg-Eilbek,https://en.wikipedia.org/wiki/Eilbek,http://www.wikidata.org/entity/Q15830667,"('53.56777778', '10.04555556')"
211,,53.5922,9.9287,Stellingen,,A,green,,,quarter of Hamburg,,Point(9.9287 53.5922),6.651,http://www.wikidata.org/entity/Q1621,11.0,,https://de.wikipedia.org/wiki/Hamburg-Stellingen,https://en.wikipedia.org/wiki/Stellingen,http://www.wikidata.org/entity/Q15830667,"('53.5922', '9.9287')"
212,,53.555,9.98833333,Oper am Gänsemarkt,,A,green,,,theatre building,,Point(9.98833333 53.555),0.965,http://www.wikidata.org/entity/Q317455,11.0,,https://de.wikipedia.org/wiki/Oper_am_G%C3%A4nsemarkt,https://en.wikipedia.org/wiki/Oper_am_G%C3%A4nsemarkt,http://www.wikidata.org/entity/Q24354,"('53.555', '9.98833333')"
213,,53.50949167,10.18213889,Lohbrügge,,A,green,,,quarter of Hamburg,,Point(10.18213889 53.50949167),12.826,http://www.wikidata.org/entity/Q2408,11.0,,https://de.wikipedia.org/wiki/Hamburg-Lohbr%C3%BCgge,https://en.wikipedia.org/wiki/Lohbr%C3%BCgge,http://www.wikidata.org/entity/Q15830667,"('53.50949167', '10.18213889')"
214,,53.48916667,9.94361111,Moorburg,,A,green,,,quarter of Hamburg,,Point(9.94361111 53.48916667),7.777,http://www.wikidata.org/entity/Q3512,11.0,,https://de.wikipedia.org/wiki/Hamburg-Moorburg,https://en.wikipedia.org/wiki/Moorburg,http://www.wikidata.org/entity/Q15830667,"('53.48916667', '9.94361111')"
215,,53.6215437,10.0377601,Ohlsdorf,,A,green,,,quarter of Hamburg,,Point(10.0377601 53.6215437),8.287,http://www.wikidata.org/entity/Q1157,11.0,,https://de.wikipedia.org/wiki/Hamburg-Ohlsdorf,"https://en.wikipedia.org/wiki/Ohlsdorf,_Hamburg",http://www.wikidata.org/entity/Q15830667,"('53.6215437', '10.0377601')"
216,,53.55430556,10.00886111,Deutsches Schauspielhaus,,A,green,,,theatre building,,Point(10.00886111 53.55430556),0.699,http://www.wikidata.org/entity/Q450777,10.0,,https://de.wikipedia.org/wiki/Deutsches_Schauspielhaus,https://en.wikipedia.org/wiki/Deutsches_Schauspielhaus,http://www.wikidata.org/entity/Q24354,"('53.55430556', '10.00886111')"
217,,53.543388888889,9.9150388888889,SS Stettin,,A,green,,,traditional ship,,Point(9.915038888 53.543388888),5.709,http://www.wikidata.org/entity/Q462691,10.0,,"https://de.wikipedia.org/wiki/Stettin_(Schiff,_1933)",https://en.wikipedia.org/wiki/SS_Stettin_(1933),http://www.wikidata.org/entity/Q2447856,"('53.543388888889', '9.9150388888889')"
221,,53.5972,10.0089,Hamburg Planetarium,,A,green,,,planetarium,,Point(10.0089 53.5972),5.239,http://www.wikidata.org/entity/Q961913,10.0,,https://de.wikipedia.org/wiki/Planetarium_Hamburg,https://en.wikipedia.org/wiki/Hamburg_Planetarium,http://www.wikidata.org/entity/Q148319,"('53.5972', '10.0089')"
223,,53.561342,9.830747,Führungsakademie der Bundeswehr,,A,green,,,military unit,,Point(9.830747 53.561342),11.289,http://www.wikidata.org/entity/Q314307,10.0,,https://de.wikipedia.org/wiki/F%C3%BChrungsakademie_der_Bundeswehr,https://en.wikipedia.org/wiki/Bundeswehr_Command_and_Staff_College,http://www.wikidata.org/entity/Q176799,"('53.561342', '9.830747')"
226,,53.456111,9.991667,Hamburg-Harburg station,,A,green,,,inter-city rail station,,Point(9.991667 53.456111),10.494,http://www.wikidata.org/entity/Q566812,10.0,,https://de.wikipedia.org/wiki/Bahnhof_Hamburg-Harburg,https://en.wikipedia.org/wiki/Hamburg-Harburg_station,http://www.wikidata.org/entity/Q1406904,"('53.456111', '9.991667')"
231,,53.5497679,9.95726,Beatles-Platz,,A,green,,,square,,Point(9.95726 53.5497679),2.867,http://www.wikidata.org/entity/Q813228,10.0,,https://de.wikipedia.org/wiki/Beatles-Platz,https://en.wikipedia.org/wiki/Beatles-Platz,http://www.wikidata.org/entity/Q174782,"('53.5497679', '9.95726')"
232,,53.54333333,9.97583333,Cap San Diego,,A,green,,,general cargo ship,,Point(9.97583333 53.54333333),1.815,http://www.wikidata.org/entity/Q858079,10.0,,https://de.wikipedia.org/wiki/Cap_San_Diego,https://en.wikipedia.org/wiki/Cap_San_Diego,http://www.wikidata.org/entity/Q1752434,"('53.54333333', '9.97583333')"
234,,53.55577,9.98058,Laeiszhalle,,A,green,,,concert hall,,Point(9.98058 53.55577),1.457,http://www.wikidata.org/entity/Q881121,10.0,,https://de.wikipedia.org/wiki/Laeiszhalle,https://en.wikipedia.org/wiki/Laeiszhalle,http://www.wikidata.org/entity/Q1060829,"('53.55577', '9.98058')"
235,,53.545,9.955,B-515,,A,green,,,museum ship,,Point(9.955 53.545),3.074,http://www.wikidata.org/entity/Q882620,10.0,,https://de.wikipedia.org/wiki/U-434,https://en.wikipedia.org/wiki/Soviet_submarine_B-515,http://www.wikidata.org/entity/Q575727,"('53.545', '9.955')"
238,,53.54638889,10.00638889,Deichtorhallen,,A,green,,,art museum,,Point(10.00638889 53.54638889),0.58,http://www.wikidata.org/entity/Q1183156,10.0,,https://de.wikipedia.org/wiki/Deichtorhallen,https://en.wikipedia.org/wiki/Deichtorhallen,http://www.wikidata.org/entity/Q207694,"('53.54638889', '10.00638889')"
242,,53.5685,9.989167,Museum für Völkerkunde Hamburg,,A,green,,,ethnographic museum,,Point(9.989167 53.5685),2.157,http://www.wikidata.org/entity/Q113046424,10.0,,https://de.wikipedia.org/wiki/Museum_am_Rothenbaum,https://en.wikipedia.org/wiki/Museum_am_Rothenbaum,http://www.wikidata.org/entity/Q12104174,"('53.5685', '9.989167')"
243,,53.541388888889,9.8544444444444,U-348,,A,green,,,U-boat,,Point(9.854444444 53.541388888),9.711,http://www.wikidata.org/entity/Q4052020,10.0,,https://de.wikipedia.org/wiki/U_348,https://en.wikipedia.org/wiki/German_submarine_U-348,http://www.wikidata.org/entity/Q428661,"('53.541388888889', '9.8544444444444')"
244,,53.55406,10.08989,Horn,,A,green,,,quarter of Hamburg,,Point(10.08989 53.55406),5.909,http://www.wikidata.org/entity/Q1572,10.0,,https://de.wikipedia.org/wiki/Hamburg-Horn,"https://en.wikipedia.org/wiki/Horn,_Hamburg",http://www.wikidata.org/entity/Q15830667,"('53.55406', '10.08989')"
245,,53.516666666667,10.033333333333,Veddel,,A,green,,,quarter of Hamburg,,Point(10.033333333 53.516666666),4.322,http://www.wikidata.org/entity/Q1583,10.0,,https://de.wikipedia.org/wiki/Hamburg-Veddel,https://en.wikipedia.org/wiki/Veddel,http://www.wikidata.org/entity/Q15830667,"('53.516666666667', '10.033333333333')"
246,,53.563055555556,9.9452777777778,Altona-Nord,,A,green,,,quarter of Hamburg,,Point(9.945277777 53.563055555),3.921,http://www.wikidata.org/entity/Q1587,10.0,,https://de.wikipedia.org/wiki/Hamburg-Altona-Nord,https://en.wikipedia.org/wiki/Altona-Nord,http://www.wikidata.org/entity/Q15830667,"('53.563055555556', '9.9452777777778')"
247,,53.561666666667,9.9622222222222,Sternschanze,,A,green,,,quarter of Hamburg,,Point(9.962222222 53.561666666),2.834,http://www.wikidata.org/entity/Q1592,10.0,,https://de.wikipedia.org/wiki/Hamburg-Sternschanze,https://en.wikipedia.org/wiki/Sternschanze,http://www.wikidata.org/entity/Q15830667,"('53.561666666667', '9.9622222222222')"
248,,53.585,9.7941666666667,Sülldorf,,A,green,,,quarter of Hamburg,,Point(9.794166666 53.585),14.169,http://www.wikidata.org/entity/Q1593,10.0,,https://de.wikipedia.org/wiki/Hamburg-S%C3%BClldorf,https://en.wikipedia.org/wiki/S%C3%BClldorf,http://www.wikidata.org/entity/Q15830667,"('53.585', '9.7941666666667')"
249,,53.593055555556,9.8827777777778,Lurup,,A,green,,,quarter of Hamburg,,Point(9.882777777 53.593055555),9.118,http://www.wikidata.org/entity/Q1602,10.0,,https://de.wikipedia.org/wiki/Hamburg-Lurup,https://en.wikipedia.org/wiki/Lurup,http://www.wikidata.org/entity/Q15830667,"('53.593055555556', '9.8827777777778')"
251,,53.608611111111,10.0725,Bramfeld,,A,green,,,quarter of Hamburg,,Point(10.0725 53.608611111),8.029,http://www.wikidata.org/entity/Q1642,10.0,,https://de.wikipedia.org/wiki/Hamburg-Bramfeld,https://en.wikipedia.org/wiki/Bramfeld,http://www.wikidata.org/entity/Q15830667,"('53.608611111111', '10.0725')"
252,,53.60638889,10.11972222,Farmsen-Berne,,A,green,,,quarter of Hamburg,,Point(10.11972222 53.60638889),10.031,http://www.wikidata.org/entity/Q1808,10.0,,https://de.wikipedia.org/wiki/Hamburg-Farmsen-Berne,https://en.wikipedia.org/wiki/Farmsen-Berne,http://www.wikidata.org/entity/Q15830667,"('53.60638889', '10.11972222')"
253,,53.64773,10.04149,Hummelsbüttel,,A,green,,,quarter of Hamburg,,Point(10.04149 53.64773),11.159,http://www.wikidata.org/entity/Q1810,10.0,,https://de.wikipedia.org/wiki/Hamburg-Hummelsb%C3%BCttel,https://en.wikipedia.org/wiki/Hummelsb%C3%BCttel,http://www.wikidata.org/entity/Q15830667,"('53.64773', '10.04149')"
254,,53.65385,10.11184,Sasel,,A,green,,,quarter of Hamburg,,Point(10.11184 53.65385),13.648,http://www.wikidata.org/entity/Q1821,10.0,,https://de.wikipedia.org/wiki/Hamburg-Sasel,https://en.wikipedia.org/wiki/Sasel,http://www.wikidata.org/entity/Q15830667,"('53.65385', '10.11184')"
255,,53.61027778,10.05916667,Steilshoop,,A,green,,,quarter of Hamburg,,Point(10.05916667 53.61027778),7.703,http://www.wikidata.org/entity/Q1824,10.0,,https://de.wikipedia.org/wiki/Hamburg-Steilshoop,https://en.wikipedia.org/wiki/Steilshoop,http://www.wikidata.org/entity/Q15830667,"('53.61027778', '10.05916667')"
256,,53.466666666667,9.8833333333333,Hausbruch,,A,green,,,quarter of Hamburg,,Point(9.883333333 53.466666666),12.114,http://www.wikidata.org/entity/Q3496,10.0,,https://de.wikipedia.org/wiki/Hamburg-Hausbruch,https://en.wikipedia.org/wiki/Hausbruch,http://www.wikidata.org/entity/Q15830667,"('53.466666666667', '9.8833333333333')"
257,,53.470988888889,10.0248,Neuland,,A,green,,,quarter of Hamburg,,Point(10.0248 53.470988888),8.966,http://www.wikidata.org/entity/Q3530,10.0,,https://de.wikipedia.org/wiki/Hamburg-Neuland,"https://en.wikipedia.org/wiki/Neuland,_Hamburg",http://www.wikidata.org/entity/Q15830667,"('53.470988888889', '10.0248')"
258,,53.5715093,10.0127361,Uhlenhorst,,A,green,,,quarter of Hamburg,,Point(10.0127361 53.5715093),2.485,http://www.wikidata.org/entity/Q1143,10.0,,https://de.wikipedia.org/wiki/Hamburg-Uhlenhorst,https://en.wikipedia.org/wiki/Uhlenhorst,http://www.wikidata.org/entity/Q15830667,"('53.5715093', '10.0127361')"
259,,53.5798851,10.0432506,Barmbek-Süd,,A,green,,,quarter of Hamburg,,Point(10.0432506 53.5798851),4.325,http://www.wikidata.org/entity/Q1140,10.0,,https://de.wikipedia.org/wiki/Hamburg-Barmbek-S%C3%BCd,https://en.wikipedia.org/wiki/Barmbek-S%C3%BCd,http://www.wikidata.org/entity/Q15830667,"('53.5798851', '10.0432506')"
260,,53.5825665,10.0629287,Dulsberg,,A,green,,,quarter of Hamburg,,Point(10.0629287 53.5825665),5.454,http://www.wikidata.org/entity/Q1141,10.0,,https://de.wikipedia.org/wiki/Hamburg-Dulsberg,https://en.wikipedia.org/wiki/Dulsberg,http://www.wikidata.org/entity/Q15830667,"('53.5825665', '10.0629287')"
261,,53.61366,9.98259,Groß Borstel,,A,green,,,quarter of Hamburg,,Point(9.98259 53.61366),7.141,http://www.wikidata.org/entity/Q1172,10.0,,https://de.wikipedia.org/wiki/Hamburg-Gro%C3%9F_Borstel,https://en.wikipedia.org/wiki/Gro%C3%9F_Borstel,http://www.wikidata.org/entity/Q15830667,"('53.61366', '9.98259')"
262,,53.54902,9.9347,Altonaer Museum,,B,violet,,,museum,,Point(9.9347 53.54902),4.359,http://www.wikidata.org/entity/Q126971,9.0,,https://de.wikipedia.org/wiki/Altonaer_Museum,https://en.wikipedia.org/wiki/Altonaer_Museum,http://www.wikidata.org/entity/Q33506,"('53.54902', '9.9347')"
263,,53.54458333,9.97288889,Rickmer Rickmers,,B,violet,,,museum ship,,Point(9.97288889 53.54458333),1.943,http://www.wikidata.org/entity/Q479965,9.0,,https://de.wikipedia.org/wiki/Rickmer_Rickmers_(Schiff),https://en.wikipedia.org/wiki/Rickmer_Rickmers,http://www.wikidata.org/entity/Q575727,"('53.54458333', '9.97288889')"
270,,53.586944,10.044722,Barmbek station,,B,violet,,,S-Bahn station,,Point(10.044722 53.586944),5.003,http://www.wikidata.org/entity/Q800870,9.0,,https://de.wikipedia.org/wiki/Bahnhof_Hamburg-Barmbek,https://en.wikipedia.org/wiki/Barmbek_station,http://www.wikidata.org/entity/Q1793804,"('53.586944', '10.044722')"
273,,53.57016,10.05973,Hamburg Wandsbeker Chaussee station,,B,violet,,,Q2516571,,Point(10.05973 53.57016),4.481,http://www.wikidata.org/entity/Q800880,9.0,,https://de.wikipedia.org/wiki/Bahnhof_Hamburg_Wandsbeker_Chaussee,https://en.wikipedia.org/wiki/Wandsbeker_Chaussee_station,http://www.wikidata.org/entity/Q2516571,"('53.57016', '10.05973')"
278,,53.54619444,10.00161111,Dialogue in the Dark,,B,violet,,,museum,,Point(10.00161111 53.54619444),0.465,http://www.wikidata.org/entity/Q457196,9.0,,https://de.wikipedia.org/wiki/Dialog_im_Dunkeln,https://en.wikipedia.org/wiki/Dialogue_in_the_Dark,http://www.wikidata.org/entity/Q33506,"('53.54619444', '10.00161111')"
