,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,articleEN,thing,to_drop_key
647,,39.6279,-104.9046,Belleview,,D,blue,,,tram stop,,Point(-104.9046 39.6279),14.157,http://www.wikidata.org/entity/Q4883836,1.0,,,https://en.wikipedia.org/wiki/Belleview_station,http://www.wikidata.org/entity/Q2175765,"('39.6279', '-104.9046')"
648,,39.7244,-104.891,Bishop Machebeuf Catholic High School,,D,blue,,,high school,,Point(-104.891 39.7244),8.194,http://www.wikidata.org/entity/Q4917636,1.0,,,https://en.wikipedia.org/wiki/Bishop_Machebeuf_High_School,http://www.wikidata.org/entity/Q9826,"('39.7244', '-104.891')"
649,,39.752235,-104.981415,Blair-Caldwell African American Research Library,,D,blue,,,research library,,Point(-104.981 39.7524),1.5,http://www.wikidata.org/entity/Q4924033,1.0,,,https://en.wikipedia.org/wiki/Blair-Caldwell_African_American_Research_Library,http://www.wikidata.org/entity/Q1438040,"('39.752235', '-104.981415')"
662,,39.772,-104.951,Bruce Randolph School,,D,blue,,,high school,,Point(-104.951 39.772),4.653,http://www.wikidata.org/entity/Q4978180,1.0,,,https://en.wikipedia.org/wiki/Bruce_Randolph_School,http://www.wikidata.org/entity/Q9826,"('39.772', '-104.951')"
663,,39.7492,-105.012,Wild Kitty,,D,blue,,,amusement ride,,Point(-105.012 39.7492),2.571,http://www.wikidata.org/entity/Q5016151,1.0,,,https://en.wikipedia.org/wiki/Wild_Kitty,http://www.wikidata.org/entity/Q1144661,"('39.7492', '-105.012')"
666,,39.742183333333,-104.98678333333,Charter School Institute,,D,blue,,,government agency,,Point(-104.986783333 39.742183333),0.367,http://www.wikidata.org/entity/Q5086749,1.0,,,https://en.wikipedia.org/wiki/Charter_School_Institute,http://www.wikidata.org/entity/Q327333,"('39.742183333333', '-104.98678333333')"
667,,39.719416666667,-104.95341666667,Cherry Creek Arts Festival,,D,blue,,,nonprofit organization,,Point(-104.953416666 39.719416666),3.477,http://www.wikidata.org/entity/Q5092319,1.0,,,https://en.wikipedia.org/wiki/Cherry_Creek_Arts_Festival,http://www.wikidata.org/entity/Q163740,"('39.719416666667', '-104.95341666667')"
670,,39.6764,-104.962,Chester M. Alter Arboretum,,D,blue,,,botanical garden,,Point(-104.962 39.6764),7.255,http://www.wikidata.org/entity/Q5093642,1.0,,,https://en.wikipedia.org/wiki/Chester_M._Alter_Arboretum,http://www.wikidata.org/entity/Q167346,"('39.6764', '-104.962')"
671,,39.749722,-104.974444,Christ Methodist Episcopal Church,,D,blue,,,church building,,Point(-104.974444 39.749722),1.467,http://www.wikidata.org/entity/Q5108926,1.0,,,https://en.wikipedia.org/wiki/Christ_Methodist_Episcopal_Church,http://www.wikidata.org/entity/Q16970,"('39.749722', '-104.974444')"
673,,39.752778,-104.95,City Park Golf,,D,blue,,,historic district,,Point(-104.95 39.752778),3.339,http://www.wikidata.org/entity/Q5123350,1.0,,,https://en.wikipedia.org/wiki/City_Park_Golf,http://www.wikidata.org/entity/Q15243209,"('39.752778', '-104.95')"
675,,39.740319,-105.001918,Colfax at Auraria,,D,blue,,,tram stop,,Point(-105.001918 39.740319),1.463,http://www.wikidata.org/entity/Q5144757,1.0,,,https://en.wikipedia.org/wiki/Colfax_at_Auraria_station,http://www.wikidata.org/entity/Q2175765,"('39.740319', '-105.001918')"
676,,39.6725,-105.015,Colorado's Finest Alternative High School,,D,blue,,,high school,,Point(-105.015 39.6725),7.855,http://www.wikidata.org/entity/Q5148675,1.0,,,https://en.wikipedia.org/wiki/Colorado%27s_Finest_High_School_of_Choice,http://www.wikidata.org/entity/Q9826,"('39.6725', '-105.015')"
677,,39.6795,-104.9375,Colorado,,D,blue,,,tram stop,,Point(-104.9375 39.6795),7.78,http://www.wikidata.org/entity/Q5148687,1.0,,,https://en.wikipedia.org/wiki/Colorado_station,http://www.wikidata.org/entity/Q2175765,"('39.6795', '-104.9375')"
678,,39.690148562709,-104.94244673098,Colorado Alliance of Research Libraries,,D,blue,,,nonprofit organization,,Point(-104.94244673 39.690148562),6.554,http://www.wikidata.org/entity/Q5148699,1.0,,,https://en.wikipedia.org/wiki/Colorado_Alliance_of_Research_Libraries,http://www.wikidata.org/entity/Q163740,"('39.690148562709', '-104.94244673098')"
680,,39.726307,-104.879885,Colorado Community College System,,D,blue,,,university system,,Point(-104.879885 39.726307),9.091,http://www.wikidata.org/entity/Q5148766,1.0,,,https://en.wikipedia.org/wiki/Colorado_Community_College_System,http://www.wikidata.org/entity/Q20857129,"('39.726307', '-104.879885')"
681,,39.681243,-104.827017,Colorado Community Church,,D,blue,,,church building,,Point(-104.827017 39.681243),14.962,http://www.wikidata.org/entity/Q5148765,1.0,,,https://en.wikipedia.org/wiki/Colorado_Community_Church,http://www.wikidata.org/entity/Q16970,"('39.681243', '-104.827017')"
682,,39.741262,-104.986712,Colorado Department of Higher Education,,D,blue,,,government agency,,Point(-104.986712 39.741262),0.275,http://www.wikidata.org/entity/Q5148787,1.0,,,https://en.wikipedia.org/wiki/Colorado_Department_of_Higher_Education,http://www.wikidata.org/entity/Q327333,"('39.741262', '-104.986712')"
683,,39.7344,-105.16,Colorado Mills,,D,blue,,,outlet store,,Point(-105.16 39.7344),14.985,http://www.wikidata.org/entity/Q5148840,1.0,,,https://en.wikipedia.org/wiki/Colorado_Mills,http://www.wikidata.org/entity/Q76470,"('39.7344', '-105.16')"
685,,39.7419,-105.104,Colorado School of Trades,,D,blue,,,private for-profit educational institution,,Point(-105.104 39.7419),10.19,http://www.wikidata.org/entity/Q5148912,1.0,,,https://en.wikipedia.org/wiki/Colorado_School_of_Trades,http://www.wikidata.org/entity/Q23002052,"('39.7419', '-105.104')"
686,,39.7441,-105.021,Colorado Sports Hall of Fame,,D,blue,,,sports hall of fame,,Point(-105.021 39.7441),3.137,http://www.wikidata.org/entity/Q5148916,1.0,,,https://en.wikipedia.org/wiki/Colorado_Sports_Hall_of_Fame,http://www.wikidata.org/entity/Q42245028,"('39.7441', '-105.021')"
690,,39.736944,-104.963611,Cornwall Apartments,,D,blue,,,apartment building,,Point(-104.963611 39.736944),1.835,http://www.wikidata.org/entity/Q5171945,1.0,,,https://en.wikipedia.org/wiki/Cornwall_Apartments,http://www.wikidata.org/entity/Q13402009,"('39.736944', '-104.963611')"
691,,39.7145,-105.062,Cougar Field House,,D,blue,,,arena,,Point(-105.062 39.7145),7.147,http://www.wikidata.org/entity/Q5176021,1.0,,,https://en.wikipedia.org/wiki/Colorado_Christian_Event_Center,http://www.wikidata.org/entity/Q641226,"('39.7145', '-105.062')"
692,,39.719722,-104.933056,Cranmer House,,D,blue,,,single-family detached home,,Point(-104.933056 39.719722),4.933,http://www.wikidata.org/entity/Q5182218,1.0,,,"https://en.wikipedia.org/wiki/Cranmer_House_(Denver,_Colorado)",http://www.wikidata.org/entity/Q1307276,"('39.719722', '-104.933056')"
693,,39.6776,-104.96,Daniels College of Business,,D,blue,,,business school,,Point(-104.96 39.6776),7.176,http://www.wikidata.org/entity/Q5219480,1.0,,,https://en.wikipedia.org/wiki/Daniels_College_of_Business,http://www.wikidata.org/entity/Q1143635,"('39.6776', '-104.96')"
694,,39.660556,-104.960556,David W. Brown House,,D,blue,,,historic house,,Point(-104.960556 39.660556),8.992,http://www.wikidata.org/entity/Q5240692,1.0,,,https://en.wikipedia.org/wiki/David_W._Brown_House,http://www.wikidata.org/entity/Q5773747,"('39.660556', '-104.960556')"
695,,39.6428,-104.8781,Dayton,,D,blue,,,tram stop,,Point(-104.8781 39.6428),14.086,http://www.wikidata.org/entity/Q5243497,1.0,,,https://en.wikipedia.org/wiki/Dayton_station,http://www.wikidata.org/entity/Q2175765,"('39.6428', '-104.8781')"
697,,39.67773,-104.98106,Denver Christian School,,D,blue,,,private school,,Point(-104.98106 39.67773),6.847,http://www.wikidata.org/entity/Q5259690,1.0,,,https://en.wikipedia.org/wiki/Denver_Christian_School,http://www.wikidata.org/entity/Q423208,"('39.67773', '-104.98106')"
698,,39.717477,-104.946592,Denver Foundation,,D,blue,,,nonprofit organization,,Point(-104.946592 39.717477),4.07,http://www.wikidata.org/entity/Q5259728,1.0,,,https://en.wikipedia.org/wiki/Denver_Foundation,http://www.wikidata.org/entity/Q163740,"('39.717477', '-104.946592')"
700,,39.7748472,-105.0096899,Denver Online High School,,D,blue,,,high school,,Point(-105.0096899 39.7748472),4.492,http://www.wikidata.org/entity/Q5259757,1.0,,,https://en.wikipedia.org/wiki/Denver_Online,http://www.wikidata.org/entity/Q9826,"('39.7748472', '-105.0096899')"
701,,39.7481,-104.905,Denver School of the Arts,,D,blue,,,high school,,Point(-104.905 39.7481),6.899,http://www.wikidata.org/entity/Q5259782,1.0,,,https://en.wikipedia.org/wiki/Denver_School_of_the_Arts,http://www.wikidata.org/entity/Q9826,"('39.7481', '-104.905')"
706,,39.7479,-104.891,Denver School of Science and Technology,,D,blue,,,charter school network,,Point(-104.889964 39.747825),8.169,http://www.wikidata.org/entity/Q5259780,1.0,,,https://en.wikipedia.org/wiki/DSST_Public_Schools,http://www.wikidata.org/entity/Q30103121,"('39.7479', '-104.891')"
714,,39.742222222222,-104.98777777778,Denver World Trade Center,,D,blue,,,skyscraper,,Point(-104.987777777 39.742222222),0.415,http://www.wikidata.org/entity/Q5259802,1.0,,,https://en.wikipedia.org/wiki/Denver_Energy_Center,http://www.wikidata.org/entity/Q11303,"('39.742222222222', '-104.98777777778')"
715,,39.74,-105.046,Denver West Side Jewish Community,,D,blue,,,Jewish community,,Point(-105.046 39.74),5.228,http://www.wikidata.org/entity/Q5259801,1.0,,,https://en.wikipedia.org/wiki/Denver_West_Side_Jewish_community,http://www.wikidata.org/entity/Q101063310,"('39.74', '-105.046')"
717,,39.7683,-105.046,Elitch Gardens,,D,blue,,,botanical garden,,Point(-105.046 39.7683),6.145,http://www.wikidata.org/entity/Q5361885,1.0,,,https://en.wikipedia.org/wiki/Elitch_Gardens,http://www.wikidata.org/entity/Q167346,"('39.7683', '-105.046')"
718,,39.655611,-104.99994,Englewood,,D,blue,,,tram stop,,Point(-104.99994 39.655611),9.387,http://www.wikidata.org/entity/Q5378117,1.0,,,https://en.wikipedia.org/wiki/Englewood_station_(RTD),http://www.wikidata.org/entity/Q2175765,"('39.655611', '-104.99994')"
720,,39.6411,-105.105,Englewood Federal Detention Center,,D,blue,,,prison,,Point(-105.105 39.6411),14.991,http://www.wikidata.org/entity/Q5378122,1.0,,,,http://www.wikidata.org/entity/Q40357,"('39.6411', '-105.105')"
721,,39.6466,-104.983,Englewood High School,,D,blue,,,high school,,Point(-104.983 39.6466),10.301,http://www.wikidata.org/entity/Q5378126,1.0,,,https://en.wikipedia.org/wiki/Englewood_High_School_(Colorado),http://www.wikidata.org/entity/Q9826,"('39.6466', '-104.983')"
722,,39.67765,-104.992846,Evans,,D,blue,,,tram stop,,Point(-104.992846 39.67765),6.882,http://www.wikidata.org/entity/Q5415873,1.0,,,https://en.wikipedia.org/wiki/Evans_station_(RTD),http://www.wikidata.org/entity/Q2175765,"('39.67765', '-104.992846')"
725,,39.747319,-104.99543,Federal Reserve Bank of Kansas City Denver Branch,,D,blue,,,building,,Point(-104.99543 39.747319),1.274,http://www.wikidata.org/entity/Q5440381,1.0,,,https://en.wikipedia.org/wiki/Federal_Reserve_Bank_of_Kansas_City_Denver_Branch,http://www.wikidata.org/entity/Q41176,"('39.747319', '-104.99543')"
726,,39.731667,-104.976667,First Congregational Church,,D,blue,,,church building,,Point(-104.976667 39.731667),1.095,http://www.wikidata.org/entity/Q5452794,1.0,,,https://en.wikipedia.org/wiki/First_Congregational_Church_(Denver),http://www.wikidata.org/entity/Q16970,"('39.731667', '-104.976667')"
728,,39.644,-105.044,Fort Logan,,D,blue,,,military base,,Point(-105.044 39.644),11.736,http://www.wikidata.org/entity/Q5471534,1.0,,,https://en.wikipedia.org/wiki/Fort_Logan,http://www.wikidata.org/entity/Q245016,"('39.644', '-105.044')"
730,,39.647222,-104.950278,Foster-Buell Estate,,D,blue,,,single-family detached home,,Point(-104.950278 39.647222),10.65,http://www.wikidata.org/entity/Q5473606,1.0,,,https://en.wikipedia.org/wiki/Foster-Buell_Estate,http://www.wikidata.org/entity/Q1307276,"('39.647222', '-104.950278')"
731,,39.761111,-105.026944,"Fourth Church of Christ, Scientist",,D,blue,,,church building,,Point(-105.026944 39.761111),4.343,http://www.wikidata.org/entity/Q5476026,1.0,,,"https://en.wikipedia.org/wiki/Fourth_Church_of_Christ,_Scientist_(Denver)",http://www.wikidata.org/entity/Q16970,"('39.761111', '-105.026944')"
732,,39.749722,-105.026389,Frederick W. Neef House,,D,blue,,,house,,Point(-105.026389 39.749722),3.737,http://www.wikidata.org/entity/Q5498956,1.0,,,https://en.wikipedia.org/wiki/Frederick_W._Neef_House,http://www.wikidata.org/entity/Q3947,"('39.749722', '-105.026389')"
733,,39.617778,-105.014722,Geneva Home,,D,blue,,,building,,Point(-105.014722 39.617778),13.745,http://www.wikidata.org/entity/Q5533016,1.0,,,https://en.wikipedia.org/wiki/Geneva_Home,http://www.wikidata.org/entity/Q41176,"('39.617778', '-105.014722')"
735,,39.6777,-104.965,Graduate School of Social Work at the University of Denver,,D,blue,,,university,,Point(-104.965 39.6777),7.05,http://www.wikidata.org/entity/Q5592045,1.0,,,https://en.wikipedia.org/wiki/Graduate_School_of_Social_Work_at_the_University_of_Denver,http://www.wikidata.org/entity/Q3918,"('39.6777', '-104.965')"
736,,39.728102,-104.980577,Grant–Humphreys Mansion,,D,blue,,,house,,Point(-104.980577 39.728102),1.291,http://www.wikidata.org/entity/Q5596082,1.0,,,https://en.wikipedia.org/wiki/Grant%E2%80%93Humphreys_Mansion,http://www.wikidata.org/entity/Q3947,"('39.728102', '-104.980577')"
737,,39.74805,-104.86959,Granville Fuller House,,D,blue,,,house,,Point(-104.86959 39.74805),9.904,http://www.wikidata.org/entity/Q5596896,1.0,,,https://en.wikipedia.org/wiki/Granville_Fuller_House,http://www.wikidata.org/entity/Q3947,"('39.74805', '-104.86959')"
738,,39.6934,-105.145,Green Mountain High School,,D,blue,,,high school,,Point(-105.145 39.6934),14.614,http://www.wikidata.org/entity/Q5602898,1.0,,,https://en.wikipedia.org/wiki/Green_Mountain_High_School,http://www.wikidata.org/entity/Q9826,"('39.6934', '-105.145')"
739,,39.8269,-105.081,Hackberry Hill,,D,blue,,,hill,,Point(-105.081 39.8269),12.747,http://www.wikidata.org/entity/Q5637197,1.0,,,https://en.wikipedia.org/wiki/Hackberry_Hill,http://www.wikidata.org/entity/Q54050,"('39.8269', '-105.081')"
743,,39.736011326405,-104.98714766846,History Colorado,,D,blue,,,nonprofit organization,,Point(-104.987147668 39.736011326),0.408,http://www.wikidata.org/entity/Q5774674,1.0,,,https://en.wikipedia.org/wiki/History_Colorado,http://www.wikidata.org/entity/Q163740,"('39.736011326405', '-104.98714766846')"
747,,39.6674,-105.015,Humanex Academy,,D,blue,,,private school,,Point(-105.015 39.6674),8.393,http://www.wikidata.org/entity/Q5939290,1.0,,,https://en.wikipedia.org/wiki/Humanex_Academy,http://www.wikidata.org/entity/Q423208,"('39.6674', '-105.015')"
748,,39.733611,-104.968611,Humboldt Street Historic District,,D,blue,,,historic district,,Point(-104.968611 39.733611),1.524,http://www.wikidata.org/entity/Q5940403,1.0,,,https://en.wikipedia.org/wiki/Humboldt_Street_Historic_District,http://www.wikidata.org/entity/Q15243209,"('39.733611', '-104.968611')"
749,,39.7508,-105.072,Jefferson High School,,D,blue,,,high school,,Point(-105.072 39.7508),7.56,http://www.wikidata.org/entity/Q6175491,1.0,,,https://en.wikipedia.org/wiki/Jefferson_Junior/Senior_High_School,http://www.wikidata.org/entity/Q9826,"('39.7508', '-105.072')"
751,,39.6645,-105.067,John F. Kennedy High School,,D,blue,,,high school,,Point(-105.067 39.6645),10.882,http://www.wikidata.org/entity/Q6232351,1.0,,,https://en.wikipedia.org/wiki/Kennedy_High_School_(Colorado),http://www.wikidata.org/entity/Q9826,"('39.6645', '-105.067')"
752,,39.6929,-104.95,John Paul II Center for the New Evangelization,,D,blue,,,church building,,Point(-104.95 39.6929),5.953,http://www.wikidata.org/entity/Q6252216,1.0,,,https://en.wikipedia.org/wiki/John_Paul_II_Center_for_the_New_Evangelization,http://www.wikidata.org/entity/Q16970,"('39.6929', '-104.95')"
753,,39.730278,-104.970278,John and Elivera Doud House,,D,blue,,,house,,Point(-104.970278 39.730278),1.596,http://www.wikidata.org/entity/Q6265375,1.0,,,https://en.wikipedia.org/wiki/John_and_Elivera_Doud_House,http://www.wikidata.org/entity/Q3947,"('39.730278', '-104.970278')"
754,,39.746944,-104.994444,Joslin Dry Goods Company Building,,D,blue,,,department store,,Point(-104.994444 39.746944),1.186,http://www.wikidata.org/entity/Q6291019,1.0,,,https://en.wikipedia.org/wiki/Joslin_Dry_Goods_Company_Building,http://www.wikidata.org/entity/Q216107,"('39.746944', '-104.994444')"
755,,39.7442,-104.961,Judi's House,,D,blue,,,nonprofit organization,,Point(-104.961 39.7442),2.113,http://www.wikidata.org/entity/Q6302788,1.0,,,https://en.wikipedia.org/wiki/Judi%27s_House,http://www.wikidata.org/entity/Q163740,"('39.7442', '-104.961')"
757,,39.737052,-104.98706,Judiciary of Colorado,,D,blue,,,government agency,,Point(-104.98706 39.737052),0.307,http://www.wikidata.org/entity/Q6303093,1.0,,,https://en.wikipedia.org/wiki/Judiciary_of_Colorado,http://www.wikidata.org/entity/Q327333,"('39.737052', '-104.98706')"
758,,39.6556,-105.074,KEPN,,D,blue,,,radio station,,Point(-105.074 39.6556),12.026,http://www.wikidata.org/entity/Q6328587,1.0,,,https://en.wikipedia.org/wiki/KEPN,http://www.wikidata.org/entity/Q14350,"('39.6556', '-105.074')"
759,,39.6833,-105.007,KLDC,,D,blue,,,radio station,,Point(-105.007 39.6833),6.501,http://www.wikidata.org/entity/Q6332500,1.0,,,https://en.wikipedia.org/wiki/KLDC,http://www.wikidata.org/entity/Q14350,"('39.6833', '-105.007')"
760,,39.8464,-105.033,KPOF,,D,blue,,,radio station,,Point(-105.033 39.8464),12.605,http://www.wikidata.org/entity/Q6335762,1.0,,,https://en.wikipedia.org/wiki/KPOF,http://www.wikidata.org/entity/Q14350,"('39.8464', '-105.033')"
761,,39.7989,-104.971,KRKS,,D,blue,,,radio station,,Point(-104.971 39.7989),6.739,http://www.wikidata.org/entity/Q6336800,1.0,,,https://en.wikipedia.org/wiki/KRKS_(AM),http://www.wikidata.org/entity/Q14350,"('39.7989', '-104.971')"
763,,39.613056,-105.009444,Knight-Wood House,,D,blue,,,house,,Point(-105.009444 39.613056),14.187,http://www.wikidata.org/entity/Q6422183,1.0,,,https://en.wikipedia.org/wiki/Knight-Wood_House,http://www.wikidata.org/entity/Q3947,"('39.613056', '-105.009444')"
764,,39.7808,-105.0582,Lake Rhoda,,D,blue,,,lake,,Point(-105.0582 39.7808),7.788,http://www.wikidata.org/entity/Q6477516,1.0,,,https://en.wikipedia.org/wiki/Lake_Rhoda,http://www.wikidata.org/entity/Q23397,"('39.7808', '-105.0582')"
765,,39.76,-105.00333333,list of bridges on the National Register of Historic Places in Colorado,,D,blue,,,Wikimedia list article,,Point(-105.00333333 39.76),2.797,http://www.wikidata.org/entity/Q6608240,1.0,,,https://en.wikipedia.org/wiki/List_of_bridges_on_the_National_Register_of_Historic_Places_in_Colorado,http://www.wikidata.org/entity/Q13406463,"('39.76', '-105.00333333')"
766,,39.611993,-105.014901,Littleton/Downtown,,D,blue,,,tram stop,,Point(-105.014901 39.611993),14.38,http://www.wikidata.org/entity/Q6653088,1.0,,,https://en.wikipedia.org/wiki/Littleton%E2%80%93Downtown_station,http://www.wikidata.org/entity/Q2175765,"('39.611993', '-105.014901')"
767,,39.6138,-104.986,Littleton High School,,D,blue,,,high school,,Point(-104.986 39.6138),13.948,http://www.wikidata.org/entity/Q6653116,1.0,,,https://en.wikipedia.org/wiki/Littleton_High_School_(Colorado),http://www.wikidata.org/entity/Q9826,"('39.6138', '-104.986')"
768,,39.7129,-105.152,Long View High School,,D,blue,,,high school,,Point(-105.152 39.7129),14.59,http://www.wikidata.org/entity/Q6673343,1.0,,,https://en.wikipedia.org/wiki/Long_View_High_School,http://www.wikidata.org/entity/Q9826,"('39.7129', '-105.152')"
770,,39.742222,-104.869722,M.J. Lavina Robidoux House,,D,blue,,,house,,Point(-104.869722 39.742222),9.85,http://www.wikidata.org/entity/Q6712201,1.0,,,https://en.wikipedia.org/wiki/M.J._Lavina_Robidoux_House,http://www.wikidata.org/entity/Q3947,"('39.742222', '-104.869722')"
771,,39.647778,-104.959722,Maitland Estate,,D,blue,,,house,,Point(-104.959722 39.647778),10.394,http://www.wikidata.org/entity/Q6737152,1.0,,,https://en.wikipedia.org/wiki/Maitland_Estate,http://www.wikidata.org/entity/Q3947,"('39.647778', '-104.959722')"
772,,39.7565,-104.967,Manual High School,,D,blue,,,high school,,Point(-104.967 39.7565),2.453,http://www.wikidata.org/entity/Q6752306,1.0,,,https://en.wikipedia.org/wiki/Manual_High_School_(Colorado),http://www.wikidata.org/entity/Q9826,"('39.7565', '-104.967')"
773,,39.739443,-104.984211,Marcus Foundation,,D,blue,,,nonprofit organization,,Point(-104.984211 39.739443),0.06,http://www.wikidata.org/entity/Q6758168,1.0,,,https://en.wikipedia.org/wiki/Marcus_Foundation,http://www.wikidata.org/entity/Q163740,"('39.739443', '-104.984211')"
774,,39.793278,-105.024028,Marycrest Girls High School,,D,blue,,,high school,,Point(-105.024028 39.793278),6.878,http://www.wikidata.org/entity/Q6781161,1.0,,,https://en.wikipedia.org/wiki/Marycrest_Girls_High_School,http://www.wikidata.org/entity/Q9826,"('39.793278', '-105.024028')"
775,,39.740833,-105.015278,Midwest Steel and Iron Works Company Complex,,D,blue,,,building complex,,Point(-105.015278 39.740833),2.607,http://www.wikidata.org/entity/Q6843435,1.0,,,https://en.wikipedia.org/wiki/Midwest_Steel_and_Iron_Works_Company_Complex,http://www.wikidata.org/entity/Q1497364,"('39.740833', '-105.015278')"
776,,39.787,-104.827,Montbello High School,,D,blue,,,high school,,Point(-104.827 39.787),14.5,http://www.wikidata.org/entity/Q6904530,1.0,,,https://en.wikipedia.org/wiki/Montbello_High_School,http://www.wikidata.org/entity/Q9826,"('39.787', '-104.827')"
779,,39.746944,-104.931111,Montview Boulevard Presbyterian Church,,D,blue,,,church building,,Point(-104.931111 39.746944),4.675,http://www.wikidata.org/entity/Q6906649,1.0,,,https://en.wikipedia.org/wiki/Montview_Boulevard_Presbyterian_Church,http://www.wikidata.org/entity/Q16970,"('39.746944', '-104.931111')"
780,,39.6788,-104.965,Morgridge College of Education,,D,blue,,,academic institution,,Point(-104.965 39.6788),6.931,http://www.wikidata.org/entity/Q6912074,1.0,,,https://en.wikipedia.org/wiki/Morgridge_College_of_Education,http://www.wikidata.org/entity/Q4671277,"('39.6788', '-104.965')"
781,,39.655,-104.998,Museum of Outdoor Arts,,D,blue,,,nonprofit organization,,Point(-104.998 39.655),9.433,http://www.wikidata.org/entity/Q6940971,1.0,,,https://en.wikipedia.org/wiki/Museum_of_Outdoor_Arts,http://www.wikidata.org/entity/Q163740,"('39.655', '-104.998')"
784,,39.7138,-105.126,National Science Foundation Ice Core Facility,,D,blue,,,laboratory,,Point(-105.126 39.7138),12.397,http://www.wikidata.org/entity/Q6973470,1.0,,,https://en.wikipedia.org/wiki/National_Science_Foundation_Ice_Core_Facility,http://www.wikidata.org/entity/Q483242,"('39.7138', '-105.126')"
786,,39.7601,-105.023,North High School,,D,blue,,,high school,,Point(-105.023 39.7601),4.001,http://www.wikidata.org/entity/Q7055601,1.0,,,https://en.wikipedia.org/wiki/North_High_School_(Colorado),http://www.wikidata.org/entity/Q9826,"('39.7601', '-105.023')"
787,,39.647222,-104.9675,Owen Estate,,D,blue,,,single-family detached home,,Point(-104.9675 39.647222),10.338,http://www.wikidata.org/entity/Q7114470,1.0,,,https://en.wikipedia.org/wiki/Owen_Estate,http://www.wikidata.org/entity/Q1307276,"('39.647222', '-104.9675')"
788,,39.6429,-105.004849,Oxford / City of Sheridan,,D,blue,,,tram stop,,Point(-105.004849 39.6429),10.847,http://www.wikidata.org/entity/Q7115225,1.0,,,https://en.wikipedia.org/wiki/Oxford%E2%80%93City_of_Sheridan_station,http://www.wikidata.org/entity/Q2175765,"('39.6429', '-105.004849')"
791,,39.762,-104.922,Park Hill,,D,blue,,,historic district,,Point(-104.922 39.762),5.94,http://www.wikidata.org/entity/Q7137776,1.0,,,"https://en.wikipedia.org/wiki/Park_Hill,_Denver",http://www.wikidata.org/entity/Q15243209,"('39.762', '-104.922')"
792,,39.746111,-104.960278,Pearce–McAllister Cottage,,D,blue,,,house,,Point(-104.960278 39.746111),2.237,http://www.wikidata.org/entity/Q7157974,1.0,,,https://en.wikipedia.org/wiki/Pearce%E2%80%93McAllister_Cottage,http://www.wikidata.org/entity/Q3947,"('39.746111', '-104.960278')"
794,,39.748668,-105.009643,Ball Arena / Elitch Gardens,,D,blue,,,tram stop,,Point(-105.009643 39.748668),2.364,http://www.wikidata.org/entity/Q7166484,1.0,,,https://en.wikipedia.org/wiki/Ball_Arena%E2%80%93Elitch_Gardens_station,http://www.wikidata.org/entity/Q2175765,"('39.748668', '-105.009643')"
796,,39.751667,-104.998889,Peters Paper Company Warehouse,,D,blue,,,commercial building,,Point(-104.998889 39.751667),1.83,http://www.wikidata.org/entity/Q7178134,1.0,,,https://en.wikipedia.org/wiki/Peters_Paper_Company_Warehouse,http://www.wikidata.org/entity/Q655686,"('39.751667', '-104.998889')"
797,,39.780833,-105.125,Pioneer Sod House,,D,blue,,,house,,Point(-105.125 39.780833),12.84,http://www.wikidata.org/entity/Q7196790,1.0,,,https://en.wikipedia.org/wiki/Pioneer_Sod_House,http://www.wikidata.org/entity/Q3947,"('39.780833', '-105.125')"
806,,39.6845,-105.005,Ruby Hill Terrain Park,,D,blue,,,sports venue,,Point(-105.005 39.6845),6.325,http://www.wikidata.org/entity/Q7376329,1.0,,,https://en.wikipedia.org/wiki/Ruby_Hill_Terrain_Park,http://www.wikidata.org/entity/Q1076486,"('39.6845', '-105.005')"
807,,39.7257,-104.995,Saint Joseph High School,,D,blue,,,high school,,Point(-104.995 39.7257),1.737,http://www.wikidata.org/entity/Q7401555,1.0,,,https://en.wikipedia.org/wiki/St._Joseph%27s_High_School_(Denver),http://www.wikidata.org/entity/Q9826,"('39.7257', '-104.995')"
808,,39.7278,-105.003,Side 3 Studios,,D,blue,,,recording studio,,Point(-105.003 39.7278),2.006,http://www.wikidata.org/entity/Q7508257,1.0,,,,http://www.wikidata.org/entity/Q746369,"('39.7278', '-105.003')"
810,,39.6488,-104.9163,Southmoor,,D,blue,,,tram stop,,Point(-104.9163 39.6488),11.641,http://www.wikidata.org/entity/Q7570906,1.0,,,https://en.wikipedia.org/wiki/Southmoor_station,http://www.wikidata.org/entity/Q2175765,"('39.6488', '-104.9163')"
811,,39.6616,-105.027,Southwest Early College,,D,blue,,,high school,,Point(-105.027 39.6616),9.355,http://www.wikidata.org/entity/Q7571268,1.0,,,https://en.wikipedia.org/wiki/Early_College_of_Denver_High_School,http://www.wikidata.org/entity/Q9826,"('39.6616', '-105.027')"
813,,39.748056,-104.984722,St. Andrews Episcopal Church,,D,blue,,,church building,,Point(-104.984722 39.748056),0.981,http://www.wikidata.org/entity/Q7586934,1.0,,,https://en.wikipedia.org/wiki/St._Andrew%27s_Episcopal_Church_(Denver),http://www.wikidata.org/entity/Q16970,"('39.748056', '-104.984722')"
