,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,articleEN,thing,to_drop_key
66,https://www.atlasobscura.com/places/international-church-of-cannabis,39.709144,-104.982318,International Church of Cannabis,A technicolor place of worship for Elevationists.,atlas_obscura,gold,,,,,,,,,,,,,"(39.709144, -104.982318)"
102,https://www.atlasobscura.com/places/fifty-two-80s,39.68265,-104.987498,Fifty-Two 80's,This modern antique shop is a museum for 1980's Saturday morning cartoon culture.,atlas_obscura,gold,,,,,,,,,,,,,"(39.68265, -104.987498)"
134,https://www.atlasobscura.com/places/casa-bonita-lakewood-colorado,39.741946,-105.070906,Casa Bonita,"At this Denver landmark, the meals are compulsory, the sopapillas are complimentary, and the insanity is everywhere.",atlas_obscura,gold,,,,,,,,,,,,,"(39.741946, -105.070906)"
154,https://www.atlasobscura.com/places/linger-eatuaries,39.759456,-105.011358,,,atlas_obscura,gold,,,,,,,,,,,,,"(39.759456, -105.011358)"
617,https://www.atlasobscura.com/places/unsinkable-molly-brown-house,39.737503,-104.980755,,,atlas_obscura,gold,,,,,,,,,,,,,"(39.737503, -104.980755)"
735,https://www.atlasobscura.com/places/buckhorn-exchange,39.732379,-105.004941,Buckhorn Exchange,Wall to wall taxidermy at Denver's oldest and most exotic steakhouse.,atlas_obscura,gold,,,,,,,,,,,,,"(39.732379, -105.004941)"
827,https://www.atlasobscura.com/places/denver-s-dinosaur-hotel,39.654455,-105.079498,,,atlas_obscura,gold,,,,,,,,,,,,,"(39.654455, -105.079498)"
936,https://www.atlasobscura.com/places/national-ice-core-lab,39.722412,-105.123884,,,atlas_obscura,gold,,,,,,,,,,,,,"(39.722412, -105.123884)"
1029,https://www.atlasobscura.com/places/denver-zine-library,39.771054,-104.980201,Denver Zine Library,"A collection of over 15,000 zines works to preserve DIY publishing culture.",atlas_obscura,gold,,,,,,,,,,,,,"(39.771054, -104.980201)"
1062,https://www.atlasobscura.com/places/mile-high-comics-megastore,39.7803,-104.999143,Mile High Comics Megastore,"While comics are the main attraction at this megastore, the second floor plays host to an exhibit fit for a museum.",atlas_obscura,gold,,,,,,,,,,,,,"(39.7803, -104.999143)"
1075,https://www.atlasobscura.com/places/hidden-elves-at-the-denver-museum-of-nature-and-science,39.747526,-104.942808,Hidden Elves at the Denver Museum of Nature and Science,A small horde of mythical creatures lurk almost imperceptibly within the museum's wildlife dioramas.,atlas_obscura,gold,,,,,,,,,,,,,"(39.747526, -104.942808)"
1244,https://www.atlasobscura.com/places/history-colorado-center,39.735847,-104.986731,,,atlas_obscura,gold,,,,,,,,,,,,,"(39.735847, -104.986731)"
1277,https://www.atlasobscura.com/places/cheesman-park,39.732062,-104.966631,,,atlas_obscura,gold,,,,,,,,,,,,,"(39.732062, -104.966631)"
1305,https://www.atlasobscura.com/places/mile-high-steps-at-the-colorado-state-capitol,39.739233,-104.984805,,,atlas_obscura,gold,,,,,,,,,,,,,"(39.739233, -104.984805)"
1572,https://www.atlasobscura.com/places/american-museum-of-western-art,39.744742,-104.988094,American Museum of Western Art,The huge collection of paintings of the American West is one of Denver's best-kept secrets.,atlas_obscura,gold,,,,,,,,,,,,,"(39.744742, -104.988094)"
4,,39.4225192,-111.714358,Utah,"More national parks are in Utah, New Mexico, and Arizona.",wikivoyage,red,,,Go next_Neighboring states and beyond,"(39.4225192, -111.714358)",,,,,,,,,"(39.4225192, -111.714358)"
3,,36.4072377,-105.573284,Taos,"More popular ski resorts are in Taos, Grand Teton National Park|Grand Teton, Park City (Utah)|Park City, and even Lake Tahoe.",wikivoyage,red,,,Go next_Neighboring states and beyond,"(36.4072377, -105.573284)",,,,,,,,,"(36.4072377, -105.573284)"
2,,0.0,0.0,--,,wikivoyage,red,,,Go next_Neighboring states and beyond,"(0, 0)",,,,,,,,,"(0.0, 0.0)"
0,,44.6200885,-110.5606893,Yellowstone National Park,"Yellowstone National Park is approximately a 10 hour drive along I-25, I-90, and US-191.",wikivoyage,red,,,Go next_Neighboring states and beyond,"(44.6200885, -110.5606893)",,,,,,,,,"(44.6200885, -110.5606893)"
1,,42.0918548,-88.304588,Front Range,"'''Winery tours''' - Visit a Front Range or mountain winery, or the vineyards in Colorado's Wine Country. Various Wine Trails have been organized by the Colorado Wine Industry Development Board, a promotional entity funded by the state. The Wine Trails can be driven or biked.",wikivoyage,red,,,Go next_More Colorado destinations,"(42.0918548, -88.304588)",,,,,,,,,"(42.0918548, -88.304588)"
0,,39.6438028,-106.3888231,Vail,"For skiers and snowboarders, winter is the best time to visit Denver. Hordes of people fly into Denver International Airport each season on their way up to the ski capitals of Summit and Eagle counties, including Vail, Beaver Creek, Copper Mountain, Keystone (Colorado)|Keystone, Loveland Basin, Arapahoe Basin, and Breckenridge (Colorado)|Breckenridge, Winter Park (Colorado)|Winter Park; a little further away are Steamboat, and Aspen. You can find information on resort shuttles at the desks in DIA's main terminal.",wikivoyage,red,,,Go next_Mountains,"(39.6438028, -106.3888231)",,,,,,,,,"(39.6438028, -106.3888231)"
9,,38.8404012,-105.0439523,Pikes Peak,The {{convert|4302.31|m|ft|0|order=flip|adj=on}} summit of Pikes Peak lies {{convert|100|mi}} and 2:10 by car south of the Colorado State Capitol.,wikivoyage,red,,,Go next_Near Denver,"(38.8404012, -105.0439523)",,,,,,,,,"(38.8404012, -105.0439523)"
8,,39.5883492,-105.643699,Mount Blue Sky,The {{convert|14271|ft|adj=on}} summit of Mount Blue Sky lies {{convert|60|mi}} and 1:45 by car southwest of the Colorado State Capitol.,wikivoyage,red,,,Go next_Near Denver,"(39.5883492, -105.643699)",,,,,,,,,"(39.5883492, -105.643699)"
4,,38.9912381,-104.8588346,United States Air Force Academy,The United States Air Force Academy lies {{convert|61|mi}} and 65 minutes by car south of the Colorado State Capitol.,wikivoyage,red,,,Go next_Near Denver,"(38.9912381, -104.8588346)",,,,,,,,,"(38.9912381, -104.8588346)"
3,,37.8189264,-121.9165133,Blackhawk,The historic mining towns and casinos of Blackhawk and Central City lie {{convert|38|mi}} and 50 minutes by car west of the Colorado State Capitol.,wikivoyage,red,,,Go next_Near Denver,"(37.8189264, -121.9165133)",,,,,,,,,"(37.8189264, -121.9165133)"
15,,39.7427,-104.9875,United Kingdom ,,wikivoyage,red,"1675 Broadway, Suite 1030 ",http://ukinusa.fco.gov.uk/en/about-us/other-locations/denver/ ,Connect_Consulates,"(39.7427, -104.9875)",,,,,,,,,"(39.7427, -104.9875)"
14,,39.7392364,-104.984862,--,,wikivoyage,red,,,Connect_Consulates,"(39.7392364, -104.984862)",,,,,,,,,"(39.7392364, -104.984862)"
9,,39.7435941,-104.9854851,Norway (Honorary) ,,wikivoyage,red,1700 Lincoln Street ,https://www.norway.no/en/usa/norway-usa/honorary-consulates/#Colorado ,Connect_Consulates,"(39.7435941, -104.9854851)",,,,,,,,,"(39.7435941, -104.9854851)"
6,,39.7793,-104.9498,Mexico ,,wikivoyage,red,48 Steele Street ,http://consulmex.sre.gob.mx/denver/ ,Connect_Consulates,"(39.7793, -104.9498)",,,,,,,,,"(39.7793, -104.9498)"
4,,39.7502829,-104.9951731,Japan ,,wikivoyage,red,1225 17th St Ste 3000 ,http://www.denver.us.emb-japan.go.jp ,Connect_Consulates,"(39.7502829, -104.9951731)",,,,,,,,,"(39.7502829, -104.9951731)"
1,,39.7423,-104.9875,Canada ,,wikivoyage,red,"1625 Broadway, Suite 2600 ",http://international.gc.ca/world-monde/united_states-etats_unis/denver.aspx?lang,Connect_Consulates,"(39.7423, -104.9875)",,,,,,,,,"(39.7423, -104.9875)"
0,,39.7156478,-104.9525486,Cherry Creek North ,Entire area has free WiFi provided by the Cherry Creek North Business District.,wikivoyage,red, ,http://www.cherrycreeknorth.com/ ,Connect_Wireless internet,"(39.7156478, -104.9525486)",,,,,,,,,"(39.7156478, -104.9525486)"
7,,39.7488,-104.9955,The Westin Denver Downtown ,Four-diamond hotel in downtown Denver.,wikivoyage,red,1672 Lawrence St ,https://www.marriott.com/hotels/travel/denwi-the-westin-denver-downtown/ ,Sleep_Splurge,"(39.7488, -104.9955)",,,,,,,,,"(39.7488, -104.9955)"
6,,39.7522,-104.9991,The Oxford Hotel ,The historic hotel provides a romantic retreat located in the midst of Denver’s lively LoDo district.,wikivoyage,red,1600 17th St ,http://www.theoxfordhotel.com/ ,Sleep_Splurge,"(39.7522, -104.9991)",,,,,,,,,"(39.7522, -104.9991)"
5,,39.743611,-104.993611,Hyatt Regency Denver at Colorado Convention Center ,"37-story downtown hotel, adjacent to the Colorado Convention Center. 1,100 guest rooms, with views of the mountain and downtown.",wikivoyage,red,650 15th St ,https://www.hyatt.com/en-US/hotel/colorado/hyatt-regency-denver-at-colorado-convention-center/dencc ,Sleep_Splurge,"(39.743611, -104.993611)",,,,,,,,,"(39.743611, -104.993611)"
4,,39.7427,-104.9932,Hilton Garden Inn Denver Downtown ,"Onsite restaurant, fitness center and complimentary high-speed Internet access.",wikivoyage,red,1400 Welton St ,http://www.hgidenverdowntown.com/ ,Sleep_Splurge,"(39.7427, -104.9932)",,,,,,,,,"(39.7427, -104.9932)"
3,,39.746,-104.9891,Grand Hyatt Denver ,"512 rooms with city views. Features the Hyatt Grand Bed, free 24 hour fitness facility, indoor pool, room service around the clock, well-lit work stations and high-speed internet access.",wikivoyage,red,1750 Welton St ,https://denver.grand.hyatt.com/en/hotel/home.html ,Sleep_Splurge,"(39.746, -104.9891)",,,,,,,,,"(39.746, -104.9891)"
2,,39.7442,-104.9948,Embassy Suites Downtown ,"An all-suite, full service hotel.",wikivoyage,red,1420 Stout St ,https://embassysuites3.hilton.com/en/hotels/colorado/embassy-suites-denver-downtown-convention-center-DENESES/index.html ,Sleep_Splurge,"(39.7442, -104.9948)",,,,,,,,,"(39.7442, -104.9948)"
1,,39.7471,-104.9904,Hilton Denver City Center ,A beautiful hotel in downtown Denver offering panoramic views of the Rocky Mountains and the city skyline.,wikivoyage,red,1701 California St ,https://www.hilton.com/en/hotels/dencyhh-hilton-denver-city-center ,Sleep_Splurge,"(39.7471, -104.9904)",,,,,,,,,"(39.7471, -104.9904)"
0,,39.7441,-104.9878,Brown Palace Hotel ,"An elegant, historic hotel in downtown Denver, the Brown Palace has catered to congressmen, US presidents, and countless foreign dignitaries.",wikivoyage,red,321 17th St ,https://www.brownpalace.com/ ,Sleep_Splurge,"(39.7441, -104.9878)",,,,,,,,,"(39.7441, -104.9878)"
11,,39.73427,-104.98872,Acoma House ,"This small colourful hotel features 24 rooms, each painted in vivid colours designed by a different artist. A wide range of amenities for the modern traveller, including fast internet, free water and coffee pods, a tiny kitchen in each room, and laundry machines downstairs. There is no lobby or reception desk. You check in with a door code which they text to you the day before you check in. No elevator, so rooms 201-212 require you to carry luggage up narrow stairs, but ground floor rooms 101-112 are accessible by a ramp at the rear of the building. Downstairs is free luggage storage, a lounge, and a meeting room. Parking $11/day by arrangement with the lot next to the hotel. Easy walking to the civic center and a few local shops, restaurants, and museums. E-scooters are plentiful nearby, and bring most of downtown in range.",wikivoyage,red,1114 Acoma Street ,https://www.theacomahouse.com/ ,Sleep_Mid-range,"(39.73427, -104.98872)",,,,,,,,,"(39.73427, -104.98872)"
10,,39.70532,-104.93983,Hilton Garden Inn Denver/Cherry Creek ,,wikivoyage,red,600 S Colorado Blvd ,https://www.hilton.com/en/hotels/denckgi-hilton-garden-inn-denver-cherry-creek/ ,Sleep_Mid-range,"(39.70532, -104.93983)",,,,,,,,,"(39.70532, -104.93983)"
9,,39.70507,-104.93839,Residence Inn Denver Cherry Creek ,,wikivoyage,red,670 S Colorado Blvd ,https://www.marriott.com/en-us/hotels/denrs-residence-inn-denver-cherry-creek/overview/ ,Sleep_Mid-range,"(39.70507, -104.93839)",,,,,,,,,"(39.70507, -104.93839)"
8,,39.69073,-104.94195,Courtyard Denver Cherry Creek ,,wikivoyage,red,1475 S Colorado Blvd ,https://www.marriott.com/en-us/hotels/dench-courtyard-denver-cherry-creek/overview/ ,Sleep_Mid-range,"(39.69073, -104.94195)",,,,,,,,,"(39.69073, -104.94195)"
7,,39.7220322,-104.9928409,Aloft Denver North Westminster ,,wikivoyage,red,14780 Delaware St ,https://www.marriott.com/en-us/hotels/denan-aloft-denver-north-westminster/overview/ ,Sleep_Mid-range,"(39.7220322, -104.9928409)",,,,,,,,,"(39.7220322, -104.9928409)"
5,,39.7473,-105.0042,SpringHill Suites Denver Downtown ,Across from the Ball Arena in LoDo.,wikivoyage,red,1190 Auraria Parkway ,https://www.marriott.com/hotels/travel/densd-springhill-suites-denver-downtown/ ,Sleep_Mid-range,"(39.7473, -105.0042)",,,,,,,,,"(39.7473, -105.0042)"
4,,39.7416,-104.989,Sheraton Denver Downtown ,"On the 16th Street Pedestrian Mall in downtown, 3 1/2 blocks from the Denver Convention Center.",wikivoyage,red,1550 Court Pl ,http://www.sheratondenverdowntown.com ,Sleep_Mid-range,"(39.7416, -104.989)",,,,,,,,,"(39.7416, -104.989)"
3,,39.7468,-104.9923,Magnolia Hotel Denver ,"Downtown Denver hotel featuring guestrooms and suites, a restaurant and bar, and event space for meetings, weddings, and special occasions.",wikivoyage,red,818 17th St ,http://www.magnoliahotels.com/denver/magnolia-hotel-denver.php ,Sleep_Mid-range,"(39.7468, -104.9923)",,,,,,,,,"(39.7468, -104.9923)"
2,,39.6543,-104.9031,Embassy Suites by Hilton Denver Tech Center North ,"Near Denver Tech, hotel offers complimentary hot cooked-to-order breakfast and nightly Manager's Reception featuring complimentary cocktails and appetizers.",wikivoyage,red,7525 East Hampden Ave ,https://embassysuites3.hilton.com/en/hotels/colorado/embassy-suites-by-hilton-denver-tech-center-north-DENHPES/index.html ,Sleep_Mid-range,"(39.6543, -104.9031)",,,,,,,,,"(39.6543, -104.9031)"
1,,39.7422,-104.992,Sonesta Denver Downtown ,"Rooms are reasonably spacious and have free broadband internet access and a desk. Breakfast is modestly priced and modest in style. The lobby is typical Holiday Inn. Given the size of the hotel, reception and concierge staff numbers are small but there still seem to be no queues for their services. Stay high in a room on the Glenarm St. side if you want a mountain view. Airport shuttles ($21 to international) serve the hotel.",wikivoyage,red,1450 Glenarm Pl ,https://www.sonesta.com/us/colorado/denver/sonesta-denver-downtown ,Sleep_Mid-range,"(39.7422, -104.992)",,,,,,,,,"(39.7422, -104.992)"
0,,39.7756,-104.9024,Courtyard Denver Stapleton ,Between the airport and downtown Denver. 24-hour market on-site.,wikivoyage,red,7415 E 41st Ave ,https://www.marriott.com/hotels/travel/denca-courtyard-denver-stapleton/ ,Sleep_Mid-range,"(39.7756, -104.9024)",,,,,,,,,"(39.7756, -104.9024)"
2,,39.752701,-104.991886,Hostel Fish ,"Upscale hostel that opened in July 2015 in a historic building in downtown Denver that occupies top 2 floors of the building and a restaurant and bar on the ground floor of the historic building. The 2 story hostel has 67 dorm beds and 2 private rooms available with free continental breakfast, free wi-fi, guest lounge, bar and kitchen.",wikivoyage,red,1217 20th St ,http://www.hostelfish.com/ ,Sleep_Budget,"(39.752701, -104.991886)",,,,,,,,,"(39.752701, -104.991886)"
1,,39.7554,-105.0163,Ramada Denver Midtown ,,wikivoyage,red,2601 Zuni St ,https://www.wyndhamhotels.com/ramada/denver-colorado/ramada-denver-midtown/overview ,Sleep_Budget,"(39.7554, -105.0163)",,,,,,,,,"(39.7554, -105.0163)"
0,,39.7341,-104.9871,11th Avenue Hostel ,,wikivoyage,red,1112 N. Broadway ,http://11thavenuehostel.com/ ,Sleep_Budget,"(39.7341, -104.9871)",,,,,,,,,"(39.7341, -104.9871)"
2,,39.76761,-104.97504,Tracks ,"Denver's main gay nightclub, Tracks is big, friendly, and very fun. Go there Thursday for 18+ nights, or check out the monthly lesbian party First Fridays. Once a month (usually 3rd Friday) they have a themed Rollerskating event. Skates run out fast, bring your own if you can.",wikivoyage,red,3500 Walnut St ,http://www.tracksdenver.com/ ,Drink_Nightclubs,"(39.76761, -104.97504)",,,,,,,,,"(39.76761, -104.97504)"
1,,39.73975,-104.97624,Charlie's ,"Charlie's is simultaneously a gay bar and cultural landmark catering to the old west spirit and/or disco diva in all of us. Charlie's has a friendly clientele, a mix of country, pop, and dance music, and inexpensive drinks.",wikivoyage,red,900 E Colfax Ave ,http://www.charliesdenver.com/ ,Drink_Nightclubs,"(39.73975, -104.97624)",,,,,,,,,"(39.73975, -104.97624)"
0,,39.7951,-104.9867,Grizzly Rose ,"A must for a true western experience. The Grizzly Rose is a huge saloon with line-dancing, live music, and even a mechanical bull. A popular draw for people living outside the city.",wikivoyage,red,5450 North Valley Highway ,https://www.grizzlyrose.com/ ,Drink_Nightclubs,"(39.7951, -104.9867)",,,,,,,,,"(39.7951, -104.9867)"
9,,39.7313,-104.98635,Drip ,"#G. Upscale atmosphere with friendly staff and reasonable prices. Serving locally-roasted coffee, teas, sandwiches and pastries. Good spot for studying, business meetings, or just to meet with friends. Wifi-equipped, and there's a loft upstairs.",wikivoyage,red,955 Lincoln St ,http://www.dripdenver.com/ ,Drink_Coffee,"(39.7313, -104.98635)",,,,,,,,,"(39.7313, -104.98635)"
8,,39.71217,-104.98733,Bardo ,"Great laid-back atmosphere, vintage couches in back, tables in front, booths in the middle. Serves locally-roasted coffee, pastries and teas. Good study spot, or just to meet with friends. Wifi-equipped.",wikivoyage,red,228 S Broadway ,https://www.bardocoffee.com/ ,Drink_Coffee,"(39.71217, -104.98733)",,,,,,,,,"(39.71217, -104.98733)"
7,,39.68961,-104.98026,Stella's Coffeehaus ,"Large wifi-friendly coffeeshop with a warm, open feel. Popular among students studying during the day, louder and livelier at night.",wikivoyage,red,1476 S Pearl St ,https://stellascoffee.com/ ,Drink_Coffee,"(39.68961, -104.98026)",,,,,,,,,"(39.68961, -104.98026)"
6,,39.75899,-105.00876,Metropolis ,11th and Cherokee and 17th and Champa. Modern. Wifi/Laptop friendly.,wikivoyage,red, ,http://www.metropolisdenver.com/ ,Drink_Coffee,"(39.75899, -105.00876)",,,,,,,,,"(39.75899, -105.00876)"
5,,39.77672,-105.01305,Common Grounds Downtown ,An old mainstay in Denver. Moved to the Highlands.,wikivoyage,red,2139 W 44th Ave ,http://www.commongroundscoffeehouse.com/ ,Drink_Coffee,"(39.77672, -105.01305)",,,,,,,,,"(39.77672, -105.01305)"
4,,39.73061,-104.97276,Dazbog ,Formerly Diedrich's. Lovely tree lined street. Nice selection of pastries and light bites. Wifi/laptop friendly. Multiple locations around the city.,wikivoyage,red, ,http://www.dazbog.com/ ,Drink_Coffee,"(39.73061, -104.97276)",,,,,,,,,"(39.73061, -104.97276)"
3,,39.7463,-104.9809,Fluid ,Modern. Gourmets: order an artisan coffee made with the Clover machine. Light pre-packaged eats available. Wifi/Laptop friendly.,wikivoyage,red, ,http://www.fluidcoffeebar.com/ ,Drink_Coffee,"(39.7463, -104.9809)",,,,,,,,,"(39.7463, -104.9809)"
2,,39.7434,-104.9629,St. Mark's ,Quintessential coffeehouse ambience. House made pastries. Lovely neighborhood block with a nice collection of restaurants.,wikivoyage,red,2019 E 17th Ave ,http://www.stmarkscoffeehouse.com/ ,Drink_Coffee,"(39.7434, -104.9629)",,,,,,,,,"(39.7434, -104.9629)"
1,,39.7403,-104.94947,Hooked on Colfax ,"A few blocks south of City Park. Wifi-friendly coffeeshop with great local coffee offerings, as well as a small selection of beer, wine, and cocktails. Offers delicious home-baked pastries and quiches, with gluten-free and vegan options.",wikivoyage,red,3213 E Colfax ,http://www.hookedoncolfax.com ,Drink_Coffee,"(39.7403, -104.94947)",,,,,,,,,"(39.7403, -104.94947)"
0,,39.7255,-104.979,Pablo's Coffee ,"Also location at 1300 Pennsylvania St (NE corner 13th Ave and Penn). Fresh roasted coffee roasted in the store, excellent barristas and a nice patio, no wi-fi so the number of student ""campers"" is a minimum, a great place for people looking for a great cup of coffee.",wikivoyage,red,"630 E 6th Ave, 80203 ",https://www.pabloscoffee.com/ ,Drink_Coffee,"(39.7255, -104.979)",,,,,,,,,"(39.7255, -104.979)"
0,,39.7202,-104.8965,Lowry Beer Garden ,"In the Lowry neighborhood, this beer garden is in between two of the old airplane hangars that made up Lowry Air Force Base. The Garden offers a thoughtful draft and bottled beer selection with a focus on Colorado and handcrafted brews. The Lowry Beer Garden also serves up your favorite casual fare with locally-made gourmet brats & sausages, freshly-baked pretzels, house-ground burgers, hand-cut fries and chef-created salads.",wikivoyage,red,7577 East Academy Blvd ,http://www.lowrybeergarden.com/ ,Drink_Bars elsewhere in Denver,"(39.7202, -104.8965)",,,,,,,,,"(39.7202, -104.8965)"
1,,39.7398,-104.9657,Squire Lounge ,"This is a serious dive bar, complete with nasty bathrooms, unkempt floors, characters, a couple pool tables, and a jukebox. And cheap late night drinks accompanied by some seriously plastered clientèle. Clearly not for everyone, but it has its place. If you are up for a real wild ride, order ''The Beaver'', a huge pitcher of impromptu God-only-knows-what, usually less than $10.",wikivoyage,red,1800 E Colfax Ave , ,Drink_Bars on Colfax,"(39.7398, -104.9657)",,,,,,,,,"(39.7398, -104.9657)"
0,,39.7399,-104.9487,Mezcal ,"Mezcal is a hip Mexican-themed bar/restaurant serving excellent and cheap Mexican food along with its plentiful selection of great drinks, particularly tequilas.",wikivoyage,red,3230 E Colfax Ave ,http://www.mezcalcolorado.com/ ,Drink_Bars on Colfax,"(39.7399, -104.9487)",,,,,,,,,"(39.7399, -104.9487)"
3,,39.7338,-104.97567,Park Tavern ,Tavern food and drink,wikivoyage,red,931 E 11th Ave ,http://www.theparktaverndenver.com/ ,Drink_Bars in Capitol Hill,"(39.7338, -104.97567)",,,,,,,,,"(39.7338, -104.97567)"
2,,39.7367,-104.9845,City O City ,You will find a changing handful of unusual brews on tap. Grab a blueberry muffin or the vegan buffalo wings (which are excellent - and you can eat them without having to worry about a bone!) and people watch.,wikivoyage,red,206 E 13th Ave ,http://www.cityocitydenver.com/ ,Drink_Bars in Capitol Hill,"(39.7367, -104.9845)",,,,,,,,,"(39.7367, -104.9845)"
1,,39.7351,-104.9857,The Church ,"Part of the ""SoCo"" (South of Colfax) club district, the Church is one of the most popular dance clubs in the city, and as its name suggests, is housed in a former Episcopalian church. That however, does not prevent hundreds if not thousands of people from descending on the dance floor every night to shake what God has given them.",wikivoyage,red,1160 Lincoln St ,http://www.coclubs.com/the-church/ ,Drink_Bars in Capitol Hill,"(39.7351, -104.9857)",,,,,,,,,"(39.7351, -104.9857)"
0,,39.7318,-104.9831,Charlie Brown's Bar & Grill ,"Charlie Brown's in another Beat-era hangout located at a hotel where Ginsburg and the gang used to stay. Has great happy-hours, a mostly local crowd, good food, and an agile piano player belting out tunes while you drink.",wikivoyage,red,980 Grant St ,http://www.charliebrownsbarandgrill.com/ ,Drink_Bars in Capitol Hill,"(39.7318, -104.9831)",,,,,,,,,"(39.7318, -104.9831)"
3,,39.7534,-104.9985,Wynkoop Brewery ,"Fresh brews, billiard tables, and excellent food. Banquets and private parties. Historically significant architecture.",wikivoyage,red,1634 18th St ,http://www.wynkoop.com/ ,Drink_Bars in Lower Downtown (LoDo),"(39.7534, -104.9985)",,,,,,,,,"(39.7534, -104.9985)"
2,,39.7486,-105.0003,Nallen's Irish Pub ,"A little piece of the Old Country in Denver, Nallen's has great nightly drink specials and a Tuesday night pub quiz.",wikivoyage,red,1429 Market St ,http://www.nallenspub.com/ ,Drink_Bars in Lower Downtown (LoDo),"(39.7486, -105.0003)",,,,,,,,,"(39.7486, -105.0003)"
1,,39.7562,-105.0093,My Brother's Bar ,"Brother's is the oldest still-operating bar in Denver, steeped in the history of the Beat movement; Jack Kerouac was a regular here during his years in Denver. Massive selection of premium choices and a fantastic single-malt scotch selection. Classical music plays, but don't expect to hear it on a really busy night. Good food, making this a great casual lunch option, including the JCB: a cheeseburger featuring Jalapeno Cream Cheese. There's no sign on the bar so don't look for one, but it's right on the southeast corner of 15th and Platte streets. This is where the locals go and regulars abound.",wikivoyage,red,2376 15th St ,https://www.mybrothersbar.com/ ,Drink_Bars in Lower Downtown (LoDo),"(39.7562, -105.0093)",,,,,,,,,"(39.7562, -105.0093)"
0,,39.7521,-104.9993,The Cruise Room ,1930s Art Deco martini bar inside the Oxford Hotel. Best martinis in Denver! You can also order fresh seafood from McCormick's Fish House.,wikivoyage,red,1600 17th St ,http://www.theoxfordhotel.com/denver-dining/the-cruise-room/ ,Drink_Bars in Lower Downtown (LoDo),"(39.7521, -104.9993)",,,,,,,,,"(39.7521, -104.9993)"
5,,39.747538,-104.9947179,Rock Bottom ,A national chain of brewpubs..,wikivoyage,red, ,http://www.rockbottom.com ,Drink,"(39.747538, -104.9947179)",,,,,,,,,"(39.747538, -104.9947179)"
3,,39.7126,-104.9987,Stranahan's Colorado Whiskey ,,wikivoyage,red,200 S Kalamath St ,https://www.stranahans.com/ ,Drink,"(39.7126, -104.9987)",,,,,,,,,"(39.7126, -104.9987)"
2,,39.70306,-104.93245,Bull & Bush ,,wikivoyage,red, ,https://bullandbush.com/ ,Drink,"(39.70306, -104.93245)",,,,,,,,,"(39.70306, -104.93245)"
1,,39.7534,-104.99836,Wynkoop Brewing Company ,,wikivoyage,red, ,http://www.wynkoop.com ,Drink,"(39.7534, -104.99836)",,,,,,,,,"(39.7534, -104.99836)"
0,,39.75377,-104.98847,Great Divide Brewing Co. ,"Offers 30-minute tours on the hour M-F 3-5PM, Sa Su 2-6PM ",wikivoyage,red, 2201 Arapahoe St ,https://greatdivide.com/ ,Drink,"(39.75377, -104.98847)",,,,,,,,,"(39.75377, -104.98847)"
5,,39.7728,-105.0111,The Wolf's Tailor ,"This Michelin-starred restaurant puts a lot of care into a sustainable, seasonal chef's tasting menu. The chef's menu is the only offering. Seating indoors or in a small garden outdoors.",wikivoyage,red,4058 Tejon St ,https://www.thewolfstailor.com/ ,Eat_Splurge,"(39.7728, -105.0111)",,,,,,,,,"(39.7728, -105.0111)"
4,,39.75283,-104.99816,Urban Farmer ,"This is a most curious hybrid: a committee steakhouse with serious, delicious vegan options on the menu. High quality with a price to suit. In a heritage building, for which the city tacks a small maintenance charge onto your bill. Outdoor tables along Wazee Street are pleasant when the weather cooperates.",wikivoyage,red,1659 Wazee St ,https://www.urbanfarmersteakhouse.com/location/urban-farmer-denver/ ,Eat_Splurge,"(39.75283, -104.99816)",,,,,,,,,"(39.75283, -104.99816)"
3,,39.7528,-104.9994,Venice Ristorante ,"Amazing, authentic Italian. Very expensive. Very romantic. Very good. Reservations highly recommended.",wikivoyage,red,1700 Wynkoop St ,http://veniceristorante.com/ ,Eat_Splurge,"(39.7528, -104.9994)",,,,,,,,,"(39.7528, -104.9994)"
2,,39.7322,-105.005,Buckhorn Exchange ,"Denver's oldest restaurant, from 1893, played host to famous guest after famous guest, arguably starting with one President Teddy Roosevelt in 1905. Without a doubt, this is as touristy as it gets, but it is nonetheless absolutely worth a visit. Famous for its game meat, both prosaic and rare, the buffalo tenderloin is exceptional, but more adventurous palates can go after the rattlesnake dip, alligator tail, ostrich medallions, or even yak steak! (Call ahead to check ostrich and yak availability.) The place is ''saturated'' in Old West kitsch, aging wood, and animal heads, and Th-Sa nights Roz Brown stops by to croon old cowboy tunes accompanied by his autoharp.",wikivoyage,red,1000 Osage St ,http://www.buckhorn.com/ ,Eat_Splurge,"(39.7322, -105.005)",,,,,,,,,"(39.7322, -105.005)"
1,,39.7255,-104.9513,Barolo Grill ,Decadent Italian.,wikivoyage,red,3030 E 6th Ave ,http://barologrilldenver.com/ ,Eat_Splurge,"(39.7255, -104.9513)",,,,,,,,,"(39.7255, -104.9513)"
0,,39.748,-104.9992,TAG ,"Continental food, house-made tonic for drinks.",wikivoyage,red,1441 Larimer St ,http://www.tag-restaurant.com/ ,Eat_Splurge,"(39.748, -104.9992)",,,,,,,,,"(39.748, -104.9992)"
