,location,distance,item,lat,lon,sitelinks,itemLabel,placeLabel,tier,color
0,Point(-105.145 39.782),14.49,http://www.wikidata.org/entity/Q348358,39.782,-105.145,42,Jack Swigert,Mount Olivet Cemetery,graves,black
1,Point(-105.0942001 39.7580986),9.58,http://www.wikidata.org/entity/Q921642,39.7580986,-105.0942001,21,Richard Biggs,Crown Hill Cemetery,graves,black
