,item,articleDE,articleEN,location,distance,lat,lon,sitelinks,thing,itemLabel,thingLabel,tier,color
0,http://www.wikidata.org/entity/Q953583,https://de.wikipedia.org/wiki/Littleton_(Colorado),"https://en.wikipedia.org/wiki/Littleton,_Colorado",Point(-105.0166498 39.613321),14.262,39.613321,-105.0166498,56,http://www.wikidata.org/entity/Q62049,Littleton,county seat,S,orange
1,http://www.wikidata.org/entity/Q202512,https://de.wikipedia.org/wiki/Amoklauf_von_Aurora,https://en.wikipedia.org/wiki/2012_Aurora_theater_shooting,Point(-104.8206 39.7059),14.529,39.7059,-104.8206,39,http://www.wikidata.org/entity/Q750215,2012 Aurora shooting,mass murder,S,orange
3,http://www.wikidata.org/entity/Q2303213,,"https://en.wikipedia.org/wiki/Mountain_View,_Colorado",Point(-105.056 39.7756),7.302,39.7756,-105.056,34,http://www.wikidata.org/entity/Q15127012,Mountain View,town in the United States,S,orange
4,http://www.wikidata.org/entity/Q795470,https://de.wikipedia.org/wiki/Ball_Arena,https://en.wikipedia.org/wiki/Ball_Arena,Point(-105.0075 39.748611111),2.198,39.748611111111,-105.0075,34,http://www.wikidata.org/entity/Q641226,Ball Arena,arena,S,orange
5,http://www.wikidata.org/entity/Q895383,https://de.wikipedia.org/wiki/Bow_Mar,"https://en.wikipedia.org/wiki/Bow_Mar,_Colorado",Point(-105.051 39.6269),13.713,39.6269,-105.051,32,http://www.wikidata.org/entity/Q15127012,Bow Mar,town in the United States,S,orange
6,http://www.wikidata.org/entity/Q2370198,,"https://en.wikipedia.org/wiki/Lakeside,_Colorado",Point(-105.057 39.7833),7.875,39.7833,-105.057,31,http://www.wikidata.org/entity/Q15127012,Lakeside,town in the United States,S,orange
7,http://www.wikidata.org/entity/Q519427,https://de.wikipedia.org/wiki/University_of_Denver,https://en.wikipedia.org/wiki/University_of_Denver,Point(-104.962222 39.678333),7.043,39.678333,-104.962222,30,http://www.wikidata.org/entity/Q902104,University of Denver,private university,S,orange
10,http://www.wikidata.org/entity/Q1046135,https://de.wikipedia.org/wiki/Empower_Field_at_Mile_High,https://en.wikipedia.org/wiki/Empower_Field_at_Mile_High,Point(-105.02 39.743888888),3.048,39.743888888889,-105.02,30,http://www.wikidata.org/entity/Q37985280,Empower Field at Mile High,American football stadium,S,orange
11,http://www.wikidata.org/entity/Q120847,https://de.wikipedia.org/wiki/Berkley_(Colorado),"https://en.wikipedia.org/wiki/Berkley,_Colorado",Point(-105.027 39.8039),8.041,39.8039,-105.027,26,http://www.wikidata.org/entity/Q17343829,Berkley,unincorporated community in the United States,S,orange
12,http://www.wikidata.org/entity/Q1129916,https://de.wikipedia.org/wiki/Coors_Field,https://en.wikipedia.org/wiki/Coors_Field,Point(-104.994166666 39.756111111),2.038,39.756111111111,-104.99416666667,25,http://www.wikidata.org/entity/Q483110,Coors Field,stadium,S,orange
