,item,articleDE,articleEN,location,distance,lat,lon,sitelinks,thing,itemLabel,thingLabel,tier,color
0,http://www.wikidata.org/entity/Q1188,https://de.wikipedia.org/wiki/Madhya_Pradesh,https://en.wikipedia.org/wiki/Madhya_Pradesh,Point(77.417 23.25),1.8,23.25,77.417,137,http://www.wikidata.org/entity/Q12443800,Madhya Pradesh,state of India,S,orange
1,http://www.wikidata.org/entity/Q80989,https://de.wikipedia.org/wiki/Bhopal,https://en.wikipedia.org/wiki/Bhopal,Point(77.416666666 23.25),1.772,23.25469,77.40289,113,http://www.wikidata.org/entity/Q1549591,Bhopal,big city,S,orange
5,http://www.wikidata.org/entity/Q129029,https://de.wikipedia.org/wiki/Katastrophe_von_Bhopal,https://en.wikipedia.org/wiki/Bhopal_disaster,Point(77.410555555 23.280833333),2.634,23.280833333333,77.410555555556,64,http://www.wikidata.org/entity/Q977367,Bhopal disaster,chemical accident,S,orange
6,http://www.wikidata.org/entity/Q7285421,https://de.wikipedia.org/wiki/Flughafen_Bhopal,https://en.wikipedia.org/wiki/Raja_Bhoj_Airport,Point(77.3375 23.2875),7.335,23.2875,77.3375,24,http://www.wikidata.org/entity/Q1248784,Raja Bhoj Airport,airport,S,orange
8,http://www.wikidata.org/entity/Q855044,https://de.wikipedia.org/wiki/Bhopal_(Staat),https://en.wikipedia.org/wiki/Bhopal_State,Point(77.4 23.25),0.965,23.25,77.4,18,http://www.wikidata.org/entity/Q10711424,Bhopal State,state with limited recognition,A,green
9,http://www.wikidata.org/entity/Q2446436,https://de.wikipedia.org/wiki/Mandideep,https://en.wikipedia.org/wiki/Mandideep,Point(77.518055555 23.094444444),21.759,23.094444444444,77.518055555556,18,http://www.wikidata.org/entity/Q486972,Mandideep,human settlement,A,green
10,http://www.wikidata.org/entity/Q3514109,https://de.wikipedia.org/wiki/Taj-ul_Masjid,https://en.wikipedia.org/wiki/Taj-ul-Masajid,Point(77.3928 23.2629),1.059,23.2629,77.3928,18,http://www.wikidata.org/entity/Q32815,Taj-ul-Masajid,mosque,A,green
11,http://www.wikidata.org/entity/Q4100821,https://de.wikipedia.org/wiki/Bhopal_(Bundesstaat),https://en.wikipedia.org/wiki/Bhopal_State_(1949%E2%80%931956),Point(77.4 23.25),0.965,23.25,77.4,12,http://www.wikidata.org/entity/Q12443800,Bhopal State (1949–1956),state of India,A,green
12,http://www.wikidata.org/entity/Q855054,https://de.wikipedia.org/wiki/Bhopal_(Division),https://en.wikipedia.org/wiki/Bhopal_division,Point(77.41666667 23.25),1.772,23.25,77.41666667,11,http://www.wikidata.org/entity/Q124669069,Bhopal division,division of Madhya Pradesh,A,green
13,http://www.wikidata.org/entity/Q3373052,https://de.wikipedia.org/wiki/Bhojpur_(Madhya_Pradesh),"https://en.wikipedia.org/wiki/Bhojpur,_Madhya_Pradesh",Point(77.595277777 23.115),25.393,23.115,77.595277777778,11,http://www.wikidata.org/entity/Q3957,"Bhojpur, Madhya Pradesh",town,A,green
