,ao_link,lat,lon,name,ao_description,itemLabel,tier,color
81,https://www.atlasobscura.com/places/neuropathology-brain-museum,12.94047,77.598779,"
Neuropathology Brain Museum
","
India’s only Brain Museum displays over 200 fascinating ways that your brain might kill you.
","
Neuropathology Brain Museum
",atlas_obscura,gold
