,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,articleEN,thing,to_drop_key
3,,41.051667,28.991389,Nişantaşı ,"A neighbourhood east of Şişli known for its Art Nouveau apartment buildings, the ground floors of many of which are upmarket restaurants, cafes, pubs, and garment stores lining the sidewalks. Nobel laureate Orhan Pamuk, well-known Turkish novelist, is a lifelong resident of the neighbourhood which formed the background of several of his novels.",wikivoyage,red, , ,See,"(41.051667, 28.991389)",,,,,,,,,"(41.051667, 28.991389)"
2,,41.044506,28.987297,Radio Building ,"This building dating back to 1945 houses the local radio branch of the state radio and television corporation of Turkey (''TRT''). Not exactly an architectural pearl (although fans of the 1940s' totalitarian architecture will likely find its stately façade interesting), but it is prominent for the part it played in the political history of Turkey: It was occupied three times by the Army, in 1960, 1971, and most recently in 1980, when the radio was decidedly the broadcast type ranging most wide and far, to announce that they had launched a coup and taken over the governance of the country.",wikivoyage,red,"Cumhuriyet Cd, Harbiye ", ,See,"(41.044506, 28.987297)",,,,,,,,,"(41.044506, 28.987297)"
1,,41.0484,28.9883,Military Museum ,"Among the exhibition of this museum are five thousand pieces from the Ottoman era through WWII, with the most prominent piece possibly being the huge chain that the Byzantines stretched across the mouth of the Golden Horn to keep out the Sultan's navy in 1453 during the siege of Constantinople. In the yard of the museum, the Janissary Band (''Mehter Takımı''), the world’s oldest military band gives concerts of march music in traditional uniforms each afternoon, at 15:00.",wikivoyage,red,"Cumhuriyet Cd, Harbiye ",https://askerimuze.msb.gov.tr/ ,See,"(41.0484, 28.9883)",,,,,,,,,"(41.0484, 28.9883)"
0,,41.056397,28.987212,Atatürk Museum ,"A historic 3-storey house, easily distinguishable among the modern apartment buildings thanks to its brightly coloured and gracefully decorated exterior. This is where the future founder of the Turkish Republic, Kemal Atatürk rented in 1919 while staying in Istanbul before setting sail to [[Samsun]] on the Black Sea coast to start the Turkish War of Independence. Hosts Atatürk-related paraphernalia and photos.",wikivoyage,red,"Halaskargazi Cd 250, Şişli ", ,See,"(41.056397, 28.987212)",,,,,,,,,"(41.056397, 28.987212)"
0,,41.019722222222,28.949722222222,Constantine the Great,,graves,black,,,,,Point(28.949722222 41.019722222),2.648,http://www.wikidata.org/entity/Q8413,153.0,Church of the Holy Apostles,,,,"('41.019722222222', '28.949722222222')"
1,,41.01569,28.964469,Suleiman the Magnificent,,graves,black,,,,,Point(28.964469 41.01569),1.409,http://www.wikidata.org/entity/Q8474,151.0,Tomb of Suleiman the Magnificent,,,,"('41.01569', '28.964469')"
2,,41.0125,28.98,Mimar Sinan,,graves,black,,,,,Point(28.98 41.0125),0.763,http://www.wikidata.org/entity/Q5600,133.0,Constantinople,,,,"('41.0125', '28.98')"
3,,41.0192788,28.9502674,Mehmed II,,graves,black,,,,,Point(28.9502674 41.0192788),2.583,http://www.wikidata.org/entity/Q34503,120.0,Tomb of Mehmed the Conqueror,,,,"('41.0192788', '28.9502674')"
4,,41.01,28.960277777778,Justinian I,,graves,black,,,,,Point(28.960277777 41.01),1.369,http://www.wikidata.org/entity/Q41866,116.0,Istanbul,,,,"('41.01', '28.960277777778')"
8,,41.0085,28.9725,Abdul Hamid II,,graves,black,,,,,Point(28.9725 41.0085),0.368,http://www.wikidata.org/entity/Q134817,101.0,Mausoleum of Mahmud II,,,,"('41.0085', '28.9725')"
11,,41.0266,28.9513,Selim I,,graves,black,,,,,Point(28.9513 41.0266),3.05,http://www.wikidata.org/entity/Q494660,91.0,Yavuz Selim Mosque,,,,"('41.0266', '28.9513')"
13,,41.015643,28.964833,Hürrem Sultan,,graves,black,,,,,Point(28.964833 41.015643),1.385,http://www.wikidata.org/entity/Q255809,85.0,Hurrem Sultan Tomb,,,,"('41.015643', '28.964833')"
14,,41.026698,28.925211,Turgut Özal,,graves,black,,,,,Point(28.925211 41.026698),4.813,http://www.wikidata.org/entity/Q180280,81.0,Mausoleum of Turgut Özal,,,,"('41.026698', '28.925211')"
17,,41.008333333333,28.98,Selim II,,graves,black,,,,,Point(28.98 41.008333333),0.409,http://www.wikidata.org/entity/Q161872,78.0,Hagia Sophia,,,,"('41.008333333333', '28.98')"
18,,41.0097344,28.9559644,Selim III,,graves,black,,,,,Point(28.9559644 41.0097344),1.711,http://www.wikidata.org/entity/Q199633,76.0,III. Tomb of Mustafa,,,,"('41.0097344', '28.9559644')"
22,,41.015522,28.974138,Abdul Hamid I,,graves,black,,,,,Point(28.974138 41.015522),1.027,http://www.wikidata.org/entity/Q170707,74.0,Tomb of Abdulhamid I,,,,"('41.015522', '28.974138')"
24,,41.0479,28.9358,Mehmed V,,graves,black,,,,,Point(28.9358 41.0479),5.711,http://www.wikidata.org/entity/Q151494,74.0,Tomb of Mehmed V,,,,"('41.0479', '28.9358')"
25,,41.04166667,29.00666667,Hayreddin Barbarossa,,graves,black,,,,,Point(29.00666667 41.04166667),4.697,http://www.wikidata.org/entity/Q200582,74.0,Tomb of Hayreddin Barbarossa,,,,"('41.04166667', '29.00666667')"
26,,41.00779,28.979887,Mehmed III,,graves,black,,,,,Point(28.979887 41.00779),0.372,http://www.wikidata.org/entity/Q171465,74.0,Tomb of Mehmed III,,,,"('41.00779', '28.979887')"
35,,41.016875,28.972141,Murad V,,graves,black,,,,,Point(28.972141 41.016875),1.208,http://www.wikidata.org/entity/Q199827,67.0,New Mosque,,,,"('41.016875', '28.972141')"
40,,41.068138888889,28.982083333333,Enver Pasha,,graves,black,,,,,Point(28.982083333 41.068138888),6.887,http://www.wikidata.org/entity/Q153899,66.0,"Monument of Liberty, Istanbul",,,,"('41.068138888889', '28.982083333333')"
48,,41.0253,28.9269,Adnan Menderes,,graves,black,,,,,Point(28.9269 41.0253),4.616,http://www.wikidata.org/entity/Q238745,60.0,Mausoleum of Adnan Menderes,,,,"('41.0253', '28.9269')"
49,,41.01537,28.92084,Necmettin Erbakan,,graves,black,,,,,Point(28.92084 41.01537),4.724,http://www.wikidata.org/entity/Q243550,59.0,Merkezefendi Cemetery,,,,"('41.01537', '28.92084')"
50,,41.01972222,28.95722222,John II Komnenos,,graves,black,,,,,Point(28.95722222 41.01972222),2.156,http://www.wikidata.org/entity/Q41628,57.0,Zeyrek Mosque,,,,"('41.01972222', '28.95722222')"
56,,41.0738,29.0079,Yaşar Kemal,,graves,black,,,,,Point(29.0079 41.0738),7.963,http://www.wikidata.org/entity/Q327142,53.0,Zincirlikuyu Cemetery,,,,"('41.0738', '29.0079')"
58,,40.913055555556,29.05,Michael I Rangabe,,graves,black,,,,,Point(29.05 40.913055555),12.1,http://www.wikidata.org/entity/Q41652,53.0,Kınalıada,,,,"('40.913055555556', '29.05')"
59,,41.00861111,28.95555556,Romanos I Lekapenos,,graves,black,,,,,Point(28.95555556 41.00861111),1.723,http://www.wikidata.org/entity/Q41646,52.0,Bodrum Mosque,,,,"('41.00861111', '28.95555556')"
62,,41.00775,28.91346,Hrant Dink,,graves,black,,,,,Point(28.91346 41.00775),5.239,http://www.wikidata.org/entity/Q110126,51.0,Balıklı Armenian Cemetery,,,,"('41.00775', '28.91346')"
76,,41.032194,28.930575,Mehmet Akif Ersoy,,graves,black,,,,,Point(28.930575 41.032194),4.762,http://www.wikidata.org/entity/Q316443,44.0,Edirnekapı Martyr's Cemetery,,,,"('41.032194', '28.930575')"
78,,41.016166666667,28.971888888889,Turhan Sultan,,graves,black,,,,,Point(28.971888888 41.016166666),1.138,http://www.wikidata.org/entity/Q621548,43.0,Tomb of Turhan Hatice Sultan,,,,"('41.016166666667', '28.971888888889')"
79,,41.00888889,28.97111111,Ziya Gökalp,,graves,black,,,,,Point(28.97111111 41.00888889),0.487,http://www.wikidata.org/entity/Q83275,41.0,Çemberlitaş,,,,"('41.00888889', '28.97111111')"
84,,41.09726,29.06602,Mesut Yılmaz,,graves,black,,,,,Point(29.06602 41.09726),12.619,http://www.wikidata.org/entity/Q366692,39.0,Kanlıca Cemetery,,,,"('41.09726', '29.06602')"
85,,41.0065,28.9157,Patriarch Athenagoras I of Constantinople,,graves,black,,,,,Point(28.9157 41.0065),5.049,http://www.wikidata.org/entity/Q68359,38.0,Church of St. Mary of the Spring,,,,"('41.0065', '28.9157')"
86,,41.013794444444,28.957175,Rüstem Paşa,,graves,black,,,,,Point(28.957175 41.013794444),1.772,http://www.wikidata.org/entity/Q642614,38.0,Şehzade Mosque,,,,"('41.013794444444', '28.957175')"
88,,41.0106,29.0261,Reşat Nuri Güntekin,,graves,black,,,,,Point(29.0261 41.0106),4.24,http://www.wikidata.org/entity/Q379595,38.0,Karacaahmet Cemetery,,,,"('41.0106', '29.0261')"
90,,41.047947222222,28.933786111111,Abu Ayyub al-Ansari,,graves,black,,,,,Point(28.933786111 41.047947222),5.816,http://www.wikidata.org/entity/Q334813,37.0,Eyüp Sultan Mosque,,,,"('41.047947222222', '28.933786111111')"
92,,41.048333333333,28.971666666667,Fatma Aliye Topuz,,graves,black,,,,,Point(28.971666666 41.048333333),4.678,http://www.wikidata.org/entity/Q1136761,36.0,Feriköy Cemetery,,,,"('41.048333333333', '28.971666666667')"
104,,41.018955,28.9505759,Osman Nuri Pasha,,graves,black,,,,,Point(28.9505759 41.018955),2.541,http://www.wikidata.org/entity/Q546595,32.0,Gazi Osman Pasha Tomb,,,,"('41.018955', '28.9505759')"
107,,41.05219,28.93329,Mahfiruz Sultan,,graves,black,,,,,Point(28.93329 41.05219),6.221,http://www.wikidata.org/entity/Q2682717,32.0,Eyüpsultan Cemetery,,,,"('41.05219', '28.93329')"
116,,41.0825,29.055277777778,Ahmet Hamdi Tanpınar,,graves,black,,,,,Point(29.055277777 41.0825),10.769,http://www.wikidata.org/entity/Q401875,30.0,Aşiyan Asri Cemetery,,,,"('41.0825', '29.055277777778')"
117,,41.031111,28.939167,Germanus I of Constantinople,,graves,black,,,,,Point(28.939167 41.031111),4.128,http://www.wikidata.org/entity/Q441464,29.0,Chora Church,,,,"('41.031111', '28.939167')"
119,,41.018934,28.950562,Halil İnalcık,,graves,black,,,,,Point(28.950562 41.018934),2.541,http://www.wikidata.org/entity/Q739524,29.0,Fatih Mosque Cemetery,,,,"('41.018934', '28.950562')"
123,,41.11841,29.05784,Ferdi Tayfur,,graves,black,,,,,Point(29.05784 41.11841),14.226,http://www.wikidata.org/entity/Q709859,29.0,Yeniköy Cemetery,,,,"('41.11841', '29.05784')"
128,,41.0191331,28.9505866,Gülbahar Hatun,,graves,black,,,,,Point(28.9505866 41.0191331),2.552,http://www.wikidata.org/entity/Q2690022,28.0,Gulbahar Hatun Tomb,,,,"('41.0191331', '28.9505866')"
134,,40.984169444444,29.076669444444,Rauf Orbay,,graves,black,,,,,Point(29.076669444 40.984169444),8.812,http://www.wikidata.org/entity/Q282179,28.0,Sahrayıcedid Cemetery,,,,"('40.984169444444', '29.076669444444')"
139,,41.0446,28.966,Piyale Pasha,,graves,black,,,,,Point(28.966 41.0446),4.329,http://www.wikidata.org/entity/Q949051,26.0,Piyale Pasha Mosque,,,,"('41.0446', '28.966')"
144,,40.9817,28.87241,Halid Ziya Uşaklıgil,,graves,black,,,,,Point(28.87241 40.9817),9.106,http://www.wikidata.org/entity/Q1366693,25.0,Bakırköy Cemetery,,,,"('40.9817', '28.87241')"
145,,41.01,28.953055555556,Pertevniyal Sultan,,graves,black,,,,,Point(28.953055555 41.01),1.956,http://www.wikidata.org/entity/Q434159,25.0,Pertevniyal Mosque,,,,"('41.01', '28.953055555556')"
149,,41.03111111,28.93916667,Kemalpaşazade,,graves,black,,,,,Point(28.93916667 41.03111111),4.128,http://www.wikidata.org/entity/Q449254,25.0,"Edirnekapı, Istanbul",,,,"('41.03111111', '28.93916667')"
152,,41.010277777778,28.970277777778,Şehsuvar Sultan,,graves,black,,,,,Point(28.970277777 41.010277777),0.639,http://www.wikidata.org/entity/Q623087,25.0,Nuruosmaniye Mosque,,,,"('41.010277777778', '28.970277777778')"
153,,41.026373,28.980928,Kılıç Ali Paşa,,graves,black,,,,,Point(28.980928 41.026373),2.263,http://www.wikidata.org/entity/Q465269,25.0,Kılıç Ali Pasha Mosque,,,,"('41.026373', '28.980928')"
157,,41.08,28.937777777778,Mihrişah Sultan,,graves,black,,,,,Point(28.937777777 41.08),8.787,http://www.wikidata.org/entity/Q2999351,25.0,Eyüp,,,,"('41.08', '28.937777777778')"
165,,41.06518,28.99032,Ara Güler,,graves,black,,,,,Point(28.99032 41.06518),6.649,http://www.wikidata.org/entity/Q623586,24.0,Şişli Armenian Cemetery,,,,"('41.06518', '28.99032')"
170,,41.009796601953,28.920564587562,Serif Gören,,graves,black,,,,,Point(28.920564587 41.009796601),4.656,http://www.wikidata.org/entity/Q388991,23.0,Kozlu Cemetery,,,,"('41.009796601953', '28.920564587562')"
201,,41.037694444444,28.959388888889,Cemal Süreya,,graves,black,,,,,Point(28.959388888 41.037694444),3.746,http://www.wikidata.org/entity/Q982905,21.0,Kulaksız Cemetery,,,,"('41.037694444444', '28.959388888889')"
205,,41.0053851,28.9768247,Fatma Sultan,,graves,black,,,,,Point(28.9768247 41.0053851),0.137,http://www.wikidata.org/entity/Q16911421,21.0,Sultan Ahmed Mosque,,,,"('41.0053851', '28.9768247')"
8,,41.012222222222,28.976111111111,Istanbul Province,,S,red,,,province of Turkey,,Point(28.976111111 41.012222222),0.65,http://www.wikidata.org/entity/Q534799,87.0,,https://de.wikipedia.org/wiki/Istanbul_(Provinz),https://en.wikipedia.org/wiki/Istanbul_Province,http://www.wikidata.org/entity/Q48336,"('41.012222222222', '28.976111111111')"
9,,41.03,28.935,Fall of Constantinople,,S,red,,,battle,,Point(28.935 41.03),4.319,http://www.wikidata.org/entity/Q160077,78.0,,https://de.wikipedia.org/wiki/Eroberung_von_Konstantinopel_(1453),https://en.wikipedia.org/wiki/Fall_of_Constantinople,http://www.wikidata.org/entity/Q178561,"('41.03', '28.935')"
12,,41.013,28.984,Topkapı Palace,,S,red,,,tourist attraction,,Point(28.984 41.013),1.003,http://www.wikidata.org/entity/Q170495,76.0,,https://de.wikipedia.org/wiki/Topkap%C4%B1-Palast,https://en.wikipedia.org/wiki/Topkap%C4%B1_Palace,http://www.wikidata.org/entity/Q570116,"('41.013', '28.984')"
16,,40.976111111111,28.814166666667,Atatürk Airport,,S,red,,,aerodrome,,Point(28.814166666 40.976111111),13.983,http://www.wikidata.org/entity/Q86473,73.0,,https://de.wikipedia.org/wiki/Flughafen_Istanbul-Atat%C3%BCrk,https://en.wikipedia.org/wiki/Atat%C3%BCrk_Airport,http://www.wikidata.org/entity/Q62447,"('40.976111111111', '28.814166666667')"
17,,41.103388888889,28.991,Rams Park,,S,red,,,association football venue,,Point(28.991 41.103388888),10.861,http://www.wikidata.org/entity/Q81492,71.0,,https://de.wikipedia.org/wiki/Rams_Park,https://en.wikipedia.org/wiki/Rams_Park,http://www.wikidata.org/entity/Q1154710,"('41.103388888889', '28.991')"
18,,41.016111111111,28.963888888889,Süleymaniye Mosque,,S,red,,,tourist attraction,,Point(28.963888888 41.016111111),1.477,http://www.wikidata.org/entity/Q178643,69.0,,https://de.wikipedia.org/wiki/S%C3%BCleymaniye-Moschee,https://en.wikipedia.org/wiki/S%C3%BCleymaniye_Mosque,http://www.wikidata.org/entity/Q570116,"('41.016111111111', '28.963888888889')"
22,,41.029222,28.951675,Ecumenical Patriarchate of Constantinople,,S,red,,,Eastern Orthodox patriarchate,,Point(28.951675 41.029222),3.251,http://www.wikidata.org/entity/Q211004,69.0,,https://de.wikipedia.org/wiki/%C3%96kumenisches_Patriarchat_von_Konstantinopel,https://en.wikipedia.org/wiki/Ecumenical_Patriarchate_of_Constantinople,http://www.wikidata.org/entity/Q44301618,"('41.029222', '28.951675')"
23,,40.98,29.03,Council of Chalcedon,,S,red,,,ecumenical council,,Point(29.03 40.98),5.407,http://www.wikidata.org/entity/Q170531,66.0,,https://de.wikipedia.org/wiki/Konzil_von_Chalcedon,https://en.wikipedia.org/wiki/Council_of_Chalcedon,http://www.wikidata.org/entity/Q51645,"('40.98', '29.03')"
24,,41.013036111111,28.963875,Istanbul University,,S,red,,,public university,,Point(28.963875 41.013036111),1.249,http://www.wikidata.org/entity/Q192964,61.0,,https://de.wikipedia.org/wiki/Universit%C3%A4t_Istanbul,https://en.wikipedia.org/wiki/Istanbul_University,http://www.wikidata.org/entity/Q875538,"('41.013036111111', '28.963875')"
26,,41.029166666667,28.961111111111,Golden Horn,,S,red,,,ria,,Point(28.961111111 41.029166666),2.82,http://www.wikidata.org/entity/Q179839,60.0,,https://de.wikipedia.org/wiki/Goldenes_Horn_(T%C3%BCrkei),https://en.wikipedia.org/wiki/Golden_Horn,http://www.wikidata.org/entity/Q554394,"('41.029166666667', '28.961111111111')"
27,,41.01666667,29.01666667,Üsküdar,,S,red,,,municipality of Turkey,,Point(29.01666667 41.01666667),3.609,http://www.wikidata.org/entity/Q326339,60.0,,https://de.wikipedia.org/wiki/%C3%9Csk%C3%BCdar,https://en.wikipedia.org/wiki/%C3%9Csk%C3%BCdar,http://www.wikidata.org/entity/Q2460358,"('41.01666667', '29.01666667')"
29,,40.986944444444,29.036666666667,Kadıköy,,S,red,,,municipality of Turkey,,Point(29.036666666 40.986944444),5.541,http://www.wikidata.org/entity/Q932886,59.0,,https://de.wikipedia.org/wiki/Kad%C4%B1k%C3%B6y,https://en.wikipedia.org/wiki/Kad%C4%B1k%C3%B6y,http://www.wikidata.org/entity/Q2460358,"('40.986944444444', '29.036666666667')"
31,,41.011388888889,28.950277777778,Fatih,,S,red,,,municipality of Turkey,,Point(28.950277777 41.011388888),2.218,http://www.wikidata.org/entity/Q732923,58.0,,https://de.wikipedia.org/wiki/Fatih_(Istanbul),https://en.wikipedia.org/wiki/Fatih,http://www.wikidata.org/entity/Q2460358,"('41.011388888889', '28.950277777778')"
33,,41.045277777778,29.034444444444,15 July Martyrs Bridge,,S,red,,,road bridge,,Point(29.034444444 41.045277777),6.546,http://www.wikidata.org/entity/Q4484,58.0,,https://de.wikipedia.org/wiki/Br%C3%BCcke_der_M%C3%A4rtyrer_des_15._Juli,https://en.wikipedia.org/wiki/Bosphorus_Bridge,http://www.wikidata.org/entity/Q537127,"('41.045277777778', '29.034444444444')"
39,,41.075277777778,29.0275,Beşiktaş,,S,red,,,municipality of Turkey,,Point(29.0275 41.075277777),8.8,http://www.wikidata.org/entity/Q459495,57.0,,https://de.wikipedia.org/wiki/Be%C5%9Fikta%C5%9F,https://en.wikipedia.org/wiki/Be%C5%9Fikta%C5%9F,http://www.wikidata.org/entity/Q2460358,"('41.075277777778', '29.0275')"
41,,41.025632324866,28.974153190723,Galata Tower,,S,red,,,tourist attraction,,Point(28.97415319 41.025632324),2.145,http://www.wikidata.org/entity/Q91274,56.0,,https://de.wikipedia.org/wiki/Galataturm,https://en.wikipedia.org/wiki/Galata_Tower,http://www.wikidata.org/entity/Q570116,"('41.025632324866', '28.974153190723')"
46,,41.0078815,28.9726015,Organization of Turkic States,,S,red,,,intergovernmental organization,,Point(28.9726015 41.0078815),0.321,http://www.wikidata.org/entity/Q596850,55.0,,https://de.wikipedia.org/wiki/Organisation_der_Turkstaaten,https://en.wikipedia.org/wiki/Organization_of_Turkic_States,http://www.wikidata.org/entity/Q245065,"('41.0078815', '28.9726015')"
49,,41.039444444444,29.001666666667,Dolmabahçe Palace,,S,red,,,palace,,Point(29.001666666 41.039444444),4.266,http://www.wikidata.org/entity/Q274141,53.0,,https://de.wikipedia.org/wiki/Dolmabah%C3%A7e-Palast,https://en.wikipedia.org/wiki/Dolmabah%C3%A7e_Palace,http://www.wikidata.org/entity/Q16560,"('41.039444444444', '29.001666666667')"
52,,41.049922,29.03262,2017 Istanbul nightclub attack,,S,red,,,terrorist attack,,Point(29.03262 41.049922),6.789,http://www.wikidata.org/entity/Q28094271,52.0,,https://de.wikipedia.org/wiki/Terroranschlag_in_Istanbul_am_1._Januar_2017,https://en.wikipedia.org/wiki/Istanbul_nightclub_shooting,http://www.wikidata.org/entity/Q2223653,"('41.049922', '29.03262')"
55,,41.01,28.9603,Convention on preventing and combating violence against women and domestic violence,,S,red,,,international human rights instrument,,Point(28.9603 41.01),1.367,http://www.wikidata.org/entity/Q1697391,51.0,,https://de.wikipedia.org/wiki/%C3%9Cbereinkommen_des_Europarats_zur_Verh%C3%BCtung_und_Bek%C3%A4mpfung_von_Gewalt_gegen_Frauen_und_h%C3%A4uslicher_Gewalt,https://en.wikipedia.org/wiki/Istanbul_Convention,http://www.wikidata.org/entity/Q1414472,"('41.01', '28.9603')"
57,,40.978,28.82,2016 Istanbul airport attack,,S,red,,,terrorist attack,,Point(28.82 40.978),13.457,http://www.wikidata.org/entity/Q25007917,50.0,,https://de.wikipedia.org/wiki/Terroranschlag_in_Istanbul_am_28._Juni_2016,https://en.wikipedia.org/wiki/2016_Atat%C3%BCrk_Airport_attack,http://www.wikidata.org/entity/Q2223653,"('40.978', '28.82')"
59,,41.036944444444,28.985833333333,Taksim Square,,S,red,,,square,,Point(28.985833333 41.036944444),3.5,http://www.wikidata.org/entity/Q736072,49.0,,https://de.wikipedia.org/wiki/Taksim-Platz,https://en.wikipedia.org/wiki/Taksim_Square,http://www.wikidata.org/entity/Q174782,"('41.036944444444', '28.985833333333')"
60,,41.01111111,28.97805556,Sublime Porte,,S,red,,,synecdoche,,Point(28.97805556 41.01111111),0.557,http://www.wikidata.org/entity/Q18871,49.0,,https://de.wikipedia.org/wiki/Hohe_Pforte,https://en.wikipedia.org/wiki/Sublime_Porte,http://www.wikidata.org/entity/Q190068,"('41.01111111', '28.97805556')"
63,,41.02111111,29.00416667,Maiden's Tower,,S,red,,,tourist attraction,,Point(29.00416667 41.02111111),2.884,http://www.wikidata.org/entity/Q848397,45.0,,https://de.wikipedia.org/wiki/Leanderturm,https://en.wikipedia.org/wiki/Maiden%27s_Tower,http://www.wikidata.org/entity/Q570116,"('41.02111111', '29.00416667')"
69,,41.010580555556,28.967933333333,Grand Bazaar,,S,red,,,bazaar,,Point(28.967933333 41.010580555),0.813,http://www.wikidata.org/entity/Q505954,45.0,,https://de.wikipedia.org/wiki/Kapal%C4%B1_%C3%87ar%C5%9F%C4%B1,"https://en.wikipedia.org/wiki/Grand_Bazaar,_Istanbul",http://www.wikidata.org/entity/Q219760,"('41.010580555556', '28.967933333333')"
72,,41.006388888889,28.975555555556,Hippodrome of Constantinople,,S,red,,,hippodrome,,Point(28.975555555 41.006388888),0.027,http://www.wikidata.org/entity/Q387548,45.0,,https://de.wikipedia.org/wiki/Hippodrom_(Konstantinopel),https://en.wikipedia.org/wiki/Hippodrome_of_Constantinople,http://www.wikidata.org/entity/Q184949,"('41.006388888889', '28.975555555556')"
76,,40.9875,29.036666666667,Şükrü Saracoğlu Stadium,,S,red,,,association football venue,,Point(29.036666666 40.9875),5.517,http://www.wikidata.org/entity/Q222865,44.0,,https://de.wikipedia.org/wiki/%C5%9E%C3%BCkr%C3%BC_Saraco%C4%9Flu_Stad%C4%B1,https://en.wikipedia.org/wiki/%C5%9E%C3%BCkr%C3%BC_Saraco%C4%9Flu_Stadium,http://www.wikidata.org/entity/Q1154710,"('40.9875', '29.036666666667')"
78,,41.0193,28.9967,Marmaray,,S,red,,,railway line,,Point(28.9967 41.0193),2.262,http://www.wikidata.org/entity/Q497844,44.0,,https://de.wikipedia.org/wiki/Marmaray,https://en.wikipedia.org/wiki/Marmaray,http://www.wikidata.org/entity/Q728937,"('41.0193', '28.9967')"
81,,41.0125,28.975,Siege of Constantinople,,S,red,,,battle,,Point(28.975 41.0125),0.684,http://www.wikidata.org/entity/Q27900,44.0,,https://de.wikipedia.org/wiki/Belagerung_von_Konstantinopel_(717%E2%80%93718),https://en.wikipedia.org/wiki/Siege_of_Constantinople_(717%E2%80%93718),http://www.wikidata.org/entity/Q178561,"('41.0125', '28.975')"
86,,41.048055555556,28.900277777778,Bayrampaşa,,S,red,,,municipality of Turkey,,Point(28.900277777 41.048055555),7.854,http://www.wikidata.org/entity/Q791567,42.0,,https://de.wikipedia.org/wiki/Bayrampa%C5%9Fa,https://en.wikipedia.org/wiki/Bayrampa%C5%9Fa,http://www.wikidata.org/entity/Q2460358,"('41.048055555556', '28.900277777778')"
88,,41.091111111111,29.061388888889,Fatih Sultan Mehmet Bridge,,S,red,,,road bridge,,Point(29.061388888 41.091111111),11.84,http://www.wikidata.org/entity/Q369967,42.0,,https://de.wikipedia.org/wiki/Fatih-Sultan-Mehmet-Br%C3%BCcke,https://en.wikipedia.org/wiki/Fatih_Sultan_Mehmet_Bridge,http://www.wikidata.org/entity/Q537127,"('41.091111111111', '29.061388888889')"
93,,40.983055555556,28.853611111111,Bakırköy,,S,red,,,municipality of Turkey,,Point(28.853611111 40.983055555),10.583,http://www.wikidata.org/entity/Q752528,41.0,,https://de.wikipedia.org/wiki/Bak%C4%B1rk%C3%B6y,https://en.wikipedia.org/wiki/Bak%C4%B1rk%C3%B6y,http://www.wikidata.org/entity/Q2460358,"('40.983055555556', '28.853611111111')"
95,,41.053611111111,28.871666666667,Esenler,,S,red,,,municipality of Turkey,,Point(28.871666666 41.053611111),10.197,http://www.wikidata.org/entity/Q378714,41.0,,https://de.wikipedia.org/wiki/Esenler,https://en.wikipedia.org/wiki/Esenler,http://www.wikidata.org/entity/Q2460358,"('41.053611111111', '28.871666666667')"
102,,41.059444444444,28.986944444444,Şişli,,S,red,,,municipality of Turkey,,Point(28.986944444 41.059444444),5.973,http://www.wikidata.org/entity/Q390637,41.0,,https://de.wikipedia.org/wiki/%C5%9Ei%C5%9Fli,https://en.wikipedia.org/wiki/%C5%9Ei%C5%9Fli,http://www.wikidata.org/entity/Q2460358,"('41.059444444444', '28.986944444444')"
104,,41.01805556,28.92333333,Walls of Constantinople,,S,red,,,city walls,,Point(28.92333333 41.01805556),4.595,http://www.wikidata.org/entity/Q89917,40.0,,https://de.wikipedia.org/wiki/Theodosianische_Mauer,https://en.wikipedia.org/wiki/Walls_of_Constantinople,http://www.wikidata.org/entity/Q16748868,"('41.01805556', '28.92333333')"
106,,40.983333333333,29.127777777778,Ataşehir,,S,red,,,municipality of Turkey,,Point(29.127777777 40.983333333),13.003,http://www.wikidata.org/entity/Q753882,40.0,,https://de.wikipedia.org/wiki/Ata%C5%9Fehir,https://en.wikipedia.org/wiki/Ata%C5%9Fehir,http://www.wikidata.org/entity/Q2460358,"('40.983333333333', '29.127777777778')"
108,,41.0084038,28.9779209,Basilica Cistern,,S,red,,,architectural structure,,Point(28.9779209 41.0084038),0.283,http://www.wikidata.org/entity/Q216511,40.0,,https://de.wikipedia.org/wiki/Yerebatan-Zisterne,https://en.wikipedia.org/wiki/Basilica_Cistern,http://www.wikidata.org/entity/Q811979,"('41.0084038', '28.9779209')"
111,,41.105,29.025,Istanbul Technical University,,S,red,,,public university,,Point(29.025 41.105),11.714,http://www.wikidata.org/entity/Q344334,40.0,,https://de.wikipedia.org/wiki/Technische_Universit%C3%A4t_Istanbul,https://en.wikipedia.org/wiki/Istanbul_Technical_University,http://www.wikidata.org/entity/Q875538,"('41.105', '29.025')"
113,,41.073333333333,28.904722222222,Gaziosmanpaşa,,S,red,,,municipality of Turkey,,Point(28.904722222 41.073333333),9.541,http://www.wikidata.org/entity/Q570826,40.0,,https://de.wikipedia.org/wiki/Gaziosmanpa%C5%9Fa,https://en.wikipedia.org/wiki/Gaziosmanpa%C5%9Fa,http://www.wikidata.org/entity/Q2460358,"('41.073333333333', '28.904722222222')"
115,,41.00972,28.98111,Hagia Irene,,S,red,,,tourist attraction,,Point(28.98111 41.00972),0.575,http://www.wikidata.org/entity/Q736676,39.0,,https://de.wikipedia.org/wiki/Hagia_Irene,https://en.wikipedia.org/wiki/Hagia_Irene,http://www.wikidata.org/entity/Q570116,"('41.00972', '28.98111')"
