,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,articleEN,thing,to_drop_key
657,,41.08400556,29.03535833,Etiler,,A,green,,,mahalle,,Point(29.03535833 41.08400556),9.969,http://www.wikidata.org/entity/Q951063,11.0,,https://de.wikipedia.org/wiki/Etiler,https://en.wikipedia.org/wiki/Etiler,http://www.wikidata.org/entity/Q17051044,"('41.08400556', '29.03535833')"
658,,41.04763,29.027435,Esma Sultan Mansion,,A,green,,,mansion,,Point(29.027435 41.04763),6.304,http://www.wikidata.org/entity/Q2073624,11.0,,https://de.wikipedia.org/wiki/Esma_Sultan_Yal%C4%B1s%C4%B1,https://en.wikipedia.org/wiki/Esma_Sultan_Mansion,http://www.wikidata.org/entity/Q1802963,"('41.04763', '29.027435')"
670,,41.007222222222,29.0175,First Army,,A,green,,,military unit,,Point(29.0175 41.007222222),3.494,http://www.wikidata.org/entity/Q2464648,11.0,,https://de.wikipedia.org/wiki/1._Armee_(T%C3%BCrkei),https://en.wikipedia.org/wiki/First_Army_(Turkey),http://www.wikidata.org/entity/Q176799,"('41.007222222222', '29.0175')"
671,,41.094444444444,29.048333333333,Baltalimanı,,A,green,,,mahalle,,Point(29.048333333 41.094444444),11.524,http://www.wikidata.org/entity/Q4852587,11.0,,https://de.wikipedia.org/wiki/Baltaliman%C4%B1,https://en.wikipedia.org/wiki/Baltaliman%C4%B1,http://www.wikidata.org/entity/Q17051044,"('41.094444444444', '29.048333333333')"
672,,41.0369,28.9775,Apostolic Exarchate of Istanbul,,A,green,,,apostolic exarchate,,Point(28.9775 41.0369),3.396,http://www.wikidata.org/entity/Q620190,11.0,,https://de.wikipedia.org/wiki/Apostolisches_Exarchat_Istanbul,https://en.wikipedia.org/wiki/Greek_Catholic_Apostolic_Exarchate_of_Istanbul,http://www.wikidata.org/entity/Q3732788,"('41.0369', '28.9775')"
673,,41.03833333,28.97027778,Taksim Military Barracks,,A,green,,,barracks,,Point(28.97027778 41.03833333),3.584,http://www.wikidata.org/entity/Q7678510,11.0,,https://de.wikipedia.org/wiki/Top%C3%A7u-Kaserne,https://en.wikipedia.org/wiki/Taksim_Military_Barracks,http://www.wikidata.org/entity/Q131263,"('41.03833333', '28.97027778')"
675,,41.0103,28.9347,Cistern of Mocius,,A,green,,,ancient Roman cistern,,Point(28.9347 41.0103),3.482,http://www.wikidata.org/entity/Q18210713,11.0,,https://de.wikipedia.org/wiki/Mocius-Zisterne,https://en.wikipedia.org/wiki/Cistern_of_Mocius,http://www.wikidata.org/entity/Q93429857,"('41.0103', '28.9347')"
676,,41.024651,29.010859,Rum Mehmed Pasha Mosque,,A,green,,,architectural structure,,Point(29.010859 41.024651),3.57,http://www.wikidata.org/entity/Q1572444,11.0,,,https://en.wikipedia.org/wiki/Rum_Mehmed_Pasha_Mosque,http://www.wikidata.org/entity/Q811979,"('41.024651', '29.010859')"
679,,41.02555556,28.9725,Italian Synagogue,,A,green,,,synagogue,,Point(28.9725 41.02555556),2.151,http://www.wikidata.org/entity/Q2574448,11.0,,,https://en.wikipedia.org/wiki/Italian_Synagogue_(Istanbul),http://www.wikidata.org/entity/Q34627,"('41.02555556', '28.9725')"
680,,41.0,29.016666666667,Haydarpaşa,,A,green,,,mahalle,,Point(29.016666666 41.0),3.496,http://www.wikidata.org/entity/Q2634867,11.0,,,https://en.wikipedia.org/wiki/Haydarpa%C5%9Fa,http://www.wikidata.org/entity/Q17051044,"('41.0', '29.016666666667')"
681,,41.049888888889,29.009833333333,Yıldız Clock Tower,,A,green,,,tourist attraction,,Point(29.009833333 41.049888888),5.614,http://www.wikidata.org/entity/Q3394745,11.0,,,https://en.wikipedia.org/wiki/Y%C4%B1ld%C4%B1z_Clock_Tower,http://www.wikidata.org/entity/Q570116,"('41.049888888889', '29.009833333333')"
683,,41.04227,28.94926,Rahmi M. Koç Museum,,A,green,,,private museum,,Point(28.94926 41.04227),4.572,http://www.wikidata.org/entity/Q3404565,11.0,,,https://en.wikipedia.org/wiki/Rahmi_M._Ko%C3%A7_Museum,http://www.wikidata.org/entity/Q614316,"('41.04227', '28.94926')"
687,,41.02472222,28.97305556,"Church of SS Peter and Paul, Istanbul",,A,green,,,church building,,Point(28.97305556 41.02472222),2.053,http://www.wikidata.org/entity/Q3671773,11.0,,,"https://en.wikipedia.org/wiki/Church_of_SS_Peter_and_Paul,_Istanbul",http://www.wikidata.org/entity/Q16970,"('41.02472222', '28.97305556')"
688,,41.0,28.93333333,Samatya,,A,green,,,human settlement,,Point(28.93333333 41.0),3.639,http://www.wikidata.org/entity/Q3946429,11.0,,,https://en.wikipedia.org/wiki/Samatya,http://www.wikidata.org/entity/Q486972,"('41.0', '28.93333333')"
689,,41.015732790372,28.962860595103,Suleymaniye Library (Istanbul),,A,green,,,library,,Point(28.962860595 41.01573279),1.508,http://www.wikidata.org/entity/Q4086354,11.0,,,https://en.wikipedia.org/wiki/S%C3%BCleymaniye_Library,http://www.wikidata.org/entity/Q7075,"('41.015732790372', '28.962860595103')"
690,,41.00633056,28.98543056,Ahırkapı Feneri,,A,green,,,lighthouse,,Point(28.98543056 41.00633056),0.802,http://www.wikidata.org/entity/Q4696460,11.0,,,https://en.wikipedia.org/wiki/Ah%C4%B1rkap%C4%B1_Lighthouse,http://www.wikidata.org/entity/Q39715,"('41.00633056', '28.98543056')"
691,,41.059738888889,29.039577777778,Galatasaray Islet,,A,green,,,islet,,Point(29.039577777 41.059738888),7.984,http://www.wikidata.org/entity/Q4811146,11.0,,,https://en.wikipedia.org/wiki/Galatasaray_Islet,http://www.wikidata.org/entity/Q207524,"('41.059738888889', '29.039577777778')"
693,,41.011131524968,28.96424427493,Old Palace,,A,green,,,destroyed building or structure,,Point(28.964244274 41.011131524),1.109,http://www.wikidata.org/entity/Q6000313,11.0,,,https://en.wikipedia.org/wiki/Eski_Saray,http://www.wikidata.org/entity/Q19860854,"('41.011131524968', '28.96424427493')"
695,,41.104444444444,29.056111111111,Emirgan Mosque,,A,green,,,architectural structure,,Point(29.056111111 41.104444444),12.812,http://www.wikidata.org/entity/Q6063292,11.0,,,https://en.wikipedia.org/wiki/Emirgan_Mosque,http://www.wikidata.org/entity/Q811979,"('41.104444444444', '29.056111111111')"
698,,41.066666666667,29.016944444444,Zorlu Center,,A,green,,,building complex,,Point(29.016944444 41.066666666),7.536,http://www.wikidata.org/entity/Q6066268,11.0,,,https://en.wikipedia.org/wiki/Zorlu_Center,http://www.wikidata.org/entity/Q1497364,"('41.066666666667', '29.016944444444')"
699,,41.02181944,28.94177778,Hirka-i Serif Mosque,,A,green,,,architectural structure,,Point(28.94177778 41.02181944),3.336,http://www.wikidata.org/entity/Q6097353,11.0,,,https://en.wikipedia.org/wiki/H%C4%B1rka-i_%C5%9Eerif_Mosque,http://www.wikidata.org/entity/Q811979,"('41.02181944', '28.94177778')"
702,,41.032777777778,28.976527777778,Church of St. Mary Draperis,,A,green,,,Catholic church building,,Point(28.976527777 41.032777777),2.936,http://www.wikidata.org/entity/Q32239,11.0,,,"https://en.wikipedia.org/wiki/Church_of_St._Mary_Draperis,_Istanbul",http://www.wikidata.org/entity/Q1088552,"('41.032777777778', '28.976527777778')"
703,,41.02027778,29.04555556,Altunizade Mosque,,A,green,,,architectural structure,,Point(29.04555556 41.02027778),6.047,http://www.wikidata.org/entity/Q6051512,11.0,,https://de.wikipedia.org/wiki/Altunizade-Moschee,https://en.wikipedia.org/wiki/Altunizade_Mosque,http://www.wikidata.org/entity/Q811979,"('41.02027778', '29.04555556')"
707,,41.025,28.96777778,Sokollu Mehmed Pasha II Mosque,,A,green,,,architectural structure,,Point(28.96777778 41.025),2.179,http://www.wikidata.org/entity/Q6071846,11.0,,https://de.wikipedia.org/wiki/Sokollu-Mehmed-Pascha-Moschee_(Azapkap%C4%B1),"https://en.wikipedia.org/wiki/Sokollu_Mehmed_Pasha_Mosque,_Azapkap%C4%B1",http://www.wikidata.org/entity/Q811979,"('41.025', '28.96777778')"
711,,40.97694444,29.0625,Göztepe,,A,green,,,mahalle,,Point(29.0625 40.97694444),7.973,http://www.wikidata.org/entity/Q1559987,10.0,,https://de.wikipedia.org/wiki/G%C3%B6ztepe_(Istanbul),"https://en.wikipedia.org/wiki/G%C3%B6ztepe,_Kad%C4%B1k%C3%B6y",http://www.wikidata.org/entity/Q17051044,"('40.97694444', '29.0625')"
715,,41.00972222,28.95611111,Laleli,,A,green,,,neighborhood,,Point(28.95611111 41.00972222),1.699,http://www.wikidata.org/entity/Q4253400,10.0,,https://de.wikipedia.org/wiki/L%C3%A2leli,"https://en.wikipedia.org/wiki/Laleli,_Fatih",http://www.wikidata.org/entity/Q123705,"('41.00972222', '28.95611111')"
716,,41.012084,28.973657,Ottoman Public Debt Administration,,A,green,,,public administration,,Point(28.973657 41.012084),0.661,http://www.wikidata.org/entity/Q358779,10.0,,https://de.wikipedia.org/wiki/Administration_de_la_Dette_Publique_Ottomane,https://en.wikipedia.org/wiki/Ottoman_Public_Debt_Administration,http://www.wikidata.org/entity/Q31728,"('41.012084', '28.973657')"
717,,41.0074,28.9751,Palace of Antiochos,,A,green,,,palace,,Point(28.9751 41.0074),0.13,http://www.wikidata.org/entity/Q1997570,10.0,,https://de.wikipedia.org/wiki/Antiochos-Palast,https://en.wikipedia.org/wiki/Palace_of_Antiochos,http://www.wikidata.org/entity/Q16560,"('41.0074', '28.9751')"
718,,41.041667,29.009444,Bahçeşehir University,,A,green,,,private university,,Point(29.009444 41.041667),4.83,http://www.wikidata.org/entity/Q3409570,10.0,,https://de.wikipedia.org/wiki/Bah%C3%A7e%C5%9Fehir_%C3%9Cniversitesi,https://en.wikipedia.org/wiki/Bah%C3%A7e%C5%9Fehir_University,http://www.wikidata.org/entity/Q902104,"('41.041667', '29.009444')"
719,,41.00188,28.93302,Church of St. George of Samatya,,A,green,,,church building,,Point(28.93302 41.00188),3.63,http://www.wikidata.org/entity/Q5117225,10.0,,https://de.wikipedia.org/wiki/St.-Georgs-Kirche_von_Samatya,https://en.wikipedia.org/wiki/Church_of_St._George_of_Samatya,http://www.wikidata.org/entity/Q16970,"('41.00188', '28.93302')"
720,,41.004819888592,28.936759205178,Ese Kapi Mosque,,A,green,,,mosque,,Point(28.936759205 41.004819888),3.286,http://www.wikidata.org/entity/Q5397556,10.0,,https://de.wikipedia.org/wiki/Ese-Kap%C4%B1-Moschee,https://en.wikipedia.org/wiki/Ese_Kapi_Mosque,http://www.wikidata.org/entity/Q32815,"('41.004819888592', '28.936759205178')"
721,,41.026388888889,28.933888888889,Sulukule,,A,green,,,human settlement,,Point(28.933888888 41.026388888),4.166,http://www.wikidata.org/entity/Q995179,10.0,,https://de.wikipedia.org/wiki/Sulukule,https://en.wikipedia.org/wiki/Sulukule,http://www.wikidata.org/entity/Q486972,"('41.026388888889', '28.933888888889')"
722,,40.9928,28.9225,Golden Gate,,A,green,,,city gate,,Point(28.9225 40.9928),4.726,http://www.wikidata.org/entity/Q592270,10.0,,https://de.wikipedia.org/wiki/Goldenes_Tor_(Konstantinopel),,http://www.wikidata.org/entity/Q82117,"('40.9928', '28.9225')"
726,,41.006,28.976,Palace of Daphne,,A,green,,,palace,,Point(28.976 41.006),0.044,http://www.wikidata.org/entity/Q1152384,10.0,,https://de.wikipedia.org/wiki/Daphne-Palast,https://en.wikipedia.org/wiki/Palace_of_Daphne,http://www.wikidata.org/entity/Q16560,"('41.006', '28.976')"
727,,41.01666667,28.96666667,Chaldean Catholic Archeparchy of Diyarbakir,,A,green,,,Catholic Archieparchy,,Point(28.96666667 41.01666667),1.38,http://www.wikidata.org/entity/Q1366011,10.0,,https://de.wikipedia.org/wiki/Erzeparchie_Diyarbak%C4%B1r,https://en.wikipedia.org/wiki/Chaldean_Catholic_Archeparchy_of_Amida,http://www.wikidata.org/entity/Q108822950,"('41.01666667', '28.96666667')"
728,,41.0256,28.9783,Getronagan Armenian High School,,A,green,,,high school,,Point(28.9783 41.0256),2.147,http://www.wikidata.org/entity/Q5554506,10.0,,https://de.wikipedia.org/wiki/Getronagan-Gymnasium,https://en.wikipedia.org/wiki/Getronagan_Armenian_High_School,http://www.wikidata.org/entity/Q9826,"('41.0256', '28.9783')"
729,,41.04362,28.94178,Haliç Bridge,,A,green,,,bridge,,Point(28.94178 41.04362),5.032,http://www.wikidata.org/entity/Q5642498,10.0,,https://de.wikipedia.org/wiki/Hali%C3%A7-Br%C3%BCcke,https://en.wikipedia.org/wiki/Hali%C3%A7_Bridge,http://www.wikidata.org/entity/Q12280,"('41.04362', '28.94178')"
730,,41.02752,29.06837,Camlica Hill,,A,green,,,hill,,Point(29.06837 41.02752),8.108,http://www.wikidata.org/entity/Q2414579,10.0,,,https://en.wikipedia.org/wiki/%C3%87aml%C4%B1ca_Hill,http://www.wikidata.org/entity/Q54050,"('41.02752', '29.06837')"
731,,41.03305556,28.98527778,Cihangir,,A,green,,,mahalle,,Point(28.98527778 41.03305556),3.069,http://www.wikidata.org/entity/Q3300867,10.0,,,https://en.wikipedia.org/wiki/Cihangir,http://www.wikidata.org/entity/Q17051044,"('41.03305556', '28.98527778')"
732,,41.009632,28.97889,Caferağa Medresseh,,A,green,,,madrasa,,Point(28.97889 41.009632),0.441,http://www.wikidata.org/entity/Q3301243,10.0,,,https://en.wikipedia.org/wiki/Cafera%C4%9Fa_Medrese,http://www.wikidata.org/entity/Q132834,"('41.009632', '28.97889')"
736,,40.963862,28.825765,Istanbul Aviation Museum,,A,green,,,military museum,,Point(28.825765 40.963862),13.457,http://www.wikidata.org/entity/Q3394116,10.0,,,https://en.wikipedia.org/wiki/Istanbul_Aviation_Museum,http://www.wikidata.org/entity/Q2772772,"('40.963862', '28.825765')"
740,,41.0125,28.96555556,Istanbul University Observatory,,A,green,,,astronomical observatory,,Point(28.96555556 41.0125),1.101,http://www.wikidata.org/entity/Q4329995,10.0,,,https://en.wikipedia.org/wiki/Istanbul_University_Observatory,http://www.wikidata.org/entity/Q1254933,"('41.0125', '28.96555556')"
741,,41.04991,28.99168,Abdi İpekçi Street,,A,green,,,street,,Point(28.99168 41.04991),5.018,http://www.wikidata.org/entity/Q4471126,10.0,,,https://en.wikipedia.org/wiki/Abdi_%C4%B0pek%C3%A7i_Street,http://www.wikidata.org/entity/Q79007,"('41.04991', '28.99168')"
742,,41.052666666667,28.987555555556,assassination of Hrant Dink,,A,green,,,political murder,,Point(28.987555555 41.052666666),5.239,http://www.wikidata.org/entity/Q4808511,10.0,,,https://en.wikipedia.org/wiki/Assassination_of_Hrant_Dink,http://www.wikidata.org/entity/Q1139665,"('41.052666666667', '28.987555555556')"
744,,41.0184,28.9335,Topkapı,,A,green,,,mahalle,,Point(28.9335 41.0184),3.798,http://www.wikidata.org/entity/Q6080282,10.0,,,"https://en.wikipedia.org/wiki/Topkap%C4%B1,_Fatih",http://www.wikidata.org/entity/Q17051044,"('41.0184', '28.9335')"
745,,40.987092,28.842436,Ataköy,,A,green,,,neighborhood,,Point(28.842436 40.987092),11.401,http://www.wikidata.org/entity/Q6087586,10.0,,,"https://en.wikipedia.org/wiki/Atak%C3%B6y,_Bak%C4%B1rk%C3%B6y",http://www.wikidata.org/entity/Q123705,"('40.987092', '28.842436')"
746,,41.026711,28.982875,Nusretiye Clock Tower,,A,green,,,clock tower,,Point(28.982875 41.026711),2.336,http://www.wikidata.org/entity/Q7070378,10.0,,,https://en.wikipedia.org/wiki/Nusretiye_Clock_Tower,http://www.wikidata.org/entity/Q853854,"('41.026711', '28.982875')"
751,,41.0197,28.9572,Zeyrek,,A,green,,,mahalle,,Point(28.9572 41.0197),2.156,http://www.wikidata.org/entity/Q8069961,10.0,,,https://en.wikipedia.org/wiki/Zeyrek,http://www.wikidata.org/entity/Q17051044,"('41.0197', '28.9572')"
752,,41.0192,28.9554,Şeyh Süleyman Mosque,,A,green,,,mosque,,Point(28.9554 41.0192),2.232,http://www.wikidata.org/entity/Q8082507,10.0,,,https://en.wikipedia.org/wiki/%C5%9Eeyh_S%C3%BCleyman_Mosque,http://www.wikidata.org/entity/Q32815,"('41.0192', '28.9554')"
753,,41.073055555556,29.057777777778,Kandilli,,A,green,,,mahalle,,Point(29.057777777 41.073055555),10.107,http://www.wikidata.org/entity/Q12810206,10.0,,,"https://en.wikipedia.org/wiki/Kandilli,_%C3%9Csk%C3%BCdar",http://www.wikidata.org/entity/Q17051044,"('41.073055555556', '29.057777777778')"
754,,41.015277777778,28.977222222222,Istanbul Railway Museum,,A,green,,,railway museum,,Point(28.977222222 41.015277777),0.996,http://www.wikidata.org/entity/Q15228897,10.0,,,https://en.wikipedia.org/wiki/Istanbul_Railway_Museum,http://www.wikidata.org/entity/Q18704634,"('41.015277777778', '28.977222222222')"
757,,41.021948,28.943427,Mesih Mehmed Pasha Mosque,,A,green,,,külliye,,Point(28.943427 41.021948),3.226,http://www.wikidata.org/entity/Q56907,10.0,,,https://en.wikipedia.org/wiki/Mesih_Mehmed_Pasha_Mosque,http://www.wikidata.org/entity/Q71974,"('41.021948', '28.943427')"
762,,41.016444444444,29.065472222222,Çamlıca Tower,,A,green,,,tourist attraction,,Point(29.065472222 41.016444444),7.6,http://www.wikidata.org/entity/Q28657490,10.0,,https://de.wikipedia.org/wiki/Fernsehturm_K%C3%BC%C3%A7%C3%BCk_%C3%87aml%C4%B1ca,https://en.wikipedia.org/wiki/%C3%87aml%C4%B1ca_Tower,http://www.wikidata.org/entity/Q570116,"('41.016444444444', '29.065472222222')"
766,,41.029,28.939,"Kasım Ağa Mosque, Istanbul",,A,green,,,mosque,,Point(28.939 41.029),3.987,http://www.wikidata.org/entity/Q6374536,10.0,,https://de.wikipedia.org/wiki/Kas%C4%B1m-A%C4%9Fa-Moschee,https://en.wikipedia.org/wiki/Kas%C4%B1m_Agha_Mosque,http://www.wikidata.org/entity/Q32815,"('41.029', '28.939')"
767,,41.019722222222,28.996666666667,Marmaray Tunnel,,A,green,,,immersed tube,,Point(28.996666666 41.019722222),2.29,http://www.wikidata.org/entity/Q48768542,10.0,,https://de.wikipedia.org/wiki/Marmaray-Tunnel,https://en.wikipedia.org/wiki/Marmaray_Tunnel,http://www.wikidata.org/entity/Q332257,"('41.019722222222', '28.996666666667')"
769,,41.02595,28.94986,Cistern of Aspar,,A,green,,,ancient Roman cistern,,Point(28.94986 41.02595),3.082,http://www.wikidata.org/entity/Q6076508,10.0,,https://de.wikipedia.org/wiki/Aspar-Zisterne,https://en.wikipedia.org/wiki/Cistern_of_Aspar,http://www.wikidata.org/entity/Q93429857,"('41.02595', '28.94986')"
770,,41.088055555556,29.088333333333,Istanbul Medipol University,,A,green,,,private university,,Point(29.088333333 41.088055555),13.092,http://www.wikidata.org/entity/Q30253989,10.0,,https://de.wikipedia.org/wiki/%C4%B0stanbul_Medipol_%C3%9Cniversitesi,https://en.wikipedia.org/wiki/Istanbul_Medipol_University,http://www.wikidata.org/entity/Q902104,"('41.088055555556', '29.088333333333')"
772,,41.0063,28.97456,Ibrahim Pasha Palace,,B,violet,,,seraglio,,Point(28.97456 41.0063),0.11,http://www.wikidata.org/entity/Q1655940,9.0,,https://de.wikipedia.org/wiki/Ibrahim-Pascha-Palast,https://en.wikipedia.org/wiki/Ibrahim_Pasha_Palace,http://www.wikidata.org/entity/Q1170287,"('41.0063', '28.97456')"
773,,41.07216111,29.05796944,Adile Sultan Palace,,B,violet,,,architectural structure,,Point(29.05796944 41.07216111),10.045,http://www.wikidata.org/entity/Q3397413,9.0,,https://de.wikipedia.org/wiki/Adile-Sultan-Palast,https://en.wikipedia.org/wiki/Adile_Sultan_Palace,http://www.wikidata.org/entity/Q811979,"('41.07216111', '29.05796944')"
775,,41.00903056,28.98503333,Hodegon Monastery,,B,violet,,,monastery,,Point(28.98503333 41.00903056),0.823,http://www.wikidata.org/entity/Q3407358,9.0,,https://de.wikipedia.org/wiki/Hodegonkloster,https://en.wikipedia.org/wiki/Hodegon_Monastery,http://www.wikidata.org/entity/Q44613,"('41.00903056', '28.98503333')"
776,,41.04,28.952666666667,Karaite Synagogue,,B,violet,,,synagogue,,Point(28.952666666 41.04),4.215,http://www.wikidata.org/entity/Q4219319,9.0,,"https://de.wikipedia.org/wiki/Kar%C3%A4ische_Synagoge_(Hask%C3%B6y,_Istanbul)",https://en.wikipedia.org/wiki/Karaite_Synagogue_(Istanbul),http://www.wikidata.org/entity/Q34627,"('41.04', '28.952666666667')"
777,,41.0078,28.9754,Palace of Lausus,,B,violet,,,palace,,Point(28.9754 41.0078),0.163,http://www.wikidata.org/entity/Q1997580,9.0,,https://de.wikipedia.org/wiki/Lausos-Palast,https://en.wikipedia.org/wiki/Palace_of_Lausus,http://www.wikidata.org/entity/Q16560,"('41.0078', '28.9754')"
778,,41.06333333,29.06222222,Kandilli Observatory,,B,violet,,,observatory,,Point(29.06222222 41.06333333),9.62,http://www.wikidata.org/entity/Q3565414,9.0,,https://de.wikipedia.org/wiki/Kandilli-Observatorium,https://en.wikipedia.org/wiki/Kandilli_Observatory,http://www.wikidata.org/entity/Q62832,"('41.06333333', '29.06222222')"
779,,41.000417,28.931897,Church of Saint Menas of Samatya,,B,violet,,,Eastern Orthodox church building,,Point(28.931897 41.000417),3.749,http://www.wikidata.org/entity/Q5117051,9.0,,https://de.wikipedia.org/wiki/St._Menas_(Istanbul),https://en.wikipedia.org/wiki/Church_of_Saint_Menas_of_Samatya,http://www.wikidata.org/entity/Q2031836,"('41.000417', '28.931897')"
781,,41.035211,28.989851,F1,,B,violet,,,funicular line,,Point(28.989851 41.035211),3.413,http://www.wikidata.org/entity/Q503503,9.0,,https://de.wikipedia.org/wiki/F%C3%BCnik%C3%BCler_Kabata%C5%9F%E2%80%93Taksim,https://en.wikipedia.org/wiki/F1_Taksim%E2%80%93Kabata%C5%9F_funicular_line,http://www.wikidata.org/entity/Q106542031,"('41.035211', '28.989851')"
782,,41.04555556,29.00861111,Ertuğrul Tekke Mosque,,B,violet,,,architectural structure,,Point(29.00861111 41.04555556),5.149,http://www.wikidata.org/entity/Q1137517,9.0,,https://de.wikipedia.org/wiki/Ertu%C4%9Frul-Tekke-Moschee,https://en.wikipedia.org/wiki/Ertu%C4%9Frul_Tekke_Mosque,http://www.wikidata.org/entity/Q811979,"('41.04555556', '29.00861111')"
785,,41.029071,28.939828,Odalar Mosque,,B,violet,,,architectural structure,,Point(28.939828 41.029071),3.938,http://www.wikidata.org/entity/Q7077254,9.0,,https://de.wikipedia.org/wiki/Odalar-Moschee,https://en.wikipedia.org/wiki/Odalar_Mosque,http://www.wikidata.org/entity/Q811979,"('41.029071', '28.939828')"
786,,41.006,28.923,Hadim Ibrahim Pasha Mosque,,B,violet,,,architectural structure,,Point(28.923 41.006),4.437,http://www.wikidata.org/entity/Q5637873,9.0,,https://de.wikipedia.org/wiki/Had%C4%B1m-%C4%B0brahim-Pascha-Moschee,https://en.wikipedia.org/wiki/Hadim_Ibrahim_Pasha_Mosque,http://www.wikidata.org/entity/Q811979,"('41.006', '28.923')"
790,,41.039527777778,28.942472222222,Toklu Dede Mosque,,B,violet,,,mosque,,Point(28.942472222 41.039527777),4.63,http://www.wikidata.org/entity/Q7813639,9.0,,https://de.wikipedia.org/wiki/Toklu-Dede-Moschee,https://en.wikipedia.org/wiki/Toklu_Dede_Mosque,http://www.wikidata.org/entity/Q32815,"('41.039527777778', '28.942472222222')"
791,,41.04111099,28.98555565,Yedikule Surp Pırgiç Armenian Hospital,,B,violet,,,private hospital,,Point(28.98555565 41.04111099),3.946,http://www.wikidata.org/entity/Q8051082,9.0,,https://de.wikipedia.org/wiki/Yedikule_Surp_P%C4%B1rgi%C3%A7_Ermeni_Hastanesi,https://en.wikipedia.org/wiki/Surp_P%C4%B1rgi%C3%A7_Armenian_Hospital,http://www.wikidata.org/entity/Q4284971,"('41.04111099', '28.98555565')"
792,,41.016,28.98,Prosphorion Harbour,,B,violet,,,harbor,,Point(28.98 41.016),1.124,http://www.wikidata.org/entity/Q18210845,9.0,,https://de.wikipedia.org/wiki/Prosphorion-Hafen,https://en.wikipedia.org/wiki/Prosphorion_Harbour,http://www.wikidata.org/entity/Q283202,"('41.016', '28.98')"
793,,41.081349,29.066136,Psilis,,B,violet,,,watercourse,,Point(29.066136 41.081349),11.26,http://www.wikidata.org/entity/Q735550,9.0,,,https://en.wikipedia.org/wiki/Psilis,http://www.wikidata.org/entity/Q355304,"('41.081349', '29.066136')"
800,,41.0159277778,28.9528333333,Aviation Martyrs' Monument,,B,violet,,,cenotaph,,Point(28.952833333 41.015927777),2.205,http://www.wikidata.org/entity/Q1447350,9.0,,,https://en.wikipedia.org/wiki/Aviation_Martyrs%27_Monument,http://www.wikidata.org/entity/Q321053,"('41.0159277778', '28.9528333333')"
802,,41.03,28.95,Constantinople earthquake of 557,,B,violet,,,earthquake,,Point(28.95 41.03),3.407,http://www.wikidata.org/entity/Q1491406,9.0,,,https://en.wikipedia.org/wiki/557_Constantinople_earthquake,http://www.wikidata.org/entity/Q7944,"('41.03', '28.95')"
804,,40.983333,29.033333,Battle of Chalcedon,,B,violet,,,battle,,Point(29.033333 40.983333),5.461,http://www.wikidata.org/entity/Q2331925,9.0,,,https://en.wikipedia.org/wiki/Battle_of_Chalcedon_(74_BC),http://www.wikidata.org/entity/Q178561,"('40.983333', '29.033333')"
805,,41.0073,29.0533,Acıbadem,,B,violet,,,mahalle,,Point(29.0533 41.0073),6.498,http://www.wikidata.org/entity/Q2756264,9.0,,,"https://en.wikipedia.org/wiki/Ac%C4%B1badem,_%C3%9Csk%C3%BCdar",http://www.wikidata.org/entity/Q17051044,"('41.0073', '29.0533')"
808,,41.03376,28.97749,Galatasaray Museum,,B,violet,,,art museum,,Point(28.97749 41.03376),3.047,http://www.wikidata.org/entity/Q3329724,9.0,,,https://en.wikipedia.org/wiki/Galatasaray_Museum,http://www.wikidata.org/entity/Q207694,"('41.03376', '28.97749')"
811,,41.03833333,28.9425,Ayvansaray,,B,violet,,,mahalle,,Point(28.9425 41.03833333),4.523,http://www.wikidata.org/entity/Q3631397,9.0,,,https://en.wikipedia.org/wiki/Ayvansaray,http://www.wikidata.org/entity/Q17051044,"('41.03833333', '28.9425')"
812,,41.030556,28.890278,Battle of Katasyrtai,,B,violet,,,battle,,Point(28.890278 41.030556),7.667,http://www.wikidata.org/entity/Q3656916,9.0,,,https://en.wikipedia.org/wiki/Battle_of_Katasyrtai,http://www.wikidata.org/entity/Q178561,"('41.030556', '28.890278')"
815,,41.038777,28.9771,Adam Mickiewicz Museum,,B,violet,,,historic house museum,,Point(28.9771 41.038777),3.604,http://www.wikidata.org/entity/Q4679495,9.0,,,"https://en.wikipedia.org/wiki/Adam_Mickiewicz_Museum,_Istanbul",http://www.wikidata.org/entity/Q2087181,"('41.038777', '28.9771')"
818,,41.0315,29.0255,Fethi Paşa Korusu,,B,violet,,,grove,,Point(29.0255 41.0315),5.013,http://www.wikidata.org/entity/Q5182750,9.0,,,https://en.wikipedia.org/wiki/Fethi_Pa%C5%9Fa_Korusu,http://www.wikidata.org/entity/Q1510380,"('41.0315', '29.0255')"
819,,41.049,29.0296,Hatice Sultan Palace,,B,violet,,,yalı,,Point(29.0296 41.049),6.54,http://www.wikidata.org/entity/Q5681606,9.0,,,https://en.wikipedia.org/wiki/Hatice_Sultan_Mansion,http://www.wikidata.org/entity/Q2142647,"('41.049', '29.0296')"
820,,41.024969,28.941674,Vasat Atik Ali Pasha Mosque,,B,violet,,,architectural structure,,Point(28.941674 41.024969),3.536,http://www.wikidata.org/entity/Q6022200,9.0,,,https://en.wikipedia.org/wiki/Vasat_Atik_Ali_Pasha_Mosque,http://www.wikidata.org/entity/Q811979,"('41.024969', '28.941674')"
