,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,thing,articleEN,to_drop_key
533,,49.4555,11.0672,Hallerwiese,,C,yellow,,,park,,Point(11.0672 49.4555),0.752,http://www.wikidata.org/entity/Q1571636,3.0,,https://de.wikipedia.org/wiki/Hallerwiese,http://www.wikidata.org/entity/Q22698,,"('49.4555', '11.0672')"
534,,49.449433,11.064354,Hansa-Haus,,C,yellow,,,residential and commercial building,,Point(11.064354 49.449433),1.058,http://www.wikidata.org/entity/Q1583596,3.0,,https://de.wikipedia.org/wiki/Hansa-Haus_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q18760306,,"('49.449433', '11.064354')"
536,,49.4535,11.0734,Wasserturm (Nürnberg),,C,yellow,,,tower,,Point(11.0734 49.4535),0.285,http://www.wikidata.org/entity/Q2551672,3.0,,https://de.wikipedia.org/wiki/Wasserturm_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q12518,,"('49.4535', '11.0734')"
537,,49.4592,10.9289,Weiherhof (Zirndorf),,C,yellow,,,Ortsteil,,Point(10.9289 49.4592),10.742,http://www.wikidata.org/entity/Q2555386,3.0,,https://de.wikipedia.org/wiki/Weiherhof_(Zirndorf),http://www.wikidata.org/entity/Q253019,,"('49.4592', '10.9289')"
539,,49.4275,10.9125,Wintersdorf (Zirndorf),,C,yellow,,,Ortsteil,,Point(10.9125 49.4275),12.27,http://www.wikidata.org/entity/Q2585122,3.0,,https://de.wikipedia.org/wiki/Wintersdorf_(Zirndorf),http://www.wikidata.org/entity/Q253019,,"('49.4275', '10.9125')"
541,,49.481666666667,10.953333333333,Nürnberg-Fürth Industry Airfield,,C,yellow,,,international airport,,Point(10.953333333 49.481666666),9.476,http://www.wikidata.org/entity/Q5511766,3.0,,https://de.wikipedia.org/wiki/Industrieflughafen_N%C3%BCrnberg-F%C3%BCrth,http://www.wikidata.org/entity/Q644371,https://en.wikipedia.org/wiki/F%C3%BCrth_Airfield,"('49.481666666667', '10.953333333333')"
548,,49.5728,10.9854,Evangelisch-lutherische St. Peter und Paul,,C,yellow,,,church building,,Point(10.9854 49.5728),14.794,http://www.wikidata.org/entity/Q11722093,3.0,,https://de.wikipedia.org/wiki/St._Peter_und_Paul_(Erlangen-Bruck),http://www.wikidata.org/entity/Q16970,,"('49.5728', '10.9854')"
554,,49.4742,10.9921,"Our Lady's Church, Fürth",,C,yellow,,,parish church,,Point(10.9921 49.4742),6.559,http://www.wikidata.org/entity/Q13683145,3.0,,https://de.wikipedia.org/wiki/Unsere_Liebe_Frau_(F%C3%BCrth),http://www.wikidata.org/entity/Q317557,,"('49.4742', '10.9921')"
555,,49.548511,11.028864,Schloss Tennenlohe,,C,yellow,,,château,,Point(11.028864 49.548511),11.089,http://www.wikidata.org/entity/Q15127841,3.0,,https://de.wikipedia.org/wiki/Schloss_Tennenlohe,http://www.wikidata.org/entity/Q751876,,"('49.548511', '11.028864')"
556,,49.44909,11.087033,Kicker Statue,,C,yellow,,,statue,,Point(11.087033 49.44909),0.882,http://www.wikidata.org/entity/Q17124049,3.0,,https://de.wikipedia.org/wiki/Kicker-Statue,http://www.wikidata.org/entity/Q179700,https://en.wikipedia.org/wiki/Kicker_Statue,"('49.44909', '11.087033')"
557,,49.5118,10.9552,Flexdorf,,C,yellow,,,Ortsteil,,Point(10.9552 49.5118),10.921,http://www.wikidata.org/entity/Q18020172,3.0,,https://de.wikipedia.org/wiki/Flexdorf,http://www.wikidata.org/entity/Q253019,,"('49.5118', '10.9552')"
559,,49.500146,10.999007,Kronach,,C,yellow,,,Ortsteil,,Point(10.999007 49.500146),7.646,http://www.wikidata.org/entity/Q18022571,3.0,,https://de.wikipedia.org/wiki/Kronach_(F%C3%BCrth),http://www.wikidata.org/entity/Q253019,,"('49.500146', '10.999007')"
561,,49.5085,10.9384,Ritzmannshof,,C,yellow,,,Ortsteil,,Point(10.9384 49.5085),11.729,http://www.wikidata.org/entity/Q18027409,3.0,,https://de.wikipedia.org/wiki/Ritzmannshof_(F%C3%BCrth),http://www.wikidata.org/entity/Q253019,,"('49.5085', '10.9384')"
563,,49.46343,11.04547,Westfriedhof (Nürnberg),,C,yellow,,,Q28538792,,Point(11.04547 49.46343),2.534,http://www.wikidata.org/entity/Q18589555,3.0,,https://de.wikipedia.org/wiki/Westfriedhof_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q28538792,,"('49.46343', '11.04547')"
564,,49.34201389,11.10907222,Lohbach,,C,yellow,,,stream,,Point(11.10907222 49.34201389),12.648,http://www.wikidata.org/entity/Q19294951,3.0,,https://de.wikipedia.org/wiki/Lohbach_(Schwarzach),http://www.wikidata.org/entity/Q47521,,"('49.34201389', '11.10907222')"
565,,49.47191,10.995685,Auferstehungskirche,,C,yellow,,,Lutheran church,,Point(10.995685 49.47191),6.23,http://www.wikidata.org/entity/Q19570231,3.0,,https://de.wikipedia.org/wiki/Auferstehungskirche_(F%C3%BCrth),http://www.wikidata.org/entity/Q56242275,,"('49.47191', '10.995685')"
566,,49.50218056,11.26542222,Bitterbach,,C,yellow,,,watercourse,,Point(11.26542222 49.50218056),14.614,http://www.wikidata.org/entity/Q19962068,3.0,,https://de.wikipedia.org/wiki/Bitterbach,http://www.wikidata.org/entity/Q355304,,"('49.50218056', '11.26542222')"
568,,49.383333333333,11.233333333333,Lettensturz,,C,yellow,,,stone quarry,,Point(11.22415 49.39123),12.701,http://www.wikidata.org/entity/Q19963839,3.0,,https://de.wikipedia.org/wiki/Lettensturz,http://www.wikidata.org/entity/Q15115254,,"('49.383333333333', '11.233333333333')"
572,,49.47249985,11.17938995,Schneidersbach,,C,yellow,,,river,,Point(11.17938995 49.47249985),7.663,http://www.wikidata.org/entity/Q19964615,3.0,,https://de.wikipedia.org/wiki/Schneidersbach_(Pegnitz),http://www.wikidata.org/entity/Q4022,,"('49.47249985', '11.17938995')"
573,,49.44758,11.27095,Haidelbach (Röthenbach),,C,yellow,,,watercourse,,Point(11.27095 49.44758),14.016,http://www.wikidata.org/entity/Q20058325,3.0,,https://de.wikipedia.org/wiki/Haidelbach_(R%C3%B6thenbach),http://www.wikidata.org/entity/Q355304,,"('49.44758', '11.27095')"
574,,49.47002029,11.17675972,Hülzlgraben,,C,yellow,,,watercourse,,Point(11.17675972 49.47002029),7.409,http://www.wikidata.org/entity/Q20180499,3.0,,https://de.wikipedia.org/wiki/H%C3%BClzlgraben_(Pegnitz),http://www.wikidata.org/entity/Q355304,,"('49.47002029', '11.17675972')"
576,,49.47058,11.15575,Langwassergraben,,C,yellow,,,watercourse,,Point(11.15575 49.47058),5.966,http://www.wikidata.org/entity/Q20180560,3.0,,https://de.wikipedia.org/wiki/Langwassergraben_(Pegnitz),http://www.wikidata.org/entity/Q355304,,"('49.47058', '11.15575')"
578,,49.43657,11.27271,Ludergraben,,C,yellow,,,watercourse,,Point(11.27271 49.43657),14.257,http://www.wikidata.org/entity/Q20184645,3.0,,https://de.wikipedia.org/wiki/Ludergraben_(R%C3%B6thenbach),http://www.wikidata.org/entity/Q355304,,"('49.43657', '11.27271')"
580,,49.48917007,11.09642982,Hirschsprunggraben,,C,yellow,,,river,,Point(11.09642982 49.48917007),4.161,http://www.wikidata.org/entity/Q20819376,3.0,,https://de.wikipedia.org/wiki/Hirschsprunggraben,http://www.wikidata.org/entity/Q4022,,"('49.48917007', '11.09642982')"
581,,49.47112,11.13816,Tiefgraben,,C,yellow,,,river,,Point(11.13816 49.47112),4.798,http://www.wikidata.org/entity/Q20819398,3.0,,https://de.wikipedia.org/wiki/Tiefgraben_(Pegnitz),http://www.wikidata.org/entity/Q4022,,"('49.47112', '11.13816')"
582,,49.457086232648,11.125199549039,St. Karl Borromäus,,C,yellow,,,parish church,,Point(11.125199549 49.457086232),3.481,http://www.wikidata.org/entity/Q41410669,3.0,,https://de.wikipedia.org/wiki/St._Karl_Borrom%C3%A4us_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q317557,,"('49.457086232648', '11.125199549039')"
583,,49.487862,10.925345,St. Johannis (Burgfarrnbach),,C,yellow,,,church building,,Point(10.925345 49.487862),11.612,http://www.wikidata.org/entity/Q41419541,3.0,,https://de.wikipedia.org/wiki/St._Johannes_der_T%C3%A4ufer_(Burgfarrnbach),http://www.wikidata.org/entity/Q16970,,"('49.487862', '10.925345')"
584,,49.485975,10.927475,Schloß Burgfarrnbach,,C,yellow,,,château,,Point(10.927475 49.485975),11.399,http://www.wikidata.org/entity/Q41419548,3.0,,https://de.wikipedia.org/wiki/Schloss_Burgfarrnbach,http://www.wikidata.org/entity/Q751876,,"('49.485975', '10.927475')"
585,,49.381666666667,11.033888888889,Reichelsdorf,,C,yellow,,,Q28538792,,Point(11.033888888 49.381666666),8.621,http://www.wikidata.org/entity/Q661021,3.0,,https://de.wikipedia.org/wiki/Reichelsdorf,http://www.wikidata.org/entity/Q28538792,,"('49.381666666667', '11.033888888889')"
586,,49.3964,11.1722,Moorenbrunn,,C,yellow,,,Ortsteil,,Point(11.1722 49.3964),9.378,http://www.wikidata.org/entity/Q664042,3.0,,https://de.wikipedia.org/wiki/Moorenbrunn,http://www.wikidata.org/entity/Q253019,,"('49.3964', '11.1722')"
588,,49.4554,11.0682,Armbrustschützenbrunnen,,C,yellow,,,water well,,Point(11.0682 49.4554),0.679,http://www.wikidata.org/entity/Q680489,3.0,,https://de.wikipedia.org/wiki/Armbrustsch%C3%BCtzenbrunnen,http://www.wikidata.org/entity/Q43483,,"('49.4554', '11.0682')"
589,,49.4208,11.0088,Franken I power station,,C,yellow,,,natural gas-fired power station,,Point(11.0088 49.4208),6.169,http://www.wikidata.org/entity/Q685443,3.0,,https://de.wikipedia.org/wiki/Kraftwerk_Franken_I,http://www.wikidata.org/entity/Q3498533,,"('49.4208', '11.0088')"
590,,49.336952,11.0183,Stadtmuseum Schwabach,,C,yellow,,,museum,,Point(11.0183 49.336952),13.683,http://www.wikidata.org/entity/Q29944158,3.0,,https://de.wikipedia.org/wiki/Stadtmuseum_Schwabach,http://www.wikidata.org/entity/Q33506,,"('49.336952', '11.0183')"
597,,49.47458,10.99149,Local Court Fürth,,C,yellow,,,Local court (Germany),,Point(10.99149 49.47458),6.615,http://www.wikidata.org/entity/Q480686,3.0,,https://de.wikipedia.org/wiki/Amtsgericht_F%C3%BCrth_(Bayern),http://www.wikidata.org/entity/Q480477,,"('49.47458', '10.99149')"
599,,49.407354519186,10.924839167919,Wolfgangshof,,C,yellow,,,Ortsteil,,Point(10.924839167 49.407354519),12.178,http://www.wikidata.org/entity/Q517038,3.0,,https://de.wikipedia.org/wiki/Wolfgangshof,http://www.wikidata.org/entity/Q253019,,"('49.407354519186', '10.924839167919')"
601,,49.4521,11.0523,Ludwig-Eisenbahn-Denkmal,,C,yellow,,,water well,,Point(11.0523 49.4521),1.818,http://www.wikidata.org/entity/Q1605372,3.0,,https://de.wikipedia.org/wiki/Ludwig-Eisenbahn-Denkmal,http://www.wikidata.org/entity/Q43483,,"('49.4521', '11.0523')"
602,,49.375,11.211666666667,Hermann Oberth Space Travel Museum,,C,yellow,,,astronautical museum,,Point(11.211666666 49.375),13.091,http://www.wikidata.org/entity/Q1610464,3.0,,https://de.wikipedia.org/wiki/Hermann-Oberth-Raumfahrt-Museum,http://www.wikidata.org/entity/Q26959070,https://en.wikipedia.org/wiki/Hermann_Oberth_Space_Travel_Museum,"('49.375', '11.211666666667')"
604,,49.4525,11.0808,Heubrücke (Nürnberg),,C,yellow,,,road bridge,,Point(11.0808 49.4525),0.296,http://www.wikidata.org/entity/Q1616398,3.0,,https://de.wikipedia.org/wiki/Heubr%C3%BCcke_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q537127,,"('49.4525', '11.0808')"
605,,49.3792,11.0781,Augustinerchorfrauenstift Pillenreuth,,C,yellow,,,religious community,,Point(11.0781 49.3792),8.303,http://www.wikidata.org/entity/Q1775797,3.0,,https://de.wikipedia.org/wiki/Kloster_Pillenreuth,http://www.wikidata.org/entity/Q2742167,,"('49.3792', '11.0781')"
607,,49.4544,11.0675,Kontumazgarten,,C,yellow,,,park,,Point(11.0675 49.4544),0.711,http://www.wikidata.org/entity/Q1783382,3.0,,https://de.wikipedia.org/wiki/Kontumazgarten,http://www.wikidata.org/entity/Q22698,,"('49.4544', '11.0675')"
608,,49.355833333333,11.099444444444,Kornburg,,C,yellow,,,Ortsteil,,Point(11.099444444 49.355833333),11.018,http://www.wikidata.org/entity/Q1784501,3.0,,https://de.wikipedia.org/wiki/Kornburg,http://www.wikidata.org/entity/Q253019,,"('49.355833333333', '11.099444444444')"
610,,49.4479,11.0815,Königstor,,C,yellow,,,city gate,,Point(11.0815 49.4479),0.73,http://www.wikidata.org/entity/Q1796489,3.0,,https://de.wikipedia.org/wiki/K%C3%B6nigstor_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q82117,,"('49.4479', '11.0815')"
611,,49.4557,11.0804,Martin-Behaim-Denkmal (Nuremberg),,C,yellow,,,statue,,Point(11.0804 49.4557),0.303,http://www.wikidata.org/entity/Q1800440,3.0,,https://de.wikipedia.org/wiki/Martin-Behaim-Denkmal,http://www.wikidata.org/entity/Q179700,,"('49.4557', '11.0804')"
612,,49.4561,11.0836,"Innerer Laufer Platz 3a, Inneres Laufer Tor (Nuremberg-Sankt Sebald)",,C,yellow,,,tower,,Point(11.0836 49.4561),0.519,http://www.wikidata.org/entity/Q1807440,3.0,,https://de.wikipedia.org/wiki/Laufer_Schlagturm,http://www.wikidata.org/entity/Q12518,,"('49.4561', '11.0836')"
613,,49.432222222222,10.934722222222,Leichendorf,,C,yellow,,,Ortsteil,,Point(10.934722222 49.432222222),10.585,http://www.wikidata.org/entity/Q1813902,3.0,,https://de.wikipedia.org/wiki/Leichendorf,http://www.wikidata.org/entity/Q253019,,"('49.432222222222', '10.934722222222')"
615,,49.431666666667,10.925277777778,Leichendorfermühle,,C,yellow,,,Ortsteil,,Point(10.925277777 49.431666666),11.264,http://www.wikidata.org/entity/Q1813906,3.0,,https://de.wikipedia.org/wiki/Leichendorferm%C3%BChle,http://www.wikidata.org/entity/Q253019,,"('49.431666666667', '10.925277777778')"
617,,49.4222,10.9369,Lind (Zirndorf),,C,yellow,,,Ortsteil,,Point(10.9369 49.4222),10.745,http://www.wikidata.org/entity/Q1825810,3.0,,https://de.wikipedia.org/wiki/Lind_(Zirndorf),http://www.wikidata.org/entity/Q253019,,"('49.4222', '10.9369')"
620,,49.487531643847,10.993396562895,Neuer Jüdischer Friedhof Fürth,,C,yellow,,,Jewish cemetery,,Point(10.993396562 49.487531643),7.125,http://www.wikidata.org/entity/Q1980159,3.0,,https://de.wikipedia.org/wiki/Neuer_J%C3%BCdischer_Friedhof_(F%C3%BCrth),http://www.wikidata.org/entity/Q846659,,"('49.487531643847', '10.993396562895')"
621,,49.46607,11.03759,Neuer Jüdischer Friedhof,,C,yellow,,,Jewish cemetery,,Point(11.03759 49.46607),3.174,http://www.wikidata.org/entity/Q1980166,3.0,,https://de.wikipedia.org/wiki/Neuer_J%C3%BCdischer_Friedhof_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q846659,,"('49.46607', '11.03759')"
625,,49.4564,11.0717,Neutor (Nürnberg),,C,yellow,,,tower,,Point(11.0717 49.4564),0.493,http://www.wikidata.org/entity/Q1981845,3.0,,https://de.wikipedia.org/wiki/Neutor_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q12518,,"('49.4564', '11.0717')"
626,,49.447917801946,11.062870547962,Nicolaus-Copernicus-Planetarium,,C,yellow,,,planetarium,,Point(11.062870547 49.447917801),1.235,http://www.wikidata.org/entity/Q1986741,3.0,,https://de.wikipedia.org/wiki/Nicolaus-Copernicus-Planetarium,http://www.wikidata.org/entity/Q148319,,"('49.447917801946', '11.062870547962')"
627,,49.4578,11.072,Nürnberger Kreuzweg,,C,yellow,,,stations of the Cross,,Point(11.072 49.4578),0.581,http://www.wikidata.org/entity/Q2007078,3.0,,https://de.wikipedia.org/wiki/N%C3%BCrnberger_Kreuzweg,http://www.wikidata.org/entity/Q231685,,"('49.4578', '11.072')"
628,,49.4508,11.0731,Peter-Henlein-Brunnen (Nürnberg),,C,yellow,,,water well,,Point(11.0731 49.4508),0.457,http://www.wikidata.org/entity/Q2073419,3.0,,https://de.wikipedia.org/wiki/Peter-Henlein-Brunnen_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q43483,,"('49.4508', '11.0731')"
629,,49.375174708789,11.211690564755,Pfinzingschloss,,C,yellow,,,manor house,,Point(11.211690564 49.375174708),13.08,http://www.wikidata.org/entity/Q2083838,3.0,,https://de.wikipedia.org/wiki/Pfinzingschloss,http://www.wikidata.org/entity/Q879050,https://en.wikipedia.org/wiki/Pfinzing_Castle,"('49.375174708789', '11.211690564755')"
630,,49.442480178583,10.955241625113,Pfarrkirche,,C,yellow,,,parish church,,Point(10.955241625 49.442480178),8.914,http://www.wikidata.org/entity/Q98608482,3.0,,https://de.wikipedia.org/wiki/St._Rochus_(Zirndorf),http://www.wikidata.org/entity/Q317557,,"('49.442480178583', '10.955241625113')"
638,,49.464213,10.996719,St. Heinrich,,C,yellow,,,parish church,,Point(10.996719 49.464213),5.936,http://www.wikidata.org/entity/Q41420035,3.0,,https://de.wikipedia.org/wiki/St._Heinrich_(F%C3%BCrth),http://www.wikidata.org/entity/Q317557,,"('49.464213', '10.996719')"
639,,49.448474029347,11.062289382421,Plärrerhochhaus,,C,yellow,,,architectural structure,,Point(11.063194444 49.448194444),1.199,http://www.wikidata.org/entity/Q2099898,3.0,,https://de.wikipedia.org/wiki/Pl%C3%A4rrerhochhaus,http://www.wikidata.org/entity/Q811979,,"('49.448474029347', '11.062289382421')"
643,,49.4822,11.0144,Poppenreuth,,C,yellow,,,Ortsteil,,Point(11.0144 49.4822),5.53,http://www.wikidata.org/entity/Q2104231,3.0,,https://de.wikipedia.org/wiki/Poppenreuth_(F%C3%BCrth),http://www.wikidata.org/entity/Q253019,,"('49.4822', '11.0144')"
645,,49.4636,11.1108,Rechenberg,,C,yellow,,,quarter,,Point(11.1108 49.4636),2.652,http://www.wikidata.org/entity/Q2135230,3.0,,https://de.wikipedia.org/wiki/Rechenberg_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q2983893,,"('49.4636', '11.1108')"
646,,49.4511,11.0639,Rosenau,,C,yellow,,,park,,Point(11.0639 49.4511),1.016,http://www.wikidata.org/entity/Q2166988,3.0,,https://de.wikipedia.org/wiki/Rosenaupark,http://www.wikidata.org/entity/Q22698,,"('49.4511', '11.0639')"
647,,49.44999,11.08703,Kunstvilla,,C,yellow,,,villa,,Point(11.08703 49.44999),0.825,http://www.wikidata.org/entity/Q59163428,3.0,,https://de.wikipedia.org/wiki/Kunstvilla_N%C3%BCrnberg,http://www.wikidata.org/entity/Q3950,,"('49.44999', '11.08703')"
648,,49.355343209222,11.098496661477,Rieterschloss,,C,yellow,,,water castle,,Point(11.098496661 49.355343209),11.062,http://www.wikidata.org/entity/Q98608243,3.0,,https://de.wikipedia.org/wiki/Rieterschloss,http://www.wikidata.org/entity/Q615810,,"('49.355343209222', '11.098496661477')"
649,,49.4534,10.9562,Q48689281,,C,yellow,,,forest,,Point(10.9562 49.4534),8.753,http://www.wikidata.org/entity/Q48689281,3.0,,https://de.wikipedia.org/wiki/Zirndorfer_Stadtwald,http://www.wikidata.org/entity/Q4421,,"('49.4534', '10.9562')"
650,,49.43158,11.12508,Zeppelinhaupttribüne,,C,yellow,,,bleacher,,Point(11.12508 49.43158),4.252,http://www.wikidata.org/entity/Q49006263,3.0,,https://de.wikipedia.org/wiki/Zeppelintrib%C3%BCne,http://www.wikidata.org/entity/Q2067349,,"('49.43158', '11.12508')"
653,,49.4276,11.123,Oflag XIII-A,,C,yellow,,,prisoner-of-war camp,,Point(11.123 49.4276),4.41,http://www.wikidata.org/entity/Q7079752,3.0,,,http://www.wikidata.org/entity/Q1070290,https://en.wikipedia.org/wiki/Oflag_XIII-A,"('49.4276', '11.123')"
654,,49.44283,11.05214,Q1146088,,C,yellow,,,children's museum,,Point(11.05214 49.44283),2.194,http://www.wikidata.org/entity/Q1146088,2.0,,https://de.wikipedia.org/wiki/Museum_im_Koffer,http://www.wikidata.org/entity/Q842478,,"('49.44283', '11.05214')"
656,,49.4626,10.9727,Dambach,,C,yellow,,,Ortsteil,,Point(10.9727 49.4626),7.622,http://www.wikidata.org/entity/Q1158292,2.0,,https://de.wikipedia.org/wiki/Dambach_(F%C3%BCrth),http://www.wikidata.org/entity/Q253019,,"('49.4626', '10.9727')"
659,,49.456947,11.080956,Deutsches Spielearchiv Nürnberg,,C,yellow,,,archive,,Point(11.080956 49.456947),0.432,http://www.wikidata.org/entity/Q1205987,2.0,,https://de.wikipedia.org/wiki/Deutsches_Spielearchiv_N%C3%BCrnberg,http://www.wikidata.org/entity/Q166118,,"('49.456947', '11.080956')"
661,,49.4499,11.069,Deutschordenskommende Nürnberg,,C,yellow,,,In commendam,,Point(11.069 49.4499),0.745,http://www.wikidata.org/entity/Q1206450,2.0,,https://de.wikipedia.org/wiki/Deutschordenskommende_N%C3%BCrnberg,http://www.wikidata.org/entity/Q1149783,,"('49.4499', '11.069')"
664,,49.36762,11.00026,Dietersdorf (Schwabach),,C,yellow,,,Ortsteil,,Point(11.00026 49.36762),11.092,http://www.wikidata.org/entity/Q1223116,2.0,,https://de.wikipedia.org/wiki/Dietersdorf_(Schwabach),http://www.wikidata.org/entity/Q253019,,"('49.36762', '11.00026')"
666,,49.47722070392,10.98908441084,Town Hall of Fürth,,C,yellow,,,Rathaus,,Point(10.98908441 49.477220703),6.883,http://www.wikidata.org/entity/Q1229754,2.0,,https://de.wikipedia.org/wiki/Rathaus_(F%C3%BCrth),http://www.wikidata.org/entity/Q543654,,"('49.47722070392', '10.98908441084')"
668,,49.455833333333,11.077777777778,Dominikanerkloster Nürnberg,,C,yellow,,,religious community,,Point(11.077777777 49.455833333),0.221,http://www.wikidata.org/entity/Q1237992,2.0,,https://de.wikipedia.org/wiki/Dominikanerkloster_N%C3%BCrnberg,http://www.wikidata.org/entity/Q2742167,,"('49.455833333333', '11.077777777778')"
671,,49.4174,11.1132,Frankenhalle,,C,yellow,,,building,,Point(11.1132 49.4174),4.815,http://www.wikidata.org/entity/Q1249092,2.0,,https://de.wikipedia.org/wiki/Frankenhalle,http://www.wikidata.org/entity/Q41176,https://en.wikipedia.org/wiki/Frankenhalle,"('49.4174', '11.1132')"
672,,49.4529,11.0496,Glockenhof,,C,yellow,,,Q28538792,,Point(11.0496 49.4529),2.005,http://www.wikidata.org/entity/Q1265708,2.0,,https://de.wikipedia.org/wiki/Glockenhof,http://www.wikidata.org/entity/Q28538792,,"('49.4529', '11.0496')"
673,,49.455496801874,11.051179800506,Q1272025,,C,yellow,,,gymnasium,,Point(11.0511798 49.455496801),1.896,http://www.wikidata.org/entity/Q1272025,2.0,,https://de.wikipedia.org/wiki/D%C3%BCrer-Gymnasium_N%C3%BCrnberg,http://www.wikidata.org/entity/Q1542966,,"('49.455496801874', '11.051179800506')"
677,,49.4474,11.0718,Färbertor,,C,yellow,,,city gate,,Point(11.0718 49.4474),0.822,http://www.wikidata.org/entity/Q1272678,2.0,,https://de.wikipedia.org/wiki/F%C3%A4rbertor_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q82117,,"('49.4474', '11.0718')"
678,,49.4498,11.0688,Polizeipräsidium Mittelfranken,,C,yellow,,,Polizeipräsidium,,Point(11.0688 49.4498),0.763,http://www.wikidata.org/entity/Q1277794,2.0,,https://de.wikipedia.org/wiki/Polizeipr%C3%A4sidium_Mittelfranken,http://www.wikidata.org/entity/Q2101791,,"('49.4498', '11.0688')"
679,,49.4578,11.0278,Eberhardshof,,C,yellow,,,Q28538792,,Point(11.0278 49.4578),3.604,http://www.wikidata.org/entity/Q1279659,2.0,,https://de.wikipedia.org/wiki/Eberhardshof,http://www.wikidata.org/entity/Q28538792,,"('49.4578', '11.0278')"
680,,49.4575,11.0755,Q1291207,,C,yellow,,,architectural structure,,Point(11.0755 49.4575),0.424,http://www.wikidata.org/entity/Q1291207,2.0,,https://de.wikipedia.org/wiki/Handwerkerh%C3%A4uschen,http://www.wikidata.org/entity/Q811979,,"('49.4575', '11.0755')"
681,,49.4971,11.1848,Nürnberger Reichswald,,C,yellow,,,forest,,Point(11.1848 49.4971),9.134,http://www.wikidata.org/entity/Q1291788,2.0,,https://de.wikipedia.org/wiki/N%C3%BCrnberger_Reichswald,http://www.wikidata.org/entity/Q4421,,"('49.4971', '11.1848')"
682,,49.4703,11.1378,Q1295981,,C,yellow,,,bathing lake,,Point(11.1378 49.4703),4.739,http://www.wikidata.org/entity/Q1295981,2.0,,https://de.wikipedia.org/wiki/Langsee_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q444677,,"('49.4703', '11.1378')"
684,,49.4803,11.0913,Volkspark Marienberg,,C,yellow,,,park,,Point(11.0913 49.4803),3.108,http://www.wikidata.org/entity/Q1299505,2.0,,https://de.wikipedia.org/wiki/Volkspark_Marienberg,http://www.wikidata.org/entity/Q22698,,"('49.4803', '11.0913')"
685,,49.40104167,11.11902778,Q1300717,,C,yellow,,,enterprise,,Point(11.11902778 49.40104167),6.604,http://www.wikidata.org/entity/Q1300717,2.0,,https://de.wikipedia.org/wiki/E._Otto_Schmidt,http://www.wikidata.org/entity/Q6881511,,"('49.40104167', '11.11902778')"
686,,49.4714,10.9415,Oberfürberg,,C,yellow,,,Ortsteil,,Point(10.9415 49.4714),10.005,http://www.wikidata.org/entity/Q1301254,2.0,,https://de.wikipedia.org/wiki/Oberf%C3%BCrberg,http://www.wikidata.org/entity/Q253019,,"('49.4714', '10.9415')"
688,,49.37644022373,11.213904404501,Zeidlerschloss,,C,yellow,,,château,,Point(11.213904404 49.376440223),13.106,http://www.wikidata.org/entity/Q184804,2.0,,https://de.wikipedia.org/wiki/Zeidlerschloss,http://www.wikidata.org/entity/Q751876,,"('49.37644022373', '11.213904404501')"
690,,49.454694444444,11.046388888889,Nuremberg Court Prison,,C,yellow,,,workplace,,Point(11.0466 49.4557),2.228,http://www.wikidata.org/entity/Q187725,2.0,,https://de.wikipedia.org/wiki/Zellengef%C3%A4ngnis_N%C3%BCrnberg,http://www.wikidata.org/entity/Q628858,,"('49.454694444444', '11.046388888889')"
706,,49.49,11.1036,Ziegelstein,,C,yellow,,,quarter,,Point(11.1036 49.49),4.444,http://www.wikidata.org/entity/Q198730,2.0,,https://de.wikipedia.org/wiki/Ziegelstein_(N%C3%BCrnberg),http://www.wikidata.org/entity/Q2983893,,"('49.49', '11.1036')"
707,,49.47048,11.01797,Spielwarenmesse eG,,C,yellow,,,cooperative,,Point(11.01797 49.47048),4.668,http://www.wikidata.org/entity/Q203429,2.0,,https://de.wikipedia.org/wiki/Spielwarenmesse_eG,http://www.wikidata.org/entity/Q4539,https://en.wikipedia.org/wiki/Spielwarenmesse_eG,"('49.47048', '11.01797')"
708,,49.4333,11.0864,Hummelstein,,C,yellow,,,Q28538792,,Point(11.0864 49.4333),2.38,http://www.wikidata.org/entity/Q1637148,2.0,,https://de.wikipedia.org/wiki/Hummelstein,http://www.wikidata.org/entity/Q28538792,,"('49.4333', '11.0864')"
710,,49.5407,10.9615,Hüttendorf,,C,yellow,,,Ortsteil,,Point(10.9615 49.5407),12.773,http://www.wikidata.org/entity/Q1652575,2.0,,https://de.wikipedia.org/wiki/H%C3%BCttendorf_(Erlangen),http://www.wikidata.org/entity/Q253019,,"('49.5407', '10.9615')"
