,item,articleDE,location,distance,lat,lon,sitelinks,thing,itemLabel,thingLabel,articleEN,tier,color
21,http://www.wikidata.org/entity/Q507773,https://de.wikipedia.org/wiki/Kalchreuth,Point(11.133333333 49.566666666),13.178,49.566666666667,11.133333333333,35,http://www.wikidata.org/entity/Q116457956,Kalchreuth,municipality without town privileges in Germany,https://en.wikipedia.org/wiki/Kalchreuth,S,orange
22,http://www.wikidata.org/entity/Q508122,https://de.wikipedia.org/wiki/Schwaig_bei_N%C3%BCrnberg,Point(11.200833333 49.469166666),9.088,49.469166666667,11.200833333333,35,http://www.wikidata.org/entity/Q116457956,Schwaig bei Nürnberg,municipality without town privileges in Germany,https://en.wikipedia.org/wiki/Schwaig,S,orange
24,http://www.wikidata.org/entity/Q643525,https://de.wikipedia.org/wiki/Regnitz,Point(10.9867 49.4867),7.495,49.9144,10.8303,32,http://www.wikidata.org/entity/Q4022,Regnitz,river,https://en.wikipedia.org/wiki/Regnitz,S,orange
26,http://www.wikidata.org/entity/Q707396,https://de.wikipedia.org/wiki/N%C3%BCrnberger_Burg,Point(11.0759 49.4579),0.459,49.4579,11.0759,30,http://www.wikidata.org/entity/Q23413,Nuremberg Castle,castle,https://en.wikipedia.org/wiki/Nuremberg_Castle,S,orange
27,http://www.wikidata.org/entity/Q694389,https://de.wikipedia.org/wiki/Rednitz,Point(10.9867 49.4867),7.495,49.1881,11.0222,25,http://www.wikidata.org/entity/Q4022,Rednitz,river,https://en.wikipedia.org/wiki/Rednitz,S,orange
29,http://www.wikidata.org/entity/Q478695,https://de.wikipedia.org/wiki/Germanisches_Nationalmuseum,Point(11.075556 49.448333),0.629,49.448333,11.075556,25,http://www.wikidata.org/entity/Q163740,Germanisches Nationalmuseum,nonprofit organization,https://en.wikipedia.org/wiki/Germanisches_Nationalmuseum,S,orange
32,http://www.wikidata.org/entity/Q819439,https://de.wikipedia.org/wiki/Reichsparteitagsgel%C3%A4nde,Point(11.117530086 49.426632775),4.199,49.426632775011,11.117530086817,24,http://www.wikidata.org/entity/Q1497364,Nazi party rally grounds,building complex,https://en.wikipedia.org/wiki/Nazi_Party_rally_grounds,S,orange
33,http://www.wikidata.org/entity/Q684301,https://de.wikipedia.org/wiki/Sportpark_Ronhof,Point(10.999167 49.486944),6.737,49.486944,10.999167,22,http://www.wikidata.org/entity/Q1154710,Trolli Arena,association football venue,https://en.wikipedia.org/wiki/Sportpark_Ronhof_Thomas_Sommer,S,orange
34,http://www.wikidata.org/entity/Q368576,https://de.wikipedia.org/wiki/St._Sebald_(N%C3%BCrnberg),Point(11.076475 49.455314),0.171,49.455314,11.076475,21,http://www.wikidata.org/entity/Q16970,St. Sebaldus,church building,"https://en.wikipedia.org/wiki/St._Sebaldus_Church,_Nuremberg",S,orange
35,http://www.wikidata.org/entity/Q820192,https://de.wikipedia.org/wiki/Juristenprozess,Point(11.048505 49.45433833),2.082,49.45433833,11.048505,19,http://www.wikidata.org/entity/Q1265353,Judges' Trial,war crimes trial,https://en.wikipedia.org/wiki/Judges%27_Trial,A,green
36,http://www.wikidata.org/entity/Q628929,https://de.wikipedia.org/wiki/N%C3%BCrnberger_Flugblatt_von_1561,Point(11.083333 49.45),0.613,49.45,11.083333,19,http://www.wikidata.org/entity/Q189349,1561 celestial phenomenon over Nuremberg,urban legend,https://en.wikipedia.org/wiki/1561_celestial_phenomenon_over_Nuremberg,A,green
38,http://www.wikidata.org/entity/Q682583,https://de.wikipedia.org/wiki/N%C3%BCrnberg_Hauptbahnhof,Point(11.081944444 49.446388888),0.897,49.446388888889,11.081944444444,19,http://www.wikidata.org/entity/Q18543139,Nuremberg Central Station,central station,https://en.wikipedia.org/wiki/N%C3%BCrnberg_Hauptbahnhof,A,green
39,http://www.wikidata.org/entity/Q702903,https://de.wikipedia.org/wiki/Norisring,Point(11.125 49.4314),4.259,49.4314,11.125,19,http://www.wikidata.org/entity/Q926439,Norisring,street circuit,https://en.wikipedia.org/wiki/Norisring,A,green
40,http://www.wikidata.org/entity/Q707357,https://de.wikipedia.org/wiki/St._Lorenz_(N%C3%BCrnberg),Point(11.078702397 49.450999894),0.335,49.450999894273,11.078702397907,19,http://www.wikidata.org/entity/Q16970,St. Lawrence,church building,"https://en.wikipedia.org/wiki/St._Lorenz,_Nuremberg",A,green
41,http://www.wikidata.org/entity/Q445400,https://de.wikipedia.org/wiki/Ludwig-Donau-Main-Kanal,Point(11.0762 49.41022),4.854,49.41022,11.0762,18,http://www.wikidata.org/entity/Q12284,Ludwig Canal,canal,https://en.wikipedia.org/wiki/Ludwig_Canal,A,green
42,http://www.wikidata.org/entity/Q695069,https://de.wikipedia.org/wiki/Frauenkirche_(N%C3%BCrnberg),Point(11.078186957 49.454034655),0.067,49.45403465522,11.078186957077,18,http://www.wikidata.org/entity/Q317557,Frauenkirche,parish church,"https://en.wikipedia.org/wiki/Frauenkirche,_Nuremberg",A,green
44,http://www.wikidata.org/entity/Q166438,https://de.wikipedia.org/wiki/N%C3%BCrnberger_Spielwarenmesse,Point(11.11773333 49.41739444),5.0,49.41739444,11.11773333,17,http://www.wikidata.org/entity/Q57305,Nuremberg International Toy Fair,trade fair,https://en.wikipedia.org/wiki/Nuremberg_International_Toy_Fair,A,green
45,http://www.wikidata.org/entity/Q523148,https://de.wikipedia.org/wiki/Albrecht-D%C3%BCrer-Haus,Point(11.0739 49.4572),0.444,49.4572,11.0739,17,http://www.wikidata.org/entity/Q207694,Albrecht Dürer's House,art museum,https://en.wikipedia.org/wiki/Albrecht_D%C3%BCrer%27s_House,A,green
47,http://www.wikidata.org/entity/Q564895,https://de.wikipedia.org/wiki/S-Bahn_N%C3%BCrnberg,Point(11.083333333 49.45),0.613,49.45,11.083333333333,17,http://www.wikidata.org/entity/Q95723,Nuremberg S-Bahn,S-Bahn,https://en.wikipedia.org/wiki/Nuremberg_S-Bahn,A,green
48,http://www.wikidata.org/entity/Q538314,https://de.wikipedia.org/wiki/Stadtmauer_(N%C3%BCrnberg),Point(11.0883 49.4577),0.902,49.4577,11.0883,14,http://www.wikidata.org/entity/Q16748868,City walls of Nuremberg,city walls,https://en.wikipedia.org/wiki/City_walls_of_Nuremberg,A,green
49,http://www.wikidata.org/entity/Q686220,https://de.wikipedia.org/wiki/Tiergarten_N%C3%BCrnberg,Point(11.144819921 49.447367421),4.934,49.447367421531,11.144819921531,14,http://www.wikidata.org/entity/Q43501,Nuremberg Zoo,zoo,https://en.wikipedia.org/wiki/Nuremberg_Zoo,A,green
50,http://www.wikidata.org/entity/Q318656,https://de.wikipedia.org/wiki/Stra%C3%9Fenbahn_N%C3%BCrnberg,Point(11.0833 49.45),0.611,49.45,11.0833,13,http://www.wikidata.org/entity/Q15640053,Nuremberg tram system,tram system,https://en.wikipedia.org/wiki/Trams_in_Nuremberg,A,green
51,http://www.wikidata.org/entity/Q2002331,https://de.wikipedia.org/wiki/Schlacht_an_der_Alten_Veste,Point(10.96527778 49.45277778),8.098,49.45277778,10.96527778,13,http://www.wikidata.org/entity/Q178561,Battle of the Alte Veste,battle,https://en.wikipedia.org/wiki/Battle_of_the_Alte_Veste,A,green
52,http://www.wikidata.org/entity/Q128652,https://de.wikipedia.org/wiki/Justizpalast_(N%C3%BCrnberg),Point(11.046461274 49.454830791),2.231,49.454830791892,11.046461274603,12,http://www.wikidata.org/entity/Q1137809,Palace of Justice,courthouse,"https://en.wikipedia.org/wiki/Palace_of_Justice,_Nuremberg",A,green
54,http://www.wikidata.org/entity/Q458915,https://de.wikipedia.org/wiki/Verkehrsmuseum_N%C3%BCrnberg,Point(11.074444 49.445556),0.947,49.445556,11.074444,12,http://www.wikidata.org/entity/Q18704634,Nuremberg Transport Museum,railway museum,https://en.wikipedia.org/wiki/Nuremberg_Transport_Museum,A,green
55,http://www.wikidata.org/entity/Q473806,https://de.wikipedia.org/wiki/Deutsches_Stadion_(N%C3%BCrnberg),Point(11.114142 49.422197),4.416,49.422197,11.114142,12,http://www.wikidata.org/entity/Q483110,Deutsches Stadion,stadium,https://en.wikipedia.org/wiki/Deutsches_Stadion,A,green
57,http://www.wikidata.org/entity/Q883512,https://de.wikipedia.org/wiki/Staatstheater_N%C3%BCrnberg,Point(11.0751 49.4464),0.846,49.4464,11.0751,12,http://www.wikidata.org/entity/Q153562,Staatstheater Nürnberg,opera house,https://en.wikipedia.org/wiki/Staatstheater_N%C3%BCrnberg,A,green
59,http://www.wikidata.org/entity/Q832700,https://de.wikipedia.org/wiki/N%C3%BCrnberger_Christkindlesmarkt,Point(11.0772661 49.45393727),0.008,49.45393727,11.0772661,11,http://www.wikidata.org/entity/Q11483816,Christkindlesmarkt,annual event,"https://en.wikipedia.org/wiki/Christkindlesmarkt,_Nuremberg",A,green
61,http://www.wikidata.org/entity/Q519595,https://de.wikipedia.org/wiki/Sch%C3%B6ner_Brunnen_(N%C3%BCrnberg),Point(11.077035418 49.454225847),0.044,49.454225847317,11.077035418164,10,http://www.wikidata.org/entity/Q43483,Schöner Brunnen,water well,https://en.wikipedia.org/wiki/Sch%C3%B6ner_Brunnen,A,green
66,http://www.wikidata.org/entity/Q1225005,https://de.wikipedia.org/wiki/Heilig-Geist-Spital_(N%C3%BCrnberg),Point(11.079302073 49.452964525),0.177,49.452964525758,11.079302073172,9,http://www.wikidata.org/entity/Q1594896,Heilig-Geist-Spital Nuremberg,Heilig-Geist-Spital,https://en.wikipedia.org/wiki/Heilig-Geist-Spital,B,violet
78,http://www.wikidata.org/entity/Q833679,https://de.wikipedia.org/wiki/Fleischbr%C3%BCcke,Point(11.0768 49.4529),0.114,49.4529,11.0768,9,http://www.wikidata.org/entity/Q158438,Fleischbrücke (Nürnberg),arch bridge,https://en.wikipedia.org/wiki/Fleisch_Bridge,B,violet
81,http://www.wikidata.org/entity/Q878524,https://de.wikipedia.org/wiki/Schwarzach_(Rednitz),Point(11.0697 49.3314),13.629,49.3314,11.0697,9,http://www.wikidata.org/entity/Q4022,Schwarzach,river,https://en.wikipedia.org/wiki/Schwarzach_(Rednitz),B,violet
84,http://www.wikidata.org/entity/Q460855,https://de.wikipedia.org/wiki/PSD_Bank_N%C3%BCrnberg_Arena,Point(11.1232 49.4274),4.436,49.4274,11.1232,9,http://www.wikidata.org/entity/Q1763828,PSD Bank Nürnberg ARENA,multi-purpose hall,https://en.wikipedia.org/wiki/PSD_Bank_N%C3%BCrnberg_Arena,B,violet
85,http://www.wikidata.org/entity/Q461314,https://de.wikipedia.org/wiki/Rathaus_(N%C3%BCrnberg),Point(11.0776 49.4552),0.149,49.4552,11.0776,9,http://www.wikidata.org/entity/Q543654,Altes Rathaus Nürnberg,Rathaus,https://en.wikipedia.org/wiki/Nuremberg_City_Hall,B,violet
90,http://www.wikidata.org/entity/Q833478,https://de.wikipedia.org/wiki/U-Bahnhof_Rathenauplatz,Point(11.0894 49.4569),0.937,49.4569,11.0894,8,http://www.wikidata.org/entity/Q2451577,Rathenauplatz metro station,junction station,https://en.wikipedia.org/wiki/Rathenauplatz_station,B,violet
99,http://www.wikidata.org/entity/Q1736108,https://de.wikipedia.org/wiki/Katharinenkloster_N%C3%BCrnberg,Point(11.082130337 49.451990592),0.407,49.451990592205,11.082130337993,8,http://www.wikidata.org/entity/Q109607,"Katharinenkirche, Nuremberg",ruins,"https://en.wikipedia.org/wiki/Katharinenkirche,_Nuremberg",B,violet
109,http://www.wikidata.org/entity/Q835973,https://de.wikipedia.org/wiki/Gauchsbach,Point(11.1736 49.3614),12.42,49.3614,11.1736,8,http://www.wikidata.org/entity/Q355304,Gauchsbach,watercourse,https://en.wikipedia.org/wiki/Gauchsbach,B,violet
115,http://www.wikidata.org/entity/Q317594,https://de.wikipedia.org/wiki/Mittlere_Aurach,Point(10.9834 49.5712),14.702,49.5712,10.9834,8,http://www.wikidata.org/entity/Q4022,Aurach,river,"https://en.wikipedia.org/wiki/Aurach_(Regnitz,_Mittelfranken)",B,violet
116,http://www.wikidata.org/entity/Q319542,https://de.wikipedia.org/wiki/F%C3%BCrth_(Bayern)_Hauptbahnhof,Point(10.990124 49.469947),6.549,49.469947,10.990124,8,http://www.wikidata.org/entity/Q18543139,Fürth Central Station,central station,https://en.wikipedia.org/wiki/F%C3%BCrth_Hauptbahnhof,B,violet
117,http://www.wikidata.org/entity/Q895720,https://de.wikipedia.org/wiki/Neues_Museum_N%C3%BCrnberg,Point(11.08 49.4478),0.703,49.4478,11.08,8,http://www.wikidata.org/entity/Q207694,Neues Museum Nürnberg,art museum,https://en.wikipedia.org/wiki/Neues_Museum_N%C3%BCrnberg,B,violet
118,http://www.wikidata.org/entity/Q896228,https://de.wikipedia.org/wiki/Rock_im_Park,Point(11.12222 49.42917),4.253,49.42917,11.12222,8,http://www.wikidata.org/entity/Q868557,Rock im Park,music festival,,B,violet
134,http://www.wikidata.org/entity/Q833588,https://de.wikipedia.org/wiki/U-Bahnhof_Rothenburger_Stra%C3%9Fe,Point(11.0553 49.4444),1.907,49.4444,11.0553,7,http://www.wikidata.org/entity/Q2451577,Rothenburger Straße metro station,junction station,https://en.wikipedia.org/wiki/Rothenburger_Stra%C3%9Fe_station,B,violet
166,http://www.wikidata.org/entity/Q856248,https://de.wikipedia.org/wiki/Bibert,Point(10.9844 49.4452),6.784,49.4452,10.9844,7,http://www.wikidata.org/entity/Q4022,Bibert,river,https://en.wikipedia.org/wiki/Bibert,B,violet
167,http://www.wikidata.org/entity/Q880086,https://de.wikipedia.org/wiki/Gr%C3%BCndlach,Point(10.9775 49.5429),12.245,49.5429,10.9775,7,http://www.wikidata.org/entity/Q4022,Gründlach,river,https://en.wikipedia.org/wiki/Gr%C3%BCndlach,B,violet
175,http://www.wikidata.org/entity/Q414041,https://de.wikipedia.org/wiki/Akademie_der_Bildenden_K%C3%BCnste_N%C3%BCrnberg,Point(11.135396642 49.445693214),4.297,49.445693214585,11.135396642661,7,http://www.wikidata.org/entity/Q383092,"Academy of Fine Arts, Nuremberg",art academy,"https://en.wikipedia.org/wiki/Academy_of_Fine_Arts,_Nuremberg",B,violet
177,http://www.wikidata.org/entity/Q733883,https://de.wikipedia.org/wiki/Schwabach_(Rednitz),Point(11.0554 49.3413),12.617,49.3317,10.7696,7,http://www.wikidata.org/entity/Q4022,Schwabach,river,https://en.wikipedia.org/wiki/Schwabach_(Rednitz),B,violet
183,http://www.wikidata.org/entity/Q2318048,https://de.wikipedia.org/wiki/St._Egidien_(N%C3%BCrnberg),Point(11.081799123 49.456566323),0.442,49.4566,11.0815,7,http://www.wikidata.org/entity/Q16970,St. Egidien,church building,"https://en.wikipedia.org/wiki/St._Egidien,_Nuremberg",B,violet
187,http://www.wikidata.org/entity/Q458405,https://de.wikipedia.org/wiki/Fernmeldeturm_N%C3%BCrnberg,Point(11.038888888 49.426111111),4.152,49.426111111111,11.038888888889,7,http://www.wikidata.org/entity/Q11166728,Fernmeldeturm Nürnberg,television tower,https://en.wikipedia.org/wiki/Fernmeldeturm_N%C3%BCrnberg,B,violet
188,http://www.wikidata.org/entity/Q985129,https://de.wikipedia.org/wiki/Nassauer_Haus,Point(11.0777 49.4511),0.31,49.4511,11.0777,7,http://www.wikidata.org/entity/Q12518,Nassauer Haus,tower,https://en.wikipedia.org/wiki/Nassauer_Haus,B,violet
191,http://www.wikidata.org/entity/Q1627131,https://de.wikipedia.org/wiki/Pellerhaus,Point(11.080955555 49.456947222),0.432,49.456947222222,11.080955555556,7,http://www.wikidata.org/entity/Q41176,Pellerhaus,building,https://en.wikipedia.org/wiki/Pellerhaus,B,violet
192,http://www.wikidata.org/entity/Q7510280,,Point(11.077777777 49.452777777),0.127,49.452777777778,11.077777777778,7,http://www.wikidata.org/entity/Q188055,Siege of Nuremberg,siege,https://en.wikipedia.org/wiki/Siege_of_Nuremberg,B,violet
196,http://www.wikidata.org/entity/Q261203,https://de.wikipedia.org/wiki/Ehekarussell,Point(11.071 49.4506),0.583,49.4506,11.071,6,http://www.wikidata.org/entity/Q483453,Ehekarussell,fountain,,B,violet
199,http://www.wikidata.org/entity/Q1733910,https://de.wikipedia.org/wiki/Karlsbr%C3%BCcke_(N%C3%BCrnberg),Point(11.074529616 49.453070178),0.219,49.453070178724,11.074529616176,6,http://www.wikidata.org/entity/Q158438,Karlsbrücke (Nuremberg),arch bridge,,B,violet
202,http://www.wikidata.org/entity/Q154364,https://de.wikipedia.org/wiki/St._Elisabeth_(N%C3%BCrnberg),Point(11.0697 49.4501),0.691,49.4501,11.0697,6,http://www.wikidata.org/entity/Q317557,St. Elizabeth,parish church,"https://en.wikipedia.org/wiki/St._Elizabeth,_Nuremberg",B,violet
204,http://www.wikidata.org/entity/Q827222,https://de.wikipedia.org/wiki/Fischbach_(Goldbach),Point(11.130555555 49.433055555),4.492,49.433055555556,11.130555555556,6,http://www.wikidata.org/entity/Q355304,Fischbach,watercourse,https://en.wikipedia.org/wiki/Fischbach_(Pegnitz),B,violet
209,http://www.wikidata.org/entity/Q138528,https://de.wikipedia.org/wiki/St._Jakob_(N%C3%BCrnberg),Point(11.0699 49.4495),0.723,49.4495,11.0699,6,http://www.wikidata.org/entity/Q317557,St. Jakob,parish church,"https://en.wikipedia.org/wiki/St._Jakob,_Nuremberg",B,violet
213,http://www.wikidata.org/entity/Q870529,https://de.wikipedia.org/wiki/Goldbach_(Pegnitz),Point(11.1325 49.4389),4.324,49.4389,11.1325,6,http://www.wikidata.org/entity/Q4022,Goldbach,river,https://en.wikipedia.org/wiki/Goldbach_(Pegnitz),B,violet
214,http://www.wikidata.org/entity/Q877333,https://de.wikipedia.org/wiki/Dokumentationszentrum_Reichsparteitagsgel%C3%A4nde,Point(11.1128 49.4339),3.394,49.4339,11.1128,6,http://www.wikidata.org/entity/Q16735822,Documentation Center Nazi Party Rally Grounds,history museum,https://en.wikipedia.org/wiki/Documentation_Center_Nazi_Party_Rally_Grounds,B,violet
215,http://www.wikidata.org/entity/Q1311217,https://de.wikipedia.org/wiki/Kettensteg_(N%C3%BCrnberg),Point(11.070889557 49.454271438),0.465,49.45427143891,11.070889557185,6,http://www.wikidata.org/entity/Q1068842,Chain Bridge,footbridge,https://en.wikipedia.org/wiki/Chain_Bridge_(Nuremberg),B,violet
217,http://www.wikidata.org/entity/Q1390181,https://de.wikipedia.org/wiki/Faberschloss,Point(11.0212 49.4174),5.736,49.4174,11.0212,6,http://www.wikidata.org/entity/Q751876,Faber-Castell-Schloss,château,,B,violet
218,http://www.wikidata.org/entity/Q2354270,https://de.wikipedia.org/wiki/Stra%C3%9Fe_der_Menschenrechte,Point(11.0752 49.4482),0.649,49.4482,11.0752,6,http://www.wikidata.org/entity/Q860861,Way of Human Rights,sculpture,https://en.wikipedia.org/wiki/Way_of_Human_Rights,B,violet
221,http://www.wikidata.org/entity/Q2310413,https://de.wikipedia.org/wiki/Spielzeugmuseum_N%C3%BCrnberg,Point(11.074379801 49.45454007),0.224,49.454540070554,11.074379801206,6,http://www.wikidata.org/entity/Q2310465,Nuremberg Toy Museum,toy museum,https://en.wikipedia.org/wiki/Nuremberg_Toy_Museum,B,violet
222,http://www.wikidata.org/entity/Q2321040,https://de.wikipedia.org/wiki/St._Martha_(N%C3%BCrnberg),Point(11.081 49.4485),0.655,49.4485,11.081,6,http://www.wikidata.org/entity/Q16970,St. Martha,church building,"https://en.wikipedia.org/wiki/St._Martha,_Nuremberg",B,violet
227,http://www.wikidata.org/entity/Q1569173,https://de.wikipedia.org/wiki/Rochusfriedhof_(N%C3%BCrnberg),Point(11.060277777 49.4475),1.42,49.4475,11.060277777778,6,http://www.wikidata.org/entity/Q39614,St. Rochus Cemetery,cemetery,"https://en.wikipedia.org/wiki/St._Rochus_Cemetery,_Nuremberg",B,violet
228,http://www.wikidata.org/entity/Q2556277,https://de.wikipedia.org/wiki/Weinstadel,Point(11.0732 49.4536),0.298,49.4536,11.0732,6,http://www.wikidata.org/entity/Q41176,Weinstadel,building,,B,violet
229,http://www.wikidata.org/entity/Q15309917,https://de.wikipedia.org/wiki/Haimendorfer_Forst,Point(11.223705555 49.45945),10.6,49.45945,11.223705555556,6,http://www.wikidata.org/entity/Q15974311,Haimendorfer Forst,unincorporated area in Germany,,B,violet
236,http://www.wikidata.org/entity/Q10375134,,Point(11.0833 49.45),0.611,49.45,11.0833,6,http://www.wikidata.org/entity/Q27020041,1931 Summer Deaflympics,sports season,https://en.wikipedia.org/wiki/1931_Summer_Deaflympics,B,violet
237,http://www.wikidata.org/entity/Q15727825,,Point(11.0167 49.4667),4.606,49.4667,11.0167,6,http://www.wikidata.org/entity/Q178561,Battle of Fürth,battle,https://en.wikipedia.org/wiki/Battle_of_F%C3%BCrth,B,violet
238,http://www.wikidata.org/entity/Q15958599,,Point(11.079722222 49.453333333),0.185,49.453333333333,11.079722222222,6,http://www.wikidata.org/entity/Q34627,Grand Synagogue of Nuremberg,synagogue,https://en.wikipedia.org/wiki/Grand_Synagogue_of_Nuremberg,B,violet
239,http://www.wikidata.org/entity/Q1245519,https://de.wikipedia.org/wiki/Dormitzer_Forst,Point(11.0908 49.5633),12.206,49.5633,11.0908,5,http://www.wikidata.org/entity/Q15974311,Dormitzer Forst,unincorporated area in Germany,,B,violet
240,http://www.wikidata.org/entity/Q1272268,https://de.wikipedia.org/wiki/Fischbach_(gemeindefreies_Gebiet),Point(11.2031 49.4083),10.413,49.4083,11.2031,5,http://www.wikidata.org/entity/Q15974311,Fischbach,unincorporated area in Germany,,B,violet
241,http://www.wikidata.org/entity/Q1279207,https://de.wikipedia.org/wiki/Pilatushaus_(N%C3%BCrnberg),Point(11.0746 49.4576),0.458,49.4576,11.0746,5,http://www.wikidata.org/entity/Q12020836,Pilatushaus,timber-framed house,,B,violet
243,http://www.wikidata.org/entity/Q189636,https://de.wikipedia.org/wiki/Zenn,Point(10.9705 49.5224),10.843,49.5224,10.9705,5,http://www.wikidata.org/entity/Q159675,Zenn,tributary,https://en.wikipedia.org/wiki/Zenn_(river),B,violet
244,http://www.wikidata.org/entity/Q196794,https://de.wikipedia.org/wiki/Zerzabelshofer_Forst,Point(11.1692 49.4461),6.699,49.4461,11.1692,5,http://www.wikidata.org/entity/Q15974311,Zerzabelshofer Forst,unincorporated area in Germany,,B,violet
245,http://www.wikidata.org/entity/Q1772161,https://de.wikipedia.org/wiki/Wei%C3%9Fgerbergasse_(N%C3%BCrnberg),Point(11.073 49.4552),0.344,49.4552,11.073,5,http://www.wikidata.org/entity/Q79007,Weißgerbergasse (Nürnberg),street,,B,violet
247,http://www.wikidata.org/entity/Q814568,https://de.wikipedia.org/wiki/Behringersdorfer_Forst,Point(11.2031 49.4972),10.287,49.4972,11.2031,5,http://www.wikidata.org/entity/Q15974311,Behringersdorfer Forst,unincorporated area in Germany,,B,violet
248,http://www.wikidata.org/entity/Q835535,https://de.wikipedia.org/wiki/Fraunhofer-Institut_f%C3%BCr_Integrierte_Schaltungen,Point(11.0196 49.5472),11.182,49.5472,11.0196,5,http://www.wikidata.org/entity/Q20168706,Fraunhofer Institute for Integrated Circuits,Fraunhofer institute,,B,violet
250,http://www.wikidata.org/entity/Q1911848,https://de.wikipedia.org/wiki/Mauthalle_(N%C3%BCrnberg),Point(11.0786 49.4493),0.517,49.4493,11.0786,5,http://www.wikidata.org/entity/Q41176,Mauthalle,building,,B,violet
251,http://www.wikidata.org/entity/Q1327984,https://de.wikipedia.org/wiki/Maxbr%C3%BCcke_(N%C3%BCrnberg),Point(11.0726 49.4534),0.344,49.4534,11.0726,5,http://www.wikidata.org/entity/Q158438,Maxbrücke,arch bridge,,B,violet
253,http://www.wikidata.org/entity/Q1329963,https://de.wikipedia.org/wiki/Farrnbach,Point(10.9747 49.5008),9.065,49.5008,10.9747,5,http://www.wikidata.org/entity/Q4022,Farrnbach,river,https://en.wikipedia.org/wiki/Farrnbach,B,violet
