,item,articleDE,location,distance,lat,lon,sitelinks,thing,itemLabel,thingLabel,articleEN,tier,color
23,http://www.wikidata.org/entity/Q529392,https://de.wikipedia.org/wiki/Breiteng%C3%BC%C3%9Fbach,Point(10.88904 49.9717),8.907,49.9717,10.88904,39,http://www.wikidata.org/entity/Q116457956,Breitengüßbach,municipality without town privileges in Germany,https://en.wikipedia.org/wiki/Breiteng%C3%BC%C3%9Fbach,S,orange
24,http://www.wikidata.org/entity/Q529400,https://de.wikipedia.org/wiki/Kemmern,Point(10.866666666 49.95),6.652,49.95,10.866666666667,39,http://www.wikidata.org/entity/Q116457956,Kemmern,municipality without town privileges in Germany,https://en.wikipedia.org/wiki/Kemmern,S,orange
25,http://www.wikidata.org/entity/Q524280,https://de.wikipedia.org/wiki/Reckendorf,Point(10.826952777 50.019644444),14.868,50.019644444444,10.826952777778,39,http://www.wikidata.org/entity/Q116457956,Reckendorf,municipality without town privileges in Germany,https://en.wikipedia.org/wiki/Reckendorf,S,orange
26,http://www.wikidata.org/entity/Q529428,https://de.wikipedia.org/wiki/Rattelsdorf,Point(10.886944444 50.015555555),13.782,50.015555555556,10.886944444444,39,http://www.wikidata.org/entity/Q15303838,Rattelsdorf,municipality seat,https://en.wikipedia.org/wiki/Rattelsdorf,S,orange
28,http://www.wikidata.org/entity/Q529719,https://de.wikipedia.org/wiki/Frensdorf,Point(10.86667 49.81667),8.457,49.81667,10.86667,39,http://www.wikidata.org/entity/Q15303838,Frensdorf,municipality seat,https://en.wikipedia.org/wiki/Frensdorf,S,orange
30,http://www.wikidata.org/entity/Q530556,https://de.wikipedia.org/wiki/Priesendorf,Point(10.712170837 49.907607913),12.636,49.907607913454,10.71217083754,39,http://www.wikidata.org/entity/Q116457956,Priesendorf,municipality without town privileges in Germany,https://en.wikipedia.org/wiki/Priesendorf,S,orange
31,http://www.wikidata.org/entity/Q427456,https://de.wikipedia.org/wiki/Pettstadt,Point(10.929166666 49.83),7.491,49.83,10.929166666667,38,http://www.wikidata.org/entity/Q15303838,Pettstadt,municipality seat,https://en.wikipedia.org/wiki/Pettstadt,S,orange
33,http://www.wikidata.org/entity/Q178365,https://de.wikipedia.org/wiki/Stegaurach,Point(10.843611111 49.863333333),4.414,49.863333333333,10.843611111111,38,http://www.wikidata.org/entity/Q15303838,Stegaurach,municipality seat,https://en.wikipedia.org/wiki/Stegaurach,S,orange
35,http://www.wikidata.org/entity/Q545248,https://de.wikipedia.org/wiki/Sch%C3%B6nbrunn_im_Steigerwald,Point(10.687889278 49.859388704),14.7,49.859388704262,10.687889278175,38,http://www.wikidata.org/entity/Q956214,Schönbrunn im Steigerwald,chef-lieu,https://en.wikipedia.org/wiki/Sch%C3%B6nbrunn_im_Steigerwald,S,orange
37,http://www.wikidata.org/entity/Q550723,https://de.wikipedia.org/wiki/Viereth-Trunstadt,Point(10.776944444 49.922777777),8.6,49.922777777778,10.776944444444,38,http://www.wikidata.org/entity/Q15303838,Viereth-Trunstadt,municipality seat,https://en.wikipedia.org/wiki/Viereth-Trunstadt,S,orange
39,http://www.wikidata.org/entity/Q534311,https://de.wikipedia.org/wiki/Oberhaid_(Oberfranken),Point(10.815555555 49.932222222),6.816,49.932222222222,10.815555555556,38,http://www.wikidata.org/entity/Q15303838,Oberhaid,municipality seat,https://en.wikipedia.org/wiki/Oberhaid,S,orange
41,http://www.wikidata.org/entity/Q553227,https://de.wikipedia.org/wiki/Gundelsheim_(Oberfranken),Point(10.918055555 49.938888888),5.713,49.938888888889,10.918055555556,37,http://www.wikidata.org/entity/Q116457956,Gundelsheim,municipality without town privileges in Germany,"https://en.wikipedia.org/wiki/Gundelsheim,_Bavaria",S,orange
42,http://www.wikidata.org/entity/Q549641,https://de.wikipedia.org/wiki/Lisberg,Point(10.729444444 49.880555555),11.343,49.880555555556,10.729444444444,37,http://www.wikidata.org/entity/Q116457956,Lisberg,municipality without town privileges in Germany,https://en.wikipedia.org/wiki/Lisberg,S,orange
43,http://www.wikidata.org/entity/Q550700,https://de.wikipedia.org/wiki/Litzendorf,Point(11.0 49.9),8.158,49.9,11.0,37,http://www.wikidata.org/entity/Q116457956,Litzendorf,municipality without town privileges in Germany,https://en.wikipedia.org/wiki/Litzendorf,S,orange
44,http://www.wikidata.org/entity/Q539907,https://de.wikipedia.org/wiki/Strullendorf,Point(10.966666666 49.833333333),8.643,49.833333333333,10.966666666667,37,http://www.wikidata.org/entity/Q116457956,Strullendorf,municipality without town privileges in Germany,https://en.wikipedia.org/wiki/Strullendorf,S,orange
45,http://www.wikidata.org/entity/Q437010,https://de.wikipedia.org/wiki/Altendorf_(Landkreis_Bamberg),Point(11.009365388 49.799515043),13.491,49.799515043035,11.00936538842,36,http://www.wikidata.org/entity/Q262166,Altendorf,municipality in Germany,"https://en.wikipedia.org/wiki/Altendorf,_Upper_Franconia",S,orange
46,http://www.wikidata.org/entity/Q553785,https://de.wikipedia.org/wiki/Walsdorf_(Oberfranken),Point(10.783333333 49.866666666),7.918,49.866666666667,10.783333333333,36,http://www.wikidata.org/entity/Q15303838,Walsdorf,municipality seat,"https://en.wikipedia.org/wiki/Walsdorf,_Bavaria",S,orange
48,http://www.wikidata.org/entity/Q525796,https://de.wikipedia.org/wiki/Stettfeld,Point(10.724166666 49.971388888),14.638,49.96666667,10.71666667,35,http://www.wikidata.org/entity/Q116457956,Stettfeld,municipality without town privileges in Germany,https://en.wikipedia.org/wiki/Stettfeld,S,orange
52,http://www.wikidata.org/entity/Q550543,https://de.wikipedia.org/wiki/Lauter_(Oberfranken),Point(10.783333333 49.966666666),11.16,49.966666666667,10.783333333333,35,http://www.wikidata.org/entity/Q116457956,Lauter,municipality without town privileges in Germany,"https://en.wikipedia.org/wiki/Lauter,_Bavaria",S,orange
53,http://www.wikidata.org/entity/Q5924,https://de.wikipedia.org/wiki/Bamberger_Dom,Point(10.882533 49.890703),0.325,49.890703,10.882533,35,http://www.wikidata.org/entity/Q56242215,Bamberg Cathedral,Catholic cathedral,https://en.wikipedia.org/wiki/Bamberg_Cathedral,S,orange
54,http://www.wikidata.org/entity/Q643525,https://de.wikipedia.org/wiki/Regnitz,Point(10.8303 49.9144),4.777,49.4867,10.9867,32,http://www.wikidata.org/entity/Q4022,Regnitz,river,https://en.wikipedia.org/wiki/Regnitz,S,orange
56,http://www.wikidata.org/entity/Q707272,https://de.wikipedia.org/wiki/Otto-Friedrich-Universit%C3%A4t_Bamberg,Point(10.886666666 49.893888888),0.254,49.893888888889,10.886666666667,24,http://www.wikidata.org/entity/Q875538,University of Bamberg,public university,https://en.wikipedia.org/wiki/University_of_Bamberg,S,orange
58,http://www.wikidata.org/entity/Q324689,https://de.wikipedia.org/wiki/Staatsbibliothek_Bamberg,Point(10.882333333 49.891855555),0.325,49.891855555556,10.882333333333,22,http://www.wikidata.org/entity/Q1386438,Bamberg State Library,state library of Germany,https://en.wikipedia.org/wiki/Bamberg_State_Library,S,orange
62,http://www.wikidata.org/entity/Q699427,https://de.wikipedia.org/wiki/Bamberger_Symphoniker,Point(10.87916667 49.89694444),0.809,49.89694444,10.87916667,19,http://www.wikidata.org/entity/Q42998,Bamberg Symphony,orchestra,https://en.wikipedia.org/wiki/Bamberg_Symphony,A,green
63,http://www.wikidata.org/entity/Q568774,https://de.wikipedia.org/wiki/Itz,Point(10.8681 49.9831),10.261,50.4465,10.9918,17,http://www.wikidata.org/entity/Q4022,Itz,river,https://en.wikipedia.org/wiki/Itz,A,green
65,http://www.wikidata.org/entity/Q680156,https://de.wikipedia.org/wiki/Bamberger_Reiter,Point(10.882765 49.890869),0.304,49.890869,10.882765,16,http://www.wikidata.org/entity/Q860861,Bamberg Horseman,sculpture,https://en.wikipedia.org/wiki/Bamberg_Horseman,A,green
66,http://www.wikidata.org/entity/Q567566,https://de.wikipedia.org/wiki/Brose_Arena,Point(10.920556 49.879167),2.783,49.879167,10.920556,13,http://www.wikidata.org/entity/Q1763828,Brose Arena,multi-purpose hall,https://en.wikipedia.org/wiki/Brose_Arena,A,green
67,http://www.wikidata.org/entity/Q566990,https://de.wikipedia.org/wiki/Heller-Br%C3%A4u_Trum,Point(10.884722222 49.891666666),0.152,49.891666666667,10.884722222222,12,http://www.wikidata.org/entity/Q131734,Schlenkerla,brewery,https://en.wikipedia.org/wiki/Schlenkerla,A,green
68,http://www.wikidata.org/entity/Q439335,https://de.wikipedia.org/wiki/Altes_Rathaus_(Bamberg),Point(10.886897 49.89157),0.005,49.89157,10.886897,11,http://www.wikidata.org/entity/Q543654,old town hall,Rathaus,,A,green
69,http://www.wikidata.org/entity/Q314855,https://de.wikipedia.org/wiki/Altenburg_(Bamberg),Point(10.868611111 49.880555555),1.793,49.880555555556,10.868611111111,10,http://www.wikidata.org/entity/Q15710038,Burg,hill castle,https://en.wikipedia.org/wiki/Altenburg_(Bamberg),A,green
71,http://www.wikidata.org/entity/Q324266,https://de.wikipedia.org/wiki/Baunach_(Fluss),Point(10.8571 49.9776),9.796,50.2306,10.4389,10,http://www.wikidata.org/entity/Q4022,Baunach,river,https://en.wikipedia.org/wiki/Baunach_(river),A,green
73,http://www.wikidata.org/entity/Q1539868,https://de.wikipedia.org/wiki/Musikhaus_Thomann,Point(10.73162 49.8019),14.945,49.8019,10.73162,10,http://www.wikidata.org/entity/Q4382945,Thomann,online shop,https://en.wikipedia.org/wiki/Thomann_(retailer),A,green
75,http://www.wikidata.org/entity/Q829216,https://de.wikipedia.org/wiki/Deichselbach,Point(11.075277777 49.851944444),14.205,49.851944444444,11.075277777778,10,http://www.wikidata.org/entity/Q4022,Deichselbach,river,https://en.wikipedia.org/wiki/Deichselbach,A,green
84,http://www.wikidata.org/entity/Q1555009,https://de.wikipedia.org/wiki/Gunthertuch,Point(10.8825 49.89083),0.323,49.89083,10.8825,9,http://www.wikidata.org/entity/Q184296,Gunthertuch,tapestry,https://en.wikipedia.org/wiki/Gunthertuch,B,violet
87,http://www.wikidata.org/entity/Q555168,https://de.wikipedia.org/wiki/Kloster_Michelsberg,Point(10.877222222 49.893611111),0.725,49.893611111111,10.877222222222,9,http://www.wikidata.org/entity/Q44613,Michaelsberg Abbey,monastery,"https://en.wikipedia.org/wiki/Michaelsberg_Abbey,_Bamberg",B,violet
88,http://www.wikidata.org/entity/Q430550,https://de.wikipedia.org/wiki/Neue_Residenz_(Bamberg),Point(10.8825 49.891666666),0.312,49.891666666667,10.8825,8,http://www.wikidata.org/entity/Q2359691,"New Residence, Bamberg",residency,,B,violet
92,http://www.wikidata.org/entity/Q829461,https://de.wikipedia.org/wiki/Leitenbach_(Main),Point(11.0378 49.98),14.605,49.98,11.0378,8,http://www.wikidata.org/entity/Q4022,Leitenbach,river,https://en.wikipedia.org/wiki/Leitenbach,B,violet
98,http://www.wikidata.org/entity/Q7587890,,Point(10.871666666 49.908888888),2.208,49.908888888889,10.871666666667,8,http://www.wikidata.org/entity/Q131734,St. Erhard,brewery,https://en.wikipedia.org/wiki/St._Erhard_(brewery),B,violet
100,http://www.wikidata.org/entity/Q184380,https://de.wikipedia.org/wiki/Zeegenbach,Point(10.9392 49.8413),6.735,49.8413,10.9392,7,http://www.wikidata.org/entity/Q4022,Zeegenbach,river,https://en.wikipedia.org/wiki/Zeegenbach,B,violet
104,http://www.wikidata.org/entity/Q1261116,https://de.wikipedia.org/wiki/Drudenhaus,Point(10.891238888 49.893411111),0.373,49.893411111111,10.891238888889,7,http://www.wikidata.org/entity/Q40357,Drudenhaus,prison,https://en.wikipedia.org/wiki/Drudenhaus_(prison),B,violet
105,http://www.wikidata.org/entity/Q878063,https://de.wikipedia.org/wiki/Mittlere_Ebrach,Point(10.7654 49.8328),10.887,49.8328,10.7654,7,http://www.wikidata.org/entity/Q4022,Mittlere Ebrach,river,https://en.wikipedia.org/wiki/Mittlere_Ebrach,B,violet
108,http://www.wikidata.org/entity/Q883810,https://de.wikipedia.org/wiki/Schloss_Seehof,Point(10.947638527 49.926972325),5.866,49.926972325296,10.947638527295,7,http://www.wikidata.org/entity/Q16560,Schloss Seehof,palace,https://en.wikipedia.org/wiki/Schloss_Seehof,B,violet
110,http://www.wikidata.org/entity/Q201695,https://de.wikipedia.org/wiki/Gr%C3%BCndleinsbach_(Main),Point(11.004 49.91),8.636,49.9321,10.8676,6,http://www.wikidata.org/entity/Q4022,Gründleinsbach,river,https://en.wikipedia.org/wiki/Gr%C3%BCndleinsbach,B,violet
114,http://www.wikidata.org/entity/Q1464698,https://de.wikipedia.org/wiki/Friesener_Warte,Point(11.0461 49.8457),12.502,49.8457,11.0461,6,http://www.wikidata.org/entity/Q8502,Friesener Warte,mountain,https://en.wikipedia.org/wiki/Friesener_Warte,B,violet
115,http://www.wikidata.org/entity/Q900257,https://de.wikipedia.org/wiki/Brauerei_Kaiserdom,Point(10.852222222 49.904166666),2.846,49.904166666667,10.852222222222,6,http://www.wikidata.org/entity/Q131734,Brauerei Kaiserdom,brewery,https://en.wikipedia.org/wiki/Brauerei_Kaiserdom,B,violet
116,http://www.wikidata.org/entity/Q1007251,https://de.wikipedia.org/wiki/Bundesstra%C3%9Fe_505,Point(10.9461478 49.868522),4.964,49.7300392,10.8246502,6,http://www.wikidata.org/entity/Q561431,Bundesstraße 505,Bundesstraße,,B,violet
122,http://www.wikidata.org/entity/Q2139112,https://de.wikipedia.org/wiki/Reiche_Ebrach,Point(10.9697 49.8125),10.613,49.8125,10.9697,6,http://www.wikidata.org/entity/Q4022,Reiche Ebrach,river,https://en.wikipedia.org/wiki/Reiche_Ebrach,B,violet
123,http://www.wikidata.org/entity/Q1523220,https://de.wikipedia.org/wiki/Giechburg,Point(11.049444444 49.955),13.608,49.955,11.049444444444,6,http://www.wikidata.org/entity/Q253019,Höhenburg,Ortsteil,https://en.wikipedia.org/wiki/Giechburg,B,violet
124,http://www.wikidata.org/entity/Q1539491,https://de.wikipedia.org/wiki/Historisches_Museum_Bamberg,Point(10.8824 49.8909),0.328,49.8909,10.8824,6,http://www.wikidata.org/entity/Q33506,Historical Museum Bamberg,museum,https://en.wikipedia.org/wiki/Historical_Museum_Bamberg,B,violet
125,http://www.wikidata.org/entity/Q774334,"https://de.wikipedia.org/wiki/Aurach_(Regnitz,_Oberfranken)",Point(10.935 49.845),6.226,49.844722222222,10.934166666667,6,http://www.wikidata.org/entity/Q4022,Aurach,river,"https://en.wikipedia.org/wiki/Aurach_(Regnitz,_Oberfranken)",B,violet
129,http://www.wikidata.org/entity/Q869649,https://de.wikipedia.org/wiki/ETA_Hoffmann_Theater,Point(10.8915 49.8906),0.351,49.8906,10.8915,6,http://www.wikidata.org/entity/Q24354,E.T.A.-Hoffmann-Theater,theatre building,https://en.wikipedia.org/wiki/E.T.A.-Hoffmann-Theater,B,violet
130,http://www.wikidata.org/entity/Q876855,https://de.wikipedia.org/wiki/Rosengarten_(Bamberg),Point(10.8817 49.8919),0.37,49.8919,10.8817,6,http://www.wikidata.org/entity/Q291177,Rosengarten Bamberg,rose garden,,B,violet
132,http://www.wikidata.org/entity/Q11835783,https://de.wikipedia.org/wiki/Semberg,Point(10.8356 49.9579),8.234,49.9579,10.8356,6,http://www.wikidata.org/entity/Q15974311,Semberg,unincorporated area in Germany,,B,violet
133,http://www.wikidata.org/entity/Q435629,https://de.wikipedia.org/wiki/Alte_Hofhaltung_(Bamberg),Point(10.8814 49.8911),0.394,49.8911,10.8814,5,http://www.wikidata.org/entity/Q1497364,Bischofspfalz,building complex,,B,violet
134,http://www.wikidata.org/entity/Q184379,https://de.wikipedia.org/wiki/Zeegendorf,Point(11.0672 49.8742),13.065,49.8742,11.0672,5,http://www.wikidata.org/entity/Q253019,Zeegendorf,Ortsteil,https://en.wikipedia.org/wiki/Zeegendorf,B,violet
135,http://www.wikidata.org/entity/Q1355696,https://de.wikipedia.org/wiki/Rauhe_Ebrach,Point(10.9389 49.8392),6.919,49.8392,10.9389,5,http://www.wikidata.org/entity/Q4022,Rauhe Ebrach,river,https://en.wikipedia.org/wiki/Rauhe_Ebrach,B,violet
136,http://www.wikidata.org/entity/Q1498841,https://de.wikipedia.org/wiki/Geisberg_(Geisberger_Forst),Point(11.0624 49.8889),12.579,49.8889,11.0624,5,http://www.wikidata.org/entity/Q8502,Geisberg,mountain,https://en.wikipedia.org/wiki/Geisberg_(Geisberg_Forest),B,violet
137,http://www.wikidata.org/entity/Q1939264,https://de.wikipedia.org/wiki/Mistendorf,Point(11.01666667 49.86666667),9.706,49.86666667,11.01666667,5,http://www.wikidata.org/entity/Q253019,Mistendorf,Ortsteil,https://en.wikipedia.org/wiki/Mistendorf,B,violet
138,http://www.wikidata.org/entity/Q1970344,https://de.wikipedia.org/wiki/Naturkunde-Museum_(Bamberg),Point(10.8883 49.8944),0.328,49.8944,10.8883,5,http://www.wikidata.org/entity/Q1970365,Naturkunde-Museum Bamberg,natural history museum,,B,violet
139,http://www.wikidata.org/entity/Q1795312,https://de.wikipedia.org/wiki/K%C3%A4lberberg_(Buttenheim),Point(11.061 49.8503),13.298,49.8503,11.061,5,http://www.wikidata.org/entity/Q253019,Kälberberg,Ortsteil,https://en.wikipedia.org/wiki/K%C3%A4lberberg,B,violet
140,http://www.wikidata.org/entity/Q2524982,https://de.wikipedia.org/wiki/Villa_Dessauer,Point(10.8928 49.8908),0.436,49.8908,10.8928,5,http://www.wikidata.org/entity/Q3950,Villa Dessauer,villa,https://en.wikipedia.org/wiki/Villa_Dessauer,B,violet
141,http://www.wikidata.org/entity/Q9251692,https://de.wikipedia.org/wiki/Eichwald_(gemeindefreies_Gebiet),Point(11.0333 49.85),11.469,49.85,11.0333,5,http://www.wikidata.org/entity/Q15974311,Eichwald,unincorporated area in Germany,,B,violet
143,http://www.wikidata.org/entity/Q11699545,https://de.wikipedia.org/wiki/Geisberger_Forst,Point(11.060625 49.891397222),12.448,49.891397222222,11.060625,5,http://www.wikidata.org/entity/Q15974311,Geisberger Forst,unincorporated area in Germany,,B,violet
145,http://www.wikidata.org/entity/Q517748,https://de.wikipedia.org/wiki/Jungfernh%C3%B6hle,Point(11.0881 49.92),14.754,49.92,11.0881,4,http://www.wikidata.org/entity/Q372363,Jungfern Cave,geotope,,C,yellow
148,http://www.wikidata.org/entity/Q172971,https://de.wikipedia.org/wiki/Earthshaker_Fest,Point(10.9833 49.8167),10.825,49.8167,10.9833,4,http://www.wikidata.org/entity/Q868557,Earthshaker Fest,music festival,,C,yellow
149,http://www.wikidata.org/entity/Q1355214,https://de.wikipedia.org/wiki/Erlach_(Hirschaid),Point(10.9544 49.8078),10.502,49.8078,10.9544,4,http://www.wikidata.org/entity/Q253019,Erlach,Ortsteil,https://en.wikipedia.org/wiki/Erlach_(Hirschaid),C,yellow
150,http://www.wikidata.org/entity/Q1432984,https://de.wikipedia.org/wiki/Leesten,Point(11.01666667 49.86666667),9.706,49.86666667,11.01666667,4,http://www.wikidata.org/entity/Q253019,Leesten,Ortsteil,https://en.wikipedia.org/wiki/Leesten,C,yellow
151,http://www.wikidata.org/entity/Q1433506,https://de.wikipedia.org/wiki/Flugplatz_Bamberg-Breitenau,Point(10.914488888 49.92055),3.778,49.92055,10.914488888889,4,http://www.wikidata.org/entity/Q695850,Bamberg-Breitenau airfield,air base,https://en.wikipedia.org/wiki/Bamberg-Breitenau_Airfield,C,yellow
153,http://www.wikidata.org/entity/Q1471252,https://de.wikipedia.org/wiki/Fr%C3%A4nkisches_Brauereimuseum,Point(10.8758 49.8933),0.814,49.8933,10.8758,4,http://www.wikidata.org/entity/Q33506,Fränkisches Brauereimuseum,museum,,C,yellow
154,http://www.wikidata.org/entity/Q1492696,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Stegaurach,Point(10.8436 49.8633),4.417,49.8633,10.8436,4,http://www.wikidata.org/entity/Q15725618,Verwaltungsgemeinschaft Stegaurach,administrative community of Bavaria,,C,yellow
155,http://www.wikidata.org/entity/Q970815,https://de.wikipedia.org/wiki/Schrautershof,Point(11.049444444 49.952222222),13.45,49.952222222222,11.049444444444,4,http://www.wikidata.org/entity/Q253019,Q970815,Ortsteil,,C,yellow
156,http://www.wikidata.org/entity/Q1020170,https://de.wikipedia.org/wiki/B%C3%B6ttingerhaus,Point(10.8861 49.8892),0.273,49.8892,10.8861,4,http://www.wikidata.org/entity/Q15848826,Palast,city palace,,C,yellow
157,http://www.wikidata.org/entity/Q2375595,https://de.wikipedia.org/wiki/Synagogen_in_Bamberg,Point(10.8964 49.89),0.707,49.89,10.8964,4,http://www.wikidata.org/entity/Q34627,Synagogue in Bamberg,synagogue,,C,yellow
158,http://www.wikidata.org/entity/Q1509025,https://de.wikipedia.org/wiki/Lauter_(Baunach),Point(10.8536 49.9847),10.621,49.9847,10.8536,4,http://www.wikidata.org/entity/Q4022,Lauter,river,https://en.wikipedia.org/wiki/Lauter_(Baunach),C,yellow
159,http://www.wikidata.org/entity/Q1589611,https://de.wikipedia.org/wiki/Hauptsmoor,Point(10.95 49.8833),4.617,49.8833,10.95,4,http://www.wikidata.org/entity/Q15974311,Hauptsmoor,unincorporated area in Germany,,C,yellow
161,http://www.wikidata.org/entity/Q1643367,https://de.wikipedia.org/wiki/H%C3%B6fen_(Rattelsdorf),Point(10.8783 50.0194),14.223,50.0194,10.8783,4,http://www.wikidata.org/entity/Q253019,Höfen (Rattelsdorf),Ortsteil,,C,yellow
162,http://www.wikidata.org/entity/Q784761,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Lisberg,Point(10.7294 49.8806),11.346,49.8806,10.7294,4,http://www.wikidata.org/entity/Q15725618,Verwaltungsgemeinschaft Lisberg,administrative community of Bavaria,,C,yellow
163,http://www.wikidata.org/entity/Q882218,https://de.wikipedia.org/wiki/Gaustadt,Point(10.8558 49.9044),2.64,49.9044,10.8558,4,http://www.wikidata.org/entity/Q253019,Gaustadt,Ortsteil,https://en.wikipedia.org/wiki/Gaustadt,C,yellow
164,http://www.wikidata.org/entity/Q648735,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Burgebrach,Point(10.7417 49.8264),12.681,49.8264,10.7417,4,http://www.wikidata.org/entity/Q15725618,Verwaltungsgemeinschaft Burgebrach,administrative community of Bavaria,,C,yellow
165,http://www.wikidata.org/entity/Q1739302,https://de.wikipedia.org/wiki/Ro%C3%9Fdorf_am_Forst,Point(10.9961 49.8662),8.322,49.8662,10.9961,4,http://www.wikidata.org/entity/Q253019,Roßdorf am Forst,Ortsteil,https://en.wikipedia.org/wiki/Ro%C3%9Fdorf_am_Forst,C,yellow
166,http://www.wikidata.org/entity/Q2519432,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Baunach,Point(10.85 49.9833),10.531,49.9833,10.85,4,http://www.wikidata.org/entity/Q15725618,Verwaltungsgemeinschaft Baunach,administrative community of Bavaria,,C,yellow
167,http://www.wikidata.org/entity/Q2563254,https://de.wikipedia.org/wiki/Wernsdorf_(Strullendorf),Point(11.009 49.859),9.474,49.859,11.009,4,http://www.wikidata.org/entity/Q253019,Wernsdorf,Ortsteil,https://en.wikipedia.org/wiki/Wernsdorf_(Bavaria),C,yellow
168,http://www.wikidata.org/entity/Q9393264,https://de.wikipedia.org/wiki/Z%C3%BCckshuter_Forst,Point(10.9 49.95),6.561,49.95,10.9,4,http://www.wikidata.org/entity/Q15974311,Zückshuter Forst,unincorporated area in Germany,,C,yellow
169,http://www.wikidata.org/entity/Q28541304,https://de.wikipedia.org/wiki/E._T._A._Hoffmann-Haus,Point(10.890881 49.889911),0.345,49.889911,10.890881,4,http://www.wikidata.org/entity/Q33506,E.T.A. Hoffmann-Haus,museum,,C,yellow
170,http://www.wikidata.org/entity/Q472625,https://de.wikipedia.org/wiki/Amlingstadt,Point(10.9994 49.8547),9.049,49.8547,10.9994,3,http://www.wikidata.org/entity/Q253019,Q472625,Ortsteil,https://en.wikipedia.org/wiki/Amlingstadt,C,yellow
171,http://www.wikidata.org/entity/Q373728,https://de.wikipedia.org/wiki/St._Gangolf_(Bamberg),Point(10.8967 49.8972),0.941,49.8972,10.8967,3,http://www.wikidata.org/entity/Q317557,"Sankt Gangolf (Bamberg, Germany)",parish church,,C,yellow
172,http://www.wikidata.org/entity/Q184233,https://de.wikipedia.org/wiki/Zeckendorf_(Sche%C3%9Flitz),Point(11.05663 49.9605),14.366,49.9605,11.05663,3,http://www.wikidata.org/entity/Q253019,Zeckendorf,Ortsteil,,C,yellow
173,http://www.wikidata.org/entity/Q222367,https://de.wikipedia.org/wiki/G%C3%B6nningerkapelle_(Bamberg),Point(10.8883 49.9028),1.249,49.9028,10.8883,3,http://www.wikidata.org/entity/Q1129743,Gönningerkapelle,filial church,,C,yellow
174,http://www.wikidata.org/entity/Q247936,https://de.wikipedia.org/wiki/Z%C3%BCckshut,Point(10.9247 49.9672),8.831,49.9672,10.9247,3,http://www.wikidata.org/entity/Q253019,Zückshut,Ortsteil,,C,yellow
