,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,thing,articleEN,to_drop_key
371,https://www.atlasobscura.com/places/bird-hall-of-bamberg-natural-history-museum,49.894484,10.887971,"
Bird Hall of Bamberg Natural History Museum
","
A beautiful collection of taxidermy birds and rare pomological wax models.
",atlas_obscura,gold,,,,,,,,,,,,,"(49.894484, 10.887971)"
1012,,49.92847606341,10.875941039628,Cultural heritage D-4-71-140-4 in Hallstadt,,D,blue,,,house,,Point(10.875941039 49.928476063),4.173,http://www.wikidata.org/entity/Q41398002,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92847606341', '10.875941039628')"
1013,,49.928704267719,10.873131681317,Bauernhaus,,D,blue,,,house,,Point(10.873131681 49.928704267),4.24,http://www.wikidata.org/entity/Q41398000,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.928704267719', '10.873131681317')"
1014,,49.92857387829,10.87533967738,Stadtzollhaus,,D,blue,,,house,,Point(10.875339677 49.928573878),4.192,http://www.wikidata.org/entity/Q41398001,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92857387829', '10.87533967738')"
1015,,49.92886,10.87717,Cultural heritage D-4-71-140-88 in Hallstadt,,D,blue,,,house,,Point(10.87717 49.92886),4.2,http://www.wikidata.org/entity/Q41398006,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92886', '10.87717')"
1016,,49.92855,10.87624,Baudenkmal,,D,blue,,,house,,Point(10.87624 49.92855),4.178,http://www.wikidata.org/entity/Q41398004,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92855', '10.87624')"
1017,,49.92874,10.877,Cultural heritage D-4-71-140-94 in Hallstadt,,D,blue,,,house,,Point(10.877 49.92874),4.189,http://www.wikidata.org/entity/Q41398005,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92874', '10.877')"
1018,,49.929242501463,10.878238466846,Forsthaus,,D,blue,,,house,,Point(10.878238466 49.929242501),4.23,http://www.wikidata.org/entity/Q41398010,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.929242501463', '10.878238466846')"
1019,,49.930013070317,10.879997748288,Kreuz,,D,blue,,,cultural heritage ensemble,,Point(10.879997748 49.93001307),4.299,http://www.wikidata.org/entity/Q41398011,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.930013070317', '10.879997748288')"
1020,,49.929839388137,10.878991207476,Mühle,,D,blue,,,cultural heritage ensemble,,Point(10.878991207 49.929839388),4.288,http://www.wikidata.org/entity/Q41398008,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.929839388137', '10.878991207476')"
1021,,49.930198083158,10.88296580315,Cultural heritage D-4-71-140-9 in Hallstadt,,D,blue,,,cultural heritage ensemble,,Point(10.882965803 49.930198083),4.3,http://www.wikidata.org/entity/Q41398014,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.930198083158', '10.88296580315')"
1022,,49.92773,10.8752,Cultural heritage D-4-71-140-11 in Hallstadt,,D,blue,,,house,,Point(10.8752 49.92773),4.102,http://www.wikidata.org/entity/Q41398018,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92773', '10.8752')"
1023,,49.92758,10.87521,Gasthaus,,D,blue,,,cultural heritage ensemble,,Point(10.87521 49.92758),4.086,http://www.wikidata.org/entity/Q41398019,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.92758', '10.87521')"
1024,,49.92794,10.87521,Bauernhaus,,D,blue,,,house,,Point(10.87521 49.92794),4.125,http://www.wikidata.org/entity/Q41398016,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92794', '10.87521')"
1025,,49.92691,10.87478,Bauernhaus,,D,blue,,,house,,Point(10.87478 49.92691),4.02,http://www.wikidata.org/entity/Q41398020,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92691', '10.87478')"
1026,,49.92203,10.87454,Bildstock,,D,blue,,,cultural heritage ensemble,,Point(10.87454 49.92203),3.496,http://www.wikidata.org/entity/Q41398024,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.92203', '10.87454')"
1028,,49.9212,10.8746,Siechenheim,,D,blue,,,house,,Point(10.8746 49.9212),3.406,http://www.wikidata.org/entity/Q41398025,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.9212', '10.8746')"
1029,,49.92914,10.8745,Bauernhaus,,D,blue,,,house,,Point(10.8745 49.92914),4.266,http://www.wikidata.org/entity/Q41398030,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92914', '10.8745')"
1030,,49.92903,10.87403,Baudenkmal,,D,blue,,,house,,Point(10.87403 49.92903),4.261,http://www.wikidata.org/entity/Q41398031,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92903', '10.87403')"
1031,,49.92917,10.87461,Cultural heritage D-4-71-140-77 in Hallstadt,,D,blue,,,house,,Point(10.87461 49.92917),4.268,http://www.wikidata.org/entity/Q41398029,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92917', '10.87461')"
1032,,49.937965795232,10.857893229873,Baudenkmal,,D,blue,,,cultural heritage ensemble,,Point(10.857893229 49.937965795),5.556,http://www.wikidata.org/entity/Q41398035,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.937965795232', '10.857893229873')"
1033,,49.92516,10.87834,Friedhof,,D,blue,,,cultural heritage ensemble,,Point(10.87834 49.92516),3.78,http://www.wikidata.org/entity/Q41398033,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.92516', '10.87834')"
1034,,49.92987,10.87694,Cultural heritage D-4-71-140-25 in Hallstadt,,D,blue,,,house,,Point(10.87694 49.92987),4.313,http://www.wikidata.org/entity/Q41398039,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92987', '10.87694')"
1035,,49.92976,10.87641,Cultural heritage D-4-71-140-22 in Hallstadt,,D,blue,,,house,,Point(10.87641 49.92976),4.308,http://www.wikidata.org/entity/Q41398037,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92976', '10.87641')"
1036,,49.93056,10.87952,Bauernhaus,,D,blue,,,house,,Point(10.87952 49.93056),4.363,http://www.wikidata.org/entity/Q41398043,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.93056', '10.87952')"
1037,,49.93084,10.8806,Bauernhof,,D,blue,,,cultural heritage ensemble,,Point(10.8806 49.93084),4.385,http://www.wikidata.org/entity/Q41398047,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.93084', '10.8806')"
1038,,49.93074,10.87919,Gasthaus,,D,blue,,,cultural heritage ensemble,,Point(10.87919 49.93074),4.386,http://www.wikidata.org/entity/Q41398044,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.93074', '10.87919')"
1039,,49.93089,10.87956,Bauernhaus,,D,blue,,,house,,Point(10.87956 49.93089),4.399,http://www.wikidata.org/entity/Q41398045,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.93089', '10.87956')"
1040,,49.93115,10.88106,Cultural heritage D-4-71-140-32 in Hallstadt,,D,blue,,,house,,Point(10.88106 49.93115),4.417,http://www.wikidata.org/entity/Q41398048,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.93115', '10.88106')"
1041,,49.92899,10.87506,Marktbrunnen,,D,blue,,,water well,,Point(10.87506 49.92899),4.242,http://www.wikidata.org/entity/Q41398055,1.0,,,http://www.wikidata.org/entity/Q43483,,"('49.92899', '10.87506')"
1042,,49.92865,10.8722,Gasthaus,,D,blue,,,Gasthaus,,Point(10.8722 49.92865),4.251,http://www.wikidata.org/entity/Q41398052,1.0,,,http://www.wikidata.org/entity/Q5526694,,"('49.92865', '10.8722')"
1043,,49.92911,10.87069,Bauernhaus,,D,blue,,,house,,Point(10.87069 49.92911),4.328,http://www.wikidata.org/entity/Q41398053,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92911', '10.87069')"
1044,,49.928844559691,10.87562023246,Badehaus,,D,blue,,,house,,Point(10.875620232 49.928844559),4.218,http://www.wikidata.org/entity/Q41398059,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.928844559691', '10.87562023246')"
1045,,49.92861,10.875,Gasthaus,,D,blue,,,Gasthaus,,Point(10.875 49.92861),4.201,http://www.wikidata.org/entity/Q41398057,1.0,,,http://www.wikidata.org/entity/Q5526694,,"('49.92861', '10.875')"
1046,,49.92887,10.87448,Mühle,,D,blue,,,cultural heritage ensemble,,Point(10.87448 49.92887),4.237,http://www.wikidata.org/entity/Q41398060,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.92887', '10.87448')"
1047,,49.929,10.87478,Gasthaus,,D,blue,,,Gasthaus,,Point(10.87478 49.929),4.247,http://www.wikidata.org/entity/Q41398066,1.0,,,http://www.wikidata.org/entity/Q5526694,,"('49.929', '10.87478')"
1048,,49.92924,10.8761,Kriegerdenkmal,,D,blue,,,war memorial,,Point(10.8761 49.92924),4.255,http://www.wikidata.org/entity/Q41398064,1.0,,,http://www.wikidata.org/entity/Q575759,,"('49.92924', '10.8761')"
1049,,49.92899,10.8746,Cultural heritage D-4-71-140-44 in Hallstadt,,D,blue,,,house,,Point(10.8746 49.92899),4.248,http://www.wikidata.org/entity/Q41398065,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92899', '10.8746')"
1050,,49.929213750172,10.875042193331,Amtshaus,,D,blue,,,administrative building,,Point(10.875042193 49.92921375),4.266,http://www.wikidata.org/entity/Q41398068,1.0,,,http://www.wikidata.org/entity/Q2519340,,"('49.929213750172', '10.875042193331')"
1052,,49.929266356579,10.876444752216,Pfarrhaus,,D,blue,,,clergy house,,Point(10.876444752 49.929266356),4.253,http://www.wikidata.org/entity/Q41398069,1.0,,,http://www.wikidata.org/entity/Q607241,,"('49.929266356579', '10.876444752216')"
1053,,49.92952,10.876,Cultural heritage D-4-71-140-50 in Hallstadt,,D,blue,,,house,,Point(10.876 49.92952),4.287,http://www.wikidata.org/entity/Q41398074,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92952', '10.876')"
1054,,49.92924,10.87531,Bauernhaus,,D,blue,,,house,,Point(10.87531 49.92924),4.265,http://www.wikidata.org/entity/Q41398072,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.92924', '10.87531')"
1055,,49.929315180031,10.875587743432,Cultural heritage D-4-71-140-49 in Hallstadt,,D,blue,,,house,,Point(10.875587743 49.92931518),4.27,http://www.wikidata.org/entity/Q41398073,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.929315180031', '10.875587743432')"
1056,,49.93062,10.8693,Statue,,D,blue,,,cultural heritage ensemble,,Point(10.8693 49.93062),4.516,http://www.wikidata.org/entity/Q41398078,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.93062', '10.8693')"
1057,,49.92873,10.87518,Straßenbrücke,,D,blue,,,cultural heritage ensemble,,Point(10.87518 49.92873),4.212,http://www.wikidata.org/entity/Q41398076,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.92873', '10.87518')"
1058,,49.931429284331,10.869282132746,Landschloss,,D,blue,,,cultural heritage ensemble,,Point(10.869282132 49.931429284),4.603,http://www.wikidata.org/entity/Q41398080,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.931429284331', '10.869282132746')"
1059,,49.93207,10.86992,Baudenkmal,,D,blue,,,cultural heritage ensemble,,Point(10.86992 49.93207),4.66,http://www.wikidata.org/entity/Q41398081,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.93207', '10.86992')"
1061,,49.93064,10.87869,Wegkreuz,,D,blue,,,cultural heritage ensemble,,Point(10.87869 49.93064),4.379,http://www.wikidata.org/entity/Q41398087,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.93064', '10.87869')"
1062,,49.933,10.88153,Baudenkmal,,D,blue,,,cultural heritage ensemble,,Point(10.88153 49.933),4.618,http://www.wikidata.org/entity/Q41398084,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.933', '10.88153')"
1064,,49.92904,10.87711,Baudenkmal,,D,blue,,,water well,,Point(10.87711 49.92904),4.22,http://www.wikidata.org/entity/Q41398085,1.0,,,http://www.wikidata.org/entity/Q43483,,"('49.92904', '10.87711')"
1065,,49.92325,10.8719,Heiligenhäuschen,,D,blue,,,cultural heritage ensemble,,Point(10.8719 49.92325),3.678,http://www.wikidata.org/entity/Q41398090,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.92325', '10.8719')"
1066,,49.93144,10.892,Bildstock,,D,blue,,,cultural heritage ensemble,,Point(10.892 49.93144),4.445,http://www.wikidata.org/entity/Q41398091,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.93144', '10.892')"
1067,,49.93112,10.87808,Bildstock,,D,blue,,,cultural heritage ensemble,,Point(10.87808 49.93112),4.438,http://www.wikidata.org/entity/Q41398088,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.93112', '10.87808')"
1069,,49.93133,10.85463,Bildstock,,D,blue,,,cultural heritage ensemble,,Point(10.85463 49.93133),4.983,http://www.wikidata.org/entity/Q41398102,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.93133', '10.85463')"
1071,,49.93201,10.85403,Kellerhaus,,D,blue,,,house,,Point(10.85403 49.93201),5.07,http://www.wikidata.org/entity/Q41398105,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.93201', '10.85403')"
1072,,49.93086,10.86133,Heiligenhäuschen,,D,blue,,,cultural heritage ensemble,,Point(10.86133 49.93086),4.732,http://www.wikidata.org/entity/Q41398108,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.93086', '10.86133')"
1073,,49.92696,10.84519,Marter,,D,blue,,,cultural heritage ensemble,,Point(10.84519 49.92696),4.935,http://www.wikidata.org/entity/Q41398109,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.92696', '10.84519')"
1074,,49.97511,11.0323,Kellerhaus,,D,blue,,,cultural heritage ensemble,,Point(11.0323 49.97511),13.949,http://www.wikidata.org/entity/Q41398121,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.97511', '11.0323')"
1075,,49.97508,11.03469,Bürgerhaus,,D,blue,,,house,,Point(11.03469 49.97508),14.075,http://www.wikidata.org/entity/Q41398126,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97508', '11.03469')"
1076,,49.97533,11.03525,Cultural heritage D-4-71-185-5 in Scheßlitz,,D,blue,,,house,,Point(11.03525 49.97533),14.124,http://www.wikidata.org/entity/Q41398125,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97533', '11.03525')"
1077,,49.977178787548,11.028989475002,Bauernhof,,D,blue,,,cultural heritage ensemble,,Point(11.028989475 49.977178787),13.929,http://www.wikidata.org/entity/Q41398139,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.977178787548', '11.028989475002')"
1078,,49.97701,11.02973,Schmiede,,D,blue,,,cultural heritage ensemble,,Point(11.02973 49.97701),13.955,http://www.wikidata.org/entity/Q41398140,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.97701', '11.02973')"
1079,,49.97784,11.0291,Cultural heritage D-4-71-185-16 in Scheßlitz,,D,blue,,,house,,Point(11.0291 49.97784),13.985,http://www.wikidata.org/entity/Q41398146,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97784', '11.0291')"
1080,,49.97772,11.02843,Cultural heritage D-4-71-185-14 in Scheßlitz,,D,blue,,,house,,Point(11.02843 49.97772),13.941,http://www.wikidata.org/entity/Q41398144,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97772', '11.02843')"
1081,,49.97788,11.02943,Bauernhof,,D,blue,,,cultural heritage ensemble,,Point(11.02943 49.97788),14.005,http://www.wikidata.org/entity/Q41398145,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.97788', '11.02943')"
1082,,49.97619,11.03313,Brunnenfigur,,D,blue,,,water well,,Point(11.03313 49.97619),14.073,http://www.wikidata.org/entity/Q41398159,1.0,,,http://www.wikidata.org/entity/Q43483,,"('49.97619', '11.03313')"
1083,,49.97577,11.03098,Cultural heritage D-4-71-185-25 in Scheßlitz,,D,blue,,,house,,Point(11.03098 49.97577),13.928,http://www.wikidata.org/entity/Q41398163,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97577', '11.03098')"
1084,,49.97585,11.03034,Cultural heritage D-4-71-185-24 in Scheßlitz,,D,blue,,,house,,Point(11.03034 49.97585),13.9,http://www.wikidata.org/entity/Q41398160,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97585', '11.03034')"
1085,,49.97583,11.03167,Kirche,,D,blue,,,chapel,,Point(11.03167 49.97583),13.969,http://www.wikidata.org/entity/Q41398166,1.0,,,http://www.wikidata.org/entity/Q108325,,"('49.97583', '11.03167')"
1086,,49.97608,11.03118,Cultural heritage D-4-71-185-26 in Scheßlitz,,D,blue,,,house,,Point(11.03118 49.97608),13.962,http://www.wikidata.org/entity/Q41398164,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97608', '11.03118')"
1087,,49.97629,11.03221,Ackerbürgerhaus,,D,blue,,,house,,Point(11.03221 49.97629),14.032,http://www.wikidata.org/entity/Q41398171,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97629', '11.03221')"
1088,,49.976196148562,11.031766013412,Gerberei,,D,blue,,,house,,Point(11.031766013 49.976196148),14.001,http://www.wikidata.org/entity/Q41398168,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.976196148562', '11.031766013412')"
1089,,49.97605,11.03239,Cultural heritage D-4-71-185-31 in Scheßlitz,,D,blue,,,house,,Point(11.03239 49.97605),14.024,http://www.wikidata.org/entity/Q41398169,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97605', '11.03239')"
1090,,49.97602,11.03288,Cultural heritage D-4-71-185-34 in Scheßlitz,,D,blue,,,house,,Point(11.03288 49.97602),14.048,http://www.wikidata.org/entity/Q41398174,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97602', '11.03288')"
1091,,49.97608,11.03265,Rathaus,,D,blue,,,house,,Point(11.03265 49.97608),14.04,http://www.wikidata.org/entity/Q41398173,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97608', '11.03265')"
1092,,49.976006502949,11.033051028713,Cultural heritage D-4-71-185-36 in Scheßlitz,,D,blue,,,cultural heritage ensemble,,Point(11.033051028 49.976006502),14.056,http://www.wikidata.org/entity/Q41398178,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.976006502949', '11.033051028713')"
1093,,49.976339464014,11.032521870604,Baudenkmal,,D,blue,,,cultural heritage ensemble,,Point(11.03252187 49.976339464),14.052,http://www.wikidata.org/entity/Q41398177,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.976339464014', '11.032521870604')"
1094,,49.975989523766,11.033557684774,Kastenamt,,D,blue,,,official residence,,Point(11.033557684 49.975989523),14.081,http://www.wikidata.org/entity/Q41398183,1.0,,,http://www.wikidata.org/entity/Q481289,,"('49.975989523766', '11.033557684774')"
1096,,49.976368002464,11.032806473373,Gasthaus,,D,blue,,,cultural heritage ensemble,,Point(11.032806473 49.976368002),14.069,http://www.wikidata.org/entity/Q41398180,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.976368002464', '11.032806473373')"
1097,,49.976059311495,11.033195274804,Cultural heritage D-4-71-185-38 in Scheßlitz,,D,blue,,,house,,Point(11.033195274 49.976059311),14.067,http://www.wikidata.org/entity/Q41398181,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.976059311495', '11.033195274804')"
1098,,49.9762,11.03349,Bürgerhaus,,D,blue,,,house,,Point(11.03349 49.9762),14.093,http://www.wikidata.org/entity/Q41398185,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.9762', '11.03349')"
1099,,49.976418023462,11.033678133405,Gasthaus,,D,blue,,,cultural heritage ensemble,,Point(11.033678133 49.976418023),14.12,http://www.wikidata.org/entity/Q41398190,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.976418023462', '11.033678133405')"
1100,,49.976448835008,11.033947904882,Cultural heritage D-4-71-185-46 in Scheßlitz,,D,blue,,,house,,Point(11.033947904 49.976448835),14.136,http://www.wikidata.org/entity/Q41398191,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.976448835008', '11.033947904882')"
1101,,49.976396093971,11.033422412399,Cultural heritage D-4-71-185-43 in Scheßlitz,,D,blue,,,house,,Point(11.033422412 49.976396093),14.104,http://www.wikidata.org/entity/Q41398188,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.976396093971', '11.033422412399')"
1102,,49.97619,11.03376,Mühle,,D,blue,,,cultural heritage ensemble,,Point(11.03376 49.97619),14.107,http://www.wikidata.org/entity/Q41398189,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.97619', '11.03376')"
1103,,49.97647,11.03406,Cultural heritage D-4-71-185-47 in Scheßlitz,,D,blue,,,house,,Point(11.03406 49.97647),14.144,http://www.wikidata.org/entity/Q41398193,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97647', '11.03406')"
1104,,49.97536,11.03021,Apotheke,,D,blue,,,house,,Point(11.03021 49.97536),13.857,http://www.wikidata.org/entity/Q41398202,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97536', '11.03021')"
1105,,49.974822461514,11.02923938858,Cultural heritage D-4-71-185-59 in Scheßlitz,,D,blue,,,house,,Point(11.029239388 49.974822461),13.765,http://www.wikidata.org/entity/Q41398213,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.974822461514', '11.02923938858')"
1106,,49.976606820414,11.034572069231,Brauereigasthof,,D,blue,,,cultural heritage ensemble,,Point(11.034572069 49.97660682),14.181,http://www.wikidata.org/entity/Q41398217,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.976606820414', '11.034572069231')"
1107,,49.976776560209,11.035278567424,Cultural heritage D-4-71-185-66 in Scheßlitz,,D,blue,,,cultural heritage ensemble,,Point(11.035278567 49.97677656),14.231,http://www.wikidata.org/entity/Q41398221,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.976776560209', '11.035278567424')"
1108,,49.97931167678,11.031380747795,Getreidemühle,,D,blue,,,cultural heritage ensemble,,Point(11.031380747 49.979311676),14.216,http://www.wikidata.org/entity/Q41398238,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.97931167678', '11.031380747795')"
1109,,49.97919,11.03117,Bildstock,,D,blue,,,cultural heritage ensemble,,Point(11.03117 49.97919),14.196,http://www.wikidata.org/entity/Q41398236,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.97919', '11.03117')"
1111,,49.97584,11.03491,Gasthaus,,D,blue,,,Gasthaus,,Point(11.03491 49.97584),14.143,http://www.wikidata.org/entity/Q41398246,1.0,,,http://www.wikidata.org/entity/Q5526694,,"('49.97584', '11.03491')"
1112,,49.97555,11.0355,Vogtei,,D,blue,,,cultural heritage ensemble,,Point(11.0355 49.97555),14.153,http://www.wikidata.org/entity/Q41398247,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.97555', '11.0355')"
1113,,49.9759,11.03567,Pfarrhaus,,D,blue,,,clergy house,,Point(11.03567 49.9759),14.188,http://www.wikidata.org/entity/Q41398244,1.0,,,http://www.wikidata.org/entity/Q607241,,"('49.9759', '11.03567')"
1114,,49.97576,11.03544,Benefiziatenhaus,,D,blue,,,house,,Point(11.03544 49.97576),14.165,http://www.wikidata.org/entity/Q41398245,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97576', '11.03544')"
1115,,49.97548,11.03524,Cultural heritage D-4-71-185-82 in Scheßlitz,,D,blue,,,house,,Point(11.03524 49.97548),14.134,http://www.wikidata.org/entity/Q41398249,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.97548', '11.03524')"
1116,,49.95647,11.05521,Kreuzwegstation,,D,blue,,,cultural heritage ensemble,,Point(11.05521 49.95647),14.045,http://www.wikidata.org/entity/Q41398359,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.95647', '11.05521')"
1117,,49.95842,11.05284,Bildstock,,D,blue,,,cultural heritage ensemble,,Point(11.05284 49.95842),14.014,http://www.wikidata.org/entity/Q41398360,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.95842', '11.05284')"
1119,,49.93644,11.07918,Kapelle,,D,blue,,,chapel,,Point(11.07918 49.93644),14.645,http://www.wikidata.org/entity/Q41398382,1.0,,,http://www.wikidata.org/entity/Q108325,,"('49.93644', '11.07918')"
1120,,49.950482067989,11.036220962907,Fohlenstall,,D,blue,,,cultural heritage ensemble,,Point(11.036220962 49.950482067),12.538,http://www.wikidata.org/entity/Q41398407,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.950482067989', '11.036220962907')"
1121,,49.95944,10.99992,Pumpbrunnen,,D,blue,,,water well,,Point(10.99992 49.95944),11.064,http://www.wikidata.org/entity/Q41398464,1.0,,,http://www.wikidata.org/entity/Q43483,,"('49.95944', '10.99992')"
1122,,49.95948,10.99995,Kreuz,,D,blue,,,cultural heritage ensemble,,Point(10.99995 49.95948),11.068,http://www.wikidata.org/entity/Q41398465,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('49.95948', '10.99995')"
1123,,49.99671,10.99837,Kapelle,,D,blue,,,chapel,,Point(10.99837 49.99671),14.151,http://www.wikidata.org/entity/Q41398514,1.0,,,http://www.wikidata.org/entity/Q108325,,"('49.99671', '10.99837')"
1124,,49.96107,11.05682,Cultural heritage D-4-71-185-282 in Scheßlitz,,D,blue,,,house,,Point(11.05682 49.96107),14.411,http://www.wikidata.org/entity/Q41398541,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.96107', '11.05682')"
1125,,49.9585,11.06058,Bauernhaus,,D,blue,,,house,,Point(11.06058 49.9585),14.491,http://www.wikidata.org/entity/Q41398544,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.9585', '11.06058')"
1126,,49.95897,11.0591,Köblergut,,D,blue,,,house,,Point(11.0591 49.95897),14.427,http://www.wikidata.org/entity/Q41398545,1.0,,,http://www.wikidata.org/entity/Q3947,,"('49.95897', '11.0591')"
1127,,50.01992,10.82704,Gasthaus,,D,blue,,,Gasthaus,,Point(10.82704 50.01992),14.895,http://www.wikidata.org/entity/Q41398572,1.0,,,http://www.wikidata.org/entity/Q5526694,,"('50.01992', '10.82704')"
1128,,50.02008,10.82658,Cultural heritage D-4-71-175-11 in Reckendorf,,D,blue,,,house,,Point(10.82658 50.02008),14.922,http://www.wikidata.org/entity/Q41398578,1.0,,,http://www.wikidata.org/entity/Q3947,,"('50.02008', '10.82658')"
1129,,50.019907724828,10.826652522082,Brauereigasthof,,D,blue,,,cultural heritage ensemble,,Point(10.826652522 50.019907724),14.902,http://www.wikidata.org/entity/Q41398577,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('50.019907724828', '10.826652522082')"
1130,,50.01403,10.88469,Torhaus,,D,blue,,,house,,Point(10.88469 50.01403),13.613,http://www.wikidata.org/entity/Q41398623,1.0,,,http://www.wikidata.org/entity/Q3947,,"('50.01403', '10.88469')"
1131,,50.0182,10.88636,Cultural heritage D-4-71-174-24 in Rattelsdorf,,D,blue,,,house,,Point(10.88636 50.0182),14.076,http://www.wikidata.org/entity/Q41398626,1.0,,,http://www.wikidata.org/entity/Q3947,,"('50.0182', '10.88636')"
1132,,50.01877,10.88638,Gasthaus,,D,blue,,,cultural heritage ensemble,,Point(10.88638 50.01877),14.14,http://www.wikidata.org/entity/Q41398627,1.0,,,http://www.wikidata.org/entity/Q1516079,,"('50.01877', '10.88638')"
