,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,thing,articleEN,to_drop_key
371,https://www.atlasobscura.com/places/bird-hall-of-bamberg-natural-history-museum,49.894484,10.887971,"
Bird Hall of Bamberg Natural History Museum
","
A beautiful collection of taxidermy birds and rare pomological wax models.
",atlas_obscura,gold,,,,,,,,,,,,,"(49.894484, 10.887971)"
4,,0.0,0.0,,Forchheim - former imperial residence with charming old town,wikivoyage,red,,,Go next,"(0, 0)",,,,,,,,,"(0.0, 0.0)"
9,,49.89745,10.87741,Welcome Kongresshotel Bamberg ,Four-star hotel.,wikivoyage,red,Mußstraße 7 ,https://www.welcome-hotels.com/hotels/bamberg-kongresshotel/ ,Sleep_Splurge,"(49.89745, 10.87741)",,,,,,,,,"(49.89745, 10.87741)"
8,,49.89527,10.87916,Welcome Hotel Residenzschloss Bamberg ,Four-star hotel.,wikivoyage,red,Untere Sandstraße 32 ,https://www.welcome-hotels.com/hotels/residenzschloss-bamberg/ ,Sleep_Splurge,"(49.89527, 10.87916)",,,,,,,,,"(49.89527, 10.87916)"
7,,49.8939,10.88163,Tandem Hotel ,,wikivoyage,red,Untere Sandstraße 20 ,https://tandem-hotel.de/ ,Sleep_Splurge,"(49.8939, 10.88163)",,,,,,,,,"(49.8939, 10.88163)"
6,,49.89622,10.89388,Best Western Hotel Bamberg ,Three-star hotel.,wikivoyage,red,Luitpoldstraße 7 , ,Sleep_Splurge,"(49.89622, 10.89388)",,,,,,,,,"(49.89622, 10.89388)"
5,,49.89133,10.89203,Bamberger Hof Bellevue ,Four-star hotel.,wikivoyage,red,Schönleinsplatz 4 ,https://bambergerhof.de/en/ ,Sleep_Splurge,"(49.89133, 10.89203)",,,,,,,,,"(49.89133, 10.89203)"
4,,49.8921,10.89189,Romantik Hotel Weinhaus Messerschmitt ,,wikivoyage,red,Lange Straße 41 ,https://hotel-messerschmitt.de/ ,Sleep_Splurge,"(49.8921, 10.89189)",,,,,,,,,"(49.8921, 10.89189)"
3,,49.89201,10.88458,Palais Schrottenberg ,,wikivoyage,red,Kasernstraße 1 ,https://palais-schrottenberg.de/index.php/en/ ,Sleep_Splurge,"(49.89201, 10.88458)",,,,,,,,,"(49.89201, 10.88458)"
2,,49.88893,10.88681,Hotel-Restaurant St. Nepomuk ,,wikivoyage,red,Obere Mühlbrücke 9 ,https://www.hotel-nepomuk.de/en/ ,Sleep_Splurge,"(49.88893, 10.88681)",,,,,,,,,"(49.88893, 10.88681)"
1,,49.88972,10.88945,Villa Geyerswörth Hotel ,Five-star hotel.,wikivoyage,red,Geyerswörthstraße 15 ,https://villageyerswoerth.de/ ,Sleep_Splurge,"(49.88972, 10.88945)",,,,,,,,,"(49.88972, 10.88945)"
0,,49.8973,10.8911,Hotel Europa ,,wikivoyage,red,Untere Königstraße 8 ,http://www.hotel-europa-bamberg.de/ ,Sleep_Splurge,"(49.8973, 10.8911)",,,,,,,,,"(49.8973, 10.8911)"
0,,49.8927079,10.8827991,Sandschlössla,two apartments in a traditional city house,wikivoyage,red,Obere Sandstraße 31,http://www.sandschloessla.de/,Sleep_Mid-range_Apartments,"(49.8927079, 10.8827991)",,,,,,,,,"(49.8927079, 10.8827991)"
4,,49.89886,10.89579,Hotel National ,Three-star hotel.,wikivoyage,red,Luitpoldstraße 37 ,https://www.hotel-national-bamberg.de/en ,Sleep_Mid-range,"(49.89886, 10.89579)",,,,,,,,,"(49.89886, 10.89579)"
3,,49.89103,10.89059,Hotel Ibis Bamberg am Schillerplatz ,,wikivoyage,red,Theatergassen 10 ,https://all.accor.com/hotel/1439/index.en.shtml ,Sleep_Mid-range,"(49.89103, 10.89059)",,,,,,,,,"(49.89103, 10.89059)"
2,,49.90091,10.92063,Hotel garni Berliner Ring ,Three-star hotel.,wikivoyage,red,Pödeldorfer Straße 146 ,https://www.hotelberlinerring.de/#height_271 ,Sleep_Mid-range,"(49.90091, 10.92063)",,,,,,,,,"(49.90091, 10.92063)"
1,,49.8927,10.8917,Hotel Central ,,wikivoyage,red,Promenadestraße 3 ,http://central-bamberg.com/ ,Sleep_Mid-range,"(49.8927, 10.8917)",,,,,,,,,"(49.8927, 10.8917)"
0,,49.8916,10.8847,Hotel Alt Ringlein ,,wikivoyage,red,Dominikanerstraße 9 ,http://www.alt-ringlein.com/ ,Sleep_Mid-range,"(49.8916, 10.8847)",,,,,,,,,"(49.8916, 10.8847)"
2,,49.8971,10.8928,Brauerein Fässla ,26 rooms with an on-site brewery.,wikivoyage,red,Obere Konigsstraße 19-21 ,http://www.faessla.de/ ,Sleep_Budget,"(49.8971, 10.8928)",,,,,,,,,"(49.8971, 10.8928)"
1,,49.889,10.8829,"DJH Jugendherberge Bamberg ""Am Kaulberg"" ",,wikivoyage,red,Unterer Kaulberg 30 ,https://www.jugendherberge.de/en/youth-hostels/bamberg-am-kaulberg-734/portrait/ ,Sleep_Budget,"(49.889, 10.8829)",,,,,,,,,"(49.889, 10.8829)"
0,,49.899601,10.895644,Backpackers Bamberg ,,wikivoyage,red,Heiliggrabstraße 4 , ,Sleep_Budget,"(49.899601, 10.895644)",,,,,,,,,"(49.899601, 10.895644)"
0,,49.8847,10.8875,Spezialkeller ,The open air location to drink Spezial beers with typical local food having a panoramic view over the city.,wikivoyage,red,Sternwartstraße 1 ,http://www.spezial-keller.de/ ,Drink_Bars,"(49.8847, 10.8875)",,,,,,,,,"(49.8847, 10.8875)"
0,,49.89273,10.882722,Backstübla ,"Run by two sisters, this charming place is in an old village house with a magificient courtyard, and in two rooms decorated by the sisters. The casual atmosphere is one thing, but the homebaked cakes are delicious.",wikivoyage,red,Obere Sandstr. 31 , ,Drink_Cafés,"(49.89273, 10.882722)",,,,,,,,,"(49.89273, 10.882722)"
1,,49.8975676,10.8899956,Kropf - Bamberger Köstlichkeiten ,,wikivoyage,red,u. Königstraße 28 , ,Eat_Splurge,"(49.8975676, 10.8899956)",,,,,,,,,"(49.8975676, 10.8899956)"
0,,49.8906303,10.8875481,HENRII - casual dining ,,wikivoyage,red,Untere Mühlbrücke 5 , ,Eat_Splurge,"(49.8906303, 10.8875481)",,,,,,,,,"(49.8906303, 10.8875481)"
3,,49.8925747,10.8829357,Die Küche ,,wikivoyage,red,Ob. Sandstraße 27 , ,Eat_Mid-range,"(49.8925747, 10.8829357)",,,,,,,,,"(49.8925747, 10.8829357)"
2,,49.8972436,10.8912502,Restaurant Kleehof in der Gärtnerstadt ,,wikivoyage,red,u. Königstraße 6 , ,Eat_Mid-range,"(49.8972436, 10.8912502)",,,,,,,,,"(49.8972436, 10.8912502)"
1,,49.88055,10.86864,Restaurant Altenburg ,,wikivoyage,red,Altenburg 1 ,https://www.altenburg1.de/ ,Eat_Mid-range,"(49.88055, 10.86864)",,,,,,,,,"(49.88055, 10.86864)"
0,,49.89173,10.88468,Ambräusianum ,Inn brewery,wikivoyage,red,Dominikanerstraße 10 ,http://www.ambraeusianum.de/ ,Eat_Mid-range,"(49.89173, 10.88468)",,,,,,,,,"(49.89173, 10.88468)"
6,,49.8927968,10.886966,China-Fan Imbiss ,,wikivoyage,red,Fischstraße 9 , ,Eat_Budget,"(49.8927968, 10.886966)",,,,,,,,,"(49.8927968, 10.886966)"
5,,49.8935702,10.887773,Ornina Imbiss ,,wikivoyage,red,Jesuitenstraße 1 , ,Eat_Budget,"(49.8935702, 10.887773)",,,,,,,,,"(49.8935702, 10.887773)"
4,,49.8957432,10.8901458,Fässla Stub'n ,,wikivoyage,red,Kleberstraße 9 , ,Eat_Budget,"(49.8957432, 10.8901458)",,,,,,,,,"(49.8957432, 10.8901458)"
3,,49.8937365,10.8915419,Tambosi ,,wikivoyage,red,Promenadestraße 11 , ,Eat_Budget,"(49.8937365, 10.8915419)",,,,,,,,,"(49.8937365, 10.8915419)"
2,,49.8916695,10.8848779,"Schlenkerla, die historische Rauchbierbrauerei ",,wikivoyage,red,Dominikanerstraße 6 , ,Eat_Budget,"(49.8916695, 10.8848779)",,,,,,,,,"(49.8916695, 10.8848779)"
1,,49.8969572,10.8927676,Brauerei Spezial ,,wikivoyage,red,Ob. Königstraße 10 , ,Eat_Budget,"(49.8969572, 10.8927676)",,,,,,,,,"(49.8969572, 10.8927676)"
0,,49.8909502,10.8853849,Weinstube Nüßlein ,,wikivoyage,red,Lugbank 1 , ,Eat_Budget,"(49.8909502, 10.8853849)",,,,,,,,,"(49.8909502, 10.8853849)"
5,,49.891856,10.882333,Bamberg State Library ,Temporary exhibition of rare books and manuscripts.,wikivoyage,red,"Neue Residenz, Domplatz 8 ",https://www.staatsbibliothek-bamberg.de/ ,See,"(49.891856, 10.882333)",,,,,,,,,"(49.891856, 10.882333)"
4,,49.8917,10.8825,Neue Residenz ,,wikivoyage,red, , ,See,"(49.8917, 10.8825)",,,,,,,,,"(49.8917, 10.8825)"
3,,49.8911,10.8814,Alte Hofhaltung ,,wikivoyage,red, , ,See,"(49.8911, 10.8814)",,,,,,,,,"(49.8911, 10.8814)"
2,,49.89157,10.886897,Altes Rathaus ,It is perched in the middle of a bridge above the Regnitz River and is a must-see.,wikivoyage,red, ,http://en.bamberg.info/poi/old_town_hall-4656/ ,See,"(49.89157, 10.886897)",,,,,,,,,"(49.89157, 10.886897)"
1,,49.893611,10.877222,Kloster Michelsberg ,,wikivoyage,red, , ,See,"(49.893611, 10.877222)",,,,,,,,,"(49.893611, 10.877222)"
0,,49.890703,10.882533,Bamberger Dom ,contains the intruiging Bamberg Rider sculpture. No one knows for sure who the young royal rider is.,wikivoyage,red,Bamberger Dom ,http://www.bamberger-dom.de/ ,See,"(49.890703, 10.882533)",,,,,,,,,"(49.890703, 10.882533)"
0,,49.908,10.869793,Harbor ,,wikivoyage,red, , ,Get in_By boat,"(49.908, 10.869793)",,,,,,,,,"(49.908, 10.869793)"
0,,49.9008,10.8994,Bamberg Main Station ,"Deutsche Bahn (or DB) serves Bamberg with a dependable train service. Frequent trains run from/to [[Nuremberg]] (twice an hour by regional express; 40 min), [[Wurzburg]] (twice an hour; 55–70 min), and [[Bayreuth]] (once every two hours; 70 min). ICE high-speed trains from [[Munich]] (1 hr 45 min), [[Berlin]] (2 hr 45 min) call here at least every second hour, also linking Bamberg with Erfurt (45 min) and Leipzig (1 hr 30 min). Several times a day, there is even a direct train from [[Hamburg]] (4 hr 40 min). From Frankfurt, there is a relatively slow regional express connection every other hour (taking 3 hr) or you may take the ICE and change trains in Würzburg (2 hr 10 min–2 hr 30 min). See [http://www.bahn.de Deutsche Bahn's website] for more information.",wikivoyage,red, ,http://www.stationsdatenbank.bayern-takt.de/StationsdatenbankBEG/Steckbrief.html?lang,Get in_By train,"(49.9008, 10.8994)",,,,,,,,,"(49.9008, 10.8994)"
0,,49.8916044,10.8868478,--,,wikivoyage,red,,,Understand_Local information,"(49.8916044, 10.8868478)",,,,,,,,,"(49.8916044, 10.8868478)"
0,,49.890703,10.882533,Clement II,,graves,black,,,,,Point(10.882533 49.890703),0.325,http://www.wikidata.org/entity/Q58573,73.0,Bamberg Cathedral,,,,"('49.890703', '10.882533')"
3,,49.905811,10.886006,Willy Messerschmitt,,graves,black,,,,,Point(10.886006 49.905811),1.581,http://www.wikidata.org/entity/Q77096,39.0,Hauptfriedhof Bamberg,,,,"('49.905811', '10.886006')"
6,,49.893611111111,10.877222222222,Otto of Bamberg,,graves,black,,,,,Point(10.877222222 49.893611111),0.725,http://www.wikidata.org/entity/Q77259,28.0,Michaelsberg Abbey,,,,"('49.893611111111', '10.877222222222')"
0,,49.891666666667,10.891666666667,Bamberg,,S,orange,,,district capital,,Point(10.891666666 49.891666666),0.345,http://www.wikidata.org/entity/Q3936,99.0,,https://de.wikipedia.org/wiki/Bamberg,http://www.wikidata.org/entity/Q134626,https://en.wikipedia.org/wiki/Bamberg,"('49.891666666667', '10.891666666667')"
3,,49.816,10.865,Franconia,,S,orange,,,region,,Point(10.865 49.816),8.551,http://www.wikidata.org/entity/Q150907,64.0,,https://de.wikipedia.org/wiki/Franken_(Region),http://www.wikidata.org/entity/Q82794,https://en.wikipedia.org/wiki/Franconia,"('49.816', '10.865')"
4,,49.83,10.83,Bamberg Rural District,,S,orange,,,rural district of Bavaria,,Point(10.83 49.83),7.97,http://www.wikidata.org/entity/Q10444,45.0,,https://de.wikipedia.org/wiki/Landkreis_Bamberg,http://www.wikidata.org/entity/Q85482556,https://en.wikipedia.org/wiki/Bamberg_(district),"('49.83', '10.83')"
6,,49.828333333333,10.743333333333,Burgebrach,,S,orange,,,municipality seat,,Point(10.743333333 49.828333333),12.463,http://www.wikidata.org/entity/Q513956,41.0,,https://de.wikipedia.org/wiki/Burgebrach,http://www.wikidata.org/entity/Q15303838,https://en.wikipedia.org/wiki/Burgebrach,"('49.828333333333', '10.743333333333')"
14,,49.803611111111,11.031666666667,Q545388,,S,orange,,,market municipality,,Point(11.031666666 49.803611111),14.267,http://www.wikidata.org/entity/Q545388,41.0,,https://de.wikipedia.org/wiki/Buttenheim,http://www.wikidata.org/entity/Q562061,https://en.wikipedia.org/wiki/Buttenheim,"('49.803611111111', '11.031666666667')"
16,,49.932777777778,10.953333333333,Memmelsdorf,,S,orange,,,municipality seat,,Point(10.953333333 49.932777777),6.605,http://www.wikidata.org/entity/Q534442,41.0,,https://de.wikipedia.org/wiki/Memmelsdorf,http://www.wikidata.org/entity/Q15303838,https://en.wikipedia.org/wiki/Memmelsdorf,"('49.932777777778', '10.953333333333')"
18,,49.819885951875,10.987896960911,Hirschaid,,S,orange,,,market municipality,,Point(10.98789696 49.819885951),10.773,http://www.wikidata.org/entity/Q538066,41.0,,https://de.wikipedia.org/wiki/Hirschaid,http://www.wikidata.org/entity/Q562061,https://en.wikipedia.org/wiki/Hirschaid,"('49.819885951875', '10.987896960911')"
19,,50.0175,10.930833333333,Zapfendorf,,S,orange,,,municipality seat,,Point(10.930833333 50.0175),14.348,http://www.wikidata.org/entity/Q147332,40.0,,https://de.wikipedia.org/wiki/Zapfendorf,http://www.wikidata.org/entity/Q15303838,https://en.wikipedia.org/wiki/Zapfendorf,"('50.0175', '10.930833333333')"
21,,49.912298034325,10.827650367955,Bischberg,,S,orange,,,municipality without town privileges in Germany,,Point(10.827650367 49.912298034),4.824,http://www.wikidata.org/entity/Q530525,40.0,,https://de.wikipedia.org/wiki/Bischberg,http://www.wikidata.org/entity/Q116457956,https://en.wikipedia.org/wiki/Bischberg,"('49.912298034325', '10.827650367955')"
22,,49.766666666667,10.816666666667,Pommersfelden,,S,orange,,,municipality without town privileges in Germany,,Point(10.816666666 49.766666666),14.776,http://www.wikidata.org/entity/Q627521,40.0,,https://de.wikipedia.org/wiki/Pommersfelden,http://www.wikidata.org/entity/Q116457956,https://en.wikipedia.org/wiki/Pommersfelden,"('49.766666666667', '10.816666666667')"
23,,49.9717,10.88904,Breitengüßbach,,S,orange,,,municipality without town privileges in Germany,,Point(10.88904 49.9717),8.907,http://www.wikidata.org/entity/Q529392,39.0,,https://de.wikipedia.org/wiki/Breiteng%C3%BC%C3%9Fbach,http://www.wikidata.org/entity/Q116457956,https://en.wikipedia.org/wiki/Breiteng%C3%BC%C3%9Fbach,"('49.9717', '10.88904')"
24,,49.95,10.866666666667,Kemmern,,S,orange,,,municipality without town privileges in Germany,,Point(10.866666666 49.95),6.652,http://www.wikidata.org/entity/Q529400,39.0,,https://de.wikipedia.org/wiki/Kemmern,http://www.wikidata.org/entity/Q116457956,https://en.wikipedia.org/wiki/Kemmern,"('49.95', '10.866666666667')"
25,,50.019644444444,10.826952777778,Reckendorf,,S,orange,,,municipality without town privileges in Germany,,Point(10.826952777 50.019644444),14.868,http://www.wikidata.org/entity/Q524280,39.0,,https://de.wikipedia.org/wiki/Reckendorf,http://www.wikidata.org/entity/Q116457956,https://en.wikipedia.org/wiki/Reckendorf,"('50.019644444444', '10.826952777778')"
26,,50.015555555556,10.886944444444,Rattelsdorf,,S,orange,,,municipality seat,,Point(10.886944444 50.015555555),13.782,http://www.wikidata.org/entity/Q529428,39.0,,https://de.wikipedia.org/wiki/Rattelsdorf,http://www.wikidata.org/entity/Q15303838,https://en.wikipedia.org/wiki/Rattelsdorf,"('50.015555555556', '10.886944444444')"
28,,49.81667,10.86667,Frensdorf,,S,orange,,,municipality seat,,Point(10.86667 49.81667),8.457,http://www.wikidata.org/entity/Q529719,39.0,,https://de.wikipedia.org/wiki/Frensdorf,http://www.wikidata.org/entity/Q15303838,https://en.wikipedia.org/wiki/Frensdorf,"('49.81667', '10.86667')"
30,,49.907607913454,10.71217083754,Priesendorf,,S,orange,,,municipality without town privileges in Germany,,Point(10.712170837 49.907607913),12.636,http://www.wikidata.org/entity/Q530556,39.0,,https://de.wikipedia.org/wiki/Priesendorf,http://www.wikidata.org/entity/Q116457956,https://en.wikipedia.org/wiki/Priesendorf,"('49.907607913454', '10.71217083754')"
31,,49.83,10.929166666667,Pettstadt,,S,orange,,,municipality seat,,Point(10.929166666 49.83),7.491,http://www.wikidata.org/entity/Q427456,38.0,,https://de.wikipedia.org/wiki/Pettstadt,http://www.wikidata.org/entity/Q15303838,https://en.wikipedia.org/wiki/Pettstadt,"('49.83', '10.929166666667')"
33,,49.863333333333,10.843611111111,Stegaurach,,S,orange,,,municipality seat,,Point(10.843611111 49.863333333),4.414,http://www.wikidata.org/entity/Q178365,38.0,,https://de.wikipedia.org/wiki/Stegaurach,http://www.wikidata.org/entity/Q15303838,https://en.wikipedia.org/wiki/Stegaurach,"('49.863333333333', '10.843611111111')"
35,,49.859388704262,10.687889278175,Schönbrunn im Steigerwald,,S,orange,,,chef-lieu,,Point(10.687889278 49.859388704),14.7,http://www.wikidata.org/entity/Q545248,38.0,,https://de.wikipedia.org/wiki/Sch%C3%B6nbrunn_im_Steigerwald,http://www.wikidata.org/entity/Q956214,https://en.wikipedia.org/wiki/Sch%C3%B6nbrunn_im_Steigerwald,"('49.859388704262', '10.687889278175')"
37,,49.922777777778,10.776944444444,Viereth-Trunstadt,,S,orange,,,municipality seat,,Point(10.776944444 49.922777777),8.6,http://www.wikidata.org/entity/Q550723,38.0,,https://de.wikipedia.org/wiki/Viereth-Trunstadt,http://www.wikidata.org/entity/Q15303838,https://en.wikipedia.org/wiki/Viereth-Trunstadt,"('49.922777777778', '10.776944444444')"
39,,49.932222222222,10.815555555556,Oberhaid,,S,orange,,,municipality seat,,Point(10.815555555 49.932222222),6.816,http://www.wikidata.org/entity/Q534311,38.0,,https://de.wikipedia.org/wiki/Oberhaid_(Oberfranken),http://www.wikidata.org/entity/Q15303838,https://en.wikipedia.org/wiki/Oberhaid,"('49.932222222222', '10.815555555556')"
41,,49.938888888889,10.918055555556,Gundelsheim,,S,orange,,,municipality without town privileges in Germany,,Point(10.918055555 49.938888888),5.713,http://www.wikidata.org/entity/Q553227,37.0,,https://de.wikipedia.org/wiki/Gundelsheim_(Oberfranken),http://www.wikidata.org/entity/Q116457956,"https://en.wikipedia.org/wiki/Gundelsheim,_Bavaria","('49.938888888889', '10.918055555556')"
42,,49.880555555556,10.729444444444,Lisberg,,S,orange,,,municipality without town privileges in Germany,,Point(10.729444444 49.880555555),11.343,http://www.wikidata.org/entity/Q549641,37.0,,https://de.wikipedia.org/wiki/Lisberg,http://www.wikidata.org/entity/Q116457956,https://en.wikipedia.org/wiki/Lisberg,"('49.880555555556', '10.729444444444')"
43,,49.9,11.0,Litzendorf,,S,orange,,,municipality without town privileges in Germany,,Point(11.0 49.9),8.158,http://www.wikidata.org/entity/Q550700,37.0,,https://de.wikipedia.org/wiki/Litzendorf,http://www.wikidata.org/entity/Q116457956,https://en.wikipedia.org/wiki/Litzendorf,"('49.9', '11.0')"
44,,49.833333333333,10.966666666667,Strullendorf,,S,orange,,,municipality without town privileges in Germany,,Point(10.966666666 49.833333333),8.643,http://www.wikidata.org/entity/Q539907,37.0,,https://de.wikipedia.org/wiki/Strullendorf,http://www.wikidata.org/entity/Q116457956,https://en.wikipedia.org/wiki/Strullendorf,"('49.833333333333', '10.966666666667')"
45,,49.799515043035,11.00936538842,Altendorf,,S,orange,,,municipality in Germany,,Point(11.009365388 49.799515043),13.491,http://www.wikidata.org/entity/Q437010,36.0,,https://de.wikipedia.org/wiki/Altendorf_(Landkreis_Bamberg),http://www.wikidata.org/entity/Q262166,"https://en.wikipedia.org/wiki/Altendorf,_Upper_Franconia","('49.799515043035', '11.00936538842')"
46,,49.866666666667,10.783333333333,Walsdorf,,S,orange,,,municipality seat,,Point(10.783333333 49.866666666),7.918,http://www.wikidata.org/entity/Q553785,36.0,,https://de.wikipedia.org/wiki/Walsdorf_(Oberfranken),http://www.wikidata.org/entity/Q15303838,"https://en.wikipedia.org/wiki/Walsdorf,_Bavaria","('49.866666666667', '10.783333333333')"
48,,49.96666667,10.71666667,Stettfeld,,S,orange,,,municipality without town privileges in Germany,,Point(10.724166666 49.971388888),14.638,http://www.wikidata.org/entity/Q525796,35.0,,https://de.wikipedia.org/wiki/Stettfeld,http://www.wikidata.org/entity/Q116457956,https://en.wikipedia.org/wiki/Stettfeld,"('49.96666667', '10.71666667')"
52,,49.966666666667,10.783333333333,Lauter,,S,orange,,,municipality without town privileges in Germany,,Point(10.783333333 49.966666666),11.16,http://www.wikidata.org/entity/Q550543,35.0,,https://de.wikipedia.org/wiki/Lauter_(Oberfranken),http://www.wikidata.org/entity/Q116457956,"https://en.wikipedia.org/wiki/Lauter,_Bavaria","('49.966666666667', '10.783333333333')"
54,,49.4867,10.9867,Regnitz,,S,orange,,,river,,Point(10.8303 49.9144),4.777,http://www.wikidata.org/entity/Q643525,32.0,,https://de.wikipedia.org/wiki/Regnitz,http://www.wikidata.org/entity/Q4022,https://en.wikipedia.org/wiki/Regnitz,"('49.4867', '10.9867')"
56,,49.893888888889,10.886666666667,University of Bamberg,,S,orange,,,public university,,Point(10.886666666 49.893888888),0.254,http://www.wikidata.org/entity/Q707272,24.0,,https://de.wikipedia.org/wiki/Otto-Friedrich-Universit%C3%A4t_Bamberg,http://www.wikidata.org/entity/Q875538,https://en.wikipedia.org/wiki/University_of_Bamberg,"('49.893888888889', '10.886666666667')"
58,,49.891855555556,10.882333333333,Bamberg State Library,,S,orange,,,state library of Germany,,Point(10.882333333 49.891855555),0.325,http://www.wikidata.org/entity/Q324689,22.0,,https://de.wikipedia.org/wiki/Staatsbibliothek_Bamberg,http://www.wikidata.org/entity/Q1386438,https://en.wikipedia.org/wiki/Bamberg_State_Library,"('49.891855555556', '10.882333333333')"
62,,49.89694444,10.87916667,Bamberg Symphony,,A,green,,,orchestra,,Point(10.87916667 49.89694444),0.809,http://www.wikidata.org/entity/Q699427,19.0,,https://de.wikipedia.org/wiki/Bamberger_Symphoniker,http://www.wikidata.org/entity/Q42998,https://en.wikipedia.org/wiki/Bamberg_Symphony,"('49.89694444', '10.87916667')"
63,,50.4465,10.9918,Itz,,A,green,,,river,,Point(10.8681 49.9831),10.261,http://www.wikidata.org/entity/Q568774,17.0,,https://de.wikipedia.org/wiki/Itz,http://www.wikidata.org/entity/Q4022,https://en.wikipedia.org/wiki/Itz,"('50.4465', '10.9918')"
65,,49.890869,10.882765,Bamberg Horseman,,A,green,,,sculpture,,Point(10.882765 49.890869),0.304,http://www.wikidata.org/entity/Q680156,16.0,,https://de.wikipedia.org/wiki/Bamberger_Reiter,http://www.wikidata.org/entity/Q860861,https://en.wikipedia.org/wiki/Bamberg_Horseman,"('49.890869', '10.882765')"
66,,49.879167,10.920556,Brose Arena,,A,green,,,multi-purpose hall,,Point(10.920556 49.879167),2.783,http://www.wikidata.org/entity/Q567566,13.0,,https://de.wikipedia.org/wiki/Brose_Arena,http://www.wikidata.org/entity/Q1763828,https://en.wikipedia.org/wiki/Brose_Arena,"('49.879167', '10.920556')"
67,,49.891666666667,10.884722222222,Schlenkerla,,A,green,,,brewery,,Point(10.884722222 49.891666666),0.152,http://www.wikidata.org/entity/Q566990,12.0,,https://de.wikipedia.org/wiki/Heller-Br%C3%A4u_Trum,http://www.wikidata.org/entity/Q131734,https://en.wikipedia.org/wiki/Schlenkerla,"('49.891666666667', '10.884722222222')"
68,,49.89157,10.886897,old town hall,,A,green,,,Rathaus,,Point(10.886897 49.89157),0.005,http://www.wikidata.org/entity/Q439335,11.0,,https://de.wikipedia.org/wiki/Altes_Rathaus_(Bamberg),http://www.wikidata.org/entity/Q543654,,"('49.89157', '10.886897')"
69,,49.880555555556,10.868611111111,Burg,,A,green,,,hill castle,,Point(10.868611111 49.880555555),1.793,http://www.wikidata.org/entity/Q314855,10.0,,https://de.wikipedia.org/wiki/Altenburg_(Bamberg),http://www.wikidata.org/entity/Q15710038,https://en.wikipedia.org/wiki/Altenburg_(Bamberg),"('49.880555555556', '10.868611111111')"
71,,50.2306,10.4389,Baunach,,A,green,,,river,,Point(10.8571 49.9776),9.796,http://www.wikidata.org/entity/Q324266,10.0,,https://de.wikipedia.org/wiki/Baunach_(Fluss),http://www.wikidata.org/entity/Q4022,https://en.wikipedia.org/wiki/Baunach_(river),"('50.2306', '10.4389')"
73,,49.8019,10.73162,Thomann,,A,green,,,online shop,,Point(10.73162 49.8019),14.945,http://www.wikidata.org/entity/Q1539868,10.0,,https://de.wikipedia.org/wiki/Musikhaus_Thomann,http://www.wikidata.org/entity/Q4382945,https://en.wikipedia.org/wiki/Thomann_(retailer),"('49.8019', '10.73162')"
75,,49.851944444444,11.075277777778,Deichselbach,,A,green,,,river,,Point(11.075277777 49.851944444),14.205,http://www.wikidata.org/entity/Q829216,10.0,,https://de.wikipedia.org/wiki/Deichselbach,http://www.wikidata.org/entity/Q4022,https://en.wikipedia.org/wiki/Deichselbach,"('49.851944444444', '11.075277777778')"
84,,49.89083,10.8825,Gunthertuch,,B,violet,,,tapestry,,Point(10.8825 49.89083),0.323,http://www.wikidata.org/entity/Q1555009,9.0,,https://de.wikipedia.org/wiki/Gunthertuch,http://www.wikidata.org/entity/Q184296,https://en.wikipedia.org/wiki/Gunthertuch,"('49.89083', '10.8825')"
88,,49.891666666667,10.8825,"New Residence, Bamberg",,B,violet,,,residency,,Point(10.8825 49.891666666),0.312,http://www.wikidata.org/entity/Q430550,8.0,,https://de.wikipedia.org/wiki/Neue_Residenz_(Bamberg),http://www.wikidata.org/entity/Q2359691,,"('49.891666666667', '10.8825')"
92,,49.98,11.0378,Leitenbach,,B,violet,,,river,,Point(11.0378 49.98),14.605,http://www.wikidata.org/entity/Q829461,8.0,,https://de.wikipedia.org/wiki/Leitenbach_(Main),http://www.wikidata.org/entity/Q4022,https://en.wikipedia.org/wiki/Leitenbach,"('49.98', '11.0378')"
98,,49.908888888889,10.871666666667,St. Erhard,,B,violet,,,brewery,,Point(10.871666666 49.908888888),2.208,http://www.wikidata.org/entity/Q7587890,8.0,,,http://www.wikidata.org/entity/Q131734,https://en.wikipedia.org/wiki/St._Erhard_(brewery),"('49.908888888889', '10.871666666667')"
100,,49.8413,10.9392,Zeegenbach,,B,violet,,,river,,Point(10.9392 49.8413),6.735,http://www.wikidata.org/entity/Q184380,7.0,,https://de.wikipedia.org/wiki/Zeegenbach,http://www.wikidata.org/entity/Q4022,https://en.wikipedia.org/wiki/Zeegenbach,"('49.8413', '10.9392')"
104,,49.893411111111,10.891238888889,Drudenhaus,,B,violet,,,prison,,Point(10.891238888 49.893411111),0.373,http://www.wikidata.org/entity/Q1261116,7.0,,https://de.wikipedia.org/wiki/Drudenhaus,http://www.wikidata.org/entity/Q40357,https://en.wikipedia.org/wiki/Drudenhaus_(prison),"('49.893411111111', '10.891238888889')"
